Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Utilities.csv_Open,S&P 500 Utilities.csv_High,S&P 500 Utilities.csv_Low,S&P 500 Utilities.csv_Close,S&P 500 Utilities.csv_Volume,S&P 500 Utilities.csv_Dividends,S&P 500 Utilities.csv_Stock Splits,S&P 500 Utilities.csv_Capital Gains
2013.10.24,2013.10.24,233.38,175.3,227.97,96749.13,19649229.29,206.98,direct,0.0,2145668.52,2145668.52,2396.83,2593896.13,2596292.96,4793.66,10059904.82,10064698.48,2661721.4,27.505913806396173,27.505913806396173,27.20977348517301,27.350793838500977,7866600,0.0,0.0,0.0
2013.10.25,2013.10.25,208.97,176.6,206.98,36749.63,6934330.09,197.88,direct,0.0,1865705.64,1865705.64,0.0,2267865.08,2267865.08,0.0,5992681.03,5992681.03,2321957.56,27.32962831113096,27.661025607927485,27.216812610693182,27.639873504638672,6550100,0.0,0.0,0.0
2013.10.28,2013.10.28,209.79,200.42,206.91,11072.23,2287257.98,206.9,direct,0.0,1558523.91,1558523.91,51.33,2085841.66,2085891.32,102.68,4741839.72,4741943.17,2106502.69,27.6257705641566,27.745636066326835,27.484750269450483,27.58346366882324,9821200,0.0,0.0,0.0
2013.10.29,2013.10.29,216.5,204.2,206.9,10016.58,2119311.77,216.0,direct,0.0,1497275.28,1497275.28,0.0,1967606.64,1967606.64,0.0,4503258.72,4503258.72,1976879.52,27.57642822476789,27.68924398133339,27.512969193591065,27.61873245239257,7922000,0.0,0.0,0.0
2013.10.30,2013.10.30,216.49,203.99,216.0,13472.97,2853902.33,208.0,direct,0.0,1464681.92,1464681.92,25.48,1859266.24,1859291.2,50.94,4754349.6,4754399.52,1876384.64,27.66808562904661,27.81615577182643,27.4142495615731,27.44245147705078,12317800,0.0,0.0,0.0
2013.10.31,2013.10.31,214.99,205.43,208.0,5289.31,1121246.74,211.17,direct,0.0,1304680.06,1304680.06,131.05,1680978.66,1681109.59,262.06,3798540.74,3798802.59,1694297.15,27.34372329711914,27.527050442388195,27.026431073689487,27.34372329711914,16903000,0.0,0.0,0.0
2013.11.11,2013.11.11,375.99,321.41,336.32,17999.67,6330618.38,362.98,direct,0.0,7028900.8,7028900.8,0.906,7548212.66,7548212.66,1.812,16340005.68,16340009.31,8027103.06,27.46361263269392,27.61168280974677,27.31554245564106,27.45656013488769,7459700,0.0,0.0,0.0
2013.11.12,2013.11.12,391.79,358.97,362.98,22027.67,8309810.54,380.04,direct,0.0,11427837.0,11427837.0,1560.44,12327536.1,12329098.06,3120.89,26577804.77,26580924.9,12883812.05,27.38603983142167,27.45654864152988,27.089896911542063,27.22386741638184,11242200,0.0,0.0,0.0
2013.11.13,2013.11.13,444.97,372.17,380.04,36015.4,14780190.21,434.85,direct,0.0,14059370.17,14059370.17,3081.78,15130040.45,15133119.18,6161.82,34007174.64,34013340.82,15744892.25,27.05464869732553,27.35784149169922,26.92068085156897,27.35784149169922,9596500,0.0,0.0,0.0
2013.11.14,2013.11.14,447.49,402.54,434.85,31406.18,13453174.7,433.4,direct,39.01,14562270.34,14562309.34,2059.52,15536315.17,15538378.15,4119.03,36364747.72,36368865.02,16445974.09,27.44245728427484,27.69629340546377,27.379000943717365,27.597579956054688,18829300,0.0,0.0,0.0
2013.11.15,2013.11.15,457.92,412.97,433.4,28126.4,12273745.93,433.92,direct,0.0,10086409.65,10086409.65,2793.58,11125170.74,11127965.18,5588.89,25115610.7,25121195.25,11977493.76,27.534116981183026,27.759748458862305,27.498862567121765,27.759748458862305,7791700,0.0,0.0,0.0
2013.11.18,2013.11.18,787.93,521.98,528.3,72071.71,45461600.44,785.43,direct,411.96,78252218.11,78252626.53,15119.53,80367522.47,80382642.0,30239.05,173467580.0,173497819.0,100381480.6,27.80909841581254,27.83025321089784,27.61872139847716,27.7244873046875,12206300,0.0,0.0,0.0
2013.11.19,2013.11.19,900.92,502.61,785.43,99101.83,69095497.89,645.69,direct,58.02,31299958.34,31300016.46,2923.04,32774940.3,32777865.27,5846.08,81544248.21,81550098.16,47349590.57,27.60461997511625,27.703333379902173,27.463599672676995,27.52000617980957,10079600,0.0,0.0,0.0
2013.11.20,2013.11.20,649.99,453.29,645.69,91594.45,50748177.23,637.97,direct,12.76,55376542.42,55376555.18,1330.81,56600998.25,56602331.6,2661.61,126454910.9,126457577.7,67698320.52,27.49180484703737,27.646924762205465,27.188612131849883,27.21681404113769,15244000,0.0,0.0,0.0
2013.11.21,2013.11.21,784.32,595.19,637.97,38732.06,27128283.04,764.91,direct,22.95,41476342.16,41476365.1,4774.57,42879753.13,42884526.17,9546.08,94005228.41,94014782.14,50820926.36,27.23796922808889,27.4353960446438,27.146305624800405,27.2802734375,7968100,0.0,0.0,0.0
2013.11.22,2013.11.22,821.99,682.28,764.91,30150.23,22686962.77,802.0,direct,616.42,37209351.4,37209960.92,3564.89,38518560.26,38522129.16,7129.78,81502367.8,81509497.58,44558975.64,27.24502245437189,27.343735875045287,27.132206732211017,27.25912475585937,6864900,0.0,0.0,0.0
2013.11.25,2013.11.25,849.99,758.95,795.01,26381.41,21438670.96,829.99,direct,396.9,24460817.89,24461216.28,10358.28,25718277.64,25728635.91,20716.55,54917674.43,54938390.98,30387793.08,27.280266900025342,27.34372588867328,27.146299119429944,27.15334892272949,6967400,0.0,0.0,0.0
2013.11.26,2013.11.26,974.96,825.08,829.99,31613.86,28285852.13,969.96,direct,6707.27,32682113.53,32688825.65,31931.08,34711900.32,34743841.11,63871.87,76749617.54,76813479.7,67613874.68,27.12515356165301,27.16745777112894,26.871317545842864,26.88541984558105,11718900,0.0,0.0,0.0
2013.11.27,2013.11.27,1094.78,914.27,969.96,37859.08,37868643.04,1079.89,direct,6128.38,61102443.97,61108577.74,51456.76,63734233.09,63785689.85,102913.52,134380194.1,134483096.9,159819594.8,26.91362111644764,26.94887820982552,26.71619430427674,26.829010009765625,8469300,0.0,0.0,0.0
2013.11.29,2013.11.29,1241.92,1049.96,1101.38,38706.56,45030632.96,1206.93,direct,7311.58,67753984.6,67761298.59,45054.7,70242191.49,70287234.11,90097.32,148290878.6,148380976.0,191914216.9,26.80785726930949,26.98413197306108,26.744398268369384,26.81490707397461,2943500,0.0,0.0,0.0
2013.12.10,2013.12.10,1067.7,911.96,918.95,22103.22,21734994.03,1033.72,direct,51499.93,52168013.3,52219513.23,56451.45,55420230.8,55476682.25,112902.9,115097868.4,115210771.3,220857131.1,26.94888111855488,26.955930924148216,26.63158607207681,26.67389297485352,9598000,0.0,0.0,0.0
2013.12.11,2013.12.11,1056.76,856.06,1033.72,24360.35,23051224.54,919.93,direct,399921.17,57355308.08,57755229.25,407087.42,58903338.68,59310416.91,814165.65,121349530.2,122163695.8,272216845.1,26.638643032722733,26.67390013937603,26.42006403401404,26.45531845092773,8718000,0.0,0.0,0.0
2013.12.12,2013.12.12,940.98,839.51,919.93,9913.21,8798283.62,899.98,direct,1092449.72,34518561.9,35611002.63,1099766.56,35506397.95,36606155.51,2199524.12,74873575.11,77073099.23,186087874.6,26.476465858803035,26.666842903998432,26.44121144815332,26.490568161010746,7757400,0.0,0.0,0.0
2013.12.13,2013.12.13,989.89,882.11,899.98,17372.49,16173632.88,936.77,direct,453827.59,38254276.96,38708104.55,456684.74,39281538.94,39738223.68,913369.49,80951878.85,81865238.97,150568775.1,26.52581301356821,26.913616770455302,26.38479273204432,26.448251724243164,6196200,0.0,0.0,0.0
2013.12.16,2013.12.16,924.94,714.03,919.88,41325.66,32899151.97,759.92,direct,52442.08,41406680.54,41459130.22,62997.37,42793139.38,42856136.75,125994.74,90531929.32,90657931.66,245798996.5,26.511719766352325,26.77260831763552,26.511719766352325,26.58928108215332,9674200,0.0,0.0,0.0
2013.12.17,2013.12.17,779.96,678.88,759.92,31714.24,22933905.57,714.97,direct,20791.33,58302600.43,58323391.76,32481.09,59419812.56,59452293.64,64962.17,122296826.8,122361781.8,209644390.0,26.518766795855623,26.638632303029866,26.420053392361893,26.539918899536133,5689600,0.0,0.0,0.0
2013.12.18,2013.12.18,716.99,454.86,714.97,110503.1,62529030.46,540.98,direct,306329.93,34703628.97,35009958.89,321504.41,36519655.55,36841159.96,643008.83,83264411.95,83907420.78,179793107.1,26.55402228470377,26.920674005347934,26.26493186704529,26.89246940612793,19247200,0.0,0.0,0.0
2013.12.19,2013.12.19,745.96,522.44,540.98,45761.94,29980041.32,731.95,direct,458918.01,23657202.24,24116120.25,463141.36,24971096.41,25434237.77,926282.73,54822945.21,55749227.93,89461761.65,26.83606195791853,26.83606195791853,26.45530795099424,26.69504165649414,16073200,0.0,0.0,0.0
2013.12.20,2013.12.20,774.39,621.25,731.95,34767.79,24291048.02,649.96,direct,60680.27,6293783.67,6354463.93,62357.16,7428821.81,7491178.98,124714.32,17802306.91,17927021.23,73212443.34,26.72425971885592,27.07345790866984,26.72425971885592,26.959434509277344,15367900,0.401,0.0,0.0
2013.12.23,2013.12.23,724.92,631.01,639.49,15066.3,10210388.76,713.24,direct,2738.84,2723870.69,2726609.53,3440.67,3509504.55,3512949.5,6880.63,8226089.35,8232964.98,8683547.22,27.109092416366646,27.109092416366646,26.845411070152288,26.8525390625,16915600,0.0,0.0,0.0
2013.12.24,2013.12.24,729.94,665.98,713.24,10945.64,7647250.76,702.75,direct,784.27,2732214.7,2733001.78,2517.95,3604236.09,3606758.96,5035.2,7886070.76,7891109.48,9358163.35,26.83115784514425,27.03069811444805,26.72425971885592,26.959434509277344,4937200,0.0,0.0,0.0
2013.12.26,2013.12.26,829.63,707.21,707.25,23529.7,18209291.31,801.98,direct,183244.41,6948683.53,7131927.94,191264.21,7691164.64,7882428.85,382528.42,18106061.87,18488590.29,50669986.6,26.987946415078817,27.009327677869017,26.788406085924247,26.83829116821289,10308200,0.0,0.0,0.0
2013.12.27,2013.12.27,836.83,767.87,801.98,13884.58,11073604.45,803.05,direct,579376.48,5295102.91,5874479.39,581496.54,6120092.23,6701588.77,1162985.04,15377805.21,16540798.28,51742141.69,26.816911823558684,27.00932687172896,26.816911823558684,26.945188522338867,12797600,0.0,0.0,0.0
2013.12.30,2013.12.30,818.83,780.96,784.96,10482.78,8411786.62,804.83,direct,216153.19,5406429.43,5622590.67,218302.09,6225698.08,6444000.17,436612.23,17708811.31,18145423.54,68465487.7,26.88817171319368,27.066333468026823,26.88817171319368,27.009323120117188,5664400,0.0,0.0,0.0
2013.12.31,2013.12.31,813.94,776.96,804.83,9167.06,7294004.88,805.94,direct,169094.27,2554080.28,2723166.49,169747.08,3163370.92,3333118.0,339502.23,10863966.43,11203460.59,40033288.37,26.987945388588813,27.10196881784497,26.95944157017452,27.05921173095703,7021800,0.0,0.0,0.0
2014.10.10,2014.10.10,378.13,353.32,360.91,28410.42,10394856.2,361.71,direct,839.89,63383853.97,63384693.14,98352.57,72676086.21,72774435.16,195554.89,145490248.0,145685799.3,90027748.96,31.31996418367015,31.69290671183437,31.31996418367015,31.3930892944336,18274400,0.0,0.0,0.0
2014.10.13,2014.10.13,391.22,366.04,373.17,23576.02,8935310.47,387.32,direct,992.31,63480950.12,63481941.66,143579.52,78460469.78,78604049.31,285342.52,157137401.1,157422743.6,93227823.3,31.458899245355223,31.79527917788424,31.349208802792187,31.36383438110352,17113500,0.0,0.0,0.0
2014.10.14,2014.10.14,407.74,385.72,387.32,28866.7,11549913.84,397.1,direct,2933.38,79775650.7,79778585.27,31597.25,94115110.4,94146707.64,49998.86,188431427.4,188481426.3,135744969.8,31.46618477355081,32.02194513435351,31.36380859907178,31.64900016784668,22008500,0.0,0.0,0.0
2014.10.15,2014.10.15,397.87,388.23,397.1,22484.5,8867207.18,393.17,direct,1571.11,48781077.64,48782650.32,89214.2,60703120.43,60792338.57,168913.7,121617318.1,121786231.8,75962508.14,31.56126909386978,31.8757119898401,30.63988016374173,31.2322006225586,22855700,0.0,0.0,0.0
2014.10.16,2014.10.16,398.84,371.56,393.17,20785.9,7999668.99,379.77,direct,1159.44,48655236.14,48656398.24,49244.78,59956640.68,60005885.45,95831.16,120078956.0,120174787.2,71472562.09,30.925077518016952,31.3272711494364,30.66913408744547,31.261457443237305,20875600,0.0,0.0,0.0
2014.10.17,2014.10.17,384.76,372.42,379.77,16567.87,6324477.58,380.48,direct,910.49,42116164.45,42117077.6,49774.39,52181781.88,52231556.27,99373.77,104513495.7,104612869.5,62495285.82,31.40039054693744,31.502769574298263,30.99088559566718,31.44426727294922,15615700,0.0,0.0,0.0
2014.10.20,2014.10.20,387.77,378.42,387.28,10555.47,4075710.38,380.39,direct,1236.65,31238182.17,31239418.44,27083.77,40370341.84,40397425.61,47411.81,80888282.61,80935694.42,49159956.51,31.53934238354975,31.904973517360062,31.41502634749128,31.883033752441406,10474300,0.0,0.0,0.0
2014.10.21,2014.10.21,388.24,377.42,380.39,9662.14,3745779.18,382.35,direct,710.02,31461864.75,31462575.92,69144.17,39225928.85,39295069.2,136598.36,78581233.47,78717831.83,45034773.58,31.95616091034325,32.04391159934624,31.780656742793173,31.99272346496582,10088000,0.0,0.0,0.0
2014.10.22,2014.10.22,383.69,376.97,382.35,10531.04,4064736.42,378.93,direct,1505.49,23136677.63,23138181.98,11564.94,30855746.98,30867311.92,20299.28,61835328.28,61855623.77,38656839.52,31.956151401886583,32.438784232113214,31.94883721941192,32.190155029296875,13948600,0.0,0.0,0.0
2014.10.23,2014.10.23,381.08,353.48,378.93,19121.88,6999640.64,355.78,direct,641.12,42727580.55,42728220.95,87991.51,51984389.11,52072380.62,180017.56,104110414.2,104290431.8,61402970.84,32.27791219796759,32.4534163486707,32.131659203972305,32.248661041259766,9462500,0.0,0.0,0.0
2014.10.24,2014.10.24,360.87,351.41,355.78,20034.01,7185001.61,355.1,direct,711.27,35413142.92,35413853.12,69546.34,44378427.2,44447973.53,141759.47,88878025.16,89019784.63,51713489.98,32.299836549659446,32.65815610545838,32.263274012833286,32.56309127807617,10616500,0.0,0.0,0.0
2014.10.27,2014.10.27,356.35,344.93,348.67,10603.46,3777108.32,350.09,direct,733.44,35446990.6,35447725.79,14518.23,40512124.23,40526642.46,29701.64,81099594.82,81129299.96,53557552.4,32.55578867545753,32.71666722837552,32.409535699126934,32.48997497558594,8312800,0.0,0.0,0.0
2014.10.28,2014.10.28,355.72,348.27,350.09,9430.8,3372185.13,351.06,direct,2886.77,29307756.13,29310641.84,25532.59,34199714.04,34225246.63,48941.27,68479037.95,68527979.22,44614611.06,32.52653367698011,32.73128614591089,32.32909260070692,32.7166633605957,10774100,0.0,0.0,0.0
2014.10.29,2014.10.29,352.83,334.72,351.06,12263.9,4259966.32,335.12,direct,2323.05,36388368.47,36390690.85,66719.04,41741334.07,41808049.76,133924.01,83566230.3,83700154.31,50908705.87,32.73860169415992,32.85560350836569,32.197466559993686,32.52653503417969,15307700,0.0,0.0,0.0
2014.10.30,2014.10.30,350.38,333.44,335.12,16120.98,5522262.77,344.86,direct,3043.73,36692048.73,36695093.84,125108.31,42784514.47,42909622.78,250485.61,85683363.82,85933849.44,51514897.12,32.56309777106085,33.265111449999154,32.548472195505546,33.24317169189453,33867400,0.0,0.0,0.0
2014.10.31,2014.10.31,347.97,336.08,344.86,14003.95,4814121.89,337.87,direct,2474.9,34811469.14,34813945.73,522053.07,40908394.11,41430447.18,1042062.03,81920990.7,82963049.36,47752849.69,33.323609551689714,33.36748627649781,32.9799155145509,33.250484466552734,16098900,0.0,0.0,0.0
2014.11.10,2014.11.10,374.67,356.6,362.04,22804.61,8387025.99,367.15,direct,7442.13,73795325.26,73802767.4,65782.27,83741903.4,83807682.0,132464.05,167524248.4,167656712.4,100206859.0,33.77699278612988,34.02562199250971,33.6599909707478,33.98905944824219,9434900,0.0,0.0,0.0
2014.11.11,2014.11.11,370.99,361.87,367.15,15790.68,5817809.67,365.42,direct,1887.76,54766741.48,54768630.7,70098.52,58102788.56,58172887.08,137189.63,116319347.0,116456536.6,69185173.24,33.98175556438129,34.04756927442346,33.74043769771201,33.86475372314453,5563000,0.0,0.0,0.0
2014.11.12,2014.11.12,442.73,365.81,365.42,38528.79,15737081.16,432.03,direct,4125.02,182095910.0,182100035.8,244494.42,196982419.5,197226913.9,482564.55,394470854.2,394953418.7,239537880.0,33.90862387132922,33.90862387132922,33.11886222884481,33.27242660522461,18059400,0.0,0.0,0.0
2014.11.13,2014.11.13,480.45,390.88,432.03,58200.73,25304725.28,428.72,direct,1703.73,265312544.6,265314246.6,343717.69,281101843.4,281445561.1,686170.65,562686618.5,563372793.5,334774955.1,33.31631607269566,33.45525492497861,32.90680812292978,33.00187301635742,15116300,0.0,0.0,0.0
2014.11.14,2014.11.14,430.18,381.99,428.72,35731.03,14250930.93,396.53,direct,1561.14,167203000.9,167204563.2,355021.24,176296012.7,176651037.9,709265.28,352906009.8,353615275.1,196972443.1,32.92142498415854,33.02380124709224,32.789797563374094,32.86292266845703,7847800,0.0,0.0,0.0
2014.11.17,2014.11.17,412.33,378.32,385.61,27600.89,10942934.49,384.69,direct,1990.0,99710120.78,99712109.63,284008.93,113587601.0,113871609.9,564490.26,227454117.5,228018604.0,125020368.5,32.89949302559072,33.35287488321308,32.81173953866172,33.29437255859375,8562400,0.0,0.0,0.0
2014.11.18,2014.11.18,394.94,371.95,384.69,27093.72,10404772.69,379.16,direct,1052.17,70072908.43,70073962.49,79509.85,81858933.99,81938443.84,156445.21,164062448.6,164218893.8,92081432.62,33.37481304747525,33.557628634097746,33.18468606478743,33.38943862915039,6686700,0.0,0.0,0.0
2014.11.19,2014.11.19,389.29,374.26,379.16,19867.47,7592152.68,381.43,direct,1281.6,50756951.13,50758232.73,53007.33,60708658.17,60761665.5,105820.12,121642421.1,121748241.2,67801371.91,33.30167656922428,33.455240940114685,33.14079801521898,33.36017608642578,12133400,0.0,0.0,0.0
2014.11.20,2014.11.20,383.03,355.11,381.43,21984.22,8084810.79,357.3,direct,261.19,56144371.23,56144632.06,60730.28,65716938.45,65777668.73,121321.22,131663438.6,131784759.8,77002519.78,33.2577971888023,33.447926881028394,33.14810955671183,33.28704833984375,8315100,0.0,0.0,0.0
2014.11.21,2014.11.21,358.73,343.8,357.3,23467.39,8291129.59,351.77,direct,627.21,50446903.02,50447529.17,103821.4,58997798.54,59101616.42,203643.17,118164457.2,118368100.4,68957318.32,33.433300043962994,33.58686439682116,33.11885715599064,33.41867446899414,14876700,0.0,0.0,0.0
2014.11.24,2014.11.24,388.72,361.92,365.85,24564.84,9244691.04,378.85,direct,1487.74,76139117.34,76140606.22,1109731.21,86814125.33,87923856.54,2220348.93,173887433.3,176107782.2,100357111.2,33.46255481843302,33.51374573540783,33.1042379264154,33.14080047607422,11731300,0.0,0.0,0.0
2014.11.25,2014.11.25,395.73,370.64,378.85,45317.22,17405251.28,376.43,direct,1868.6,90184229.85,90186096.94,1216139.93,105063608.1,106279748.0,2429178.08,210304785.7,212733963.8,118611591.0,33.15542605384649,33.199302787163305,32.93604796634987,33.14080047607422,13110600,0.0,0.0,0.0
2014.11.26,2014.11.26,378.27,363.99,376.43,23979.74,8916241.87,365.35,direct,1341.93,54658979.56,54660320.39,947414.66,68160269.6,69107684.26,1893013.53,136486441.0,138379454.5,77641774.34,33.1261697986591,33.38942457894551,33.1261697986591,33.28704833984375,6826500,0.0,0.0,0.0
2014.11.28,2014.11.28,383.25,358.37,368.83,43015.35,16118258.33,377.59,direct,1278.52,66223565.51,66224845.54,754447.48,76757310.79,77511758.27,1500652.16,153626169.2,155126821.4,86438016.08,33.31629960016163,33.791618253199296,33.31629960016163,33.63805389404297,7794600,0.0,0.0,0.0
2014.12.10,2014.12.10,354.07,345.09,352.19,27133.46,9535221.36,347.94,direct,3267.85,29355802.18,29359069.34,42535.67,85694852.4,85737388.06,222911.24,171571218.1,171794125.9,91911534.65,33.96712496608614,34.21575419066638,33.54299161081369,33.5576171875,9414400,0.0,0.0,0.0
2014.12.11,2014.12.11,367.13,337.8,347.94,51080.97,18063629.15,347.68,direct,2838.11,75897323.64,75900164.19,69939.31,180336807.6,180406750.4,304800.63,360850358.3,361155158.9,190331682.8,33.45523728323095,34.15724815017559,33.199296693056304,33.89399337768555,9716800,0.0,0.0,0.0
2014.12.12,2014.12.12,356.43,346.0,347.68,26850.92,9490205.28,353.4,direct,1966.32,30584144.24,30586109.14,22515.11,81201198.62,81223713.74,193429.96,162575944.9,162769374.9,88070831.67,33.81356440974589,34.08413063510675,33.57224655151367,33.57224655151367,10963100,0.0,0.0,0.0
2014.12.15,2014.12.15,351.22,343.56,349.35,22160.68,7746836.16,345.37,direct,1325.88,18273568.14,18274894.37,15545.1,27498877.46,27514422.56,179827.25,55195227.11,55375054.37,34069168.71,33.65267935923191,33.776992566843106,33.111544223138374,33.28704833984375,11037100,0.0,0.0,0.0
2014.12.16,2014.12.16,346.45,328.88,345.37,38589.75,13001054.77,330.22,direct,7221.91,40455962.17,40463184.08,36416.66,50834565.43,50870982.09,300889.86,101803916.8,102104806.6,67468390.76,33.23586408484801,33.7843106777018,33.00186042839389,33.2578010559082,14841700,0.0,0.0,0.0
2014.12.17,2014.12.17,335.67,314.31,330.22,61338.52,19834674.23,320.02,direct,4925.11,57475278.38,57480200.29,59194.1,66528397.76,66587591.86,335502.57,133150084.6,133485587.1,77012339.37,33.367498989920016,33.930571286550325,33.30168527240363,33.85013198852539,18697400,0.0,0.0,0.0
2014.12.18,2014.12.18,325.62,303.4,320.02,60516.23,18932813.68,310.34,direct,15178.73,68185630.01,68200811.84,454778.44,76292160.8,76746939.24,1037358.0,152794505.6,153831863.6,91125798.33,34.00369508381706,34.53020480357545,33.86475625867821,34.51557922363281,14663700,0.0,0.0,0.0
2014.12.19,2014.12.19,320.24,306.36,310.34,41711.62,13119110.69,317.78,direct,18043.55,41514194.48,41532238.03,508870.65,48508637.15,49017504.62,1255669.54,97118388.72,98374058.26,59176302.02,34.6461454904541,34.80107860321704,34.38792363584921,34.57236862182617,17982000,0.417,0.0,0.0
2014.12.22,2014.12.22,335.26,319.89,322.63,35363.79,11694687.77,330.84,direct,5296.75,40961545.22,40966841.97,279341.45,47373780.23,47653124.99,778066.2,94834998.17,95613064.37,54227789.2,34.66829856874185,34.69043107779086,34.365808749301486,34.660919189453125,11300700,0.0,0.0,0.0
2014.12.23,2014.12.23,339.32,328.0,330.84,24066.78,8057502.86,335.25,direct,3674.34,39458656.8,39462331.14,320207.33,45929360.63,46249567.97,770877.2,92049501.98,92820379.19,51328089.18,34.461716819554105,34.93389575689182,34.461716819554105,34.74945068359375,9581100,0.0,0.0,0.0
2014.12.24,2014.12.24,336.28,320.65,335.25,21524.09,7112691.11,322.4,direct,1002.66,23618485.59,23619488.26,344203.91,28521025.73,28865229.64,836927.83,57117044.92,57953972.75,35455001.82,34.675667798643794,35.47984829208227,34.675667798643794,35.39131546020508,14412400,0.0,0.0,0.0
2014.12.26,2014.12.26,332.88,316.36,318.99,23005.85,7518851.52,329.98,direct,2475.51,34790263.27,34792738.12,354837.39,49786702.64,50141536.73,794195.86,99601186.3,100395382.2,57560678.36,35.376558352088864,35.97415846555516,35.376558352088864,35.8192253112793,19854100,0.0,0.0,0.0
2014.12.29,2014.12.29,321.61,308.28,316.53,20355.29,6457547.05,314.12,direct,281.95,29473590.61,29473873.32,453473.06,70664086.53,71117562.72,1044081.48,141380816.4,142424897.9,74588158.38,35.8413686949951,36.39470392570855,35.819233371968764,36.23239135742188,24520900,0.0,0.0,0.0
2014.12.30,2014.12.30,316.18,309.25,314.12,22777.45,7163083.26,311.27,direct,1496.59,26589884.9,26591382.11,453934.38,43640779.26,44094713.64,1040326.59,87349197.49,88389524.08,47503490.55,36.20287504440064,36.21025442264358,35.42820637897515,35.47985076904297,13015400,0.0,0.0,0.0
2014.12.31,2014.12.31,319.09,308.89,311.27,20496.34,6472822.84,318.24,direct,917.8,23688302.6,23689222.32,269167.39,29482931.09,29752098.48,678013.5,59024647.47,59702660.97,32414516.6,35.56838689922829,35.627410673002146,34.79371816210125,34.83798599243164,15156500,0.0,0.0,0.0
2015.10.12,2015.10.12,248.02,244.65,247.65,40389.34,9961674.07,245.35,direct,554768.25,53376049.52,53930817.77,806529.24,67616261.66,68422793.36,1662263.42,135319345.3,136981608.8,104504761.8,33.289397411905064,33.660540377430635,33.17578056729318,33.46360778808594,7493000,0.0,0.0,0.0
2015.10.13,2015.10.13,251.19,243.11,245.35,74881.9,18553307.06,248.78,direct,933293.19,84328125.67,85261418.87,1177687.2,103542111.6,104719798.8,2418086.87,207287362.0,209705448.9,151622924.1,33.433299943016934,33.57721495663903,33.319686020541944,33.38785552978516,9573400,0.0,0.0,0.0
2015.10.14,2015.10.14,255.06,248.28,248.78,69581.72,17511356.73,252.33,direct,1571647.5,171755174.4,173326821.9,1937586.56,191098277.5,193035861.5,3981880.95,382343721.4,386325602.3,251276958.8,33.53934459902306,33.63023921468248,33.33483604788318,33.38028335571289,7845500,0.0,0.0,0.0
2015.10.15,2015.10.15,256.76,251.17,252.33,60635.46,15465023.84,254.44,direct,1190585.83,108505251.0,109695836.8,1448185.97,130384126.8,131832312.8,3031151.35,260918754.8,263949906.2,168173425.8,33.509042281034446,33.933205507893625,33.349978181566975,33.87261199951172,8284100,0.0,0.0,0.0
2015.10.16,2015.10.16,267.27,253.93,254.44,95178.55,24886162.93,262.87,direct,771957.19,151366237.1,152138194.3,1193690.04,175148845.7,176342535.8,2488621.83,350569509.6,353058131.4,213615737.9,33.90291501454422,34.13014866845962,33.81202328661562,33.91806411743164,9408700,0.0,0.0,0.0
2015.10.19,2015.10.19,265.95,259.89,261.67,58169.97,15352671.06,263.82,direct,605915.39,100855312.5,101461227.9,899177.71,117916889.6,118816067.3,1873261.82,235950179.2,237823441.0,136850617.8,33.887767855114966,33.955937371507524,33.59994068708018,33.94078826904297,10216200,0.0,0.0,0.0
2015.10.20,2015.10.20,272.12,262.7,263.82,75401.79,20200355.34,269.75,direct,797243.43,122989744.9,123786988.3,1041510.15,143566266.8,144607776.9,2155860.88,287223412.3,289379273.2,160721875.8,33.83474754135167,34.19832025383367,33.81202533034509,34.054405212402344,9763100,0.0,0.0,0.0
2015.10.21,2015.10.21,272.17,263.54,269.75,59638.03,16006977.1,267.11,direct,920696.12,105845446.7,106766142.8,1165326.14,129041391.3,130206717.4,2394555.67,258181362.1,260575917.8,150967529.6,34.152873829029424,34.33466018998958,33.96351436066918,33.986236572265625,8411000,0.0,0.0,0.0
2015.10.22,2015.10.22,278.74,266.8,267.11,93154.36,25481882.58,274.42,direct,1332789.34,139656333.6,140989122.9,1551683.19,161464087.6,163015773.5,3203178.43,323079781.2,326282959.6,183397649.4,34.13014728621442,34.478567970326544,34.00895735741908,34.38010025024414,13110000,0.0,0.0,0.0
2015.10.23,2015.10.23,279.77,273.17,274.42,69321.79,19221822.38,276.92,direct,1212225.61,63532047.0,64744269.84,1604360.94,82960444.05,84564805.0,3276982.67,166042588.9,169319571.6,97760458.38,34.34979841222883,34.36494751290027,33.75142482738199,33.774147033691406,12585200,0.0,0.0,0.0
2015.10.26,2015.10.26,287.62,279.62,287.86,73205.79,20794049.79,285.15,direct,1329389.26,103710432.3,105039821.5,1575034.58,131629671.2,133204705.8,3216782.85,263371711.5,266588494.4,147925868.3,33.84989428789088,33.87261938671102,33.38785965635456,33.65296173095703,11113500,0.0,0.0,0.0
