Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Utilities.csv_Open,S&P 500 Utilities.csv_High,S&P 500 Utilities.csv_Low,S&P 500 Utilities.csv_Close,S&P 500 Utilities.csv_Volume,S&P 500 Utilities.csv_Dividends,S&P 500 Utilities.csv_Stock Splits,S&P 500 Utilities.csv_Capital Gains
2015.10.27,2015.10.27,298.43,285.09,285.15,105868.3,31003938.2,294.66,direct,1999701.25,169270807.9,171270509.2,2252053.97,200005006.9,202257060.8,4624503.06,400166098.1,404790598.2,216290090.1,33.622660517790386,33.698406024755315,33.42572797847288,33.531768798828125,8496200,0.0,0.0,0.0
2015.10.28,2015.10.28,307.46,294.02,294.66,116408.66,35117112.66,303.54,direct,2511690.3,173201790.8,175713481.1,2887500.14,206662680.5,209550180.7,5860765.5,413539414.4,419400179.9,222457408.7,33.53933954557842,33.66810545366322,32.80462696077203,33.1757698059082,17421100,0.0,0.0,0.0
2015.10.29,2015.10.29,318.48,300.16,303.54,138919.55,43194878.81,313.63,direct,2927927.36,204302536.9,207230464.2,4943727.74,243370027.2,248313754.9,10091634.87,486973426.5,497065061.3,345912396.9,33.009137144673886,33.115177962914125,32.54709967428808,32.986412048339844,16289800,0.0,0.0,0.0
2015.10.30,2015.10.30,334.92,310.82,313.63,156489.02,50796456.31,327.12,direct,3095016.44,416387649.2,419482665.7,4863737.92,470918249.0,475781986.9,9912874.38,942234446.0,952147320.4,739550580.0,33.02427688553664,33.26665667670646,32.90308698995172,33.13789367675781,11631700,0.0,0.0,0.0
2015.11.10,2015.11.10,381.38,323.21,380.22,210288.65,74896052.37,336.69,direct,1225548.23,361828288.8,363053837.1,2373950.69,410041919.7,412415870.4,4827343.38,820324859.0,825152199.0,505633015.3,32.1002086395132,32.47135147253572,32.03961224018157,32.372886657714844,8504600,0.0,0.0,0.0
2015.11.11,2015.11.11,341.76,292.38,336.69,263962.67,83078426.53,304.71,direct,1369058.98,337635469.5,339004528.5,2533758.11,401631919.1,404165677.2,5152405.38,803651980.9,808804386.3,462900022.8,32.4637815891176,32.71373453767827,32.39561207780185,32.65314102172852,10973400,0.0,0.0,0.0
2015.11.12,2015.11.12,346.13,306.07,304.71,164613.86,54120828.19,333.85,direct,1048272.31,307950684.9,308998960.5,1855237.84,364723787.0,366579024.8,3818492.84,729813022.9,733631515.7,442298682.0,32.569821063900285,32.88037040498026,32.31986523626748,32.34259033203125,8839600,0.0,0.0,0.0
2015.11.13,2015.11.13,341.79,323.91,333.85,97247.84,32480298.94,333.77,direct,629413.45,227448484.4,228077901.2,869444.15,272905378.3,273774825.8,1807291.12,546118923.2,547926214.3,319436224.0,32.38046244191195,32.607693179414674,32.12293350223671,32.22140121459961,9516400,0.0,0.0,0.0
2015.11.16,2015.11.16,332.01,314.06,317.45,87141.33,28260517.56,330.21,direct,668275.7,144724815.2,145393090.9,1025404.42,179937316.6,180962717.8,2099518.11,360128809.1,362228327.2,202609459.3,32.2819907187433,32.77432632999302,32.168376808805455,32.76675033569336,9175600,0.0,0.0,0.0
2015.11.17,2015.11.17,342.91,328.15,330.21,98247.88,32944787.48,333.91,direct,1070472.05,145591805.5,146662277.6,1508822.42,183153057.6,184661880.0,3121941.63,366607088.3,369729029.9,209213387.4,32.75161882601831,32.94855142527167,32.08507260884385,32.17596435546875,13494000,0.0,0.0,0.0
2015.11.18,2015.11.18,337.39,329.42,333.91,78355.69,26194853.26,335.92,direct,718411.95,101841598.7,102560010.7,1071319.42,132234968.5,133306284.5,2193779.31,264715524.7,266909304.0,148986079.5,32.198680114977634,32.448635979833654,31.91085582679888,32.38046646118164,15462500,0.0,0.0,0.0
2015.11.19,2015.11.19,335.64,323.36,335.92,86374.86,28543062.16,324.98,direct,465969.32,125846340.6,126312310.0,720851.14,154409203.3,155130057.7,1491378.72,308973968.1,310465346.8,176963436.0,32.456203805696674,32.79705134349771,32.425908494088624,32.7288818359375,12364800,0.0,0.0,0.0
2015.11.20,2015.11.20,327.06,309.48,324.98,109984.76,35090324.43,321.12,direct,645862.23,143323733.1,143969595.3,1181772.98,178874173.6,180055949.8,2416848.67,357875035.6,360291884.2,200287832.9,32.78190051254708,33.10002582750041,32.72130700313404,32.86521911621094,12520000,0.0,0.0,0.0
2015.11.23,2015.11.23,325.0,319.89,322.78,42733.54,13839023.95,322.12,direct,488159.98,109400040.4,109888200.4,943302.65,133584980.8,134528283.4,1926313.03,267356994.1,269283307.1,145099234.2,32.903100595185734,32.940974800850235,32.50923254932394,32.562255859375,11897000,0.0,0.0,0.0
2015.11.24,2015.11.24,323.26,315.54,322.12,50660.16,16282941.39,318.35,direct,487654.9,130840417.4,131328072.3,1327780.55,156205568.1,157533351.8,2710587.89,312550497.1,315261088.2,168685372.0,32.41832841589928,32.56224340784154,32.25926721475847,32.51679611206055,8791700,0.0,0.0,0.0
2015.11.25,2015.11.25,330.04,315.69,318.35,77684.42,25200934.79,327.52,direct,806088.95,353962622.0,354768707.6,1545576.71,388016376.4,389561953.1,3150257.67,776146195.9,779296453.6,442991532.0,32.509217936647225,32.509217936647225,32.19866865980321,32.31985855102539,7678200,0.0,0.0,0.0
2015.11.27,2015.11.27,363.9,345.15,353.74,103479.86,36955394.2,359.52,direct,520275.77,440160300.1,440680575.8,1022669.02,496876712.0,497899381.0,2086898.55,994221076.8,996307975.4,572856518.3,32.41076466711497,32.53195460145233,32.33501915228165,32.38046646118164,3980300,0.0,0.0,0.0
2015.11.30,2015.11.30,382.56,367.87,370.84,129767.07,48913368.38,377.97,direct,1121958.59,574426593.8,575548552.4,1715450.86,635458316.8,637173767.7,3515177.7,1271431391.0,1274946565.0,813400454.6,32.41832258381917,32.66827833155475,32.3653021929773,32.4334716796875,11373000,0.0,0.0,0.0
2015.12.10,2015.12.10,420.36,409.53,416.0,71661.75,29794270.99,415.49,direct,1041907.65,560598810.5,561640718.2,1315952.39,625646678.5,626962630.9,2780695.91,1252632103.0,1255412799.0,732115741.7,32.22896307554705,32.289559458749615,31.7139053759036,31.744203567504883,9683600,0.0,0.0,0.0
2015.12.11,2015.12.11,453.37,413.72,415.49,175058.38,76433917.46,449.83,direct,1323782.22,691169242.4,692493024.7,2071332.2,785455477.2,787526813.9,4323163.19,1573620699.0,1577943867.0,949761539.1,31.6684770453813,31.91085692237752,31.433670275430448,31.65332794189453,14352700,0.0,0.0,0.0
2015.12.14,2015.12.14,449.45,428.84,434.69,218923.82,97068568.78,442.0,direct,1103417.64,102888707.0,103992124.6,2222729.6,174654885.6,176877615.2,4556339.32,350738677.6,355295017.0,192212977.6,31.774502818922752,31.81994721844585,31.44122847898169,31.812374114990234,16404600,0.0,0.0,0.0
2015.12.15,2015.12.15,464.23,440.72,442.0,107064.22,48912227.87,462.65,direct,1045158.74,241186805.8,242231964.5,1744699.41,319458404.7,321203104.1,3728445.46,642639790.9,646368241.0,353995953.5,31.85782367271788,32.25926464053291,31.84267457533308,32.06233215332031,10110900,0.0,0.0,0.0
2015.12.16,2015.12.16,465.16,437.37,462.65,185221.17,84336145.39,453.98,direct,713901.71,621792208.9,622506110.6,1144261.13,712678750.6,713823011.8,2422419.12,1430068533.0,1432490953.0,865106022.2,32.18352696033065,32.925815509230816,32.085059256982014,32.87279510498047,18300500,0.0,0.0,0.0
2015.12.17,2015.12.17,458.44,447.29,453.98,64574.94,29344348.08,455.53,direct,774952.19,604563076.1,605338032.9,1302187.17,668673152.1,669975339.2,2819721.59,1338864936.0,1341684653.0,759726533.8,32.933387750768475,33.12274715795279,32.69100794072417,32.94096374511719,13161700,0.0,0.0,0.0
2015.12.18,2015.12.18,466.12,453.46,455.53,83409.95,38425211.05,463.18,direct,679804.65,476729163.7,477408968.3,1407256.64,548776581.1,550183842.4,2961373.75,1101052867.0,1104014241.0,650560710.3,32.898871109251154,32.93713392365899,32.27900300648796,32.53153991699219,18407200,0.445,0.0,0.0
2015.12.21,2015.12.21,445.54,423.99,441.78,121990.88,53270215.6,437.59,direct,1700811.68,633347720.0,635048536.1,2071918.64,713580358.5,715652277.1,4272204.3,1430886770.0,1435158974.0,847184676.5,32.60808020161996,32.738174401284226,32.340234565828844,32.50859451293945,9031500,0.0,0.0,0.0
2015.12.22,2015.12.22,443.22,433.25,437.59,65785.54,28845536.39,437.03,direct,979537.19,564819966.9,565799504.1,1263632.91,631386694.0,632650326.9,2624867.73,1265873591.0,1268498455.0,714281224.5,32.60042628497046,32.86827192405248,32.301972134528626,32.78409194946289,8125800,0.0,0.0,0.0
2015.12.23,2015.12.23,444.78,434.28,437.03,63247.04,27877349.1,442.43,direct,919595.18,452733805.4,453653400.5,1393720.86,510279542.8,511673263.7,2934217.88,1023166746.0,1026100959.0,630086370.4,32.837653395416744,33.36568732288714,32.791736259402164,33.289161682128906,8581700,0.0,0.0,0.0
2015.12.24,2015.12.24,460.62,441.76,442.43,79604.01,36096662.15,452.98,direct,669259.83,579607655.4,580276915.2,992433.88,649127501.6,650119935.5,2115072.34,1301141138.0,1303256210.0,773473895.4,33.17437816956974,33.36569523610536,33.17437816956974,33.266212463378906,2715800,0.0,0.0,0.0
2015.12.28,2015.12.28,429.85,417.14,422.39,68345.44,28978639.73,421.76,direct,526360.7,593214735.6,593741096.3,774342.92,638756469.0,639530811.9,1613746.55,1279896523.0,1281510274.0,732027722.9,33.06723184113572,33.37334022977947,33.06723184113572,33.327423095703125,5036500,0.0,0.0,0.0
2015.12.29,2015.12.29,433.56,419.3,421.76,70645.37,30163445.65,431.92,direct,597163.95,566938420.9,567535589.2,1072206.85,610312384.5,611384591.3,2240317.21,1222078158.0,1224318475.0,712602745.5,33.48813692202785,33.62588543886833,33.426916980802446,33.5110969543457,9223900,0.0,0.0,0.0
2015.12.30,2015.12.30,435.04,420.77,431.92,68269.9,29289416.54,427.15,direct,1191086.42,554435728.0,555626814.4,1606609.39,597619029.6,599225643.3,3309378.8,1197550337.0,1200859712.0,631890273.6,33.53404108725954,33.6258724231855,33.41159833293641,33.480472564697266,7831500,0.0,0.0,0.0
2015.12.31,2015.12.31,433.12,417.14,427.15,65213.47,27758278.73,429.95,direct,868911.75,592223835.8,593092747.5,1427932.74,631140428.9,632568366.0,2944684.56,1264033351.0,1266978040.0,703710262.0,33.42691225364567,33.51874361213053,32.82234972848234,33.12080383300781,10431700,0.0,0.0,0.0
2016.10.10,2016.10.10,618.81,612.76,615.77,25230.93,15597892.34,617.29,direct,26459456.83,509892459.9,536351916.7,27159451.35,728957841.3,756117292.6,54426014.85,1477585523.0,1532011538.0,843254516.9,36.963604478614585,37.27718574499809,36.963604478614585,37.245826721191406,9774800,0.0,0.0,0.0
2016.10.11,2016.10.11,642.35,615.6,617.29,55765.89,35367127.91,640.45,direct,30280533.64,973456588.7,1003737122.0,31175299.93,1432332917.0,1463508217.0,62200299.06,2904035960.0,2966236265.0,1593375991.0,37.22230005377302,37.22230005377302,36.75976503011822,36.82248306274414,14347000,0.0,0.0,0.0
2016.10.12,2016.10.12,642.51,632.19,640.45,26952.73,17240000.95,635.99,direct,16161415.37,892689683.0,908851104.7,16778739.06,1402468924.0,1419247663.0,33491239.76,2832165928.0,2865657168.0,1498553027.0,36.84601105562477,37.25366940915009,36.78329300559261,37.18311309814453,15427300,0.0,0.0,0.0
2016.10.13,2016.10.13,639.52,632.25,635.99,25614.65,16387361.92,635.6,direct,16595395.24,830288277.9,846883673.2,17390378.29,1239217689.0,1256608067.0,34670219.39,2503827432.0,2538497651.0,1421567451.0,37.24582130788172,37.888669240242734,37.16742675031999,37.6456413269043,30542100,0.0,0.0,0.0
2016.10.14,2016.10.14,640.46,630.66,635.6,31421.75,20114873.61,637.92,direct,11570688.65,576089457.3,587660145.9,12316149.2,1057910267.0,1070226410.0,24534415.96,2144077469.0,2168611885.0,1187999239.0,37.44965473051836,37.81027450704708,37.37909842723571,37.43397521972656,17948300,0.0,0.0,0.0
2016.10.17,2016.10.17,641.29,634.89,640.12,27691.09,17742610.19,637.37,direct,16705123.52,440900818.6,457605942.1,17344711.57,803581857.2,820926575.1,34504566.71,1626121807.0,1660626374.0,940719565.5,37.55156930223939,37.73187918688741,37.50453077080741,37.63780212402344,11439900,0.0,0.0,0.0
2016.10.18,2016.10.18,639.34,632.23,637.37,24598.13,15725013.13,635.34,direct,21837137.72,767866949.3,789704087.0,23091419.59,1196652877.0,1219744297.0,45789366.77,2411288024.0,2457077390.0,1340398025.0,37.8024355769105,38.0376222534972,37.47317183724045,37.95922470092773,14761100,0.0,0.0,0.0
2016.10.19,2016.10.19,637.27,624.09,635.34,35289.02,22379197.69,629.06,direct,14345587.49,590200894.2,604546481.7,16130394.26,1097990890.0,1114121278.0,32159063.23,2221050550.0,2253209614.0,1208892425.0,37.93570470235228,37.99058149064739,37.70051803957885,37.872989654541016,8502500,0.0,0.0,0.0
2016.10.20,2016.10.20,630.83,625.48,629.06,20943.99,13252110.98,628.34,direct,14046798.32,716174090.3,730220888.6,14922270.72,1120024941.0,1134947212.0,29889461.48,2263293995.0,2293183456.0,1194340158.0,37.94355675964624,38.14738446128863,37.77892335730877,37.84947967529297,8930800,0.0,0.0,0.0
2016.10.21,2016.10.21,633.26,627.58,628.34,28087.96,17836383.25,630.45,direct,9702726.37,490011248.0,499713968.1,11294385.66,779416130.4,790710522.4,22535403.73,1575059521.0,1597594924.0,879935355.8,37.68483971115772,37.82595231135687,37.46533255109716,37.62996292114258,18153600,0.0,0.0,0.0
2016.10.24,2016.10.24,654.32,645.68,653.03,33243.05,21726106.55,650.49,direct,6664888.02,1201765060.0,1208429942.0,7691439.29,1843613216.0,1851304655.0,15306725.72,3718508457.0,3733815182.0,1980783441.0,37.79459778973534,37.91219263408509,37.54373157964627,37.77108001708984,10744700,0.0,0.0,0.0
2016.10.25,2016.10.25,662.54,647.65,650.49,36742.93,24179462.12,651.0,direct,19508093.85,935112740.1,954620834.0,21100055.76,1712455917.0,1733555966.0,42117349.89,3501187394.0,3543304744.0,1855267251.0,37.72403852106563,38.00626373291016,37.67700297946546,38.00626373291016,9886300,0.0,0.0,0.0
2016.10.26,2016.10.26,678.39,651.39,651.0,47670.4,31949607.32,674.67,direct,12722002.56,1410383507.0,1423105510.0,13990395.66,2522580369.0,2536570765.0,27913958.5,5083820415.0,5111734374.0,2710121513.0,37.90434478803755,38.14737269514859,37.71619665848628,38.10033416748047,10851000,0.0,0.0,0.0
2016.10.27,2016.10.27,687.88,672.26,674.67,46557.39,31862181.34,682.3,direct,17057206.61,1507251941.0,1524309147.0,18337917.83,2783333750.0,2801671668.0,36593297.82,5604747243.0,5641340541.0,3012393814.0,37.88082791405717,38.02977876934952,37.60644397258161,37.872989654541016,15554900,0.0,0.0,0.0
2016.10.28,2016.10.28,688.43,678.63,682.3,38968.34,26829414.0,686.24,direct,19959153.15,1416242300.0,1436201453.0,21517178.72,3164239759.0,3185756938.0,42852545.02,6355820727.0,6398673265.0,3337397552.0,37.84947271712191,38.17089521983546,37.78675766297732,37.99058532714844,16463900,0.0,0.0,0.0
2016.10.31,2016.10.31,707.21,682.17,697.27,38046.55,26687188.09,698.67,direct,19485053.92,1781985977.0,1801471031.0,20591935.84,4208185051.0,4228776980.0,40935829.86,8463810109.0,8504745939.0,4353231584.0,38.0846633597591,38.97837458554456,37.98274802980922,38.75102615356445,22715800,0.0,0.0,0.0
2016.11.10,2016.11.10,723.02,707.31,721.42,33327.52,23931322.76,714.57,direct,9672055.09,970624054.7,980296102.6,10851352.83,2164234994.0,2175086354.0,21516645.93,4363573218.0,4385089857.0,2289396546.0,36.93224171954228,36.971439000055724,35.75630536077389,36.234519958496094,53123400,0.0,0.0,0.0
2016.11.11,2016.11.11,719.79,711.67,714.57,25583.38,18386841.21,714.97,direct,11363575.89,1313410815.0,1324774391.0,12232736.32,2143294046.0,2155526783.0,24240071.19,4318300523.0,4342540587.0,2240419818.0,36.15611613387783,36.5794538673206,35.94444726715645,36.0855598449707,30951500,0.0,0.0,0.0
2016.11.14,2016.11.14,708.03,696.11,701.97,37752.31,26613445.03,704.56,direct,11295259.32,1798172853.0,1809468113.0,12114253.96,3421581889.0,3433696143.0,24010862.29,6881150898.0,6905161760.0,3557500637.0,35.811183671119025,36.14044443007594,35.5367997053216,36.062049865722656,28190800,0.0,0.0,0.0
2016.11.15,2016.11.15,716.93,697.91,704.56,41401.17,29562740.26,711.1,direct,12358029.13,2272835740.0,2285193776.0,13087404.4,4137443341.0,4150530745.0,25992816.97,8318501296.0,8344494113.0,4387033610.0,36.26587532220209,36.72841040110789,36.2501988027334,36.64217758178711,25191800,0.0,0.0,0.0
2016.11.16,2016.11.16,745.98,708.14,711.1,79569.14,58304902.39,740.28,direct,21747457.26,2371720242.0,2393467699.0,22835683.66,5486769187.0,5509604871.0,45328521.45,11044347844.0,11089676373.0,5761405598.0,36.72840981465903,36.82248687333352,36.15612116524574,36.39130783081055,16817400,0.0,0.0,0.0
2016.11.17,2016.11.17,751.91,730.08,740.28,62772.48,46942756.4,737.53,direct,12070932.25,1349672451.0,1361743391.0,13051080.12,3008137311.0,3021188391.0,25998751.16,6079309592.0,6105308343.0,3274968002.0,36.21884855461604,36.59514791477727,36.21884855461604,36.3991584777832,19199800,0.0,0.0,0.0
2016.11.18,2016.11.18,751.43,730.95,737.53,39708.18,29666065.54,746.96,direct,15629898.97,1084259259.0,1099889158.0,16226376.41,2426189213.0,2442415589.0,32390314.44,4891243860.0,4923634175.0,2650810401.0,36.50105559438481,36.579450133808976,36.13259467985926,36.28938674926758,10698500,0.0,0.0,0.0
2016.11.21,2016.11.21,744.33,726.55,728.51,32508.2,24010681.87,736.19,direct,5699089.73,931954147.9,937653245.0,6189156.69,1993100564.0,1999289720.0,12252748.82,4026060103.0,4038312852.0,2115100851.0,36.39130540254315,36.68137182825996,36.33642861725846,36.67353057861328,12298300,0.0,0.0,0.0
2016.11.22,2016.11.22,754.01,730.62,736.19,44441.44,33225195.21,749.34,direct,20799235.55,1000634946.0,1021434174.0,21727083.33,2025292833.0,2047019916.0,43290915.44,4094777332.0,4138068248.0,2213221055.0,36.68921077819917,36.86952064618129,36.50106265098328,36.81464385986328,10643000,0.0,0.0,0.0
2016.11.23,2016.11.23,750.93,731.34,749.34,37869.33,28258203.98,741.07,direct,10804000.24,1046769090.0,1057573090.0,11888897.08,2403358455.0,2415247352.0,23721554.36,4878113365.0,4901834920.0,2528617975.0,36.29723222436579,36.78328504467484,36.29723222436579,36.44618606567383,14153400,0.0,0.0,0.0
2016.11.25,2016.11.25,741.25,728.97,735.31,28846.87,21299510.69,740.39,direct,12644069.46,692460653.4,705104722.9,13914104.85,1442390297.0,1456304410.0,27755266.47,2916532234.0,2944287501.0,1569351782.0,36.5010660096898,37.09687245477832,36.5010660096898,36.971439361572266,7866200,0.0,0.0,0.0
2016.11.28,2016.11.28,738.1,727.74,729.42,34117.31,25153838.93,733.3,direct,8335905.08,617183668.3,625519573.3,9087772.23,1400168696.0,1409256468.0,18019681.55,2825554376.0,2843574057.0,1492943773.0,37.081189698542296,37.771073146069575,37.07335143927338,37.684837341308594,23431700,0.0,0.0,0.0
2016.11.29,2016.11.29,737.04,727.78,733.3,32567.83,24030304.1,732.56,direct,16662787.78,520773131.3,537435919.1,17441850.69,895065118.1,912506968.8,34785809.39,1807942389.0,1842728198.0,992393164.2,37.59076665601575,38.02194272801509,37.52804861398487,37.84163284301758,14447700,0.0,0.0,0.0
2016.11.30,2016.11.30,745.39,730.57,732.56,39277.45,29210351.41,742.49,direct,21291851.14,2328938282.0,2350230126.0,22013707.34,3375085947.0,3397099647.0,43935858.24,6777242226.0,6821178084.0,3468588745.0,37.285019618886416,37.371252431450806,36.6500129699707,36.6500129699707,23467400,0.0,0.0,0.0
2016.12.12,2016.12.12,781.26,767.86,767.91,28759.72,22442991.37,778.47,direct,10347259.76,2058589719.0,2068936979.0,11044317.37,4644909397.0,4655953714.0,21894546.6,9327932404.0,9349826951.0,4766206194.0,37.441814398218696,38.029782609808926,37.43397613791099,37.99058532714844,21980100,0.0,0.0,0.0
2016.12.13,2016.12.13,790.33,767.77,778.47,33108.65,25894856.06,778.74,direct,9218934.38,716649588.0,725868522.4,9770196.64,1455174901.0,1464945098.0,19382846.39,2956406870.0,2975789716.0,1619711769.0,38.17874067277,38.41392738517925,38.0376280472122,38.382568359375,20217000,0.0,0.0,0.0
2016.12.14,2016.12.14,780.77,771.01,778.74,24782.47,19326375.41,776.5,direct,12105937.84,645998156.5,658104086.5,12595746.27,1336501480.0,1349097227.0,25101371.95,2714710725.0,2739812097.0,1492345116.0,38.55502655508664,38.75885417055608,37.54372075505376,37.59075927734375,28353900,0.0,0.0,0.0
2016.12.15,2016.12.15,780.27,773.12,776.5,26224.24,20452116.66,775.21,direct,13834405.41,533148297.6,546982703.0,14504861.28,1189832363.0,1204337224.0,28888092.12,2419276120.0,2448164212.0,1354309188.0,37.512375568675246,37.89651616591829,37.316386139391554,37.85731887817383,17821600,0.0,0.0,0.0
2016.12.16,2016.12.16,783.94,773.31,775.21,27607.57,21650384.64,782.05,direct,7600306.0,578768967.2,586369273.2,8260645.56,1549979290.0,1558239927.0,16366163.68,3141040721.0,3157406885.0,1670199089.0,37.95466820240257,38.45334351266355,37.86759757463353,38.31877899169922,20119000,0.463,0.0,0.0
2016.12.19,2016.12.19,793.73,786.31,789.01,25460.54,20238681.94,789.79,direct,11676563.38,467624170.6,479300734.0,12237645.99,1060053066.0,1072290720.0,24217583.5,2153889438.0,2178107022.0,1162148943.0,38.54832473964639,38.56415603592436,38.12880293705765,38.46125411987305,11650200,0.0,0.0,0.0
2016.12.20,2016.12.20,800.02,787.12,789.79,34480.19,27406319.09,799.1,direct,13206621.82,691665216.3,704871838.1,13716479.58,1678709373.0,1692425861.0,27230171.56,3393911565.0,3421141737.0,1776427021.0,38.35044096030866,38.61956697832705,38.30294706788968,38.508750915527344,8663100,0.0,0.0,0.0
2016.12.21,2016.12.21,833.13,795.98,799.1,65293.55,53411082.07,829.21,direct,18438222.35,2261779523.0,2280217737.0,19332956.52,5066816625.0,5086149582.0,38375988.06,10187579936.0,10225955933.0,5268469585.0,38.51667656697895,38.6987320130671,38.34253526223718,38.3504524230957,8444200,0.0,0.0,0.0
2016.12.22,2016.12.22,874.68,828.87,829.21,70557.59,60511618.45,860.15,direct,25818546.25,2105294298.0,2131112844.0,27231454.44,5958717390.0,5985948853.0,53766419.63,12005412504.0,12059178932.0,6241841998.0,38.32669446174502,38.556243757559976,38.25545814874528,38.48500442504883,7465200,0.0,0.0,0.0
2016.12.23,2016.12.23,920.26,858.04,860.15,102224.08,91802931.23,917.17,direct,31366443.58,1529058489.0,1560424932.0,33290262.68,4479105646.0,4512395909.0,66204559.04,9068592757.0,9134797317.0,5172085840.0,38.53250078068806,38.62748555693178,38.35044536809109,38.47709274291992,7778500,0.0,0.0,0.0
2016.12.27,2016.12.27,937.91,893.38,898.38,49691.61,45966615.06,925.78,direct,21548520.08,1513291421.0,1534839951.0,22261972.44,3890899883.0,3913161864.0,44348000.39,7883046390.0,7927394381.0,4432549885.0,38.32669250434355,38.60373568085406,38.28711577041669,38.508750915527344,13134400,0.0,0.0,0.0
2016.12.28,2016.12.28,974.51,925.49,925.78,77285.8,73811803.99,972.17,direct,32424387.42,1447529408.0,1479953796.0,33632211.43,3828629215.0,3862261426.0,67124362.32,7776496178.0,7843620541.0,4435350012.0,38.53250501745283,38.55625045924674,38.08923764705755,38.14464569091797,8829300,0.0,0.0,0.0
2016.12.29,2016.12.29,982.57,949.23,972.17,61124.62,59226667.89,971.08,direct,35807817.56,1249347713.0,1285155530.0,37073047.4,3214821139.0,3251894187.0,73829085.73,6539417677.0,6613246763.0,3700012327.0,38.29503833517378,38.72247134924205,38.20005053692601,38.65914916992188,14677800,0.0,0.0,0.0
2016.12.30,2016.12.30,971.59,927.4,971.08,70839.81,67449149.3,959.04,direct,21604380.39,1381409464.0,1403013844.0,22507776.89,3607278487.0,3629786264.0,44852967.73,7350319165.0,7395172132.0,4188342390.0,38.73038042244524,38.74621171884783,38.3266899129568,38.4454231262207,14027700,0.0,0.0,0.0
2017.10.10,2017.10.10,4930.0,4722.81,4777.49,98485.0,475717720.6,4763.36,direct,433403074.2,991104932.0,1424508006.0,591782126.7,1083950773.0,1675732948.0,1100990455.0,3077972055.0,4178962510.0,2500224692.0,43.44918784546808,43.773252274794025,43.31145806783845,43.76515197753906,8326800,0.0,0.0,0.0
2017.10.11,2017.10.11,4874.89,4718.6,4763.36,70482.75,338533507.3,4824.2,direct,333475719.5,707548529.3,1041024249.0,446783827.6,782992697.6,1229776525.0,855008692.9,2226273022.0,3081281715.0,1684719715.0,43.71653970404719,44.17023360110365,43.70843940701798,43.95148849487305,15469100,0.0,0.0,0.0
2017.10.12,2017.10.12,5432.63,4814.98,4824.2,163916.09,848641969.3,5432.62,direct,735251986.0,1827495666.0,2562747652.0,882000362.1,1930822197.0,2812822559.0,1712440434.0,5650034919.0,7362475408.0,3791435440.0,44.00009893548047,44.29175598251997,43.9271839010864,44.1783332824707,13668200,0.0,0.0,0.0
2017.10.13,2017.10.13,5852.78,5391.97,5432.62,215018.92,1211469141.0,5637.26,direct,947702496.8,2366754341.0,3314456782.0,1133623954.0,2594458381.0,3728082335.0,2190825209.0,7451218819.0,9642044029.0,5387217754.0,44.29985106334857,44.37276608407041,43.74083796483858,43.87046432495117,12712700,0.0,0.0,0.0
2017.10.16,2017.10.16,5795.33,5576.1,5677.35,61358.95,349154669.3,5759.33,direct,832827338.7,956337034.5,1789164373.0,861547792.8,941342042.9,1802889836.0,1779881658.0,2779695875.0,4559577532.0,3067422268.0,43.85425753665773,43.95147652722041,43.41676744332175,43.77323913574219,11246400,0.0,0.0,0.0
2017.10.17,2017.10.17,5773.32,5521.09,5759.25,65637.43,368658284.4,5598.58,direct,626656169.6,871370325.3,1498026495.0,732273437.3,883325925.0,1615599362.0,1452045357.0,2592623514.0,4044668871.0,3023461174.0,43.74893690315077,44.121612290597085,43.62741084220534,44.032493591308594,9599600,0.0,0.0,0.0
2017.10.18,2017.10.18,5601.3,5114.87,5598.58,122020.31,654722509.0,5575.83,direct,494981818.4,1743567059.0,2238548933.0,569967420.3,1627861394.0,2197828814.0,1151819165.0,4894057096.0,6045876261.0,3373244613.0,43.84616609027235,44.0406072148785,43.78135444242818,43.95148849487305,8691000,0.0,0.0,0.0
2017.10.19,2017.10.19,5737.41,5517.62,5576.71,83056.09,469774559.1,5698.65,direct,485600715.1,1098915300.0,1584515958.0,643970073.6,1186398011.0,1830368085.0,1229876033.0,3189859912.0,4419735944.0,2552877010.0,44.03250542628416,44.41328430175781,43.983897461270125,44.41328430175781,10285900,0.0,0.0,0.0
2017.10.20,2017.10.20,6075.32,5611.39,5698.62,123860.51,729487923.0,5993.11,direct,568482022.6,1507704123.0,2076186145.0,700774052.6,1609264683.0,2310038736.0,1376407189.0,4413102122.0,5789509310.0,2929556225.0,44.23503775213278,44.53480123053666,44.21883716081999,44.445682525634766,11231400,0.0,0.0,0.0
2017.10.23,2017.10.23,6048.98,5644.22,5982.86,137140.4,801148315.5,5903.61,direct,472023137.6,1775069708.0,2247092845.0,601659446.9,1840294857.0,2441954304.0,1167204917.0,5188122576.0,6355327494.0,3057971567.0,44.437586222444914,44.55911231041531,44.28365585614763,44.469993591308594,10611000,0.0,0.0,0.0
