Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P500_all.csv_Open,S&P500_all.csv_High,S&P500_all.csv_Low,S&P500_all.csv_Close,S&P500_all.csv_Volume,S&P500_all.csv_Open Industrials,S&P500_all.csv_High Industrials,S&P500_all.csv_Low Industrials,S&P500_all.csv_Close Industrials,S&P500_all.csv_Volume Industrials,S&P500_all.csv_Open Financials,S&P500_all.csv_High Financials,S&P500_all.csv_Low Financials,S&P500_all.csv_Close Financials,S&P500_all.csv_Volume Financials,S&P500_all.csv_Open Communication Services,S&P500_all.csv_High Communication Services,S&P500_all.csv_Low Communication Services,S&P500_all.csv_Close Communication Services,S&P500_all.csv_Volume Communication Services,S&P500_all.csv_Open Healthcare,S&P500_all.csv_High Healthcare,S&P500_all.csv_Low Healthcare,S&P500_all.csv_Close Healthcare,S&P500_all.csv_Volume Healthcare,S&P500_all.csv_Open Energy,S&P500_all.csv_High Energy,S&P500_all.csv_Low Energy,S&P500_all.csv_Close Energy,S&P500_all.csv_Volume Energy,S&P500_all.csv_Open Materials,S&P500_all.csv_High Materials,S&P500_all.csv_Low Materials,S&P500_all.csv_Close Materials,S&P500_all.csv_Volume Materials,S&P500_all.csv_Open Consumer Discretionary,S&P500_all.csv_High Consumer Discretionary,S&P500_all.csv_Low Consumer Discretionary,S&P500_all.csv_Close Consumer Discretionary,S&P500_all.csv_Volume Consumer Discretionary,S&P500_all.csv_Open Technology,S&P500_all.csv_High Technology,S&P500_all.csv_Low Technology,S&P500_all.csv_Close Technology,S&P500_all.csv_Volume Technology,S&P500_all.csv_Open Consumer Staples,S&P500_all.csv_High Consumer Staples,S&P500_all.csv_Low Consumer Staples,S&P500_all.csv_Close Consumer Staples,S&P500_all.csv_Volume Consumer Staples,S&P500_all.csv_Open Utilities,S&P500_all.csv_High Utilities,S&P500_all.csv_Low Utilities,S&P500_all.csv_Close Utilities,S&P500_all.csv_Volume Utilities,S&P500_all.csv_Open Real Estate,S&P500_all.csv_High Real Estate,S&P500_all.csv_Low Real Estate,S&P500_all.csv_Close Real Estate,S&P500_all.csv_Volume Real Estate,S&P500_all.csv_RV Technology,S&P500_all.csv_RV Healthcare,S&P500_all.csv_RV Financials,S&P500_all.csv_RV Consumer Discretionary,S&P500_all.csv_RV Consumer Staples,S&P500_all.csv_RV Energy,S&P500_all.csv_RV Industrials,S&P500_all.csv_RV Materials,S&P500_all.csv_RV Utilities,S&P500_all.csv_RV Real Estate,S&P500_all.csv_RV Communication Services
2018-07-17,2018.7.17,7476.24,6677.56,6740.54,112707.21,799401451.4,7326.7,direct,1517800491.0,1686382070.0,3204182561.0,2600167434.0,3356393581.0,5956561015.0,5268092190.0,9826535311.0,15094627502.0,10369437920.0,2789.340087890625,2814.18994140625,2789.239990234375,2809.550048828125,3064920000,66.23134436849209,66.62842780577394,66.0508556525657,66.54720306396484,7326000,24.445024490356445,24.542840701210807,24.31163982760468,24.445024490356445,55502200,48.23494804333995,49.06085538722918,48.14950910284325,48.937442779541016,172600,78.68569149602027,79.26560164087743,78.64945359289652,79.1478042602539,5849300,56.93232162154943,57.212703840894,56.57616792424272,56.89443588256836,9753200,51.62728429057474,52.43507007031998,51.431994304410495,52.25753402709961,7682000,105.50841321449266,106.95361064331476,105.29116625906074,106.71746826171876,4071900,67.59929372180518,68.70948424254858,67.56165929319977,68.59658813476562,7451600,44.924701468184274,45.38713723535898,44.924701468184274,45.33575439453125,14759300,43.708887711479925,43.78371758757497,43.56754415202163,43.60911560058594,11053500,27.04507900000749,27.110980692104985,26.82265489696192,26.85560417175293,1720400,0.0095119494292828,0.006639306299461,0.0091248407586149,0.007632344704694,0.0060346824489427,0.0117464661494843,0.008389809225327,0.0087358350878148,0.0091766242191756,0.0065312821737271,0.0094425138535867
2018-07-18,2018.7.18,7590.65,7253.71,7326.76,105818.71,788460811.9,7383.39,direct,1701970849.0,1710846275.0,3412817124.0,2838095228.0,3237972764.0,6076067991.0,5742101092.0,9988733309.0,15730834401.0,10708799304.0,2811.35009765625,2816.760009765625,2805.889892578125,2815.6201171875,3111560000,66.78184394526977,67.4677134595916,66.70062608861222,67.2781982421875,13821300,24.542841506040396,24.88074944249769,24.50727135689854,24.83628845214844,59109200,48.975421078873694,48.98491268588517,48.63366528456333,48.79505157470703,147800,79.16591895858667,79.22934564959473,78.93033114356071,79.21121978759766,7575700,56.62163494784499,57.015680178262535,56.06087627252348,56.93232345581055,15351500,52.19539829548293,52.49720856104607,51.76931381225586,51.76931381225586,5887200,106.6513442993164,107.02916632914508,106.31129870727598,106.6513442993164,6406100,68.57777848168074,68.58718888487049,68.2390757471947,68.48369598388672,7082000,45.28437763883424,45.327195042143046,44.93326970488851,44.96752166748047,10474200,43.55923412228837,43.63406400897076,43.20171390499461,43.3846321105957,10361300,26.81441908885452,26.921512889289133,26.6249473757877,26.75675392150879,2092200,0.009534016192731,0.006740597232243,0.0097166466959223,0.0075762622212079,0.0060320658863022,0.0117052311821233,0.0083889044462808,0.0087425015177447,0.0094005808114759,0.0064347748841145,0.0091665057740686
2018-07-19,2018.7.19,7563.7,7289.9,7383.39,70179.39,522544440.5,7477.5,direct,1440605205.0,1225912795.0,2666518000.0,2417809321.0,2527397542.0,4945206864.0,4872394034.0,7722677504.0,12595071613.0,8832749542.0,2809.3701171875,2812.050048828125,2799.77001953125,2804.489990234375,3278360000,67.02550717400707,67.39551800796673,66.75477408874234,67.2511215209961,8790000,24.71179647364098,24.72068731490283,24.42724036699774,24.462810516357425,61765100,48.82353474866751,48.86150842313065,48.42102321491744,48.45330047607422,258400,79.02094157224258,79.18403976909617,78.42291945910674,78.7672348022461,5204000,56.78077722289228,57.18998143428741,56.720153091996266,56.94749069213867,16231800,51.95572280883789,52.01785991488336,51.59177545076373,51.95572280883789,6417500,106.41520180203804,107.01972569684352,106.33018680088146,106.40575408935548,3609700,68.31433593752305,68.57776976909165,68.1167605638466,68.23906707763672,7455000,44.67635768974107,45.19017631751071,44.590722885158655,44.99321365356445,15092800,43.42619415461421,44.04146233086324,43.42619415461421,43.7837142944336,11119400,26.70732177246013,27.131577079959925,26.657896288393932,27.012126922607425,2363400,0.0093769050865185,0.00663006360054,0.009702925745829,0.0074722292269171,0.0061675195723688,0.0109612150355534,0.0079025663560424,0.0084593196261646,0.0095018883876151,0.0066016789399321,0.0090934910913848
2018-07-20,2018.7.20,7676.55,7279.34,7477.1,80874.93,603034414.8,7333.93,direct,1303360444.0,1346273542.0,2649633986.0,2213006484.0,2464655477.0,4677661961.0,4510147445.0,7750874555.0,12261022074.0,8271082751.0,2804.550048828125,2809.699951171875,2800.010009765625,2801.830078125,3243250000,67.16087918592358,67.43161916456177,66.89014609248905,67.1789321899414,7922400,24.41834523775737,24.578407500729888,24.32942326595299,24.50726890563965,51562300,48.46278615697689,48.59189518581387,48.2634298224802,48.29190826416016,158400,78.54977063594407,78.73098777713552,78.38667244367542,78.61319732666016,4822600,56.947471788873415,57.07629368818954,56.56857976869652,56.75044631958008,10861200,51.74267959594727,51.929090904450376,51.50300646234978,51.74267959594727,7316800,106.41519648211532,106.57577155722517,105.89568040794484,105.93346405029295,3330500,68.50251713826636,68.63423408525597,68.17322477079233,68.25790405273438,7219800,44.90757290169219,45.29293603282751,44.83050027546513,45.26724624633789,17895700,43.65068765224319,43.76708897851078,43.18507917547455,43.4760856628418,13828500,26.946227017261737,26.99565565288694,26.682613912292823,26.773231506347656,2041700,0.0094177532539871,0.0065701635534871,0.0101180640603759,0.0074663320784162,0.0060550288733034,0.0100802257318971,0.0079860471707963,0.007913500254692,0.0095085559753608,0.0063386730712924,0.0090877187120121
2018-07-23,2018.7.23,7798.59,7376.66,7398.64,96722.04,745533303.0,7718.0,direct,1317697304.0,1631826233.0,2949523538.0,2061213690.0,3065993174.0,5127206864.0,4207058414.0,8798646498.0,13005704912.0,8744596109.0,2799.169921875,2808.610107421875,2795.139892578125,2806.97998046875,2928490000,67.0164732288869,67.04354584310471,66.63743597423152,66.76378631591797,7822000,24.507265241217205,24.880743233616556,24.498372706150835,24.84517478942871,81516200,48.348857296519405,48.51023992290378,48.08304891359567,48.49125671386719,94800,78.56787736251873,78.87595475020738,78.47726880601844,78.77628326416016,3824600,56.909585583464896,56.947477101590906,56.40187161660646,56.50038146972656,7623800,51.72492815939019,51.742682101948176,51.41423924395292,51.45862579345703,4149500,105.91455436686066,106.02790527864484,105.24391102007766,105.82009887695312,3369200,68.11676193517934,68.64362960892348,67.84391769612364,68.60599517822266,12575500,45.1816123284769,45.29294019141721,44.84763200641448,44.984649658203125,13337200,43.484394277653465,43.56754033920377,43.018789019763545,43.1684455871582,14763700,26.76499007102888,26.76499007102888,26.53679944924057,26.699085235595703,2796900,0.0082571450576116,0.006557578169265,0.0098480141781559,0.0056593196019137,0.0059651111753448,0.0094265160505183,0.0075180797268767,0.007655357841808,0.0088055094958333,0.0063449274379059,0.0079619933229999
2018-07-24,2018.7.24,8485.71,7692.16,7718.0,143800.43,1166560702.0,8395.82,direct,1731444603.0,2396252833.0,4127697437.0,2686694640.0,3806843619.0,6493538259.0,5453493127.0,11516707494.0,16970200621.0,10932248940.0,2820.679931640625,2829.989990234375,2811.1201171875,2820.39990234375,3430410000,67.10675086114249,67.43163616332681,66.74576642702596,67.0435791015625,12140400,24.942992899072756,25.067486711972577,24.854070927673018,24.916316986083984,63133700,49.4690655365811,49.4690655365811,48.56721081673451,48.8330192565918,211200,79.19308911489206,79.62801295656399,79.1387184499407,79.49210357666016,6467100,56.75046247550339,57.54613825696404,56.67468520618215,57.21271133422851,10168500,51.82256798338853,52.41730976179999,51.82256798338853,52.1243782043457,7116800,106.46242478140734,106.632447575357,105.26282471767418,105.50840759277344,4825600,69.29281664682152,69.56566090820264,68.7000832873254,68.98233795166016,10778600,44.88188910771591,45.15592442272101,44.8048164711983,45.070289611816406,15987700,43.05205411995394,43.45114579158553,42.55319032333911,43.318115234375,15698800,26.682607936932047,26.78970171887913,26.476660048388247,26.624942779541016,2104200,0.0086685145185741,0.007111239097492,0.0098308484191646,0.005670642478064,0.0061274952379507,0.009188961114252,0.0081981059233046,0.007805305889665,0.0088251186286773,0.0066127047511067,0.0081132263331115
2018-07-25,2018.7.25,8481.11,8061.07,8395.81,89988.19,736530740.4,8170.23,direct,1435033740.0,1722420355.0,3157454095.0,2373345765.0,2913461288.0,5286807053.0,4814036531.0,9820746939.0,14634783469.0,8984711405.0,2817.72998046875,2848.030029296875,2817.72998046875,2846.070068359375,3584400000,66.84500806715597,68.06332397460938,66.73671071875033,68.06332397460938,17949600,24.89853075059671,25.01413032566453,24.76514610364836,24.969669342041016,44197200,48.91845689727464,49.24597344577597,48.77606107458976,49.184268951416016,604300,79.44682300416439,80.52508387332344,79.3652704353495,80.5069580078125,9285900,57.288488338788966,57.834093925676434,57.00811186545265,57.69011306762695,11035300,52.151013537598615,52.60372722901021,51.78706617431688,52.53271484375,4733600,105.21560557624969,106.3207502619774,104.90389588340524,106.28296661376952,6270000,69.00116628339818,69.8479232788086,68.89768054099297,69.8479232788086,15233100,45.130229083442906,45.4470817649391,45.036028842975824,45.41282653808594,15258400,43.30980619203949,43.65901024741957,43.17677562260437,43.44283676147461,13468700,26.641426251001302,26.933871955361376,26.62495003832403,26.88856315612793,2608800,0.0088133742795875,0.0068814659349341,0.0094293400229637,0.0050047513740146,0.0062213981202123,0.00902456329021,0.0081773381440565,0.0078789547169864,0.0090774088283438,0.0066262256672166,0.0116570103906493
2018-07-26,2018.7.26,8302.24,7862.67,8170.37,78993.93,643953970.5,7937.25,direct,1178042676.0,1438009362.0,2616052038.0,1991150520.0,2519157027.0,4510307547.0,3996332590.0,7570674776.0,11567007366.0,7733774628.0,2835.489990234375,2845.570068359375,2835.260009765625,2837.43994140625,3667290000,67.91895249058526,68.72213910427634,67.90992598784597,68.5867691040039,15115200,25.031917788302117,25.12973399690948,24.93410327577272,24.96077919006348,40056800,47.22866914991303,47.484985979863694,47.057791263279256,47.32929611206055,833400,80.37104988201764,80.56133692436813,80.10828702218542,80.28044128417969,5763000,57.81135112189949,58.42515440812036,57.69768234778309,58.31906509399414,12187400,52.52384092772935,52.932174878210624,52.355183534547486,52.83452987670898,6197700,106.16960337884984,106.5379848731102,105.49895996092737,105.72565460205078,5802000,68.65304595119258,69.00115190373549,68.5307322463235,68.77535247802734,12547200,45.5926695736756,46.03797450191222,45.532721287086765,45.65261459350586,15129400,43.650687761511,44.03315016926142,43.57585788419476,43.9084358215332,19071000,26.913270729588604,27.102745567691045,26.913270729588604,26.979175567626957,2256900,0.0092280090287767,0.0070636667001866,0.0092394037195049,0.0047250120677893,0.0062283124153692,0.0090707389751424,0.0081713976873625,0.0078764380795858,0.0091055866341468,0.0065791043233682,0.0122190454748173
2018-07-27,2018.7.27,8278.01,7806.25,7937.1,80336.48,646256012.1,8182.89,direct,1159479099.0,1561618800.0,2721097899.0,1826294622.0,2600479318.0,4426773941.0,3702881778.0,7724491130.0,11427372908.0,7523170024.0,2842.35009765625,2843.169921875,2808.340087890625,2818.820068359375,3434370000,68.72213817355642,68.8936004120554,68.27090943556223,68.59579467773438,11281500,24.95188548747969,25.13862535918004,24.871854356190664,25.014131546020508,63149400,47.24765196231884,47.30461246013762,46.17302186210718,46.43123626708984,1111200,80.31666371881629,80.31666371881629,79.41056416701285,79.70051574707031,5742900,57.66737554953696,58.3721150756224,57.59159828702514,58.06900024414063,12640900,52.99430470373064,53.03868786570516,52.50608314957448,52.63923263549805,5520700,107.12363622021842,107.27476360097651,104.97945930416836,105.45174407958984,6548800,68.86004817315361,68.90708584329346,67.1759445365691,67.59931945800781,31775100,45.62691686439769,45.93520737295577,45.54984423725818,45.71255493164063,13414400,43.933382644481206,44.12461386832573,43.592491650376,43.76709365844727,15747900,27.06155711967476,27.06567695823629,26.708152905494128,26.73204231262207,2666300,0.0098736450060793,0.0070500804608266,0.0092407700507046,0.0050376155173868,0.0062320289091474,0.0091489399064161,0.0084539000892666,0.0078495570312857,0.0092006571387351,0.0065595452144788,0.0127209290502127
2018-07-30,2018.7.30,8273.61,7867.44,8216.7,83918.76,681120740.0,8176.06,direct,1261031344.0,1545184667.0,2806215929.0,2015425117.0,2625584280.0,4641009397.0,4104208052.0,7091672351.0,11195880403.0,7999566908.0,2819.0,2821.739990234375,2798.110107421875,2802.60009765625,3261190000,68.68604043492984,69.03799830685432,67.84675468990892,67.91895294189453,13423600,25.03191375732422,25.21865360767799,24.996345311971595,25.03191375732422,56474100,46.53566658658219,46.53566658658219,45.44299834533455,45.70026397705078,251300,79.6371075198758,79.89987728038433,79.51025410624996,79.74584197998047,5531200,58.53123924402128,58.77372991224741,58.33421955082313,58.5463981628418,11395000,52.69248699298105,53.02092640850146,52.452813888827976,52.54158020019531,3472200,105.46119038065376,105.63121318578844,104.31826210421832,104.61107635498048,6566200,67.56165592429224,67.66514880328825,66.15980762430048,66.5455551147461,17847700,45.59266377413466,45.77249881074982,45.38713568460438,45.661170959472656,12143900,43.70889039554573,43.70889039554573,43.35968640012384,43.50102996826172,9476400,26.756751703331997,26.78558428461459,26.5178513769815,26.70732307434082,2941100,0.0096902832906878,0.0073909925047321,0.0093136690937596,0.0051362124338802,0.0061828543924316,0.0085340064773556,0.0097477621238699,0.0080191619150354,0.0092808142054833,0.0077363889914868,0.012730684060887
