Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Industrials.csv_Open,S&P 500 Industrials.csv_High,S&P 500 Industrials.csv_Low,S&P 500 Industrials.csv_Close,S&P 500 Industrials.csv_Volume,S&P 500 Industrials.csv_Dividends,S&P 500 Industrials.csv_Stock Splits,S&P 500 Industrials.csv_Capital Gains
2013.12.18,2013.12.18,716.99,454.86,714.97,110503.1,62529030.46,540.98,direct,306329.93,34703628.97,35009958.89,321504.41,36519655.55,36841159.96,643008.83,83264411.95,83907420.78,179793107.1,41.34141082581833,41.940680297869285,40.971997279608246,41.916053771972656,21338300,0.0,0.0,0.0
2013.12.19,2013.12.19,745.96,522.44,540.98,45761.94,29980041.32,731.95,direct,458918.01,23657202.24,24116120.25,463141.36,24971096.41,25434237.77,926282.73,54822945.21,55749227.93,89461761.65,41.85859828880694,41.98173407484172,41.67799537809262,41.95710754394531,13576700,0.0,0.0,0.0
2013.12.20,2013.12.20,774.39,621.25,731.95,34767.79,24291048.02,649.96,direct,60680.27,6293783.67,6354463.93,62357.16,7428821.81,7491178.98,124714.32,17802306.91,17927021.23,73212443.34,42.03052813718552,42.426575149546885,41.93976992086464,42.294559478759766,13806000,0.259,0.0,0.0
2013.12.23,2013.12.23,724.92,631.01,639.49,15066.3,10210388.76,713.24,direct,2738.84,2723870.69,2726609.53,3440.67,3509504.55,3512949.5,6880.63,8226089.35,8232964.98,8683547.22,42.51734758615729,42.55860505136821,42.36882952440551,42.459590911865234,6969500,0.0,0.0,0.0
2013.12.24,2013.12.24,729.94,665.98,713.24,10945.64,7647250.76,702.75,direct,784.27,2732214.7,2733001.78,2517.95,3604236.09,3606758.96,5035.2,7886070.76,7891109.48,9358163.35,42.45132953867036,42.66585381978285,42.45132953867036,42.6576042175293,2765300,0.0,0.0,0.0
2013.12.26,2013.12.26,829.63,707.21,707.25,23529.7,18209291.31,801.98,direct,183244.41,6948683.53,7131927.94,191264.21,7691164.64,7882428.85,382528.42,18106061.87,18488590.29,50669986.6,42.79786866748736,42.99589374029462,42.65760339935445,42.95463943481445,6725200,0.0,0.0,0.0
2013.12.27,2013.12.27,836.83,767.87,801.98,13884.58,11073604.45,803.05,direct,579376.48,5295102.91,5874479.39,581496.54,6120092.23,6701588.77,1162985.04,15377805.21,16540798.28,51742141.69,43.14441934345198,43.14441934345198,42.84738325576864,42.9051399230957,4157300,0.0,0.0,0.0
2013.12.30,2013.12.30,818.83,780.96,784.96,10482.78,8411786.62,804.83,direct,216153.19,5406429.43,5622590.67,218302.09,6225698.08,6444000.17,436612.23,17708811.31,18145423.54,68465487.7,42.92162917777559,42.95463387688993,42.81436547940466,42.86387252807617,4944000,0.0,0.0,0.0
2013.12.31,2013.12.31,813.94,776.96,804.83,9167.06,7294004.88,805.94,direct,169094.27,2554080.28,2723166.49,169747.08,3163370.92,3333118.0,339502.23,10863966.43,11203460.59,40033288.37,43.004142297592125,43.15266031171384,42.92988329053127,43.11965560913086,6575600,0.0,0.0,0.0
2014.10.10,2014.10.10,378.13,353.32,360.91,28410.42,10394856.2,361.71,direct,839.89,63383853.97,63384693.14,98352.57,72676086.21,72774435.16,195554.89,145490248.0,145685799.3,90027748.96,42.71502776822029,42.79866664866647,42.07936398122047,42.08772659301758,20032100,0.0,0.0,0.0
2014.10.13,2014.10.13,391.22,366.04,373.17,23576.02,8935310.47,387.32,direct,992.31,63480950.12,63481941.66,143579.52,78460469.78,78604049.31,285342.52,157137401.1,157422743.6,93227823.3,42.20481725533083,42.59792696578387,41.40187261283041,41.43532943725586,24625300,0.0,0.0,0.0
2014.10.14,2014.10.14,407.74,385.72,387.32,28866.7,11549913.84,397.1,direct,2933.38,79775650.7,79778585.27,31597.25,94115110.4,94146707.64,49998.86,188431427.4,188481426.3,135744969.8,41.761527542941984,42.53101539868075,41.66952286657788,42.01244735717773,22094900,0.0,0.0,0.0
2014.10.15,2014.10.15,397.87,388.23,397.1,22484.5,8867207.18,393.17,direct,1571.11,48781077.64,48782650.32,89214.2,60703120.43,60792338.57,168913.7,121617318.1,121786231.8,75962508.14,41.36005024136772,42.11280959378994,40.8414822620611,41.91207504272461,28271700,0.0,0.0,0.0
2014.10.16,2014.10.16,398.84,371.56,393.17,20785.9,7999668.99,379.77,direct,1159.44,48655236.14,48656398.24,49244.78,59956640.68,60005885.45,95831.16,120078956.0,120174787.2,71472562.09,41.21787493468816,42.58121060500492,41.10914501046004,42.2215576171875,43949200,0.0,0.0,0.0
2014.10.17,2014.10.17,384.76,372.42,379.77,16567.87,6324477.58,380.48,direct,910.49,42116164.45,42117077.6,49774.39,52181781.88,52231556.27,99373.77,104513495.7,104612869.5,62495285.82,43.04121683998368,43.32559345392689,42.84048228344627,43.05794525146485,24733100,0.0,0.0,0.0
2014.10.20,2014.10.20,387.77,378.42,387.28,10555.47,4075710.38,380.39,direct,1236.65,31238182.17,31239418.44,27083.77,40370341.84,40397425.61,47411.81,80888282.61,80935694.42,49159956.51,42.96594826173004,43.191777071154384,42.832124136584376,43.18341445922852,17450100,0.0,0.0,0.0
2014.10.21,2014.10.21,388.24,377.42,380.39,9662.14,3745779.18,382.35,direct,710.02,31461864.75,31462575.92,69144.17,39225928.85,39295069.2,136598.36,78581233.47,78717831.83,45034773.58,43.47615072192804,44.19545654120212,43.45942230861717,44.14527130126953,12829700,0.0,0.0,0.0
2014.10.22,2014.10.22,383.69,376.97,382.35,10531.04,4064736.42,378.93,direct,1505.49,23136677.63,23138181.98,11564.94,30855746.98,30867311.92,20299.28,61835328.28,61855623.77,38656839.52,44.32092375358234,44.32092375358234,43.52634156738863,43.56816101074219,16417700,0.0,0.0,0.0
2014.10.23,2014.10.23,381.08,353.48,378.93,19121.88,6999640.64,355.78,direct,641.12,42727580.55,42728220.95,87991.51,51984389.11,52072380.62,180017.56,104110414.2,104290431.8,61402970.84,44.17874269743063,44.83113507861126,44.12019482684363,44.530033111572266,23317200,0.0,0.0,0.0
2014.10.24,2014.10.24,360.87,351.41,355.78,20034.01,7185001.61,355.1,direct,711.27,35413142.92,35413853.12,69546.34,44378427.2,44447973.53,141759.47,88878025.16,89019784.63,51713489.98,44.7893059044479,44.94822425350451,44.40456192678688,44.92313003540039,8938000,0.0,0.0,0.0
2014.10.27,2014.10.27,356.35,344.93,348.67,10603.46,3777108.32,350.09,direct,733.44,35446990.6,35447725.79,14518.23,40512124.23,40526642.46,29701.64,81099594.82,81129299.96,53557552.4,44.81439347449226,44.94821758559241,44.52165103791049,44.906394958496094,9692900,0.0,0.0,0.0
2014.10.28,2014.10.28,355.72,348.27,350.09,9430.8,3372185.13,351.06,direct,2886.77,29307756.13,29310641.84,25532.59,34199714.04,34225246.63,48941.27,68479037.95,68527979.22,44614611.06,45.17405102992405,45.74280439857816,45.17405102992405,45.700984954833984,10066800,0.0,0.0,0.0
2014.10.29,2014.10.29,352.83,334.72,351.06,12263.9,4259966.32,335.12,direct,2323.05,36388368.47,36390690.85,66719.04,41741334.07,41808049.76,133924.01,83566230.3,83700154.31,50908705.87,45.8599096705059,45.8599096705059,45.19915151956998,45.54207611083984,12580600,0.0,0.0,0.0
2014.10.30,2014.10.30,350.38,333.44,335.12,16120.98,5522262.77,344.86,direct,3043.73,36692048.73,36695093.84,125108.31,42784514.47,42909622.78,250485.61,85683363.82,85933849.44,51514897.12,45.349692265656905,45.89335134923902,45.1573202954092,45.726070404052734,10528600,0.0,0.0,0.0
2014.10.31,2014.10.31,347.97,336.08,344.86,14003.95,4814121.89,337.87,direct,2474.9,34811469.14,34813945.73,522053.07,40908394.11,41430447.18,1042062.03,81920990.7,82963049.36,47752849.69,46.44539799523665,46.44539799523665,46.04392545306527,46.17774963378906,10174400,0.0,0.0,0.0
2014.11.10,2014.11.10,374.67,356.6,362.04,22804.61,8387025.99,367.15,direct,7442.13,73795325.26,73802767.4,65782.27,83741903.4,83807682.0,132464.05,167524248.4,167656712.4,100206859.0,46.97231611544972,47.18977913862861,46.91376825572391,47.16468811035156,6131300,0.0,0.0,0.0
2014.11.11,2014.11.11,370.99,361.87,367.15,15790.68,5817809.67,365.42,direct,1887.76,54766741.48,54768630.7,70098.52,58102788.56,58172887.08,137189.63,116319347.0,116456536.6,69185173.24,47.23159783418148,47.29014568902446,46.98067480986149,47.10613632202149,9905400,0.0,0.0,0.0
2014.11.12,2014.11.12,442.73,365.81,365.42,38528.79,15737081.16,432.03,direct,4125.02,182095910.0,182100035.8,244494.42,196982419.5,197226913.9,482564.55,394470854.2,394953418.7,239537880.0,46.905397885972086,47.24832237506158,46.905397885972086,47.17304611206055,7108400,0.0,0.0,0.0
2014.11.13,2014.11.13,480.45,390.88,432.03,58200.73,25304725.28,428.72,direct,1703.73,265312544.6,265314246.6,343717.69,281101843.4,281445561.1,686170.65,562686618.5,563372793.5,334774955.1,47.17305065792271,47.35705683695382,46.89703660344777,47.03922653198242,6437000,0.0,0.0,0.0
2014.11.14,2014.11.14,430.18,381.99,428.72,35731.03,14250930.93,396.53,direct,1561.14,167203000.9,167204563.2,355021.24,176296012.7,176651037.9,709265.28,352906009.8,353615275.1,196972443.1,47.00576982055985,47.20650441466356,46.94722196472803,47.097774505615234,5554500,0.0,0.0,0.0
2014.11.17,2014.11.17,412.33,378.32,385.61,27600.89,10942934.49,384.69,direct,1990.0,99710120.78,99712109.63,284008.93,113587601.0,113871609.9,564490.26,227454117.5,228018604.0,125020368.5,46.963958051514446,47.147964261066186,46.88868176877349,47.03086853027344,4271100,0.0,0.0,0.0
2014.11.18,2014.11.18,394.94,371.95,384.69,27093.72,10404772.69,379.16,direct,1052.17,70072908.43,70073962.49,79509.85,81858933.99,81938443.84,156445.21,164062448.6,164218893.8,92081432.62,47.00577119415647,47.49924827245844,47.00577119415647,47.38215255737305,8658600,0.0,0.0,0.0
2014.11.19,2014.11.19,389.29,374.26,379.16,19867.47,7592152.68,381.43,direct,1281.6,50756951.13,50758232.73,53007.33,60708658.17,60761665.5,105820.12,121642421.1,121748241.2,67801371.91,47.357051600522325,47.3737800132425,47.06431235446553,47.23995590209961,5200400,0.0,0.0,0.0
2014.11.20,2014.11.20,383.03,355.11,381.43,21984.22,8084810.79,357.3,direct,261.19,56144371.23,56144632.06,60730.28,65716938.45,65777668.73,121321.22,131663438.6,131784759.8,77002519.78,47.09777684402368,47.423972968602,46.93885849263086,47.36542510986328,7383100,0.0,0.0,0.0
2014.11.21,2014.11.21,358.73,343.8,357.3,23467.39,8291129.59,351.77,direct,627.21,50446903.02,50447529.17,103821.4,58997798.54,59101616.42,203643.17,118164457.2,118368100.4,68957318.32,47.91744795340668,47.95926739486718,47.71671016752988,47.825443267822266,7509600,0.0,0.0,0.0
2014.11.24,2014.11.24,388.72,361.92,365.85,24564.84,9244691.04,378.85,direct,1487.74,76139117.34,76140606.22,1109731.21,86814125.33,87923856.54,2220348.93,173887433.3,176107782.2,100357111.2,47.95925982752191,48.11817495624462,47.84216413366114,47.95089721679688,6706900,0.0,0.0,0.0
2014.11.25,2014.11.25,395.73,370.64,378.85,45317.22,17405251.28,376.43,direct,1868.6,90184229.85,90186096.94,1216139.93,105063608.1,106279748.0,2429178.08,210304785.7,212733963.8,118611591.0,48.06800284409167,48.19346117460392,47.91745029498176,48.09309387207031,8276900,0.0,0.0,0.0
