Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Real Estate.csv_Open,S&P 500 Real Estate.csv_High,S&P 500 Real Estate.csv_Low,S&P 500 Real Estate.csv_Close,S&P 500 Real Estate.csv_Volume,S&P 500 Real Estate.csv_Dividends,S&P 500 Real Estate.csv_Stock Splits,S&P 500 Real Estate.csv_Capital Gains
2015.11.18,2015.11.18,337.39,329.42,333.91,78355.69,26194853.26,335.92,direct,718411.95,101841598.7,102560010.7,1071319.42,132234968.5,133306284.5,2193779.31,264715524.7,266909304.0,148986079.5,22.1075845999684,22.6334228515625,19.91472799733097,22.6334228515625,28600,0.0,0.0,0.0
2015.11.19,2015.11.19,335.64,323.36,335.92,86374.86,28543062.16,324.98,direct,465969.32,125846340.6,126312310.0,720851.14,154409203.3,155130057.7,1491378.72,308973968.1,310465346.8,176963436.0,22.68190343323881,22.786324763480565,22.68190343323881,22.75649070739746,3500,0.0,0.0,0.0
2015.11.20,2015.11.20,327.06,309.48,324.98,109984.76,35090324.43,321.12,direct,645862.23,143323733.1,143969595.3,1181772.98,178874173.6,180055949.8,2416848.67,357875035.6,360291884.2,200287832.9,22.905660673837343,22.950413885740343,22.905660673837343,22.942955017089844,600,0.0,0.0,0.0
2015.11.23,2015.11.23,325.0,319.89,322.78,42733.54,13839023.95,322.12,direct,488159.98,109400040.4,109888200.4,943302.65,133584980.8,134528283.4,1926313.03,267356994.1,269283307.1,145099234.2,23.09959647902769,23.1309228866469,23.06230354309082,23.06230354309082,2400,0.0,0.0,0.0
2015.11.24,2015.11.24,323.26,315.54,322.12,50660.16,16282941.39,318.35,direct,487654.9,130840417.4,131328072.3,1327780.55,156205568.1,157533351.8,2710587.89,312550497.1,315261088.2,168685372.0,23.13688419361231,23.13688419361231,22.71173858642578,22.71173858642578,2500,0.0,0.0,0.0
2015.11.25,2015.11.25,330.04,315.69,318.35,77684.42,25200934.79,327.52,direct,806088.95,353962622.0,354768707.6,1545576.71,388016376.4,389561953.1,3150257.67,776146195.9,779296453.6,442991532.0,22.71173858642578,22.71173858642578,22.71173858642578,22.71173858642578,0,0.0,0.0,0.0
2015.11.27,2015.11.27,363.9,345.15,353.74,103479.86,36955394.2,359.52,direct,520275.77,440160300.1,440680575.8,1022669.02,496876712.0,497899381.0,2086898.55,994221076.8,996307975.4,572856518.3,22.88329124450684,22.88329124450684,22.88329124450684,22.88329124450684,0,0.0,0.0,0.0
2015.11.30,2015.11.30,382.56,367.87,370.84,129767.07,48913368.38,377.97,direct,1121958.59,574426593.8,575548552.4,1715450.86,635458316.8,637173767.7,3515177.7,1271431391.0,1274946565.0,813400454.6,23.121968587239586,23.121968587239586,22.914616830957435,22.93550109863281,1600,0.0,0.0,0.0
2015.12.10,2015.12.10,420.36,409.53,416.0,71661.75,29794270.99,415.49,direct,1041907.65,560598810.5,561640718.2,1315952.39,625646678.5,626962630.9,2780695.91,1252632103.0,1255412799.0,732115741.7,22.599857330322266,22.599857330322266,22.599857330322266,22.599857330322266,700,0.0,0.0,0.0
2015.12.11,2015.12.11,453.37,413.72,415.49,175058.38,76433917.46,449.83,direct,1323782.22,691169242.4,692493024.7,2071332.2,785455477.2,787526813.9,4323163.19,1573620699.0,1577943867.0,949761539.1,22.510358922822387,22.510358922822387,22.47903251647949,22.47903251647949,300,0.0,0.0,0.0
2015.12.14,2015.12.14,449.45,428.84,434.69,218923.82,97068568.78,442.0,direct,1103417.64,102888707.0,103992124.6,2222729.6,174654885.6,176877615.2,4556339.32,350738677.6,355295017.0,192212977.6,22.45068200817024,22.57747993527557,22.443223139207127,22.54839134216309,600,0.0,0.0,0.0
2015.12.15,2015.12.15,464.23,440.72,442.0,107064.22,48912227.87,462.65,direct,1045158.74,241186805.8,242231964.5,1744699.41,319458404.7,321203104.1,3728445.46,642639790.9,646368241.0,353995953.5,22.91535777487208,22.96533205350377,22.808698654174805,22.808698654174805,4100,0.0,0.0,0.0
2015.12.16,2015.12.16,465.16,437.37,462.65,185221.17,84336145.39,453.98,direct,713901.71,621792208.9,622506110.6,1144261.13,712678750.6,713823011.8,2422419.12,1430068533.0,1432490953.0,865106022.2,23.01755117199985,23.218935012817383,23.01755117199985,23.218935012817383,1600,0.0,0.0,0.0
2015.12.17,2015.12.17,458.44,447.29,453.98,64574.94,29344348.08,455.53,direct,774952.19,604563076.1,605338032.9,1302187.17,668673152.1,669975339.2,2819721.59,1338864936.0,1341684653.0,759726533.8,23.465065600721235,23.465065600721235,23.16522701472959,23.18909454345703,2400,0.0,0.0,0.0
2015.12.18,2015.12.18,466.12,453.46,455.53,83409.95,38425211.05,463.18,direct,679804.65,476729163.7,477408968.3,1407256.64,548776581.1,550183842.4,2961373.75,1101052867.0,1104014241.0,650560710.3,23.04806991467761,23.068431389025243,22.88744354248047,22.88744354248047,1400,0.34,0.0,0.0
2015.12.21,2015.12.21,445.54,423.99,441.78,121990.88,53270215.6,437.59,direct,1700811.68,633347720.0,635048536.1,2071918.64,713580358.5,715652277.1,4272204.3,1430886770.0,1435158974.0,847184676.5,22.967384095068127,22.967384095068127,22.925153732299805,22.925153732299805,500,0.0,0.0,0.0
2015.12.22,2015.12.22,443.22,433.25,437.59,65785.54,28845536.39,437.03,direct,979537.19,564819966.9,565799504.1,1263632.91,631386694.0,632650326.9,2624867.73,1265873591.0,1268498455.0,714281224.5,23.136302947998047,23.136302947998047,23.136302947998047,23.136302947998047,200,0.0,0.0,0.0
2015.12.23,2015.12.23,444.78,434.28,437.03,63247.04,27877349.1,442.43,direct,919595.18,452733805.4,453653400.5,1393720.86,510279542.8,511673263.7,2934217.88,1023166746.0,1026100959.0,630086370.4,23.189092763883657,23.36253929138184,23.189092763883657,23.36253929138184,4500,0.0,0.0,0.0
2015.12.24,2015.12.24,460.62,441.76,442.43,79604.01,36096662.15,452.98,direct,669259.83,579607655.4,580276915.2,992433.88,649127501.6,650119935.5,2115072.34,1301141138.0,1303256210.0,773473895.4,23.269034565191824,23.385168075561523,23.269034565191824,23.385168075561523,300,0.0,0.0,0.0
2015.12.28,2015.12.28,429.85,417.14,422.39,68345.44,28978639.73,421.76,direct,526360.7,593214735.6,593741096.3,774342.92,638756469.0,639530811.9,1613746.55,1279896523.0,1281510274.0,732027722.9,23.400254884616967,23.400254884616967,23.3173015406682,23.32258033752441,2100,0.0,0.0,0.0
2015.12.29,2015.12.29,433.56,419.3,421.76,70645.37,30163445.65,431.92,direct,597163.95,566938420.9,567535589.2,1072206.85,610312384.5,611384591.3,2240317.21,1222078158.0,1224318475.0,712602745.5,23.56615379878746,23.74714168735849,23.56615379878746,23.709436416625977,3500,0.0,0.0,0.0
2015.12.30,2015.12.30,435.04,420.77,431.92,68269.9,29289416.54,427.15,direct,1191086.42,554435728.0,555626814.4,1606609.39,597619029.6,599225643.3,3309378.8,1197550337.0,1200859712.0,631890273.6,23.807470983548825,23.822553667187385,23.709436416625977,23.709436416625977,2000,0.0,0.0,0.0
2015.12.31,2015.12.31,433.12,417.14,427.15,65213.47,27758278.73,429.95,direct,868911.75,592223835.8,593092747.5,1427932.74,631140428.9,632568366.0,2944684.56,1264033351.0,1266978040.0,703710262.0,23.618939961967964,23.671727912335744,23.5163803100586,23.5163803100586,36800,0.0,0.0,0.0
2016.10.10,2016.10.10,618.81,612.76,615.77,25230.93,15597892.34,617.29,direct,26459456.83,509892459.9,536351916.7,27159451.35,728957841.3,756117292.6,54426014.85,1477585523.0,1532011538.0,843254516.9,23.960274493052115,24.1647673746328,23.921691708064987,24.04515838623047,2403900,0.0,0.0,0.0
2016.10.11,2016.10.11,642.35,615.6,617.29,55765.89,35367127.91,640.45,direct,30280533.64,973456588.7,1003737122.0,31175299.93,1432332917.0,1463508217.0,62200299.06,2904035960.0,2966236265.0,1593375991.0,23.983423411076,24.07602414930263,23.78510490721946,23.859956741333008,1770400,0.0,0.0,0.0
2016.10.12,2016.10.12,642.51,632.19,640.45,26952.73,17240000.95,635.99,direct,16161415.37,892689683.0,908851104.7,16778739.06,1402468924.0,1419247663.0,33491239.76,2832165928.0,2865657168.0,1498553027.0,23.898538313389523,24.19948959350586,23.86767238343633,24.19948959350586,1411700,0.0,0.0,0.0
2016.10.13,2016.10.13,639.52,632.25,635.99,25614.65,16387361.92,635.6,direct,16595395.24,830288277.9,846883673.2,17390378.29,1239217689.0,1256608067.0,34670219.39,2503827432.0,2538497651.0,1421567451.0,24.130045141377742,24.33839573743322,24.01429530084884,24.276660919189453,3299300,0.0,0.0,0.0
2016.10.14,2016.10.14,640.46,630.66,635.6,31421.75,20114873.61,637.92,direct,11570688.65,576089457.3,587660145.9,12316149.2,1057910267.0,1070226410.0,24534415.96,2144077469.0,2168611885.0,1187999239.0,24.3538196180689,24.48500311816967,24.191770191270727,24.24578666687012,2381400,0.0,0.0,0.0
2016.10.17,2016.10.17,641.29,634.89,640.12,27691.09,17742610.19,637.37,direct,16705123.52,440900818.6,457605942.1,17344711.57,803581857.2,820926575.1,34504566.71,1626121807.0,1660626374.0,940719565.5,24.245789420392704,24.392406636412343,24.23035571937196,24.268939971923828,1148300,0.0,0.0,0.0
2016.10.18,2016.10.18,639.34,632.23,637.37,24598.13,15725013.13,635.34,direct,21837137.72,767866949.3,789704087.0,23091419.59,1196652877.0,1219744297.0,45789366.77,2411288024.0,2457077390.0,1340398025.0,24.423274303369336,24.546740976637643,24.34147833145253,24.39240837097168,4753200,0.0,0.0,0.0
2016.10.19,2016.10.19,637.27,624.09,635.34,35289.02,22379197.69,629.06,direct,14345587.49,590200894.2,604546481.7,16130394.26,1097990890.0,1114121278.0,32159063.23,2221050550.0,2253209614.0,1208892425.0,24.508158793490523,24.508158793490523,24.26122544090545,24.485008239746094,1515600,0.0,0.0,0.0
2016.10.20,2016.10.20,630.83,625.48,629.06,20943.99,13252110.98,628.34,direct,14046798.32,716174090.3,730220888.6,14922270.72,1120024941.0,1134947212.0,29889461.48,2263293995.0,2293183456.0,1194340158.0,24.36154124779926,24.562174962134726,24.28051651850192,24.40012550354004,1977100,0.0,0.0,0.0
2016.10.21,2016.10.21,633.26,627.58,628.34,28087.96,17836383.25,630.45,direct,9702726.37,490011248.0,499713968.1,11294385.66,779416130.4,790710522.4,22535403.73,1575059521.0,1597594924.0,879935355.8,24.230353372126704,24.39240427346888,24.19177059515116,24.38468742370605,1295700,0.0,0.0,0.0
2016.10.24,2016.10.24,654.32,645.68,653.03,33243.05,21726106.55,650.49,direct,6664888.02,1201765060.0,1208429942.0,7691439.29,1843613216.0,1851304655.0,15306725.72,3718508457.0,3733815182.0,1980783441.0,24.42327280456505,24.662489285362337,24.339161635308347,24.41555595397949,1108700,0.0,0.0,0.0
2016.10.25,2016.10.25,662.54,647.65,650.49,36742.93,24179462.12,651.0,direct,19508093.85,935112740.1,954620834.0,21100055.76,1712455917.0,1733555966.0,42117349.89,3501187394.0,3543304744.0,1855267251.0,24.33067094720486,24.40783650115594,24.23807022188953,24.38468742370605,1402700,0.0,0.0,0.0
2016.10.26,2016.10.26,678.39,651.39,651.0,47670.4,31949607.32,674.67,direct,12722002.56,1410383507.0,1423105510.0,13990395.66,2522580369.0,2536570765.0,27913958.5,5083820415.0,5111734374.0,2710121513.0,24.23035733257748,24.307524370980097,23.91397379978166,24.06830787658692,1481900,0.0,0.0,0.0
2016.10.27,2016.10.27,687.88,672.26,674.67,46557.39,31862181.34,682.3,direct,17057206.61,1507251941.0,1524309147.0,18337917.83,2783333750.0,2801671668.0,36593297.82,5604747243.0,5641340541.0,3012393814.0,24.00657284844673,24.00657284844673,23.42396314781135,23.49727249145508,1409100,0.0,0.0,0.0
2016.10.28,2016.10.28,688.43,678.63,682.3,38968.34,26829414.0,686.24,direct,19959153.15,1416242300.0,1436201453.0,21517178.72,3164239759.0,3185756938.0,42852545.02,6355820727.0,6398673265.0,3337397552.0,23.57443796637017,23.75578027239784,23.481838704622355,23.559005737304688,2338200,0.0,0.0,0.0
2016.10.31,2016.10.31,707.21,682.17,697.27,38046.55,26687188.09,698.67,direct,19485053.92,1781985977.0,1801471031.0,20591935.84,4208185051.0,4228776980.0,40935829.86,8463810109.0,8504745939.0,4353231584.0,23.61302612325712,23.906259129732216,23.55283526851308,23.88311004638672,1071400,0.0,0.0,0.0
2016.11.10,2016.11.10,723.02,707.31,721.42,33327.52,23931322.76,714.57,direct,9672055.09,970624054.7,980296102.6,10851352.83,2164234994.0,2175086354.0,21516645.93,4363573218.0,4385089857.0,2289396546.0,23.034273795368712,23.04970749768944,22.435459097506584,22.79505729675293,5345000,0.0,0.0,0.0
2016.11.11,2016.11.11,719.79,711.67,714.57,25583.38,18386841.21,714.97,direct,11363575.89,1313410815.0,1324774391.0,12232736.32,2143294046.0,2155526783.0,24240071.19,4318300523.0,4342540587.0,2240419818.0,22.74103974596241,23.0805738439057,22.74103974596241,22.81820678710937,3702500,0.0,0.0,0.0
2016.11.14,2016.11.14,708.03,696.11,701.97,37752.31,26613445.03,704.56,direct,11295259.32,1798172853.0,1809468113.0,12114253.96,3421581889.0,3433696143.0,24010862.29,6881150898.0,6905161760.0,3557500637.0,22.69474002576775,23.35837451659376,22.53269056461566,23.26577377319336,4315200,0.0,0.0,0.0
2016.11.15,2016.11.15,716.93,697.91,704.56,41401.17,29562740.26,711.1,direct,12358029.13,2272835740.0,2285193776.0,13087404.4,4137443341.0,4150530745.0,25992816.97,8318501296.0,8344494113.0,4387033610.0,23.281206967283754,23.55129086847764,22.98797398462451,23.111440658569336,3161100,0.0,0.0,0.0
2016.11.16,2016.11.16,745.98,708.14,711.1,79569.14,58304902.39,740.28,direct,21747457.26,2371720242.0,2393467699.0,22835683.66,5486769187.0,5509604871.0,45328521.45,11044347844.0,11089676373.0,5761405598.0,23.011120604886287,23.21947114682317,22.918521345251246,23.096004486083984,2059000,0.0,0.0,0.0
2016.11.17,2016.11.17,751.91,730.08,740.28,62772.48,46942756.4,737.53,direct,12070932.25,1349672451.0,1361743391.0,13051080.12,3008137311.0,3021188391.0,25998751.16,6079309592.0,6105308343.0,3274968002.0,23.041987124179435,23.219470258219943,22.841353440196787,22.87993621826172,1573600,0.0,0.0,0.0
2016.11.18,2016.11.18,751.43,730.95,737.53,39708.18,29666065.54,746.96,direct,15629898.97,1084259259.0,1099889158.0,16226376.41,2426189213.0,2442415589.0,32390314.44,4891243860.0,4923634175.0,2650810401.0,22.84135849612124,23.0034079660699,22.76419145107185,22.926240921020508,1276900,0.0,0.0,0.0
2016.11.21,2016.11.21,744.33,726.55,728.51,32508.2,24010681.87,736.19,direct,5699089.73,931954147.9,937653245.0,6189156.69,1993100564.0,1999289720.0,12252748.82,4026060103.0,4038312852.0,2115100851.0,22.957104593839333,23.13458773829831,22.84907163144496,22.86450386047364,1584900,0.0,0.0,0.0
2016.11.22,2016.11.22,754.01,730.62,736.19,44441.44,33225195.21,749.34,direct,20799235.55,1000634946.0,1021434174.0,21727083.33,2025292833.0,2047019916.0,43290915.44,4094777332.0,4138068248.0,2213221055.0,22.926241279362152,23.29664280702089,22.89537534396333,23.25805854797364,2567200,0.0,0.0,0.0
2016.11.23,2016.11.23,750.93,731.34,749.34,37869.33,28258203.98,741.07,direct,10804000.24,1046769090.0,1057573090.0,11888897.08,2403358455.0,2415247352.0,23721554.36,4878113365.0,4901834920.0,2528617975.0,23.049704856266462,23.165454666729616,22.926236723688582,23.096004486083984,1666200,0.0,0.0,0.0
2016.11.25,2016.11.25,741.25,728.97,735.31,28846.87,21299510.69,740.39,direct,12644069.46,692460653.4,705104722.9,13914104.85,1442390297.0,1456304410.0,27755266.47,2916532234.0,2944287501.0,1569351782.0,23.10371842476407,23.3275011672126,23.10371842476407,23.19631767272949,790000,0.0,0.0,0.0
2016.11.28,2016.11.28,738.1,727.74,729.42,34117.31,25153838.93,733.3,direct,8335905.08,617183668.3,625519573.3,9087772.23,1400168696.0,1409256468.0,18019681.55,2825554376.0,2843574057.0,1492943773.0,23.15002071404633,23.447112823163906,23.15002071404633,23.28120422363281,1957300,0.0,0.0,0.0
2016.11.29,2016.11.29,737.04,727.78,733.3,32567.83,24030304.1,732.56,direct,16662787.78,520773131.3,537435919.1,17441850.69,895065118.1,912506968.8,34785809.39,1807942389.0,1842728198.0,992393164.2,23.234909176603768,23.574441820980365,23.234909176603768,23.44325828552246,1769200,0.0,0.0,0.0
2016.11.30,2016.11.30,745.39,730.57,732.56,39277.45,29210351.41,742.49,direct,21291851.14,2328938282.0,2350230126.0,22013707.34,3375085947.0,3397099647.0,43935858.24,6777242226.0,6821178084.0,3468588745.0,23.22719173846331,23.34679925741114,23.072857651760323,23.15774154663086,2233900,0.0,0.0,0.0
2016.12.12,2016.12.12,781.26,767.86,767.91,28759.72,22442991.37,778.47,direct,10347259.76,2058589719.0,2068936979.0,11044317.37,4644909397.0,4655953714.0,21894546.6,9327932404.0,9349826951.0,4766206194.0,23.80593753400459,24.156274868446665,23.759637906107145,24.145471572875977,2744800,0.0,0.0,0.0
2016.12.13,2016.12.13,790.33,767.77,778.47,33108.65,25894856.06,778.74,direct,9218934.38,716649588.0,725868522.4,9770196.64,1455174901.0,1464945098.0,19382846.39,2956406870.0,2975789716.0,1619711769.0,24.238066927045217,24.29208339620359,24.035118074203,24.20720100402832,2182100,0.0,0.0,0.0
2016.12.14,2016.12.14,780.77,771.01,778.74,24782.47,19326375.41,776.5,direct,12105937.84,645998156.5,658104086.5,12595746.27,1336501480.0,1349097227.0,25101371.95,2714710725.0,2739812097.0,1492345116.0,24.18405857445574,24.23035821043921,23.713340947800663,23.782791137695312,3364000,0.0,0.0,0.0
2016.12.15,2016.12.15,780.27,773.12,776.5,26224.24,20452116.66,775.21,direct,13834405.41,533148297.6,546982703.0,14504861.28,1189832363.0,1204337224.0,28888092.12,2419276120.0,2448164212.0,1354309188.0,23.713335192749625,23.863810077055923,23.543568920785333,23.589868545532227,3224700,0.0,0.0,0.0
2016.12.16,2016.12.16,783.94,773.31,775.21,27607.57,21650384.64,782.05,direct,7600306.0,578768967.2,586369273.2,8260645.56,1549979290.0,1558239927.0,16366163.68,3141040721.0,3157406885.0,1670199089.0,23.67709889489003,24.054299097613985,23.64566641899477,23.92070770263672,3455600,0.551,0.0,0.0
2016.12.19,2016.12.19,793.73,786.31,789.01,25460.54,20238681.94,789.79,direct,11676563.38,467624170.6,479300734.0,12237645.99,1060053066.0,1072290720.0,24217583.5,2153889438.0,2178107022.0,1162148943.0,23.991430877822395,24.211462689427105,23.92856443181329,24.13287925720215,2260000,0.0,0.0,0.0
2016.12.20,2016.12.20,800.02,787.12,789.79,34480.19,27406319.09,799.1,direct,13206621.82,691665216.3,704871838.1,13716479.58,1678709373.0,1692425861.0,27230171.56,3393911565.0,3421141737.0,1776427021.0,24.09359166403056,24.25861704469476,24.011079723125714,24.14859962463379,1764200,0.0,0.0,0.0
2016.12.21,2016.12.21,833.13,795.98,799.1,65293.55,53411082.07,829.21,direct,18438222.35,2261779523.0,2280217737.0,19332956.52,5066816625.0,5086149582.0,38375988.06,10187579936.0,10225955933.0,5268469585.0,24.16431569498968,24.3136240815648,23.82640795114547,23.842124938964844,1871800,0.0,0.0,0.0
2016.12.22,2016.12.22,874.68,828.87,829.21,70557.59,60511618.45,860.15,direct,25818546.25,2105294298.0,2131112844.0,27231454.44,5958717390.0,5985948853.0,53766419.63,12005412504.0,12059178932.0,6241841998.0,23.763540463597604,23.829550010938284,23.579656510455084,23.81068992614746,1399800,0.0,0.0,0.0
2016.12.23,2016.12.23,920.26,858.04,860.15,102224.08,91802931.23,917.17,direct,31366443.58,1529058489.0,1560424932.0,33290262.68,4479105646.0,4512395909.0,66204559.04,9068592757.0,9134797317.0,5172085840.0,23.826408168616243,23.912850103557314,23.755683221638,23.834266662597656,931600,0.0,0.0,0.0
2016.12.27,2016.12.27,937.91,893.38,898.38,49691.61,45966615.06,925.78,direct,21548520.08,1513291421.0,1534839951.0,22261972.44,3890899883.0,3913161864.0,44348000.39,7883046390.0,7927394381.0,4432549885.0,23.889272472911937,23.983572893352644,23.794973551325565,23.897130966186523,1143600,0.0,0.0,0.0
2016.12.28,2016.12.28,974.51,925.49,925.78,77285.8,73811803.99,972.17,direct,32424387.42,1447529408.0,1479953796.0,33632211.43,3828629215.0,3862261426.0,67124362.32,7776496178.0,7843620541.0,4435350012.0,23.881414475370114,23.936422430579743,23.66531115182325,23.71639060974121,2570500,0.0,0.0,0.0
2016.12.29,2016.12.29,982.57,949.23,972.17,61124.62,59226667.89,971.08,direct,35807817.56,1249347713.0,1285155530.0,37073047.4,3214821139.0,3251894187.0,73829085.73,6539417677.0,6613246763.0,3700012327.0,23.7399626176262,24.02207696282597,23.67709617420512,23.936420440673828,1526200,0.0,0.0,0.0
2016.12.30,2016.12.30,971.59,927.4,971.08,70839.81,67449149.3,959.04,direct,21604380.39,1381409464.0,1403013844.0,22507776.89,3607278487.0,3629786264.0,44852967.73,7350319165.0,7395172132.0,4188342390.0,23.912852250156,24.219326048670148,23.87355977672173,24.1643180847168,1853300,0.0,0.0,0.0
2017.10.10,2017.10.10,4930.0,4722.81,4777.49,98485.0,475717720.6,4763.36,direct,433403074.2,991104932.0,1424508006.0,591782126.7,1083950773.0,1675732948.0,1100990455.0,3077972055.0,4178962510.0,2500224692.0,26.135662469761147,26.288266644243965,26.07301469825011,26.119598388671875,987300,0.0,0.0,0.0
2017.10.11,2017.10.11,4874.89,4718.6,4763.36,70482.75,338533507.3,4824.2,direct,333475719.5,707548529.3,1041024249.0,446783827.6,782992697.6,1229776525.0,855008692.9,2226273022.0,3081281715.0,1684719715.0,26.15172609857175,26.304330270415367,26.11959793694884,26.2641716003418,1176400,0.0,0.0,0.0
2017.10.12,2017.10.12,5432.63,4814.98,4824.2,163916.09,848641969.3,5432.62,direct,735251986.0,1827495666.0,2562747652.0,882000362.1,1930822197.0,2812822559.0,1712440434.0,5650034919.0,7362475408.0,3791435440.0,26.28826818840588,26.464970026857088,26.248109515278887,26.44890594482422,2136200,0.0,0.0,0.0
2017.10.13,2017.10.13,5852.78,5391.97,5432.62,215018.92,1211469141.0,5637.26,direct,947702496.8,2366754341.0,3314456782.0,1133623954.0,2594458381.0,3728082335.0,2190825209.0,7451218819.0,9642044029.0,5387217754.0,26.561353133672608,26.59910357563995,26.424813023630183,26.52119445800781,1857900,0.0,0.0,0.0
2017.10.16,2017.10.16,5795.33,5576.1,5677.35,61358.95,349154669.3,5759.33,direct,832827338.7,956337034.5,1789164373.0,861547792.8,941342042.9,1802889836.0,1779881658.0,2779695875.0,4559577532.0,3067422268.0,26.49709420000934,26.56938102631445,26.37259834898338,26.39267921447754,1423900,0.0,0.0,0.0
2017.10.17,2017.10.17,5773.32,5521.09,5759.25,65637.43,368658284.4,5598.58,direct,626656169.6,871370325.3,1498026495.0,732273437.3,883325925.0,1615599362.0,1452045357.0,2592623514.0,4044668871.0,3023461174.0,26.352520547399124,26.416773801942607,26.30432830855908,26.39267921447754,1767600,0.0,0.0,0.0
2017.10.18,2017.10.18,5601.3,5114.87,5598.58,122020.31,654722509.0,5575.83,direct,494981818.4,1743567059.0,2238548933.0,569967420.3,1627861394.0,2197828814.0,1151819165.0,4894057096.0,6045876261.0,3373244613.0,26.36858579636451,26.4328390537574,26.296298966853744,26.3444881439209,1294100,0.0,0.0,0.0
2017.10.19,2017.10.19,5737.41,5517.62,5576.71,83056.09,469774559.1,5698.65,direct,485600715.1,1098915300.0,1584515958.0,643970073.6,1186398011.0,1830368085.0,1229876033.0,3189859912.0,4419735944.0,2552877010.0,26.33645421011104,26.392676951983145,26.228022447993663,26.32842063903809,1472800,0.0,0.0,0.0
2017.10.20,2017.10.20,6075.32,5611.39,5698.62,123860.51,729487923.0,5993.11,direct,568482022.6,1507704123.0,2076186145.0,700774052.6,1609264683.0,2310038736.0,1376407189.0,4413102122.0,5789509310.0,2929556225.0,26.336465112324426,26.36859328209669,26.19590819945937,26.288272857666016,1253000,0.0,0.0,0.0
2017.10.23,2017.10.23,6048.98,5644.22,5982.86,137140.4,801148315.5,5903.61,direct,472023137.6,1775069708.0,2247092845.0,601659446.9,1840294857.0,2441954304.0,1167204917.0,5188122576.0,6355327494.0,3057971567.0,26.344485330743225,26.344485330743225,26.15975302258889,26.19188117980957,1095700,0.0,0.0,0.0
2017.10.24,2017.10.24,5904.63,5463.41,5903.61,143735.81,811951129.7,5513.08,direct,803296828.5,1763152283.0,2566449167.0,938696419.3,1853152873.0,2791849293.0,1842417418.0,5188492949.0,7030910312.0,3758351096.0,26.15172391204688,26.2159771660104,25.93486343508897,26.02321434020996,1940700,0.0,0.0,0.0
2017.10.25,2017.10.25,5747.96,5375.64,5513.08,105839.48,585738379.9,5734.0,direct,439720219.0,1402200216.0,1841920435.0,536566676.2,1470159354.0,2006726030.0,1059378289.0,4279955307.0,5339333597.0,2489154286.0,25.95092907120684,26.027229623370985,25.806355411229408,25.958959579467773,1912300,0.0,0.0,0.0
2017.10.26,2017.10.26,5970.4,5689.92,5734.0,93675.55,547664553.6,5887.61,direct,414767523.2,1328866194.0,1743633718.0,541069710.5,1363396321.0,1904466090.0,1044876620.0,4130691420.0,5175568040.0,2310683508.0,26.055343375793527,26.055343375793527,25.72603735666349,25.814388275146484,1646400,0.0,0.0,0.0
2017.10.27,2017.10.27,5997.83,5692.32,5887.62,83933.5,488283724.0,5764.56,direct,368849522.1,1121957812.0,1490807334.0,525596843.6,1154995197.0,1680592040.0,983916141.4,3641575161.0,4625491303.0,2322441497.0,25.76619774331813,25.95093007959865,25.593511169897106,25.85454559326172,2042500,0.0,0.0,0.0
2017.10.30,2017.10.30,6226.18,6018.97,6147.7,78624.31,481600503.0,6124.28,direct,430567137.9,1065771152.0,1496338228.0,579316651.5,1159613861.0,1738930513.0,1131459689.0,3528085389.0,4659545078.0,2600938295.0,25.766196906607583,26.159756156017632,25.766196906607583,26.015182495117188,1738800,0.0,0.0,0.0
2017.10.31,2017.10.31,6467.2,6090.83,6124.28,101249.62,637838767.0,6451.24,direct,630286857.6,1392867165.0,2023154087.0,802852044.1,1552186601.0,2355038645.0,1664510302.0,4553708006.0,6218218308.0,2961364694.0,25.99912160151669,26.10353660583496,25.838483840391007,26.10353660583496,2091600,0.0,0.0,0.0
2017.11.10,2017.11.10,7318.97,6406.05,7129.59,222001.18,1513421267.0,6565.8,direct,1359760634.0,2816307595.0,4176068163.0,1508200569.0,3079658616.0,4587859119.0,3024302684.0,8518719405.0,11543022089.0,7723430446.0,27.05932192703308,27.236023740568527,26.99827964947956,27.15570640563965,1760800,0.0,0.0,0.0
2017.11.13,2017.11.13,6760.15,5828.34,5878.09,178340.89,1135256036.0,6522.45,direct,1799311691.0,2681106230.0,4480417921.0,1959779158.0,2982508580.0,4942287738.0,3924225129.0,8304884395.0,12229109589.0,7488258001.0,27.227994348309416,27.32758674469445,27.15570751834749,27.236024856567383,1510300,0.0,0.0,0.0
2017.11.14,2017.11.14,6728.59,6419.18,6522.45,96502.09,634604991.5,6597.06,direct,1097182447.0,1389981477.0,2487163990.0,1231470485.0,1549193207.0,2780663693.0,2476987959.0,4319561594.0,6796549553.0,4664597134.0,27.21995792135617,27.26815015757981,27.115542941493143,27.21192741394043,2062000,0.0,0.0,0.0
