Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Healthcare.csv_Open,S&P 500 Healthcare.csv_High,S&P 500 Healthcare.csv_Low,S&P 500 Healthcare.csv_Close,S&P 500 Healthcare.csv_Volume,S&P 500 Healthcare.csv_Dividends,S&P 500 Healthcare.csv_Stock Splits,S&P 500 Healthcare.csv_Capital Gains
2014.11.14,2014.11.14,430.18,381.99,428.72,35731.03,14250930.93,396.53,direct,1561.14,167203000.9,167204563.2,355021.24,176296012.7,176651037.9,709265.28,352906009.8,353615275.1,196972443.1,58.07559021887305,58.07559021887305,57.38166654789102,57.61297225952149,6331800,0.0,0.0,0.0
2014.11.17,2014.11.17,412.33,378.32,385.61,27600.89,10942934.49,384.69,direct,1990.0,99710120.78,99712109.63,284008.93,113587601.0,113871609.9,564490.26,227454117.5,228018604.0,125020368.5,57.49302639170449,58.04988162255126,57.49302639170449,57.89567565917969,8587200,0.0,0.0,0.0
2014.11.18,2014.11.18,394.94,371.95,384.69,27093.72,10404772.69,379.16,direct,1052.17,70072908.43,70073962.49,79509.85,81858933.99,81938443.84,156445.21,164062448.6,164218893.8,92081432.62,57.93849704438925,58.8723014832728,57.88709724382104,58.82946395874024,8240100,0.0,0.0,0.0
2014.11.19,2014.11.19,389.29,374.26,379.16,19867.47,7592152.68,381.43,direct,1281.6,50756951.13,50758232.73,53007.33,60708658.17,60761665.5,105820.12,121642421.1,121748241.2,67801371.91,58.76093471288597,58.79520343006418,58.349723178926375,58.5039291381836,6253600,0.0,0.0,0.0
2014.11.20,2014.11.20,383.03,355.11,381.43,21984.22,8084810.79,357.3,direct,261.19,56144371.23,56144632.06,60730.28,65716938.45,65777668.73,121321.22,131663438.6,131784759.8,77002519.78,58.24692434966838,58.48679886398125,58.067018463933735,58.2554931640625,9041600,0.0,0.0,0.0
2014.11.21,2014.11.21,358.73,343.8,357.3,23467.39,8291129.59,351.77,direct,627.21,50446903.02,50447529.17,103821.4,58997798.54,59101616.42,203643.17,118164457.2,118368100.4,68957318.32,58.8380368358588,58.9579740695299,58.36685017780164,58.52962493896485,8098700,0.0,0.0,0.0
2014.11.24,2014.11.24,388.72,361.92,365.85,24564.84,9244691.04,378.85,direct,1487.74,76139117.34,76140606.22,1109731.21,86814125.33,87923856.54,2220348.93,173887433.3,176107782.2,100357111.2,58.760926533923566,58.83803277086447,58.64098930853868,58.82946395874024,5020100,0.0,0.0,0.0
2014.11.25,2014.11.25,395.73,370.64,378.85,45317.22,17405251.28,376.43,direct,1868.6,90184229.85,90186096.94,1216139.93,105063608.1,106279748.0,2429178.08,210304785.7,212733963.8,118611591.0,58.94941669307173,59.08649157876797,58.67527345776954,58.906585693359375,5510200,0.0,0.0,0.0
2014.11.26,2014.11.26,378.27,363.99,376.43,23979.74,8916241.87,365.35,direct,1341.93,54658979.56,54660320.39,947414.66,68160269.6,69107684.26,1893013.53,136486441.0,138379454.5,77641774.34,59.103613172871,59.29208784236835,58.87230751054469,59.266387939453125,5325900,0.0,0.0,0.0
2014.11.28,2014.11.28,383.25,358.37,368.83,43015.35,16118258.33,377.59,direct,1278.52,66223565.51,66224845.54,754447.48,76757310.79,77511758.27,1500652.16,153626169.2,155126821.4,86438016.08,59.32635752749749,59.96031244209064,59.32635752749749,59.63476943969727,4395500,0.0,0.0,0.0
2014.12.10,2014.12.10,354.07,345.09,352.19,27133.46,9535221.36,347.94,direct,3267.85,29355802.18,29359069.34,42535.67,85694852.4,85737388.06,222911.24,171571218.1,171794125.9,91911534.65,60.56000386608105,60.59427258181621,59.62619933654312,59.669036865234375,9011200,0.0,0.0,0.0
2014.12.11,2014.12.11,367.13,337.8,347.94,51080.97,18063629.15,347.68,direct,2838.11,75897323.64,75900164.19,69939.31,180336807.6,180406750.4,304800.63,360850358.3,361155158.9,190331682.8,59.89177651666606,60.542862466787135,59.70330185991409,59.840370178222656,7383300,0.0,0.0,0.0
2014.12.12,2014.12.12,356.43,346.0,347.68,26850.92,9490205.28,353.4,direct,1966.32,30584144.24,30586109.14,22515.11,81201198.62,81223713.74,193429.96,162575944.9,162769374.9,88070831.67,59.50626884544279,59.84894950555323,58.87231387269695,58.92371368408203,10438600,0.0,0.0,0.0
2014.12.15,2014.12.15,351.22,343.56,349.35,22160.68,7746836.16,345.37,direct,1325.88,18273568.14,18274894.37,15545.1,27498877.46,27514422.56,179827.25,55195227.11,55375054.37,34069168.71,59.27496988856392,59.292100982274135,58.17839688057085,58.38400268554688,17776200,0.0,0.0,0.0
2014.12.16,2014.12.16,346.45,328.88,345.37,38589.75,13001054.77,330.22,direct,7221.91,40455962.17,40463184.08,36416.66,50834565.43,50870982.09,300889.86,101803916.8,102104806.6,67468390.76,58.13554825473931,59.129314902671126,57.67293037970419,57.70719909667969,14735600,0.0,0.0,0.0
2014.12.17,2014.12.17,335.67,314.31,330.22,61338.52,19834674.23,320.02,direct,4925.11,57475278.38,57480200.29,59194.1,66528397.76,66587591.86,335502.57,133150084.6,133485587.1,77012339.37,57.77573215464162,58.93227348658718,57.66435719888453,58.78663635253906,17776200,0.0,0.0,0.0
2014.12.18,2014.12.18,325.62,303.4,320.02,60516.23,18932813.68,310.34,direct,15178.73,68185630.01,68200811.84,454778.44,76292160.8,76746939.24,1037358.0,152794505.6,153831863.6,91125798.33,59.48055759358388,60.40579323856249,59.35205155354429,60.39722442626953,16048100,0.0,0.0,0.0
2014.12.19,2014.12.19,320.24,306.36,310.34,41711.62,13119110.69,317.78,direct,18043.55,41514194.48,41532238.03,508870.65,48508637.15,49017504.62,1255669.54,97118388.72,98374058.26,59176302.02,60.62078871746861,60.990532797589296,60.20804854605943,60.54340362548828,17822000,0.26,0.0,0.0
2014.12.22,2014.12.22,335.26,319.89,322.63,35363.79,11694687.77,330.84,direct,5296.75,40961545.22,40966841.97,279341.45,47373780.23,47653124.99,778066.2,94834998.17,95613064.37,54227789.2,60.190872163222224,60.29405887720443,59.6663511809771,59.96730422973633,9896600,0.0,0.0,0.0
2014.12.23,2014.12.23,339.32,328.0,330.84,24066.78,8057502.86,335.25,direct,3674.34,39458656.8,39462331.14,320207.33,45929360.63,46249567.97,770877.2,92049501.98,92820379.19,51328089.18,60.10489476141452,60.14788431125859,58.28196859266405,58.59152221679688,22190400,0.0,0.0,0.0
2014.12.24,2014.12.24,336.28,320.65,335.25,21524.09,7112691.11,322.4,direct,1002.66,23618485.59,23619488.26,344203.91,28521025.73,28865229.64,836927.83,57117044.92,57953972.75,35455001.82,58.634499969751445,59.35678715973887,58.58290334169285,59.02143859863281,4519100,0.0,0.0,0.0
2014.12.26,2014.12.26,332.88,316.36,318.99,23005.85,7518851.52,329.98,direct,2475.51,34790263.27,34792738.12,354837.39,49786702.64,50141536.73,794195.86,99601186.3,100395382.2,57560678.36,59.253598540706,59.60614155383496,59.21920298035253,59.44276428222656,4242800,0.0,0.0,0.0
2014.12.29,2014.12.29,321.61,308.28,316.53,20355.29,6457547.05,314.12,direct,281.95,29473590.61,29473873.32,453473.06,70664086.53,71117562.72,1044081.48,141380816.4,142424897.9,74588158.38,59.382575443763095,59.73512502757639,59.31379088130901,59.64913940429688,5225900,0.0,0.0,0.0
2014.12.30,2014.12.30,316.18,309.25,314.12,22777.45,7163083.26,311.27,direct,1496.59,26589884.9,26591382.11,453934.38,43640779.26,44094713.64,1040326.59,87349197.49,88389524.08,47503490.55,59.55457071422976,59.69214643976281,59.32240224698383,59.39119338989258,4965100,0.0,0.0,0.0
2014.12.31,2014.12.31,319.09,308.89,311.27,20496.34,6472822.84,318.24,direct,917.8,23688302.6,23689222.32,269167.39,29482931.09,29752098.48,678013.5,59024647.47,59702660.97,32414516.6,59.56316165044558,59.89851681495879,58.78928429316872,58.79787826538086,7863600,0.0,0.0,0.0
2015.10.12,2015.10.12,248.02,244.65,247.65,40389.34,9961674.07,245.35,direct,554768.25,53376049.52,53930817.77,806529.24,67616261.66,68422793.36,1662263.42,135319345.3,136981608.8,104504761.8,59.17147684513717,59.77934085431813,59.09332574047997,59.58830261230469,11074500,0.0,0.0,0.0
2015.10.13,2015.10.13,251.19,243.11,245.35,74881.9,18553307.06,248.78,direct,933293.19,84328125.67,85261418.87,1177687.2,103542111.6,104719798.8,2418086.87,207287362.0,209705448.9,151622924.1,59.319097219574736,60.08327665249711,58.78070530116542,58.84149169921875,17273300,0.0,0.0,0.0
2015.10.14,2015.10.14,255.06,248.28,248.78,69581.72,17511356.73,252.33,direct,1571647.5,171755174.4,173326821.9,1937586.56,191098277.5,193035861.5,3981880.95,382343721.4,386325602.3,251276958.8,59.1541186562449,59.64040991714658,58.56361928576932,58.728607177734375,21786200,0.0,0.0,0.0
2015.10.15,2015.10.15,256.76,251.17,252.33,60635.46,15465023.84,254.44,direct,1190585.83,108505251.0,109695836.8,1448185.97,130384126.8,131832312.8,3031151.35,260918754.8,263949906.2,168173425.8,58.40730964320186,60.03986358642578,58.34652323641218,60.03986358642578,22133300,0.0,0.0,0.0
2015.10.16,2015.10.16,267.27,253.93,254.44,95178.55,24886162.93,262.87,direct,771957.19,151366237.1,152138194.3,1193690.04,175148845.7,176342535.8,2488621.83,350569509.6,353058131.4,213615737.9,60.20485443111109,60.66509528663552,60.05723125579591,60.5782585144043,17657000,0.0,0.0,0.0
2015.10.19,2015.10.19,265.95,259.89,261.67,58169.97,15352671.06,263.82,direct,605915.39,100855312.5,101461227.9,899177.71,117916889.6,118816067.3,1873261.82,235950179.2,237823441.0,136850617.8,60.37851958232034,60.96033316313444,60.0485372436243,60.79534530639648,15694700,0.0,0.0,0.0
2015.10.20,2015.10.20,272.12,262.7,263.82,75401.79,20200355.34,269.75,direct,797243.43,122989744.9,123786988.3,1041510.15,143566266.8,144607776.9,2155860.88,287223412.3,289379273.2,160721875.8,60.60429878115863,60.79534362335386,59.57960913910963,59.840126037597656,14802000,0.0,0.0,0.0
2015.10.21,2015.10.21,272.17,263.54,269.75,59638.03,16006977.1,267.11,direct,920696.12,105845446.7,106766142.8,1165326.14,129041391.3,130206717.4,2394555.67,258181362.1,260575917.8,150967529.6,60.1788170093489,60.41327700733903,58.3204818578542,59.30175018310547,36068300,0.0,0.0,0.0
2015.10.22,2015.10.22,278.74,266.8,267.11,93154.36,25481882.58,274.42,direct,1332789.34,139656333.6,140989122.9,1551683.19,161464087.6,163015773.5,3203178.43,323079781.2,326282959.6,183397649.4,59.3885816203454,59.48410406930656,58.20758281975455,58.94570541381836,35524500,0.0,0.0,0.0
2015.10.23,2015.10.23,279.77,273.17,274.42,69321.79,19221822.38,276.92,direct,1212225.61,63532047.0,64744269.84,1604360.94,82960444.05,84564805.0,3276982.67,166042588.9,169319571.6,97760458.38,59.55357866344274,60.51748223445588,59.310433010434416,60.204864501953125,26524200,0.0,0.0,0.0
2015.10.26,2015.10.26,287.62,279.62,287.86,73205.79,20794049.79,285.15,direct,1329389.26,103710432.3,105039821.5,1575034.58,131629671.2,133204705.8,3216782.85,263371711.5,266588494.4,147925868.3,60.05722887349573,60.84745208224132,59.85749834258772,60.43931198120117,17831900,0.0,0.0,0.0
2015.10.27,2015.10.27,298.43,285.09,285.15,105868.3,31003938.2,294.66,direct,1999701.25,169270807.9,171270509.2,2252053.97,200005006.9,202257060.8,4624503.06,400166098.1,404790598.2,216290090.1,60.60432896481269,61.550861358642585,60.59564329714525,61.55086135864258,25160900,0.0,0.0,0.0
2015.10.28,2015.10.28,307.46,294.02,294.66,116408.66,35117112.66,303.54,direct,2511690.3,173201790.8,175713481.1,2887500.14,206662680.5,209550180.7,5860765.5,413539414.4,419400179.9,222457408.7,61.45533867830619,62.097945579018266,60.9082608711604,62.063209533691406,18158000,0.0,0.0,0.0
2015.10.29,2015.10.29,318.48,300.16,303.54,138919.55,43194878.81,313.63,direct,2927927.36,204302536.9,207230464.2,4943727.74,243370027.2,248313754.9,10091634.87,486973426.5,497065061.3,345912396.9,62.419207913615104,63.39179676968103,62.08053994034259,62.34105682373047,22780700,0.0,0.0,0.0
2015.10.30,2015.10.30,334.92,310.82,313.63,156489.02,50796456.31,327.12,direct,3095016.44,416387649.2,419482665.7,4863737.92,470918249.0,475781986.9,9912874.38,942234446.0,952147320.4,739550580.0,62.53210707183955,62.705780592329965,61.950286865234375,61.950286865234375,12427200,0.0,0.0,0.0
2015.11.10,2015.11.10,381.38,323.21,380.22,210288.65,74896052.37,336.69,direct,1225548.23,361828288.8,363053837.1,2373950.69,410041919.7,412415870.4,4827343.38,820324859.0,825152199.0,505633015.3,61.84609379677304,62.38448575849591,61.72452099088588,62.245548248291016,9737400,0.0,0.0,0.0
2015.11.11,2015.11.11,341.76,292.38,336.69,263962.67,83078426.53,304.71,direct,1369058.98,337635469.5,339004528.5,2533758.11,401631919.1,404165677.2,5152405.38,803651980.9,808804386.3,462900022.8,62.47999969882371,62.47999969882371,61.620304509751605,61.62899017333984,10580900,0.0,0.0,0.0
2015.11.12,2015.11.12,346.13,306.07,304.71,164613.86,54120828.19,333.85,direct,1048272.31,307950684.9,308998960.5,1855237.84,364723787.0,366579024.8,3818492.84,729813022.9,733631515.7,442298682.0,61.46399176303892,61.55951418074424,60.56087493896485,60.56087493896485,10870800,0.0,0.0,0.0
2015.11.13,2015.11.13,341.79,323.91,333.85,97247.84,32480298.94,333.77,direct,629413.45,227448484.4,228077901.2,869444.15,272905378.3,273774825.8,1807291.12,546118923.2,547926214.3,319436224.0,60.43931941428645,61.02981878996694,60.33511792901564,60.41326904296875,18196800,0.0,0.0,0.0
2015.11.16,2015.11.16,332.01,314.06,317.45,87141.33,28260517.56,330.21,direct,668275.7,144724815.2,145393090.9,1025404.42,179937316.6,180962717.8,2099518.11,360128809.1,362228327.2,202609459.3,60.283032398226176,61.16878509521485,60.27435335479076,61.16878509521485,12959800,0.0,0.0,0.0
2015.11.17,2015.11.17,342.91,328.15,330.21,98247.88,32944787.48,333.91,direct,1070472.05,145591805.5,146662277.6,1508822.42,183153057.6,184661880.0,3121941.63,366607088.3,369729029.9,209213387.4,61.29032656732599,61.83740415866599,60.97770890792582,61.42926406860352,7882300,0.0,0.0,0.0
2015.11.18,2015.11.18,337.39,329.42,333.91,78355.69,26194853.26,335.92,direct,718411.95,101841598.7,102560010.7,1071319.42,132234968.5,133306284.5,2193779.31,264715524.7,266909304.0,148986079.5,61.46399081633144,62.69708993925472,61.46399081633144,62.62762451171875,12816300,0.0,0.0,0.0
2015.11.19,2015.11.19,335.64,323.36,335.92,86374.86,28543062.16,324.98,direct,465969.32,125846340.6,126312310.0,720851.14,154409203.3,155130057.7,1491378.72,308973968.1,310465346.8,176963436.0,62.22817852835094,62.30632962931323,61.52478549358785,61.5768928527832,11128000,0.0,0.0,0.0
2015.11.20,2015.11.20,327.06,309.48,324.98,109984.76,35090324.43,321.12,direct,645862.23,143323733.1,143969595.3,1181772.98,178874173.6,180055949.8,2416848.67,357875035.6,360291884.2,200287832.9,61.89818834331982,62.41053650992683,61.89818834331982,62.10659790039063,9224500,0.0,0.0,0.0
2015.11.23,2015.11.23,325.0,319.89,322.78,42733.54,13839023.95,322.12,direct,488159.98,109400040.4,109888200.4,943302.65,133584980.8,134528283.4,1926313.03,267356994.1,269283307.1,145099234.2,61.985022894376485,62.33237656057745,61.7679276811534,61.950286865234375,10362700,0.0,0.0,0.0
2015.11.24,2015.11.24,323.26,315.54,322.12,50660.16,16282941.39,318.35,direct,487654.9,130840417.4,131328072.3,1327780.55,156205568.1,157533351.8,2710587.89,312550497.1,315261088.2,168685372.0,61.56823304648176,62.202147660145855,61.533497000836384,62.141361236572266,7174700,0.0,0.0,0.0
2015.11.25,2015.11.25,330.04,315.69,318.35,77684.42,25200934.79,327.52,direct,806088.95,353962622.0,354768707.6,1545576.71,388016376.4,389561953.1,3150257.67,776146195.9,779296453.6,442991532.0,62.30635265088335,62.566869667457055,62.17609414259649,62.48002624511719,4594400,0.0,0.0,0.0
2015.11.27,2015.11.27,363.9,345.15,353.74,103479.86,36955394.2,359.52,direct,520275.77,440160300.1,440680575.8,1022669.02,496876712.0,497899381.0,2086898.55,994221076.8,996307975.4,572856518.3,62.64498800313629,62.714460054550926,62.43657847411183,62.60156631469727,2658000,0.0,0.0,0.0
2015.11.30,2015.11.30,382.56,367.87,370.84,129767.07,48913368.38,377.97,direct,1121958.59,574426593.8,575548552.4,1715450.86,635458316.8,637173767.7,3515177.7,1271431391.0,1274946565.0,813400454.6,62.697104295546616,62.70578996043479,61.75057220458984,61.75057220458984,8846100,0.0,0.0,0.0
2015.12.10,2015.12.10,420.36,409.53,416.0,71661.75,29794270.99,415.49,direct,1041907.65,560598810.5,561640718.2,1315952.39,625646678.5,626962630.9,2780695.91,1252632103.0,1255412799.0,732115741.7,61.49873970864596,62.38448537831472,61.43795330607282,61.958980560302734,9778500,0.0,0.0,0.0
2015.12.11,2015.12.11,453.37,413.72,415.49,175058.38,76433917.46,449.83,direct,1323782.22,691169242.4,692493024.7,2071332.2,785455477.2,787526813.9,4323163.19,1573620699.0,1577943867.0,949761539.1,61.2990201293748,61.55085144940145,60.96903768859272,61.04719543457031,15178300,0.0,0.0,0.0
2015.12.14,2015.12.14,449.45,428.84,434.69,218923.82,97068568.78,442.0,direct,1103417.64,102888707.0,103992124.6,2222729.6,174654885.6,176877615.2,4556339.32,350738677.6,355295017.0,192212977.6,61.28163789942965,61.52478348366312,60.50009378923617,61.44663238525391,21091500,0.0,0.0,0.0
2015.12.15,2015.12.15,464.23,440.72,442.0,107064.22,48912227.87,462.65,direct,1045158.74,241186805.8,242231964.5,1744699.41,319458404.7,321203104.1,3728445.46,642639790.9,646368241.0,353995953.5,62.11528977763447,62.54079459823956,61.915565864486,62.245548248291016,14006300,0.0,0.0,0.0
2015.12.16,2015.12.16,465.16,437.37,462.65,185221.17,84336145.39,453.98,direct,713901.71,621792208.9,622506110.6,1144261.13,712678750.6,713823011.8,2422419.12,1430068533.0,1432490953.0,865106022.2,62.76658283314752,63.14867262495343,61.88951609523934,63.05315017700195,15273700,0.0,0.0,0.0
2015.12.17,2015.12.17,458.44,447.29,453.98,64574.94,29344348.08,455.53,direct,774952.19,604563076.1,605338032.9,1302187.17,668673152.1,669975339.2,2819721.59,1338864936.0,1341684653.0,759726533.8,63.22680678404777,63.22680678404777,62.32368991622528,62.37579727172852,11469100,0.0,0.0,0.0
2015.12.18,2015.12.18,466.12,453.46,455.53,83409.95,38425211.05,463.18,direct,679804.65,476729163.7,477408968.3,1407256.64,548776581.1,550183842.4,2961373.75,1101052867.0,1104014241.0,650560710.3,62.21273453718311,62.29122336829384,61.46276933148399,61.47148513793945,15159800,0.303,0.0,0.0
2015.12.21,2015.12.21,445.54,423.99,441.78,121990.88,53270215.6,437.59,direct,1700811.68,633347720.0,635048536.1,2071918.64,713580358.5,715652277.1,4272204.3,1430886770.0,1435158974.0,847184676.5,61.837746905976886,62.02959442138672,61.523804930525934,62.02959442138672,6707200,0.0,0.0,0.0
2015.12.22,2015.12.22,443.22,433.25,437.59,65785.54,28845536.39,437.03,direct,979537.19,564819966.9,565799504.1,1263632.91,631386694.0,632650326.9,2624867.73,1265873591.0,1268498455.0,714281224.5,62.24761594779439,62.53539723151498,61.89007494798256,62.44819259643555,7495800,0.0,0.0,0.0
2015.12.23,2015.12.23,444.78,434.28,437.03,63247.04,27877349.1,442.43,direct,919595.18,452733805.4,453653400.5,1393720.86,510279542.8,511673263.7,2934217.88,1023166746.0,1026100959.0,630086370.4,62.84061586246936,63.25920741933464,62.779571953477245,63.11967468261719,8091000,0.0,0.0,0.0
2015.12.24,2015.12.24,460.62,441.76,442.43,79604.01,36096662.15,452.98,direct,669259.83,579607655.4,580276915.2,992433.88,649127501.6,650119935.5,2115072.34,1301141138.0,1303256210.0,773473895.4,62.91039250741212,63.38130559082783,62.88423177832594,63.18072891235352,2568300,0.0,0.0,0.0
2015.12.28,2015.12.28,429.85,417.14,422.39,68345.44,28978639.73,421.76,direct,526360.7,593214735.6,593741096.3,774342.92,638756469.0,639530811.9,1613746.55,1279896523.0,1281510274.0,732027722.9,62.99758165784165,63.04990975642929,62.70980705539906,62.88421630859375,6534700,0.0,0.0,0.0
2015.12.29,2015.12.29,433.56,419.3,421.76,70645.37,30163445.65,431.92,direct,597163.95,566938420.9,567535589.2,1072206.85,610312384.5,611384591.3,2240317.21,1222078158.0,1224318475.0,712602745.5,63.30277866311871,63.799858829832274,63.171975096387946,63.65160369873047,7243100,0.0,0.0,0.0
2015.12.30,2015.12.30,435.04,420.77,431.92,68269.9,29289416.54,427.15,direct,1191086.42,554435728.0,555626814.4,1606609.39,597619029.6,599225643.3,3309378.8,1197550337.0,1200859712.0,631890273.6,63.58184793245931,63.747534678290094,63.32022747630712,63.38127136230469,8496500,0.0,0.0,0.0
2015.12.31,2015.12.31,433.12,417.14,427.15,65213.47,27758278.73,429.95,direct,868911.75,592223835.8,593092747.5,1427932.74,631140428.9,632568366.0,2944684.56,1264033351.0,1266978040.0,703710262.0,63.15455200789103,63.44233326070773,62.814449310302734,62.814449310302734,6591700,0.0,0.0,0.0
2016.10.10,2016.10.10,618.81,612.76,615.77,25230.93,15597892.34,617.29,direct,26459456.83,509892459.9,536351916.7,27159451.35,728957841.3,756117292.6,54426014.85,1477585523.0,1532011538.0,843254516.9,63.51215578167589,63.88264174187135,63.51215578167589,63.688575744628906,11039500,0.0,0.0,0.0
2016.10.11,2016.10.11,642.35,615.6,617.29,55765.89,35367127.91,640.45,direct,30280533.64,973456588.7,1003737122.0,31175299.93,1432332917.0,1463508217.0,62200299.06,2904035960.0,2966236265.0,1593375991.0,63.37984954101231,63.37984954101231,61.81851170791477,62.09196472167969,12499700,0.0,0.0,0.0
2016.10.12,2016.10.12,642.51,632.19,640.45,26952.73,17240000.95,635.99,direct,16161415.37,892689683.0,908851104.7,16778739.06,1402468924.0,1419247663.0,33491239.76,2832165928.0,2865657168.0,1498553027.0,62.12724956746087,62.37424025274534,61.73911750201873,61.80086517333984,11746400,0.0,0.0,0.0
2016.10.13,2016.10.13,639.52,632.25,635.99,25614.65,16387361.92,635.6,direct,16595395.24,830288277.9,846883673.2,17390378.29,1239217689.0,1256608067.0,34670219.39,2503827432.0,2538497651.0,1421567451.0,61.43920618213564,62.05668293572822,61.236317117388445,61.82733154296875,13623100,0.0,0.0,0.0
2016.10.14,2016.10.14,640.46,630.66,635.6,31421.75,20114873.61,637.92,direct,11570688.65,576089457.3,587660145.9,12316149.2,1057910267.0,1070226410.0,24534415.96,2144077469.0,2168611885.0,1187999239.0,61.96848322941453,62.13608697466479,61.395108017236296,61.41275405883789,8382400,0.0,0.0,0.0
2016.10.17,2016.10.17,641.29,634.89,640.12,27691.09,17742610.19,637.37,direct,16705123.52,440900818.6,457605942.1,17344711.57,803581857.2,820926575.1,34504566.71,1626121807.0,1660626374.0,940719565.5,61.31572545204777,61.43922083221356,61.077550983161295,61.209869384765625,8463000,0.0,0.0,0.0
2016.10.18,2016.10.18,639.34,632.23,637.37,24598.13,15725013.13,635.34,direct,21837137.72,767866949.3,789704087.0,23091419.59,1196652877.0,1219744297.0,45789366.77,2411288024.0,2457077390.0,1340398025.0,61.77440525918413,62.0743273387346,61.624447584404734,61.94200897216797,5495800,0.0,0.0,0.0
2016.10.19,2016.10.19,637.27,624.09,635.34,35289.02,22379197.69,629.06,direct,14345587.49,590200894.2,604546481.7,16130394.26,1097990890.0,1114121278.0,32159063.23,2221050550.0,2253209614.0,1208892425.0,62.0213886312807,62.07432000965279,61.695010992942166,61.712650299072266,5296700,0.0,0.0,0.0
2016.10.20,2016.10.20,630.83,625.48,629.06,20943.99,13252110.98,628.34,direct,14046798.32,716174090.3,730220888.6,14922270.72,1120024941.0,1134947212.0,29889461.48,2263293995.0,2293183456.0,1194340158.0,61.79204452211325,62.1978158664323,61.67736547633352,62.00374984741211,6876000,0.0,0.0,0.0
2016.10.21,2016.10.21,633.26,627.58,628.34,28087.96,17836383.25,630.45,direct,9702726.37,490011248.0,499713968.1,11294385.66,779416130.4,790710522.4,22535403.73,1575059521.0,1597594924.0,879935355.8,61.68620014992678,61.68620014992678,61.333353387765165,61.49213409423828,5511600,0.0,0.0,0.0
2016.10.24,2016.10.24,654.32,645.68,653.03,33243.05,21726106.55,650.49,direct,6664888.02,1201765060.0,1208429942.0,7691439.29,1843613216.0,1851304655.0,15306725.72,3718508457.0,3733815182.0,1980783441.0,61.76558585304561,61.82733353038972,61.37746047973633,61.37746047973633,7384700,0.0,0.0,0.0
2016.10.25,2016.10.25,662.54,647.65,650.49,36742.93,24179462.12,651.0,direct,19508093.85,935112740.1,954620834.0,21100055.76,1712455917.0,1733555966.0,42117349.89,3501187394.0,3543304744.0,1855267251.0,61.30687148626395,61.49211446301213,61.12162850951577,61.20101547241211,7922100,0.0,0.0,0.0
2016.10.26,2016.10.26,678.39,651.39,651.0,47670.4,31949607.32,674.67,direct,12722002.56,1410383507.0,1423105510.0,13990395.66,2522580369.0,2536570765.0,27913958.5,5083820415.0,5111734374.0,2710121513.0,61.103992705781245,61.20102571889351,60.5835490263529,60.83053970336914,8073700,0.0,0.0,0.0
2016.10.27,2016.10.27,687.88,672.26,674.67,46557.39,31862181.34,682.3,direct,17057206.61,1507251941.0,1524309147.0,18337917.83,2783333750.0,2801671668.0,36593297.82,5604747243.0,5641340541.0,3012393814.0,61.29807034387871,61.53624477754188,60.954046588580766,61.11282730102539,6974700,0.0,0.0,0.0
2016.10.28,2016.10.28,688.43,678.63,682.3,38968.34,26829414.0,686.24,direct,19959153.15,1416242300.0,1436201453.0,21517178.72,3164239759.0,3185756938.0,42852545.02,6355820727.0,6398673265.0,3337397552.0,60.38066822591681,60.54827194962975,59.52502375799439,59.78965377807617,18469300,0.0,0.0,0.0
2016.10.31,2016.10.31,707.21,682.17,697.27,38046.55,26687188.09,698.67,direct,19485053.92,1781985977.0,1801471031.0,20591935.84,4208185051.0,4228776980.0,40935829.86,8463810109.0,8504745939.0,4353231584.0,59.77200947754795,59.78082576648666,59.39270042344488,59.41916275024414,12689000,0.0,0.0,0.0
2016.11.10,2016.11.10,723.02,707.31,721.42,33327.52,23931322.76,714.57,direct,9672055.09,970624054.7,980296102.6,10851352.83,2164234994.0,2175086354.0,21516645.93,4363573218.0,4385089857.0,2289396546.0,63.4592614668756,63.58275684596095,62.682997106918,63.124053955078125,28378900,0.0,0.0,0.0
2016.11.11,2016.11.11,719.79,711.67,714.57,25583.38,18386841.21,714.97,direct,11363575.89,1313410815.0,1324774391.0,12232736.32,2143294046.0,2155526783.0,24240071.19,4318300523.0,4342540587.0,2240419818.0,62.94762463620371,62.94762463620371,61.90673035866028,62.18018341064453,15866100,0.0,0.0,0.0
2016.11.14,2016.11.14,708.03,696.11,701.97,37752.31,26613445.03,704.56,direct,11295259.32,1798172853.0,1809468113.0,12114253.96,3421581889.0,3433696143.0,24010862.29,6881150898.0,6905161760.0,3557500637.0,62.453613419574175,62.52417735645195,61.86259249704964,61.986087799072266,17406200,0.0,0.0,0.0
2016.11.15,2016.11.15,716.93,697.91,704.56,41401.17,29562740.26,711.1,direct,12358029.13,2272835740.0,2285193776.0,13087404.4,4137443341.0,4150530745.0,25992816.97,8318501296.0,8344494113.0,4387033610.0,62.22425756470653,62.22425756470653,61.58913506934982,62.16250991821289,10371600,0.0,0.0,0.0
