Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Healthcare.csv_Open,S&P 500 Healthcare.csv_High,S&P 500 Healthcare.csv_Low,S&P 500 Healthcare.csv_Close,S&P 500 Healthcare.csv_Volume,S&P 500 Healthcare.csv_Dividends,S&P 500 Healthcare.csv_Stock Splits,S&P 500 Healthcare.csv_Capital Gains
2014.10.17,2014.10.17,384.76,372.42,379.77,16567.87,6324477.58,380.48,direct,910.49,42116164.45,42117077.6,49774.39,52181781.88,52231556.27,99373.77,104513495.7,104612869.5,62495285.82,52.07869282394225,52.73835093728711,51.95875557934224,52.40423583984375,15704700,0.0,0.0,0.0
2014.10.20,2014.10.20,387.77,378.42,387.28,10555.47,4075710.38,380.39,direct,1236.65,31238182.17,31239418.44,27083.77,40370341.84,40397425.61,47411.81,80888282.61,80935694.42,49159956.51,52.23288999285671,53.08101937576836,52.23288999285671,53.038185119628906,9848900,0.0,0.0,0.0
2014.10.21,2014.10.21,388.24,377.42,380.39,9662.14,3745779.18,382.35,direct,710.02,31461864.75,31462575.92,69144.17,39225928.85,39295069.2,136598.36,78581233.47,78717831.83,45034773.58,53.48367134185407,54.47744116873723,53.4322682709992,54.443172454833984,14961400,0.0,0.0,0.0
2014.10.22,2014.10.22,383.69,376.97,382.35,10531.04,4064736.42,378.93,direct,1505.49,23136677.63,23138181.98,11564.94,30855746.98,30867311.92,20299.28,61835328.28,61855623.77,38656839.52,54.46031443811205,54.59738604487537,54.01483089912003,54.169036865234375,13813800,0.0,0.0,0.0
2014.10.23,2014.10.23,381.08,353.48,378.93,19121.88,6999640.64,355.78,direct,641.12,42727580.55,42728220.95,87991.51,51984389.11,52072380.62,180017.56,104110414.2,104290431.8,61402970.84,54.59737411431452,55.394106943834025,54.59737411431452,55.09425735473633,11165000,0.0,0.0,0.0
2014.10.24,2014.10.24,360.87,351.41,355.78,20034.01,7185001.61,355.1,direct,711.27,35413142.92,35413853.12,69546.34,44378427.2,44447973.53,141759.47,88878025.16,89019784.63,51713489.98,55.24846781523532,55.89099149695349,55.1285305842017,55.86529159545898,9703500,0.0,0.0,0.0
2014.10.27,2014.10.27,356.35,344.93,348.67,10603.46,3777108.32,350.09,direct,733.44,35446990.6,35447725.79,14518.23,40512124.23,40526642.46,29701.64,81099594.82,81129299.96,53557552.4,55.87387026850645,55.98523870666637,55.67682676212655,55.925270080566406,9110800,0.0,0.0,0.0
2014.10.28,2014.10.28,355.72,348.27,350.09,9430.8,3372185.13,351.06,direct,2886.77,29307756.13,29310641.84,25532.59,34199714.04,34225246.63,48941.27,68479037.95,68527979.22,44614611.06,56.37075935266124,56.37075935266124,55.839603972652014,56.33649063110352,8770600,0.0,0.0,0.0
2014.10.29,2014.10.29,352.83,334.72,351.06,12263.9,4259966.32,335.12,direct,2323.05,36388368.47,36390690.85,66719.04,41741334.07,41808049.76,133924.01,83566230.3,83700154.31,50908705.87,56.31934127544015,56.516384749346,55.98522947993416,56.36217880249024,10162400,0.0,0.0,0.0
2014.10.30,2014.10.30,350.38,333.44,335.12,16120.98,5522262.77,344.86,direct,3043.73,36692048.73,36695093.84,125108.31,42784514.47,42909622.78,250485.61,85683363.82,85933849.44,51514897.12,56.27650824448428,57.43304953593396,56.22510190666984,57.39878082275391,11630600,0.0,0.0,0.0
2014.10.31,2014.10.31,347.97,336.08,344.86,14003.95,4814121.89,337.87,direct,2474.9,34811469.14,34813945.73,522053.07,40908394.11,41430447.18,1042062.03,81920990.7,82963049.36,47752849.69,58.13553263150229,58.24690102967665,57.441609273478015,57.63007736206055,11388000,0.0,0.0,0.0
2014.11.10,2014.11.10,374.67,356.6,362.04,22804.61,8387025.99,367.15,direct,7442.13,73795325.26,73802767.4,65782.27,83741903.4,83807682.0,132464.05,167524248.4,167656712.4,100206859.0,57.55300801083983,58.03275710029189,57.33026456098375,58.007057189941406,5455300,0.0,0.0,0.0
2014.11.11,2014.11.11,370.99,361.87,367.15,15790.68,5817809.67,365.42,direct,1887.76,54766741.48,54768630.7,70098.52,58102788.56,58172887.08,137189.63,116319347.0,116456536.6,69185173.24,58.13552672827462,58.43536972067239,57.98988963712242,58.22119522094727,9777500,0.0,0.0,0.0
2014.11.12,2014.11.12,442.73,365.81,365.42,38528.79,15737081.16,432.03,direct,4125.02,182095910.0,182100035.8,244494.42,196982419.5,197226913.9,482564.55,394470854.2,394953418.7,239537880.0,57.99845754868062,58.229769691076434,57.904220236754576,58.13553237915039,3879900,0.0,0.0,0.0
2014.11.13,2014.11.13,480.45,390.88,432.03,58200.73,25304725.28,428.72,direct,1703.73,265312544.6,265314246.6,343717.69,281101843.4,281445561.1,686170.65,562686618.5,563372793.5,334774955.1,58.22122993009817,58.42683574230382,57.8185805847977,58.09272384643555,5216600,0.0,0.0,0.0
