Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Technology.csv_Open,S&P 500 Technology.csv_High,S&P 500 Technology.csv_Low,S&P 500 Technology.csv_Close,S&P 500 Technology.csv_Volume,S&P 500 Technology.csv_Dividends,S&P 500 Technology.csv_Stock Splits,S&P 500 Technology.csv_Capital Gains
2013.11.18,2013.11.18,787.93,521.98,528.3,72071.71,45461600.44,785.43,direct,411.96,78252218.11,78252626.53,15119.53,80367522.47,80382642.0,30239.05,173467580.0,173497819.0,100381480.6,29.79352750674904,29.80219704290531,29.56807987403677,29.62877655029297,5239900,0.0,0.0,0.0
2013.11.19,2013.11.19,900.92,502.61,785.43,99101.83,69095497.89,645.69,direct,58.02,31299958.34,31300016.46,2923.04,32774940.3,32777865.27,5846.08,81544248.21,81550098.16,47349590.57,29.59409639083961,29.74150166598136,29.47270303302383,29.52472686767578,4449100,0.0,0.0,0.0
2013.11.20,2013.11.20,649.99,453.29,645.69,91594.45,50748177.23,637.97,direct,12.76,55376542.42,55376555.18,1330.81,56600998.25,56602331.6,2661.61,126454910.9,126457577.7,67698320.52,29.55073892241028,29.69814418173785,29.35997606189642,29.42934226989746,4326100,0.0,0.0,0.0
2013.11.21,2013.11.21,784.32,595.19,637.97,38732.06,27128283.04,764.91,direct,22.95,41476342.16,41476365.1,4774.57,42879753.13,42884526.17,9546.08,94005228.41,94014782.14,50820926.36,29.507382808625,29.68947614271286,29.507382808625,29.680803298950195,5391000,0.0,0.0,0.0
2013.11.22,2013.11.22,821.99,682.28,764.91,30150.23,22686962.77,802.0,direct,616.42,37209351.4,37209960.92,3564.89,38518560.26,38522129.16,7129.78,81502367.8,81509497.58,44558975.64,29.68079859454623,29.68079859454623,29.576747639931472,29.620101928710938,3110900,0.0,0.0,0.0
2013.11.25,2013.11.25,849.99,758.95,795.01,26381.41,21438670.96,829.99,direct,396.9,24460817.89,24461216.28,10358.28,25718277.64,25728635.91,20716.55,54917674.43,54938390.98,30387793.08,29.67212905987842,29.69814097160205,29.55073572820784,29.620101928710938,9180400,0.0,0.0,0.0
2013.11.26,2013.11.26,974.96,825.08,829.99,31613.86,28285852.13,969.96,direct,6707.27,32682113.53,32688825.65,31931.08,34711900.32,34743841.11,63871.87,76749617.54,76813479.7,67613874.68,29.628777800375545,29.802198300304752,29.602765883088484,29.724159240722656,5315900,0.0,0.0,0.0
2013.11.27,2013.11.27,1094.78,914.27,969.96,37859.08,37868643.04,1079.89,direct,6128.38,61102443.97,61108577.74,51456.76,63734233.09,63785689.85,102913.52,134380194.1,134483096.9,159819594.8,29.78485624682244,29.9756191296128,29.78485624682244,29.958276748657227,6605400,0.0,0.0,0.0
2013.11.29,2013.11.29,1241.92,1049.96,1101.38,38706.56,45030632.96,1206.93,direct,7311.58,67753984.6,67761298.59,45054.7,70242191.49,70287234.11,90097.32,148290878.6,148380976.0,191914216.9,30.01030754254947,30.166385682417005,30.001634697156074,30.079673767089844,4233000,0.0,0.0,0.0
2013.12.10,2013.12.10,1067.7,911.96,918.95,22103.22,21734994.03,1033.72,direct,51499.93,52168013.3,52219513.23,56451.45,55420230.8,55476682.25,112902.9,115097868.4,115210771.3,220857131.1,30.27910131719796,30.2964436974606,30.19239272360558,30.22707748413086,8124900,0.0,0.0,0.0
