Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,energy_Open,energy_High,energy_Low,energy_Close,energy_Adj Close,energy_Volume,energy_log_return,energy_realized_volatility,min_1k_count,pessimistic_doubtful,angry,fearful_concerned,euphoric_excited,bearish,bullish,happy,sad,mistrustful,positive,annoyed_frustrated,optimistic,negative,1m_rv,1w_rv,1y_rv,2w_rv,3m_rv,6m_rv,active_count
2018-07-26,8174.06,8314.23,7855.97,7926.0,8091.87166,8.97790377375038,76.29000091552734,77.0999984741211,76.13999938964844,76.95999908447266,58.3190803527832,12187400,0.0108434252207105,0.5085230374232518,1640,228.0,63.0,213.0,342.0,249.0,588.0,115.0,34.0,26.0,2411.0,15.0,1273.0,3306.0,60.6918399437886,47.7317017562632,102.62776544156,57.2872016319898,60.3516117283578,91.6094056849922,639884
2018-07-27,7926.0,8274.98,7798.48,8183.05,8701.765878,9.009820220737238,76.0999984741211,77.02999877929688,76.0,76.62999725341797,58.06901168823242,12640900,-0.0042971853211177,0.5111251823974612,1639,246.0,84.0,230.0,318.0,266.0,583.0,120.0,23.0,22.0,2170.0,12.0,1073.0,3132.0,61.461150448072,55.3135755268434,102.632528760381,61.0009393216351,60.0313009232706,91.5461241899452,717386
2018-07-30,8216.74,8295.0,7853.01,8160.21,11785.89208,9.007025182921124,77.23999786376953,77.55999755859375,76.9800033569336,77.26000213623047,58.5463981628418,11395000,0.008187775747837,0.5155317621239944,1641,236.0,60.0,212.0,307.0,267.0,565.0,92.0,28.0,27.0,2115.0,9.0,1082.0,3041.0,55.3662593906626,54.3303590384293,102.42343437847,62.0103308317244,60.0003468482511,90.9712935188688,636111
2018-07-31,8162.28,8162.37,7633.67,7725.43,11994.08614,8.952272763647215,77.4000015258789,77.61000061035156,76.94000244140625,77.12000274658203,58.4403190612793,11290500,-0.0018136989713415,0.4808800759143369,1640,250.0,51.0,229.0,281.0,359.0,540.0,125.0,30.0,21.0,2273.0,10.0,1163.0,3239.0,55.9899339577456,48.1459840622588,102.428991183676,61.0055024740202,59.977484172406,90.4740780143547,689933
2018-08-01,7726.85,7761.56,7440.0,7602.01,11406.76844,8.936167964991633,76.44999694824219,76.4800033569336,75.63999938964844,76.05000305175781,57.629493713378906,11172500,-0.013971627083074,0.5059752851979769,1639,220.0,56.0,205.0,288.0,419.0,472.0,141.0,22.0,26.0,2147.0,9.0,1071.0,3103.0,58.9553805781038,48.8498722402031,102.492384835172,53.9586795283328,60.3984501759816,90.104686998651,705701
2018-08-02,7600.22,7709.98,7455.0,7536.37,5262.236132,8.927495912715491,75.48999786376953,75.77999877929688,75.0,75.62999725341797,57.31121444702149,9689700,-0.0055380652817103,0.5105886224114908,1639,254.0,59.0,217.0,312.0,315.0,423.0,101.0,23.0,20.0,2136.0,12.0,1166.0,3295.0,58.5251880935238,48.6998106430331,102.446419828132,53.892083112206,60.3445544502417,88.4565462172721,633985
2018-08-03,7535.0,7542.92,7286.41,7416.98,9585.779309,8.9115272452249,75.48999786376953,75.62999725341797,74.86000061035156,75.23999786376953,57.01568984985352,7663300,-0.0051700175112872,0.5089611974243204,1636,254.0,103.0,231.0,412.0,348.0,554.0,94.0,33.0,35.0,2351.0,13.0,1106.0,3538.0,58.9640397703414,48.5321356781829,102.486325783446,56.079623456232,60.2715469841836,88.0931960528689,688864
2018-08-06,7028.89,7157.93,6835.06,6936.11,7317.642965,8.84449637761951,75.45999908447266,75.87999725341797,75.01000213623047,75.5199966430664,57.22785568237305,8200100,0.0037145013457111,0.4757619123233205,1639,198.0,57.0,173.0,274.0,300.0,421.0,81.0,23.0,16.0,1969.0,10.0,1011.0,2868.0,62.6956325144819,54.7903905728594,101.988637610107,61.4529258500087,60.7565068824788,81.7549027562098,654365
2018-08-07,6932.18,7155.0,6671.0,6717.68,10039.39296,8.812498135813566,76.29000091552734,76.5,75.83999633789062,76.08000183105469,57.65222930908203,11798300,0.0073879649183021,0.4757458821601795,1641,222.0,80.0,245.0,282.0,348.0,511.0,112.0,34.0,24.0,2141.0,8.0,1045.0,3336.0,62.9912619259007,56.2994789788954,101.959113575432,54.4559689153015,60.5759323964687,78.3000711517169,706475
2018-08-08,6717.67,6717.68,6121.0,6283.59,14668.56802,8.745696752180123,75.55000305175781,75.80999755859375,75.08000183105469,75.52999877929688,57.23545455932617,9398800,-0.0072555301410996,0.4022659917118809,1643,196.0,87.0,187.0,281.0,455.0,513.0,95.0,25.0,26.0,2049.0,8.0,1070.0,3103.0,68.3388365154266,68.4973312387029,102.226360508369,60.4795811691709,62.5387548146578,78.812481986777,649542
2018-08-09,6283.89,6627.0,6190.01,6543.76,9484.886705,8.78626720279342,75.58999633789062,75.7300033569336,74.70999908447266,74.83000183105469,56.70499420166016,15232500,-0.0093110136017315,0.4184669756280876,1647,196.0,49.0,177.0,238.0,397.0,475.0,96.0,23.0,19.0,1915.0,9.0,1018.0,2864.0,69.1921137795154,70.3579782396771,102.244708439409,61.9276864617542,62.7271409891179,78.8197982599172,629818
2018-08-10,6544.98,6584.05,5995.75,6139.99,14096.00989,8.722578392475366,74.66000366210938,75.29000091552734,74.51000213623047,75.29000091552734,57.05356979370117,16977700,0.0061284374602497,0.4203407850062328,1649,234.0,67.0,195.0,260.0,376.0,456.0,83.0,19.0,19.0,2043.0,8.0,1040.0,3083.0,68.42265287768,74.3775302606058,102.262537727863,63.5098213656917,62.8944535963764,78.2156734761652,658349
2018-08-13,6311.99,6544.37,6142.2,6252.63,8896.680837,8.740757454218956,75.1500015258789,75.41000366210938,74.29000091552734,74.33000183105469,56.32610702514648,9817000,-0.0128326726507141,0.4259617320790563,1650,261.0,79.0,252.0,320.0,464.0,512.0,125.0,28.0,29.0,2258.0,17.0,1142.0,3868.0,69.3397541662564,75.9589848829332,101.865108981468,66.5855087192246,62.0403035417281,77.4504752234685,611686
2018-08-14,6252.63,6254.02,5880.0,6193.62,14235.27018,8.731275008957928,74.9000015258789,75.01000213623047,74.19999694824219,74.51000213623047,56.462501525878906,10437900,0.0024187098646928,0.4240844099748296,1647,320.0,118.0,302.0,413.0,776.0,652.0,139.0,42.0,32.0,2641.0,25.0,1307.0,4721.0,71.2658393423922,77.5424388669085,101.889638494286,67.7985286525037,62.61252447863,77.2519606346595,656986
2018-08-15,6194.3,6628.5,6186.02,6272.3,12501.11335,8.743898392519,73.80000305175781,73.91999816894531,71.69999694824219,71.91000366210938,54.49226379394531,26400400,-0.0355179851953328,0.6164878803113683,1645,250.0,77.0,189.0,363.0,462.0,598.0,118.0,36.0,25.0,2391.0,12.0,1215.0,3790.0,73.3367913685389,73.4145419520915,101.861284706734,73.6435496437553,63.2702658767313,76.626321568754,680291
2018-08-16,6273.34,6477.57,6208.37,6313.51,7099.261164,8.75044706078498,72.26000213623047,72.83999633789062,72.22000122070312,72.43000030517578,54.88631057739258,25013300,0.0072051943799351,0.623127636988388,1639,229.0,64.0,210.0,269.0,388.0,496.0,92.0,34.0,23.0,2093.0,5.0,1019.0,3209.0,72.5586070228297,69.8935516687475,101.723223760116,73.4875302983618,62.748594558042,76.4656113204904,620626
2018-08-17,6314.08,6584.49,6290.64,6580.15,6635.58159,8.791812820412114,72.62000274658203,72.80000305175781,72.3499984741211,72.61000061035156,55.02272415161133,11532700,0.0024820793774198,0.6223818499975804,1636,202.0,58.0,203.0,268.0,353.0,509.0,94.0,27.0,20.0,2128.0,20.0,1114.0,3151.0,69.988630945696,67.7437683734595,101.601630970702,74.1495203270183,62.8540841860372,75.827625196192,652800
2018-08-20,6481.63,6522.99,6223.9,6260.82,6254.820808,8.742066445930984,72.62999725341797,73.36000061035156,72.5999984741211,73.0999984741211,55.39402770996094,8345700,0.0067256840838316,0.6256551333044845,1621,194.0,61.0,187.0,256.0,302.0,437.0,84.0,39.0,22.0,1836.0,13.0,986.0,2787.0,63.9421644197384,58.0187639216603,101.461567050748,69.3235807110294,62.6259634376094,74.9681671811394,623584
2018-08-21,6260.83,6513.28,6246.05,6479.27,5655.041725,8.776363128679359,73.70999908447266,74.05999755859375,73.38999938964844,73.47000122070312,55.67441177368164,9509100,0.0050488303652977,0.6087459880236272,1615,266.0,71.0,258.0,311.0,369.0,512.0,94.0,27.0,25.0,2202.0,11.0,1214.0,3351.0,63.9983753272963,45.7354665810892,101.456904215467,68.9825757864424,62.5265216612966,74.458319233305,589558
2018-08-22,6478.99,6906.81,6250.0,6355.76,11955.6507,8.757116767346464,73.93000030517578,74.58000183105469,73.87999725341797,74.3499984741211,56.34125900268555,9345400,0.0119064761360725,0.6181549717184974,1604,228.0,80.0,198.0,341.0,364.0,545.0,99.0,40.0,35.0,2114.0,9.0,1073.0,3200.0,65.214369929059,39.293600137383,101.437395640779,59.2308929927849,62.8579097315023,74.2576853462585,637962
2018-08-23,6355.97,6575.99,6344.8,6525.01,4028.433872,8.783397764756769,74.0,74.12999725341797,73.72000122070312,74.0,56.07603073120117,6468900,-0.0047185591790759,0.6057915058667667,1595,255.0,64.0,196.0,290.0,296.0,464.0,83.0,25.0,24.0,2124.0,14.0,1142.0,3275.0,64.8743172682358,45.0924042974386,101.317287659891,59.0128472805952,62.1931907106897,73.9889357322181,569143
2018-08-24,6525.99,6721.09,6445.32,6692.94,6374.542579,8.80880851847059,74.45999908447266,74.9800033569336,74.38999938964844,74.54000091552734,56.48523712158203,7753300,0.0072708131293053,0.61028232926864,1594,225.0,73.0,167.0,238.0,278.0,428.0,83.0,22.0,28.0,1896.0,12.0,1045.0,2862.0,62.441421740008,44.9518107255459,101.33391033716,57.6645674066862,61.8527214623659,73.7603155172538,632119
2018-08-27,6700.13,6944.47,6641.35,6904.51,5863.688248,8.839930100255156,74.79000091552734,75.19000244140625,74.68000030517578,75.08999633789062,56.90201187133789,6984900,0.0073514390087146,0.6085895775364212,1571,184.0,67.0,221.0,264.0,296.0,544.0,85.0,24.0,29.0,1895.0,12.0,959.0,2999.0,61.0257736338168,43.3967545125175,101.281593867671,51.4848853459932,61.8418852738727,72.5817782001889,664754
2018-08-28,6911.7,7125.28,6861.17,7080.94,8222.247652,8.865161946236409,75.2300033569336,75.54000091552734,74.72000122070312,74.7699966430664,56.65951156616211,8393500,-0.0042706552271649,0.6105363018473585,1568,222.0,65.0,200.0,314.0,299.0,647.0,122.0,32.0,21.0,2125.0,10.0,967.0,2704.0,61.9823107158158,45.6683810953975,101.344450080723,45.9611557495135,62.2704655203556,72.6836228867312,663712
2018-08-29,7079.46,7124.06,6890.0,7032.96,5730.978927,8.858362948818504,75.01000213623047,75.54000091552734,74.77999877929688,75.2300033569336,57.00810623168945,7760400,0.0061334420793768,0.5896914649274271,1555,194.0,51.0,199.0,260.0,272.0,576.0,98.0,18.0,15.0,1915.0,6.0,924.0,2696.0,62.2572589034589,40.9587212837103,101.279799376933,40.4326640043581,62.0779505613352,72.5238254589326,669393
2018-08-30,7034.47,7055.97,6792.85,6984.01,6875.261972,8.851378529362629,75.19999694824219,75.3499984741211,74.62999725341797,75.0199966430664,56.84898376464844,9250200,-0.0027954322878436,0.5866067241735012,1550,237.0,74.0,232.0,307.0,364.0,517.0,114.0,21.0,26.0,2235.0,8.0,1072.0,3194.0,62.4363987897177,35.3070684289709,101.245971400409,41.3387417548297,61.7455437372136,72.3696796485126,621109
2018-08-31,6984.34,7101.03,6879.0,7017.35,5790.380506,8.856140932873991,74.79000091552734,74.80999755859375,74.12999725341797,74.44000244140625,56.40945816040039,8909600,-0.0077612353355416,0.5911236166531282,1548,159.0,78.0,211.0,278.0,258.0,460.0,85.0,24.0,29.0,1853.0,5.0,892.0,2789.0,62.0010003029514,35.6476537228471,101.236901264429,41.1183359006535,61.7041084532423,72.2150965872313,650921
2018-09-04,7261.29,7411.85,7231.0,7361.0,4531.147804,8.903951072058707,74.77999877929688,74.83999633789062,73.9800033569336,74.27999877929688,56.2881965637207,15094700,-0.0021517445203178,0.5898912572347326,1548,223.0,60.0,233.0,274.0,275.0,575.0,89.0,23.0,22.0,2073.0,11.0,1106.0,2900.0,57.8336726160642,25.1609351216463,100.996172878831,37.1846019133905,61.624823148788,71.7831630193813,629613
2018-09-05,7353.48,7387.0,6650.0,6679.3,12408.79699,8.80676847062063,73.94000244140625,74.22000122070312,73.19000244140625,74.18000030517578,56.21244430541992,9598100,-0.0013471438752636,0.5827472608977287,1547,192.0,77.0,212.0,312.0,481.0,592.0,84.0,29.0,20.0,2218.0,15.0,1100.0,3538.0,57.3122070206951,39.3445784270851,100.964885249044,40.8557661611149,61.9909449015763,71.8980743591501,663893
2018-09-06,6671.95,6705.59,6253.29,6493.09,14674.02367,8.778493813493586,73.9000015258789,74.1500015258789,72.61000061035156,72.80999755859375,55.17427062988281,14406400,-0.0186413013000104,0.6216153254520091,1542,253.0,102.0,264.0,356.0,553.0,592.0,102.0,38.0,36.0,2236.0,11.0,1098.0,3840.0,67.3938495931777,82.3258870904715,101.370681691172,66.8672720053444,65.2375883183106,73.0528258462637,666432
2018-09-07,6488.01,6525.0,6322.0,6400.0,6541.967471,8.764053269347762,72.54000091552734,72.93000030517578,71.77999877929688,72.80000305175781,55.16669464111328,10134400,-0.0001372777530352,0.6104464846153834,1540,216.0,58.0,242.0,273.0,368.0,413.0,92.0,24.0,27.0,1839.0,9.0,936.0,2929.0,67.157745949426,81.5103546431686,101.366481710992,66.0465406652294,65.2002347521488,72.5764462487195,689969
2018-09-10,6238.99,6351.13,6223.9,6301.99,5371.725307,8.748620735518118,73.16999816894531,73.47000122070312,72.75,72.7699966430664,55.14395523071289,8911700,-0.0004122608941301,0.6055652116570428,1545,165.0,61.0,231.0,258.0,377.0,432.0,79.0,24.0,24.0,1715.0,16.0,903.0,2904.0,60.544620052553,77.9316377202262,101.144930470157,67.0923880500414,64.1310972926597,70.6008456291332,614032
2018-09-11,6303.99,6405.0,6162.06,6279.99,7076.79726,8.745123667104288,72.69999694824219,73.87999725341797,72.5,73.45999908447266,55.66681289672851,14281600,0.0094372917003253,0.5955708069988646,1546,223.0,75.0,228.0,286.0,398.0,446.0,91.0,27.0,20.0,1959.0,20.0,1040.0,3337.0,58.2383140141717,76.6430112510579,101.133185900752,63.2887139492278,62.9099522878147,70.111701337017,651085
2018-09-12,6274.6,6350.0,6192.89,6322.45,4282.159601,8.751862070248714,74.05999755859375,74.56999969482422,73.81999969482422,73.83999633789062,55.95478439331055,12689400,0.0051595126708132,0.5983327644471274,1547,263.0,85.0,217.0,335.0,470.0,474.0,113.0,40.0,22.0,2192.0,12.0,1151.0,3668.0,57.620658163806,74.1087060145553,101.11179538222,62.500909152253,62.8338463139558,69.2501353904623,599341
2018-09-13,6326.83,6537.46,6324.37,6485.7,6985.347475,8.77735503232853,73.72000122070312,74.01000213623047,73.2300033569336,73.87000274658203,55.97752380371094,11037400,0.0004062881225399,0.3971753186871147,1548,231.0,94.0,225.0,282.0,339.0,521.0,99.0,22.0,26.0,2174.0,15.0,1143.0,3226.0,58.0396626520947,35.5204036633533,100.785711873509,64.0165057244498,62.3193242038607,69.1110224792542,607968
2018-09-14,6482.95,6587.0,6384.36,6476.51,4598.020983,8.77593706401297,73.87999725341797,74.54000091552734,73.8499984741211,74.26000213623047,56.27305603027344,9494300,0.0052656487939017,0.3923113350318264,1545,198.0,40.0,168.0,247.0,299.0,435.0,84.0,34.0,26.0,1847.0,7.0,983.0,2706.0,55.6109362882906,36.1927910301469,100.321690912741,63.9442902685405,62.0463639018883,68.6736982426781,620756
2018-09-17,6499.28,6530.24,6200.0,6254.52,4386.887725,8.741059681347341,74.44999694824219,74.87999725341797,74.19999694824219,74.37999725341797,56.36398696899414,14728900,0.0016145740547317,0.3915915875071545,1553,159.0,59.0,188.0,253.0,334.0,421.0,86.0,22.0,20.0,1647.0,10.0,855.0,2744.0,52.7191360954752,26.5676778019178,98.4695421106095,61.8247379904196,61.9210260841708,66.9064199055018,631051
2018-09-18,6251.49,6390.0,6226.63,6332.34,4196.473148,8.753425115074196,74.91000366210938,75.37999725341797,74.86000061035156,74.87000274658203,56.73529052734375,10223500,0.0065662613567019,0.3911617988801717,1554,174.0,64.0,158.0,224.0,307.0,364.0,85.0,26.0,14.0,1533.0,9.0,830.0,2552.0,53.0752520087619,32.5307566195902,98.174559364983,62.0802713502826,62.0163620523307,66.4925509004615,638226
2018-09-19,6330.0,6510.0,6100.0,6388.4,7232.08338,8.762239124782154,74.88999938964844,75.41000366210938,74.81999969482422,75.0999984741211,56.90959930419922,10911500,0.0030672255248536,0.3878843192146387,1553,131.0,53.0,158.0,225.0,272.0,391.0,94.0,14.0,13.0,1456.0,5.0,747.0,2268.0,52.8640118725636,32.7336123692425,98.119754579845,60.1080743678304,61.6769594090904,65.2383057037685,631534
2018-09-20,6388.4,6535.11,6333.63,6492.98,5177.645104,8.778476872263484,75.41999816894531,75.70999908447266,75.02999877929688,75.12000274658203,56.924747467041016,12512400,0.0002663330104732,0.3577136091876518,1549,171.0,55.0,148.0,232.0,245.0,389.0,96.0,20.0,15.0,1599.0,11.0,850.0,2425.0,52.8130996620483,29.1535058651279,98.1108710425024,32.4795524661896,61.6638691807854,65.0167938254135,628575
2018-09-21,6492.98,6775.34,6483.83,6749.45,8569.985873,8.817216299065297,75.01000213623047,75.3499984741211,74.5,75.0999984741211,57.3009147644043,13710100,-0.0002663330104732,0.3527542030948224,1550,194.0,52.0,190.0,264.0,247.0,555.0,90.0,25.0,23.0,1788.0,9.0,807.0,2534.0,54.0544608489558,38.210346756146,98.0437955413537,37.3023246327275,62.0232389290492,64.8615004789654,715374
2018-09-24,6703.37,6721.68,6550.96,6581.52,4030.72562,8.792021000681784,75.76000213623047,76.52999877929688,75.69999694824219,76.19999694824219,58.14020538330078,12784500,0.0145408841911578,0.3867951810842343,1553,163.0,42.0,135.0,191.0,242.0,374.0,72.0,13.0,13.0,1422.0,5.0,675.0,2088.0,51.5350953864327,37.8564207171644,97.837371410131,32.7802927291245,59.6445445848051,64.2801693746679,614666
2018-09-25,6578.7,6579.59,6324.96,6428.99,8206.617005,8.768572728688618,76.68000030517578,77.01000213623047,76.58000183105469,76.69000244140625,58.514068603515625,13027600,0.006409930968223,0.3841269941297385,1556,189.0,60.0,188.0,252.0,306.0,429.0,77.0,16.0,20.0,1688.0,9.0,869.0,2455.0,51.83694363351,40.7980799275715,97.8030758444878,37.0014296467879,59.5812105144094,64.2163449380657,648239
2018-09-26,6428.09,6540.0,6379.44,6461.51,4295.926741,8.773618315592309,76.22000122070312,76.62000274658203,75.81999969482422,75.94999694824219,57.94945526123047,12728600,-0.0096961647508697,0.3994795643907952,1554,173.0,53.0,140.0,217.0,225.0,403.0,83.0,19.0,21.0,1584.0,10.0,814.0,2197.0,51.9920960108084,41.2219739946583,97.7515703701638,37.2553575199149,59.5573949475097,63.9245302870969,628106
2018-09-27,6454.32,6736.85,6431.95,6681.62,5664.852113,8.807115752098749,76.25,76.3499984741211,75.75,75.94999694824219,57.94945526123047,10672100,0.0,0.3919330455394737,1555,128.0,52.0,143.0,215.0,215.0,460.0,66.0,21.0,25.0,1620.0,3.0,782.0,2213.0,52.1234048672318,41.4764066680373,97.6844317633881,35.9636814592366,59.5006228333997,63.6916905323884,633984
2018-09-28,6684.5,6792.28,6525.67,6610.76,7642.049364,8.796453903543458,75.58999633789062,76.54000091552734,75.55000305175781,75.73999786376953,57.78922653198242,14833100,-0.0027687945917751,0.3919030250800315,1553,139.0,39.0,115.0,185.0,218.0,453.0,63.0,19.0,20.0,1463.0,8.0,740.0,2038.0,51.1263650698932,36.6059984368312,97.5972516121392,37.4902977056699,59.6502416807246,63.7519665789875,673169
2018-10-01,6597.79,6638.15,6477.57,6571.2,4796.040132,8.790451743202293,76.0199966430664,77.11000061035156,76.0199966430664,76.79000091552734,58.59038543701172,12712600,0.0137680409960703,0.4172758921801372,1553,120.0,28.0,136.0,184.0,211.0,388.0,74.0,20.0,18.0,1329.0,6.0,688.0,1847.0,51.045490879361,35.940501169046,97.5333869670273,37.3403938885432,57.4241608926018,61.6424462606556,672466
2018-10-02,6569.32,6597.0,6447.28,6500.0,4116.133424,8.779557455883728,76.9800033569336,77.12999725341797,76.33999633789062,76.87000274658203,58.651397705078125,9468400,0.0010412838263267,0.4166008277802592,1555,146.0,49.0,132.0,206.0,236.0,388.0,72.0,22.0,22.0,1490.0,4.0,715.0,2073.0,50.4499007830031,27.422075161776,97.5051073744319,34.7424855884689,57.2069168070824,61.4287053756121,678534
2018-10-03,6500.0,6510.0,6396.34,6456.77,4774.763282,8.772884471734965,77.19999694824219,77.72000122070312,76.9800033569336,77.48999786376953,59.12446975708008,13244800,0.0080331491167768,0.4283843497512634,1558,124.0,35.0,136.0,188.0,257.0,382.0,62.0,16.0,13.0,1449.0,8.0,723.0,2143.0,50.4725650489834,27.9587962078252,97.4835314739692,35.3083552974665,56.9182610216637,61.0242174297485,693998
2018-10-04,6454.81,6604.89,6450.58,6547.56,3832.700489,8.786847740142857,77.23999786376953,77.70999908447266,76.72000122070312,77.16999816894531,58.88030242919922,15192700,-0.0041381114660712,0.362026175062742,1556,143.0,54.0,135.0,235.0,201.0,384.0,79.0,19.0,22.0,1533.0,6.0,781.0,2202.0,50.6349149189198,28.0731709690885,97.4745565673391,35.4269779172722,56.8762255775511,60.5572423491178,642385
2018-10-05,6548.83,6641.35,6510.0,6582.12,3807.269282,8.792112160877657,77.08999633789062,77.41000366210938,76.69000244140625,77.16000366210938,58.87267303466797,11983200,-0.0001295212431973,0.3620257213072089,1559,160.0,59.0,155.0,234.0,205.0,425.0,84.0,24.0,25.0,1541.0,10.0,735.0,2241.0,48.882917424219,21.0167168719547,97.4367160193699,29.9441631839977,56.7431439607543,60.0015359422664,688104
2018-10-08,6574.15,6656.63,6541.06,6604.75,4079.044249,8.795544366126542,76.58999633789062,77.22000122070312,76.29000091552734,77.0999984741211,58.82689666748047,11578600,-0.0007779747203917,0.3621211521482189,1557,129.0,36.0,127.0,190.0,187.0,420.0,56.0,20.0,7.0,1275.0,9.0,616.0,1723.0,32.1000594886276,16.2948148416986,97.3277028328994,27.93723463801,56.3973035862863,59.5802072205427,646069
2018-10-09,6604.76,6623.14,6553.13,6588.8,2254.95027,8.793126516833471,77.37000274658203,78.36000061035156,77.04000091552734,77.79000091552734,59.35337448120117,16816700,0.0089096392095227,0.3599927838484412,1558,161.0,49.0,140.0,200.0,183.0,361.0,50.0,18.0,15.0,1319.0,7.0,658.0,2052.0,30.1991785391125,16.4907592345642,97.2730576850832,22.6838488228224,56.3803078390224,59.387461006661,621377
2018-10-10,6588.72,6589.79,6387.91,6517.55,5177.06676,8.78225381743147,77.91999816894531,78.05000305175781,75.0,75.3499984741211,57.49164962768555,26405300,-0.0318689951659445,0.5353600604222221,1561,174.0,53.0,144.0,221.0,236.0,372.0,76.0,17.0,29.0,1392.0,13.0,683.0,2191.0,29.9066502474036,14.4600707298103,97.1996040717766,22.3111058332154,55.7035409637113,59.1768848285897,642587
2018-10-11,6517.55,6520.43,6055.28,6152.76,9616.239584,8.724656040616525,74.62000274658203,74.66999816894531,72.25,72.80000305175781,55.546024322509766,35592100,-0.0344279076995652,0.6890278456780318,1561,195.0,79.0,184.0,295.0,402.0,498.0,66.0,31.0,19.0,1661.0,8.0,784.0,2783.0,33.5964040410572,31.2431071579227,97.295101850403,30.4375518444045,55.9701186318907,59.4099015848947,686801
2018-10-12,6152.76,6243.79,6109.79,6185.15,3246.381557,8.729906536755628,73.5199966430664,73.73999786376953,71.88999938964844,73.0,55.698612213134766,23579000,0.0027434440260014,0.6866966792504555,1566,180.0,55.0,139.0,202.0,257.0,322.0,61.0,22.0,20.0,1390.0,8.0,723.0,2267.0,33.7239648526407,32.0327692575705,97.0424239755048,27.3945050800307,55.7474242684172,58.9723023245111,693357
2018-10-15,6185.04,6756.0,6149.28,6441.74,16895.8893,8.770553968940048,72.98999786376953,73.29000091552734,72.37000274658203,72.38999938964844,55.233192443847656,11590400,-0.0083912812747755,0.6944906977416799,1566,145.0,99.0,189.0,312.0,318.0,543.0,90.0,22.0,15.0,1702.0,18.0,660.0,2577.0,35.6817869785261,46.2273526935665,96.5447186355878,34.7103020390781,56.3071380640491,57.2736715228863,699161
2018-10-16,6438.2,6493.77,6386.4,6461.2,4703.093906,8.773570338039603,72.58999633789062,73.12000274658203,72.29000091552734,72.98999786376953,55.69098663330078,14571100,0.0082542563224849,0.6973442634004524,1568,168.0,52.0,167.0,224.0,183.0,373.0,60.0,20.0,18.0,1457.0,13.0,740.0,2121.0,36.5788471367543,49.1716682064355,96.5383045700535,36.7223444210563,56.1269857324418,57.2260918527508,678710
2018-10-17,6457.67,6465.39,6407.69,6437.29,2961.263374,8.76986292308068,72.8499984741211,73.06999969482422,71.91000366210938,72.52999877929688,55.34001922607422,15804200,-0.0063221636510997,0.7008145445801405,1568,140.0,41.0,149.0,149.0,175.0,327.0,65.0,17.0,12.0,1338.0,3.0,710.0,1962.0,35.9857605225352,49.118908834605,96.527658995027,36.2777393596254,54.8990220080224,57.1858686532851,673355
2018-10-18,6440.07,6490.0,6350.0,6396.18,3823.169285,8.763456216146968,71.86000061035156,72.83999633789062,71.70999908447266,72.16999816894531,55.065338134765625,16586700,-0.0049758308322296,0.7036053484002402,1568,129.0,28.0,113.0,223.0,221.0,369.0,59.0,15.0,13.0,1333.0,9.0,674.0,1892.0,34.8405645039472,36.918869144938,96.4208011976449,35.6990352297892,52.2669492421165,57.148253441379,654562
2018-10-19,6394.23,6412.4,6355.99,6383.46,2290.059012,8.761465549085843,71.80999755859375,72.58000183105469,71.4800033569336,71.52999877929688,54.57701873779297,13568100,-0.0089074966580895,0.7124926655547982,1565,140.0,32.0,128.0,151.0,166.0,326.0,53.0,19.0,19.0,1244.0,7.0,598.0,1735.0,34.8801122770866,36.9308087586854,96.2913943257834,35.9611650326088,52.2589169666709,57.0715982080951,685189
2018-10-22,6412.62,6429.23,6372.53,6406.06,2407.535462,8.764999696344411,71.4800033569336,71.62999725341797,70.30999755859375,70.73999786376953,53.974246978759766,12294500,-0.0111057714756857,0.7026088363667284,1571,124.0,30.0,128.0,186.0,165.0,343.0,44.0,13.0,16.0,1235.0,6.0,589.0,1677.0,31.4484314662233,21.2924844743282,96.0298159844231,35.9260040530535,52.0693959380142,56.4801752816276,676886
2018-10-23,6409.39,6421.58,6354.26,6393.41,2851.005567,8.763023051355397,69.69999694824219,69.72000122070312,67.91000366210938,68.88999938964844,52.56271743774414,26477700,-0.0265001328336902,0.7737095697916061,1578,112.0,49.0,126.0,210.0,189.0,324.0,68.0,9.0,10.0,1331.0,4.0,599.0,1835.0,31.3819817506,11.6711502703643,96.0102946964305,35.7841617851447,51.6654084208096,56.4764248160379,683472
2018-10-24,6396.24,6473.0,6393.0,6411.96,3535.338088,8.765920275406804,69.22000122070312,69.23999786376953,66.1500015258789,66.16999816894531,50.48736572265625,28100200,-0.0402838603933144,0.917242948432078,1581,107.0,29.0,104.0,193.0,144.0,333.0,62.0,16.0,12.0,1277.0,9.0,617.0,1682.0,31.1854487039447,11.6800999271304,95.9203814243669,35.7068478005341,50.5566182842608,56.0742528485504,637730
2018-10-25,6411.96,6422.73,6361.73,6393.53,3046.603806,8.763041820505796,66.9800033569336,67.66999816894531,66.52999877929688,66.9800033569336,51.10539245605469,25333300,0.0121669571325133,0.9299659340953336,1591,151.0,43.0,135.0,187.0,193.0,319.0,67.0,17.0,13.0,1293.0,4.0,618.0,1970.0,29.2323078468219,11.302859943136,95.8691689623649,27.8979723196956,49.9517741056326,55.7944217530524,659213
