Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,consumer_Open,consumer_High,consumer_Low,consumer_Close,consumer_Adj Close,consumer_Volume,consumer_log_return,consumer_realized_volatility,min_1k_count,pessimistic_doubtful,angry,fearful_concerned,euphoric_excited,bearish,bullish,happy,sad,mistrustful,positive,annoyed_frustrated,optimistic,negative,1m_rv,1w_rv,1y_rv,2w_rv,3m_rv,6m_rv,active_count
2017-12-21,16466.98,17281.17,15005.0,15600.01,20377.86044,9.655026834263063,56.93000030517578,57.02000045776367,56.720001220703125,56.779998779296875,47.98107147216797,5553100,-0.0007042415091174,0.2784692206630051,1695,490.0,246.0,750.0,1016.0,473.0,718.0,381.0,85.0,51.0,4064.0,39.0,1819.0,7174.0,130.523483659295,113.220636667343,91.0206493187756,134.755484047986,98.6386310219325,99.4075138187384,1002339
2017-12-22,15600.0,15795.61,11159.93,14009.79,57444.8858,9.547511649925353,56.86000061035156,56.959999084472656,56.79999923706055,56.869998931884766,48.05712890625,4218600,0.0015838129910061,0.2790317714756325,1695,545.0,351.0,849.0,1125.0,1023.0,1101.0,450.0,117.0,55.0,4884.0,65.0,1942.0,8828.0,147.239687378928,154.055408339143,92.783973598268,152.411442111004,105.102550508768,102.751776280637,1112359
2017-12-26,13925.5,16147.87,13746.95,15764.44,15051.16402,9.665512049622908,56.83000183105469,57.119998931884766,56.790000915527344,57.0,48.1669921875,8506300,0.0022833252975411,0.2804261660303216,1690,364.0,122.0,522.0,681.0,283.0,635.0,284.0,49.0,43.0,3191.0,16.0,1463.0,4586.0,157.346668666191,191.680761436577,94.2015900844049,153.424917869553,110.035579700931,105.009674234878,912381
2017-12-27,15764.45,16480.52,14484.0,15364.93,15643.75488,9.63984291874555,57.08000183105469,57.20000076293945,56.90999984741211,56.9900016784668,48.15853118896485,5992600,-0.0001754245356897,0.2608169572373986,1689,327.0,139.0,522.0,619.0,256.0,513.0,282.0,44.0,30.0,3114.0,22.0,1539.0,4777.0,157.970550633703,191.02258545039,94.3897061879388,155.95591751349,110.567197907704,105.168676251944,1032410
2017-12-28,15390.05,15474.19,13500.0,14470.07,16557.21732,9.579837657208852,57.06999969482422,57.13999938964844,56.7599983215332,56.900001525878906,48.08247756958008,7291200,-0.0015804753497228,0.2531223736845958,1688,339.0,138.0,530.0,686.0,355.0,516.0,263.0,47.0,34.0,3183.0,30.0,1678.0,4892.0,162.530695655776,197.962367947452,94.9055289237103,161.994225417029,112.49854347041,105.992324097487,1003647
2017-12-29,14436.99,15111.0,13998.0,14340.0,13505.70299,9.57080811415361,56.900001525878906,57.189998626708984,56.880001068115234,56.88999938964844,48.074031829833984,5085300,-0.0001757999152083,0.2254134987917804,1684,285.0,94.0,491.0,607.0,241.0,467.0,255.0,43.0,33.0,2914.0,20.0,1470.0,4337.0,161.568359211425,156.854129426228,94.9500922382101,160.195130168408,112.53030320571,106.089033059948,1094021
2018-01-02,13394.2,15257.53,12910.58,14678.94,16299.6693,9.594169092476982,56.95000076293945,57.02000045776367,56.529998779296875,56.540000915527344,47.77827072143555,20146800,-0.0061711995759248,0.2363671101059954,1675,301.0,117.0,368.0,672.0,276.0,707.0,315.0,45.0,34.0,3212.0,22.0,1431.0,4272.0,158.069709816145,126.554161683436,95.7734008803586,162.728647321088,115.041354663706,107.23264196025,1142465
2018-01-03,14670.96,15500.0,14546.28,15155.62,12275.0012,9.626126699245653,56.630001068115234,56.720001220703125,56.470001220703125,56.52000045776367,47.76137161254883,17950400,-0.0003538025425333,0.2046867770046795,1676,347.0,121.0,406.0,686.0,242.0,616.0,412.0,34.0,48.0,3418.0,24.0,1624.0,4416.0,159.963118662144,135.814971154986,96.1212344027433,165.800325166993,115.853879469009,107.780991088264,1132590
2018-01-04,15155.62,15430.27,14192.37,15143.67,15004.01859,9.625337901843494,56.66999816894531,56.95000076293945,56.529998779296875,56.68000030517578,47.89657974243164,15455100,0.0028268542911966,0.2067969778859823,1675,351.0,134.0,467.0,754.0,257.0,635.0,309.0,67.0,51.0,3474.0,30.0,1639.0,5020.0,159.779777542896,117.356427576,95.9915600842798,164.379283506711,115.856539595596,107.787100119381,1253391
2018-01-05,15143.67,17200.0,14810.0,16928.0,16248.91468,9.736724334658026,56.77000045776367,56.970001220703125,56.63999938964844,56.93000030517578,48.10783004760742,15555100,0.0044010281168667,0.1986572842784012,1673,321.0,152.0,505.0,771.0,298.0,795.0,303.0,35.0,42.0,3664.0,26.0,1584.0,4915.0,161.542509720511,126.219143982951,95.7224133415427,142.425876312775,116.531306690461,108.224370610856,1068521
2018-01-08,16173.98,16300.0,13900.0,14999.99,16676.34994,9.61580481341746,56.849998474121094,57.119998931884766,56.81999969482422,57.06999969482422,48.22613906860352,12891000,0.0024561308776878,0.1596611358289225,1666,297.0,119.0,554.0,667.0,346.0,571.0,247.0,57.0,18.0,3099.0,20.0,1406.0,4469.0,145.967785945825,118.469348396079,94.6998899281719,131.206485514009,118.478538368064,109.169468549804,1158246
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469,9.575227205861887,57.13999938964844,57.27000045776367,56.97999954223633,56.9900016784668,48.15853118896485,8357600,-0.0014027359023618,0.157116656620236,1674,325.0,139.0,540.0,644.0,266.0,562.0,264.0,45.0,43.0,3165.0,15.0,1492.0,4568.0,145.293242223282,118.208230911167,94.7222260802626,124.49410999823,118.762269995054,109.330585055675,1150316
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253,9.608446468860498,56.849998474121094,56.86000061035156,56.33000183105469,56.709999084472656,47.92191696166992,9663500,-0.0049252974169435,0.1689141060510116,1675,380.0,140.0,617.0,725.0,360.0,663.0,258.0,79.0,43.0,3478.0,18.0,1653.0,5169.0,142.954289866021,107.488339096146,94.9136529767354,122.476296068794,119.323052632564,109.442753383262,1125366
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583549,56.81999969482422,56.81999969482422,56.529998779296875,56.630001068115234,47.85432815551758,11500800,-0.0014116468949065,0.1698334096393471,1679,322.0,120.0,641.0,682.0,370.0,617.0,256.0,49.0,43.0,3338.0,19.0,1625.0,4933.0,135.731253644092,111.570671206603,94.5867953066071,115.636377546772,119.873078311017,109.392451214914,1223960
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,56.720001220703125,56.91999816894531,56.529998779296875,56.650001525878906,47.8712272644043,7308900,0.0003531154222011,0.1543220086900136,1677,303.0,100.0,493.0,638.0,272.0,547.0,210.0,44.0,37.0,3031.0,18.0,1440.0,4380.0,135.724684052874,95.2383349018809,93.900629302113,115.856838343045,119.581577344033,109.531413976049,1152553
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,56.7599983215332,57.11000061035156,56.72999954223633,56.90999984741211,48.0909309387207,13806700,0.0045790555246068,0.1551351849662664,1667,346.0,175.0,591.0,776.0,780.0,833.0,267.0,60.0,44.0,3663.0,28.0,1620.0,6100.0,141.729185912888,121.742620441038,95.3245220864178,125.630929698196,122.65122796723,110.229238899207,999056
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460772,57.099998474121094,57.77000045776367,57.04999923706055,57.560001373291016,48.64020538330078,12549700,0.0113568359437747,0.2053269676560727,1667,406.0,212.0,670.0,858.0,889.0,944.0,278.0,79.0,52.0,3907.0,43.0,1765.0,6946.0,146.415588124706,147.584876780977,96.4228146118302,132.953311424864,126.424412273878,111.905725265512,1090512
