Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,consumer_Open,consumer_High,consumer_Low,consumer_Close,consumer_Adj Close,consumer_Volume,consumer_log_return,consumer_realized_volatility,min_1k_count,pessimistic_doubtful,angry,fearful_concerned,euphoric_excited,bearish,bullish,happy,sad,mistrustful,positive,annoyed_frustrated,optimistic,negative,1m_rv,1w_rv,1y_rv,2w_rv,3m_rv,6m_rv,active_count
2018-01-08,16173.98,16300.0,13900.0,14999.99,16676.34994,9.61580481341746,101.83000183105467,102.06999969482422,101.6999969482422,101.9000015258789,95.7176513671875,2670000,0.0011783460358163,0.2935842796173586,1666,297.0,119.0,554.0,667.0,346.0,571.0,247.0,57.0,18.0,3099.0,20.0,1406.0,4469.0,145.967785945825,118.469348396079,94.6998899281719,131.206485514009,118.478538368064,109.169468549804,1158246
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469,9.575227205861887,102.1999969482422,102.33999633789062,101.76000213623048,102.0999984741211,95.90550994873048,3160900,0.0019607550227176,0.2885016358010396,1674,325.0,139.0,540.0,644.0,266.0,562.0,264.0,45.0,43.0,3165.0,15.0,1492.0,4568.0,145.293242223282,118.208230911167,94.7222260802626,124.49410999823,118.762269995054,109.330585055675,1150316
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253,9.608446468860498,101.7300033569336,102.16999816894533,101.48999786376952,102.02999877929688,95.83976745605467,2838900,-0.0006858345026197,0.2873485408053456,1675,380.0,140.0,617.0,725.0,360.0,663.0,258.0,79.0,43.0,3478.0,18.0,1653.0,5169.0,142.954289866021,107.488339096146,94.9136529767354,122.476296068794,119.323052632564,109.442753383262,1125366
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583549,102.27999877929688,103.6999969482422,102.18000030517578,103.69000244140624,97.3990478515625,3622700,0.0161388263923747,0.3519848761068151,1679,322.0,120.0,641.0,682.0,370.0,617.0,256.0,49.0,43.0,3338.0,19.0,1625.0,4933.0,135.731253644092,111.570671206603,94.5867953066071,115.636377546772,119.873078311017,109.392451214914,1223960
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,103.88999938964844,105.06999969482422,103.76000213623048,105.02999877929688,98.6577606201172,4037800,0.0128403098968306,0.3872491162998289,1677,303.0,100.0,493.0,638.0,272.0,547.0,210.0,44.0,37.0,3031.0,18.0,1440.0,4380.0,135.724684052874,95.2383349018809,93.900629302113,115.856838343045,119.581577344033,109.531413976049,1152553
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,105.55999755859376,106.0199966430664,104.01000213623048,104.27999877929688,97.95323944091795,9251600,-0.0071664346529729,0.3957518117112555,1667,346.0,175.0,591.0,776.0,780.0,833.0,267.0,60.0,44.0,3663.0,28.0,1620.0,6100.0,141.729185912888,121.742620441038,95.3245220864178,125.630929698196,122.65122796723,110.229238899207,999056
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460772,104.7699966430664,104.98999786376952,104.12000274658205,104.77999877929688,98.42292022705078,6656100,0.0047833249706323,0.4001472749961935,1667,406.0,212.0,670.0,858.0,889.0,944.0,278.0,79.0,52.0,3907.0,43.0,1765.0,6946.0,146.415588124706,147.584876780977,96.4228146118302,132.953311424864,126.424412273878,111.905725265512,1090512
2018-01-18,11199.0,12146.0,10693.0,11247.57,22195.26202,9.327907384301206,104.73999786376952,104.91999816894533,104.41999816894533,104.69000244140624,98.33838653564452,3292300,-0.0008592766783177,0.3841095046439986,1671,315.0,104.0,506.0,630.0,471.0,693.0,246.0,50.0,32.0,3239.0,20.0,1556.0,4909.0,151.970665190636,173.682153538119,96.8856385998039,146.518251764864,127.624744906777,111.958915443018,1053517
2018-01-19,11290.9,12050.39,11025.18,11552.0,13203.25568,9.354613861132608,105.19000244140624,105.61000061035156,104.87000274658205,105.5999984741211,99.19318389892578,3760400,0.0086547311709486,0.3989448535353301,1679,296.0,98.0,464.0,581.0,372.0,543.0,228.0,42.0,35.0,2921.0,19.0,1433.0,4153.0,152.133285889958,172.877578079133,96.9232830702471,139.594808801029,127.501236505715,111.934819011558,1027739
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.72926,9.288133474260812,105.58999633789062,106.7699966430664,105.5,106.7699966430664,100.2921905517578,7752300,0.0110185999268654,0.4217140551190386,1681,279.0,104.0,449.0,521.0,551.0,586.0,187.0,32.0,38.0,2833.0,21.0,1346.0,4542.0,145.193048310013,190.051210526874,97.9279280420304,146.835135132274,129.943977381928,111.475925772692,944978
2018-01-23,10810.0,11409.87,9927.54,10851.82,17250.17615,9.292088086836984,107.33999633789062,107.8000030517578,107.12999725341795,107.66999816894533,101.13758087158205,4154900,0.0083940200720364,0.427052546808609,1681,315.0,114.0,446.0,563.0,500.0,672.0,210.0,63.0,48.0,3009.0,20.0,1503.0,4550.0,141.294895929174,174.777217857867,98.2583915254746,150.836918377589,130.888854232511,111.994241743291,900239
2018-01-24,10848.99,11500.0,10488.13,11400.96,11646.7906,9.341452841363395,108.1500015258789,108.76000213623048,107.16000366210938,108.12999725341795,101.56969451904295,6463800,0.0042632047352526,0.4297388548647181,1681,265.0,114.0,394.0,512.0,321.0,566.0,187.0,34.0,28.0,2708.0,18.0,1273.0,4081.0,139.230203038899,145.361080270736,98.3174450977137,152.665551648928,130.805736876024,112.106790109432,944565
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183,9.319691514480263,108.58999633789062,108.66999816894533,107.47000122070312,107.94000244140624,101.39120483398438,5070800,-0.0017586417480295,0.429399543637232,1675,292.0,94.0,396.0,582.0,331.0,517.0,202.0,52.0,27.0,2754.0,23.0,1373.0,3960.0,139.327146469782,126.669334000551,98.3617729989832,153.536345955684,130.801737936039,111.800266769892,841497
2018-01-26,11140.01,11635.0,10263.32,11092.95,15074.66641,9.314065050381526,108.18000030517578,109.0,107.91000366210938,109.0,102.38690948486328,3916300,0.0097723424204678,0.4459806389355404,1673,300.0,95.0,378.0,484.0,381.0,563.0,154.0,51.0,28.0,2673.0,14.0,1358.0,3973.0,135.50430103728,126.422843653618,98.4389619917753,152.413708026208,130.739301204066,111.565246566583,807944
2018-01-29,11685.58,11820.01,10991.0,11162.62,9996.356898,9.320325975406924,108.88999938964844,109.33999633789062,108.45999908447266,108.6999969482422,102.1050796508789,6355200,-0.0027561161770286,0.4460124230350358,1681,263.0,88.0,335.0,436.0,302.0,385.0,153.0,40.0,35.0,2331.0,22.0,1298.0,3722.0,130.962456716142,87.9144756089881,98.6092724663799,151.270684305995,130.941523529912,111.455725575159,778138
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19253,9.207436158828791,107.88999938964844,108.58000183105467,107.54000091552734,108.16000366210938,101.5978546142578,5284100,-0.0049801198992014,0.4443122033506848,1685,298.0,140.0,352.0,598.0,520.0,572.0,180.0,52.0,34.0,2925.0,21.0,1434.0,4839.0,129.411707580662,81.2936482494305,98.8504422577207,137.26927977721,131.382130422425,111.824136279042,838805
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947,9.225130457448818,108.66000366210938,109.04000091552734,107.58000183105467,107.80999755859376,101.2690658569336,9451100,-0.0032412502473393,0.4036773341741634,1684,307.0,87.0,350.0,491.0,506.0,537.0,175.0,42.0,30.0,2861.0,24.0,1426.0,4598.0,129.682047802873,87.9237892393839,99.1398542144029,121.300223661688,132.211493994608,112.318686540543,676270
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58884,9.104867627798749,107.13999938964844,107.97000122070312,106.5199966430664,106.61000061035156,100.1418685913086,9353400,-0.0111930742181032,0.4236912844294122,1683,376.0,149.0,544.0,673.0,782.0,763.0,219.0,52.0,64.0,3451.0,33.0,1705.0,6065.0,130.979911947631,91.2791470950739,99.4205016855159,112.412787344508,132.930409118987,112.775025441812,842398
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01983,9.08690979393109,107.06999969482422,107.98999786376952,105.36000061035156,105.58999633789062,99.18376159667967,10690700,-0.0096136865513987,0.4387326031296754,1680,402.0,181.0,512.0,637.0,939.0,888.0,213.0,59.0,35.0,3404.0,33.0,1618.0,6242.0,134.490598696784,113.41930535588,100.211126559437,123.361897443616,134.523238746466,114.075975054274,854253
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.4288,8.835540735078903,104.70999908447266,106.2300033569336,101.0999984741211,102.02999877929688,95.83976745605467,23046500,-0.0342967594130172,0.6077373302035091,1672,391.0,165.0,487.0,623.0,990.0,891.0,188.0,64.0,33.0,3178.0,23.0,1508.0,5901.0,137.381020172884,143.515728879378,101.784579479321,130.804041691756,138.649309735079,115.818282343184,903239
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36966,8.953817115559302,100.0,104.8499984741211,99.73999786376952,104.63999938964844,98.2914047241211,22332500,0.0252590061529636,0.6858686940581974,1676,353.0,172.0,451.0,679.0,966.0,1057.0,240.0,66.0,37.0,3719.0,35.0,1705.0,5871.0,144.672399084021,175.904840734156,103.336556682367,149.462177133836,142.759900198948,118.337167230831,999110
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89254,8.934324648924358,104.72000122070312,106.19000244140624,104.29000091552734,104.31999969482422,97.99083709716795,13137000,-0.0030627866230572,0.6865091237451597,1678,274.0,95.0,340.0,497.0,456.0,834.0,162.0,46.0,24.0,2909.0,23.0,1276.0,4244.0,158.303236835647,230.432706528987,104.56321738481,175.410948940259,146.419917801081,120.430750629278,814500
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118,9.019150810402826,104.45999908447266,104.7300033569336,100.08000183105467,100.16000366210938,94.0832290649414,15742000,-0.0406941513385801,0.8568132097565376,1682,263.0,101.0,377.0,492.0,388.0,616.0,174.0,47.0,34.0,2807.0,29.0,1303.0,4222.0,158.78461112756,232.304711185529,104.652243427562,176.490595671937,146.528027282586,120.49619465672,746341
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709,9.070386111109007,101.13999938964844,101.66999816894533,97.0999984741211,100.83000183105467,94.71257019042967,21397600,0.0066670046505628,0.8365612288610527,1683,243.0,73.0,305.0,438.0,379.0,592.0,162.0,35.0,27.0,2500.0,16.0,1169.0,3657.0,159.153130998588,219.607339786916,104.549352114811,177.238440845593,146.514753894168,120.498794209025,775346
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.0403,9.093694189856862,101.79000091552734,102.7699966430664,100.75,102.1999969482422,95.99945068359376,12559500,0.0134956993440162,0.8381974359390261,1683,242.0,75.0,277.0,390.0,323.0,608.0,112.0,31.0,23.0,2444.0,12.0,1153.0,3255.0,162.948454519571,195.28489820849,104.896078655122,185.036644639654,146.433992943623,121.045844367669,914734
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415,9.050522497225822,101.79000091552734,102.97000122070312,101.62000274658205,102.7300033569336,96.4972915649414,5150800,0.005172571996459,0.8358642730224498,1684,213.0,93.0,285.0,369.0,282.0,520.0,122.0,37.0,38.0,2264.0,12.0,1069.0,3387.0,162.199611702102,139.826897263782,104.939577932027,184.189574588815,146.035129857622,120.775136410548,852822
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73887,9.158097152868764,102.23999786376952,104.56999969482422,102.16000366210938,104.37000274658205,98.03780364990234,6731300,0.0158380842423602,0.8572402003056533,1686,266.0,88.0,261.0,423.0,267.0,694.0,171.0,42.0,36.0,2581.0,17.0,1118.0,3446.0,163.582664919105,99.8717570066654,105.076126899704,184.478416344743,146.063303787825,120.89234260306,937579
2018-02-15,9490.98,10234.0,9350.0,10018.0,21036.33732,9.212138753917564,105.0,105.3000030517578,103.87000274658205,105.3000030517578,98.91138458251952,5590800,0.0088711439737059,0.8644290059331055,1702,244.0,91.0,264.0,465.0,292.0,732.0,178.0,28.0,26.0,2716.0,12.0,1251.0,3561.0,166.38400140691,106.612638634055,105.370690245679,185.997107496428,146.309419170692,121.162879307271,788513
2018-02-16,10011.3,10300.0,9707.51,10196.0,11857.64278,9.229750765496004,104.97000122070312,105.62999725341795,104.55999755859376,104.79000091552734,98.43231964111328,4748600,-0.0048550918978538,0.8597022541863371,1698,220.0,61.0,251.0,394.0,234.0,529.0,166.0,31.0,27.0,2376.0,11.0,1107.0,3184.0,160.042149780033,104.465547455198,105.407063490491,174.868240445587,146.031780252526,120.998612386339,773217
2018-02-20,11159.12,11780.0,11080.37,11233.41,15880.90904,9.32664765257487,104.51000213623048,105.5999984741211,104.05999755859376,104.47000122070312,98.13174438476562,5875700,-0.0030583956894911,0.849292642951115,1689,214.0,82.0,288.0,459.0,395.0,690.0,135.0,38.0,30.0,2488.0,19.0,1126.0,3506.0,148.797373470962,75.2346011936613,105.849030705958,112.537693008132,146.715692044824,121.279075816893,714634
2018-02-21,11233.42,11275.74,10256.0,10449.4,19959.67716,9.254299839476635,104.94000244140624,106.01000213623048,104.31999969482422,104.31999969482422,97.99083709716795,4953100,-0.0014368652811791,0.8428757942772688,1689,257.0,78.0,290.0,383.0,448.0,539.0,125.0,38.0,14.0,2356.0,7.0,1181.0,3472.0,147.81384844083,99.298109814183,106.038445003139,99.9260565592975,147.333105946265,121.645583720673,705377
2018-02-22,10446.79,10935.0,9731.2,9843.34,20204.69095,9.194550363346975,104.83000183105467,105.25,104.13999938964844,104.4499969482422,98.1129379272461,4443800,0.0012453635322096,0.8413087309858857,1689,224.0,78.0,236.0,374.0,400.0,538.0,141.0,25.0,30.0,2389.0,13.0,1139.0,3365.0,146.92691151849,102.192754085113,106.216843040319,105.58665002154,147.797989149858,121.806783112557,713584
2018-02-23,9843.33,10405.3,9600.0,10166.1,16044.0393,9.226813934669073,105.0500030517578,105.91000366210938,104.55999755859376,105.91000366210938,99.48435974121094,2993000,0.0138812526479661,0.85901146560356,1688,232.0,63.0,276.0,324.0,352.0,458.0,129.0,38.0,26.0,2223.0,9.0,1199.0,3245.0,145.708489591941,108.213469986695,106.362933517339,109.279542866396,148.22399047589,121.81578861307,739558
2018-02-26,9595.99,10461.97,9376.34,10324.7,16156.80506,9.242294361717036,106.30999755859376,106.8000030517578,106.0500030517578,106.8000030517578,100.32038116455078,3898400,0.0083682436674683,0.8566544778414188,1684,202.0,67.0,255.0,371.0,269.0,512.0,141.0,23.0,19.0,2256.0,9.0,1080.0,2952.0,146.491886266572,103.550584998659,106.588213329826,103.317720726477,148.306338249622,122.24940794755,669611
2018-02-27,10329.99,10850.0,10150.0,10566.3,10408.47994,9.265424970279737,106.9000015258789,106.9000015258789,104.5199966430664,104.54000091552734,98.19749450683594,6284600,-0.0213881730581544,0.897371892824799,1688,256.0,56.0,231.0,366.0,268.0,504.0,152.0,36.0,16.0,2522.0,15.0,1313.0,3110.0,147.817949352,105.177384407605,106.752180739427,105.629440616368,148.396376208181,122.567432707033,713393
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74906,9.241344730838874,105.0999984741211,105.54000091552734,104.0500030517578,104.06999969482422,97.75599670410156,6049400,-0.0045060353250914,0.896973986374118,1684,251.0,66.0,274.0,428.0,240.0,465.0,129.0,25.0,38.0,2458.0,9.0,1307.0,3322.0,147.709356382859,99.0181001225381,106.791718466839,103.729572384337,148.422968025727,122.619437480855,806090
2018-03-01,10314.99,11090.0,10223.41,10903.13,9481.665146,9.296805182959154,104.18000030517578,104.68000030517578,101.91999816894533,102.9499969482422,96.70391845703124,9530300,-0.0108203428866673,0.9063564635670892,1693,259.0,45.0,241.0,380.0,247.0,518.0,167.0,35.0,24.0,2679.0,12.0,1398.0,3240.0,148.629203070476,92.2958624461853,106.82642762711,97.4580859107189,147.699398690183,123.429049667121,819973
2018-03-02,10917.37,11175.0,10774.01,11029.99,8329.097901,9.308373205628824,101.80999755859376,103.2300033569336,101.29000091552734,103.0500030517578,96.79788970947266,7265400,0.0009709331201159,0.8954001739359285,1691,242.0,69.0,247.0,378.0,280.0,521.0,141.0,29.0,23.0,2415.0,13.0,1257.0,3209.0,141.830368264968,84.985367540717,106.856188863113,97.7569790771996,146.864657493043,123.371369538686,749016
2018-03-05,11479.68,11688.0,11383.66,11419.24,9933.676233,9.343054931083024,102.66999816894533,104.5,102.41999816894533,104.27999877929688,97.95323944091795,4994000,0.0118652404084791,0.8996773074985498,1690,264.0,43.0,262.0,364.0,285.0,543.0,106.0,23.0,31.0,2414.0,5.0,1278.0,3375.0,125.987608500461,60.1240883999977,106.879189565478,90.5379785623349,146.60306605031,123.018740519449,850558
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949,9.280217119396356,104.76000213623048,105.0500030517578,104.06999969482422,105.0,98.62958526611328,7575900,0.0068807727982358,0.7938460141813943,1688,232.0,52.0,288.0,384.0,342.0,483.0,134.0,33.0,22.0,2375.0,13.0,1212.0,3360.0,108.70614375955,61.9690703876637,107.007226815635,88.2415082333296,145.84841728407,123.034706523938,836883
2018-03-07,10723.01,10911.78,9450.0,9913.03,26116.51185,9.20160533235738,103.95999908447266,104.54000091552734,103.44000244140624,104.29000091552734,97.962646484375,5263700,-0.006784861245733,0.7322624292283963,1691,246.0,98.0,279.0,384.0,454.0,539.0,150.0,30.0,27.0,2444.0,15.0,1195.0,3523.0,97.4385908068518,74.3859092775529,107.182607130151,87.5846043737165,141.067639709522,123.392598645255,917543
2018-03-08,9904.52,10150.0,9078.95,9285.32,22522.42747,9.136189937382484,104.69000244140624,104.8000030517578,104.3000030517578,104.62000274658205,98.27264404296876,4036500,0.0031592752836093,0.7323275074460278,1694,252.0,84.0,282.0,412.0,533.0,439.0,134.0,39.0,28.0,2368.0,25.0,1207.0,3826.0,100.24644609482,84.4733439708537,107.300379366039,89.9007243075774,140.042303014939,123.653869894927,915691
2018-03-09,9293.06,9420.39,8366.0,9230.0,29014.16684,9.130214327496898,105.33000183105467,106.2699966430664,105.04000091552734,106.23999786376952,99.79434967041016,3624700,0.0153659014251328,0.5575659366078498,1701,316.0,128.0,329.0,484.0,706.0,618.0,140.0,45.0,36.0,2687.0,21.0,1349.0,4446.0,105.649165957293,90.9427936664147,107.67210614153,96.5950878683471,140.788123070577,124.185944293153,881619
2018-03-12,9535.04,9892.0,8742.07,9120.75,18751.02058,9.11830731652922,106.58999633789062,107.02999877929688,106.33999633789062,106.58999633789062,100.12310028076172,4256600,0.0032889987235433,0.5527571315721478,1701,257.0,68.0,249.0,369.0,363.0,466.0,124.0,37.0,25.0,2327.0,13.0,1336.0,3421.0,104.663757190998,117.450156979032,107.914855159941,104.277719425779,138.244244420564,124.939667767383,844766
2018-03-13,9115.24,9482.79,8830.0,9142.32,16001.47535,9.120669461560649,107.18000030517578,107.4000015258789,105.66999816894533,105.83999633789062,99.41860961914062,5662900,-0.0070611791378043,0.5334235482568819,1692,235.0,60.0,256.0,353.0,404.0,456.0,101.0,28.0,26.0,2329.0,12.0,1258.0,3468.0,105.222805459464,117.347734773401,107.979889337791,99.0959977236712,138.235400463649,124.490802973372,764096
2018-03-14,9152.07,9356.14,7948.0,8196.69,21191.02314,9.01148569322372,106.38999938964844,106.52999877929688,105.44000244140624,105.70999908447266,99.2965087890625,5122700,-0.0012289980864448,0.5296534483540499,1699,280.0,87.0,304.0,379.0,528.0,513.0,130.0,42.0,27.0,2541.0,13.0,1327.0,4040.0,105.313291035767,118.071437034839,108.161999982708,100.839812902552,138.556890480965,123.993752364616,574881
2018-03-15,8195.99,8425.0,7682.0,8265.05,18387.61139,9.019791059843602,105.91999816894533,106.1500015258789,105.41999816894533,105.5999984741211,99.19318389892578,3839800,-0.0010411302972759,0.4907960119198187,1700,292.0,103.0,297.0,489.0,620.0,586.0,137.0,65.0,28.0,2731.0,16.0,1368.0,4279.0,105.9032024407,126.292180225053,108.632853493453,108.243345368149,139.206543634743,123.209787558891,617134
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62434,9.019003095443995,105.31999969482422,105.87000274658205,105.16999816894533,105.18000030517578,99.08952331542967,3346800,-0.0039851857598902,0.4805290190467221,1703,272.0,80.0,220.0,377.0,461.0,567.0,120.0,37.0,24.0,2437.0,16.0,1276.0,3689.0,105.720190459964,118.16432635118,108.593807632861,107.115214527474,138.797160771517,122.03155091443,593929
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08836,9.059160441766048,104.79000091552734,104.83000183105467,103.11000061035156,103.87000274658205,97.85540771484376,5727400,-0.0125330273804449,0.5020989637504614,1691,253.0,69.0,250.0,383.0,392.0,645.0,146.0,28.0,21.0,2514.0,13.0,1186.0,3677.0,108.716391316723,119.383687070274,108.128270904362,118.802589404783,139.795167514845,122.396694193339,582453
2018-03-20,8596.79,9051.0,8313.01,8904.02,13454.82226,9.09425813913435,104.05999755859376,104.63999938964844,104.01000213623048,104.48999786376952,98.43949127197266,3706700,0.0059512089194502,0.5062026745253039,1692,251.0,55.0,299.0,342.0,406.0,602.0,121.0,21.0,23.0,2543.0,5.0,1283.0,3582.0,106.945211524918,122.469011287262,108.146729030499,121.161556029372,139.047973535515,122.469211163339,568358
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713,9.093108559368456,104.62000274658205,105.1999969482422,104.08999633789062,104.41000366210938,98.3641357421875,5269700,-0.0007658612253305,0.5059708433467727,1686,265.0,61.0,243.0,326.0,311.0,560.0,108.0,21.0,23.0,2598.0,8.0,1518.0,3337.0,106.787021853606,121.378944757245,108.150044741673,122.532682971634,139.169591899332,122.402360840941,573430
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392,9.071614942236156,103.5999984741211,103.86000061035156,102.13999938964844,102.19000244140624,96.27267456054688,6906800,-0.021491641861365,0.573663691871073,1682,244.0,47.0,258.0,297.0,300.0,401.0,113.0,16.0,30.0,2426.0,10.0,1453.0,3321.0,105.513207274981,99.1573305432084,108.026804586949,118.945818990471,134.862167609622,122.253192557841,595109
2018-03-23,8708.52,8920.79,8265.0,8920.79,13749.78486,9.096139786674827,102.4800033569336,102.75,100.1500015258789,100.18000030517578,94.37906646728516,8944600,-0.0198652785392248,0.6009576060298669,1681,280.0,56.0,197.0,329.0,325.0,448.0,124.0,23.0,20.0,2310.0,5.0,1397.0,3344.0,104.610729849592,103.168923165469,108.036056973747,111.75460659683,132.867344727437,122.324199629063,624132
2018-03-26,8451.12,8500.0,7831.15,8149.66,17693.41534,9.005731487573286,101.8000030517578,103.23999786376952,100.80999755859376,103.13999938964844,97.16767120361328,7280300,0.0291187117293683,0.696164479442516,1673,271.0,75.0,267.0,343.0,476.0,588.0,121.0,27.0,19.0,2406.0,16.0,1331.0,3554.0,103.431128257619,78.7162377927407,107.765702728922,102.209830526136,130.699659572253,122.52461529061,584451
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028,8.960814343554494,103.55999755859376,103.77999877929688,100.47000122070312,101.12000274658205,95.26465606689452,6256300,-0.019779325144956,0.6885709487390501,1679,242.0,98.0,250.0,340.0,493.0,553.0,110.0,37.0,16.0,2446.0,13.0,1235.0,3676.0,100.660664127046,76.6249807672224,107.817579614974,102.194284302208,130.197261680764,122.583606582758,602492
