Date,Open,High,Low,Close,Volume,Open Industrials,High Industrials,Low Industrials,Close Industrials,Volume Industrials,Open Financials,High Financials,Low Financials,Close Financials,Volume Financials,Open Communication Services,High Communication Services,Low Communication Services,Close Communication Services,Volume Communication Services,Open Healthcare,High Healthcare,Low Healthcare,Close Healthcare,Volume Healthcare,Open Energy,High Energy,Low Energy,Close Energy,Volume Energy,Open Materials,High Materials,Low Materials,Close Materials,Volume Materials,Open Consumer Discretionary,High Consumer Discretionary,Low Consumer Discretionary,Close Consumer Discretionary,Volume Consumer Discretionary,Open Technology,High Technology,Low Technology,Close Technology,Volume Technology,Open Consumer Staples,High Consumer Staples,Low Consumer Staples,Close Consumer Staples,Volume Consumer Staples,Open Utilities,High Utilities,Low Utilities,Close Utilities,Volume Utilities,Open Real Estate,High Real Estate,Low Real Estate,Close Real Estate,Volume Real Estate,RV Technology,RV Healthcare,RV Financials,RV Consumer Discretionary,RV Consumer Staples,RV Energy,RV Industrials,RV Materials,RV Utilities,RV Real Estate,RV Communication Services
2018-06-19 04:00:00+00:00,2752.010009765625,2765.050048828125,2743.18994140625,2762.590087890625,3671160000,66.73671569272713,66.78184131256002,65.83425837769254,66.08695220947266,17955400,24.133790071663334,24.38277599441179,24.124897535556833,24.32052993774414,50214700,47.18120269600488,47.52295846073212,47.06728531488522,47.42802429199219,16600,76.16673433638228,76.91879870469951,76.0489438706064,76.89161682128906,6431700,56.08360065154034,56.848958399772414,55.924466690578214,56.63677978515625,12607600,52.26642052452272,52.37294081193113,51.47638856932421,51.92022705078125,7211700,104.78109411807388,105.593424458351,104.60162360837512,105.58397674560548,6169600,66.72434004039309,67.23239426543603,66.34800277983874,67.20417022705078,12956700,43.33188230722952,43.80288365557098,43.30619251250517,43.72581100463867,12639200,41.39748956242217,41.8797241755349,41.32265967069964,41.73006439208984,16647400,25.81763155110405,26.093601011562335,25.81763155110405,25.949438095092773,2535800,,,,,,,,,,,
2018-06-20 04:00:00+00:00,2769.72998046875,2774.860107421875,2763.909912109375,2767.320068359375,3332140000,66.31256039674815,66.34865262702833,65.8974240113012,66.13206481933594,11975900,24.542839912811313,24.542839912811313,24.23160791233636,24.258285522460938,42833600,47.89320418293256,48.30995496302309,47.89320418293256,48.01661682128906,190000,76.99126844682442,77.235912247312,76.82817027550273,77.05469512939453,5900800,56.97779990027988,57.09904237455655,56.43219431244725,56.886863708496094,11655900,52.13325384584721,52.13325384584721,51.53851206328072,51.75155258178711,5335200,106.13181081701345,106.3585054390828,105.7067574998219,106.08457946777344,3943000,67.36409713727637,67.66516544712876,67.27001463632901,67.34528350830078,11465600,43.854258169059555,43.86282361081576,43.580222834520825,43.76862335205078,9562500,41.79657553807685,41.87140541955334,41.58039891527874,41.7633171081543,12317700,25.98238965084694,26.25424083517139,25.932961020054933,26.22952651977539,3725000,,,,,,,,,,,
2018-06-21 04:00:00+00:00,2769.280029296875,2769.280029296875,2744.389892578125,2749.760009765625,3336580000,65.88840984424976,66.00572681536624,65.07619689174346,65.30181121826172,15497800,24.178250790420687,24.329420499809885,24.01818854564651,24.187143325805664,75190900,48.19698059366148,48.272924316473095,47.6558684411672,47.722320556640625,428700,76.98222265114484,76.99128558295484,76.42950133158917,76.61072540283203,7423400,56.4852444838873,56.515556550769375,55.56832614108808,55.83354949951172,15009800,51.62728303955394,51.68054486709494,51.11243225153083,51.20119857788086,7186500,106.23573484714986,106.37742171615476,105.1494784601036,105.32894897460938,6850400,67.6087105115964,67.64634494375778,66.66787124166383,66.82781219482422,14817100,43.828565885978946,43.999838777019775,43.73436563256856,43.85425567626953,13272700,41.80488779798786,42.12083653309829,41.671857252420054,41.9046630859375,12703700,26.254240489330517,26.418997876026545,26.18009911537705,26.386045455932617,2827000,,,,,,,,,,,
2018-06-22 04:00:00+00:00,2760.7900390625,2764.169921875,2752.679931640625,2754.8798828125,5468110000,65.76209147853926,65.95160675894246,65.45525229702542,65.52745056152344,13643900,24.356100955682795,24.382778566816803,24.05376148047609,24.07154655456543,61389400,48.02610197467785,48.04508881043988,47.646372502174486,47.93117141723633,181500,76.89161328199188,77.25405450776222,76.69227026216863,76.95503997802734,9829800,57.21271403801458,57.56887358023453,56.939911230417835,56.94749069213867,28036300,51.58289866089235,52.071120216749776,51.58289866089235,51.94684600830078,7114200,105.79178263764452,105.9429172148151,105.07390780907096,105.14947509765624,5567900,66.99715235195802,67.01597315390981,66.33856784430124,66.61141204833984,15692900,43.95701673189016,44.29099703745546,43.948451291524805,44.213924407958984,9938300,41.929606170327574,42.30375557846196,41.846463267052584,42.1956672668457,12976700,26.47666444128812,26.641423407962368,26.30778720751309,26.616710662841797,2292900,,,,,,,,,,,
2018-06-25 04:00:00+00:00,2742.93994140625,2742.93994140625,2698.669921875,2717.070068359375,3663280000,65.01304812272232,65.1754907706093,64.27303314572731,64.69718933105469,23091500,23.96483509984814,24.009296080825997,23.65360314477004,23.81366539001465,80746100,47.68434666940173,47.68434666940173,46.53092263979048,46.943878173828125,2509600,76.6650807051992,76.96409520500026,75.66837261885306,76.24827575683594,9925100,56.7807726370094,56.86412936490031,55.424338170298526,55.80323028564453,18380300,51.689423497562345,51.689423497562345,50.721855578234845,51.13906478881836,9790600,104.714987777142,104.714987777142,102.26854873435084,102.86363220214844,12066800,66.0751581297889,66.14101660456413,64.65448854188269,65.22840118408203,18027700,44.11116628492024,44.50509494028864,44.10260410984564,44.43658447265625,22124200,42.203979169683045,42.98553639522241,42.203979169683045,42.89407730102539,21466200,26.633185187562972,26.67849083657699,26.398401553718525,26.550804138183594,6956700,,,,,,,,,,,
2018-06-26 04:00:00+00:00,2722.1201171875,2732.909912109375,2715.60009765625,2723.06005859375,3568900000,64.98597493913901,65.26573459719118,64.79645966576123,64.94084930419922,11342100,23.831453279324272,23.858130890611346,23.58246902495706,23.733638763427734,56387800,47.20020044849979,47.25715734155124,46.848949374960085,47.021728515625,104000,76.31171750068276,76.36608127028352,75.91303142229845,76.01270294189453,5560100,55.947198869567615,56.72771553097308,55.75017339399625,56.507957458496094,13523600,51.22782312587464,51.494125466852665,51.12130286672702,51.334346771240234,3708100,103.25088664498269,103.93097781764251,102.95807241483485,103.60037994384766,4630000,65.43537323058314,65.92460648615005,65.27542510150178,65.4918212890625,13859500,44.44515016628106,44.53078498454778,44.04265933355787,44.24818420410156,14047300,42.77768453413166,43.193405466102426,42.686225421626254,42.943973541259766,19908700,26.583761214550407,26.810302069365974,26.493143615617676,26.690855026245117,2106700,,,,,,,,,,,
2018-06-27 04:00:00+00:00,2728.449951171875,2746.090087890625,2699.3798828125,2699.6298828125,3803990000,65.20255228267794,65.8884218885259,64.39033918170065,64.41741180419922,19853200,23.72474180393137,23.90258742445985,23.431294918785554,23.440187454223633,78099200,47.29512196939938,47.46599985859981,46.611610412597656,46.611610412597656,144900,76.01269943170738,76.40232255950183,75.31500573974564,75.36936950683594,7420500,56.97780636128601,57.9780814585938,56.95507375612105,57.26576232910156,20583900,51.609535600293576,52.151019063427995,51.15682186091325,51.17457580566406,5787800,104.01599405302407,104.3938160809958,102.24019881298672,102.25909423828124,6850400,65.69881035383312,65.99987864414199,64.57920928454347,64.59803009033203,22054600,44.18823603463905,44.56503704843032,43.97414573744262,44.15398406982422,19862400,42.894076885630746,43.23496785143761,42.77767555657938,43.151824951171875,21764700,26.75675374187957,26.86384754159522,26.616710662841797,26.616710662841797,3679600,,,,,,,,,,,
2018-06-28 04:00:00+00:00,2698.68994140625,2724.340087890625,2691.989990234375,2716.31005859375,3461100000,64.29105756850284,64.79643834979458,63.91202714643622,64.50765228271484,15329800,23.440192987693347,23.742532479649796,23.395730300006747,23.644716262817383,78544800,46.61161002372964,47.26664313398933,46.488201032512094,47.076778411865234,336500,75.08845695418032,75.65929706612273,74.56291766274725,75.4690170288086,9026900,57.3491097302022,57.56128838577127,56.75045950545531,57.18997573852539,14285400,51.19232554433704,51.49413582782992,50.828378148320795,51.3698616027832,5889400,102.3630017721727,103.29812358185342,101.82459743247853,103.06198120117188,5973900,64.51335528086562,65.60473239496551,64.51335528086562,65.38833618164062,17799000,44.05121837510368,44.256746497786075,43.98271117871534,44.15398406982422,13177400,43.19340499128574,43.542609047886934,43.06868744438591,43.13520431518555,15037800,26.608472535166698,26.921514275820257,26.608472535166698,26.880325317382812,2795800,,,,,,,,,,,
2018-06-29 04:00:00+00:00,2727.1298828125,2743.260009765625,2718.030029296875,2718.3701171875,3586800000,64.7784059067167,65.3650047281075,64.61596326210393,64.64303588867188,14908000,23.93816321723651,24.071547888140092,23.6091461126681,23.644716262817383,77149900,47.27614185190773,47.31411552631833,46.915399187744725,47.01982498168945,152300,75.70462231975719,76.29358151360681,75.56870600079529,75.6230697631836,6479300,57.34909802976418,58.1523472852342,57.34909802976418,57.54612350463867,13167900,51.47638141250176,52.16876826372133,51.47638141250176,51.547393798828125,5042900,103.80820304019096,104.23325648807096,103.22256727941704,103.24146270751952,5740700,65.64236256783752,65.92461726244056,65.32248061345346,65.36011505126953,10009600,44.179674932347545,44.368075443815584,43.93132939755037,44.128292083740234,13018300,43.06036618146083,43.37631174220365,42.8192473285005,43.20170974731445,14370700,26.85560662802331,27.069794217590044,26.64142218097234,26.946224212646484,2923000,,,,,,,,,,,
2018-07-02 04:00:00+00:00,2704.949951171875,2727.260009765625,2698.949951171875,2726.7099609375,3095040000,64.13764415145154,64.79644105221728,63.97520155161912,64.78741455078125,14098700,23.44908273764053,23.769205570537807,23.43129766468015,23.760313034057617,66202800,46.621110383076136,47.31411361694336,46.45972408402828,47.31411361694336,321300,75.20625747037276,75.90395103410499,74.95255071992469,75.85865020751953,9364700,57.14451008873315,57.159663229111835,56.386725878235275,56.69741439819336,15296600,51.1745713738323,51.387611919954885,50.90826561185143,51.272212982177734,7682900,102.4952500341409,103.41148370561912,102.22132398343648,103.38314056396484,6898700,64.79560254037749,65.96224121509012,64.70151287177599,65.94342041015625,12545600,43.931332509264585,44.128295209405586,43.58878996122941,43.87138748168945,13255500,43.22665949123429,43.53429206142763,43.027112068701584,43.50934982299805,15702800,26.91326830822323,26.979173140332176,26.4890161646968,26.789701461791992,6280200,,,,,,,,,,,
