time,high,low,open,volumefrom,volumeto,close,conversionType,top_tier_volume_quote,top_tier_volume_base,top_tier_volume_total,cccagg_volume_quote,cccagg_volume_base,cccagg_volume_total,total_volume_quote,total_volume_base,total_volume_total,volume
2016.8.8,594.24,585.41,590.85,24880.83,14726811.56,589.24,direct,24355369.22,265198221.5,289553590.7,26375036.46,337970528.2,364345564.7,52629166.76,695916263,748545429.7,461593681.2
2016.8.9,591.2,581.1,589.24,25971.47,15304277.91,585.25,direct,50734889.42,223444230.4,274179119.8,52528282.7,300132276.8,352660559.5,104842369.7,620711292.4,725553662.2,455756871
2016.8.10,600.52,580.87,585.25,49568.68,29376783.81,590.94,direct,39779238.38,258509060.9,298288299.2,41354666.69,342522078.8,383876745.5,82388068.85,706371058.1,788759126.9,521686748.6
2016.8.11,599.15,585.39,590.94,39824.58,23640952.51,587.84,direct,30654586.27,251422489.3,282077081.4,31865395.58,315934755,347800156.4,63452366.63,653989229.6,717441596.2,447708631.6
2016.8.12,591.14,582.2,587.84,25501.78,15009452.98,587.14,direct,32883098.63,241516651.2,274399749.8,34057537.15,317493013.4,351550550.6,67855758.06,664912012.5,732767776.4,468912397.5
2016.8.13,590.07,582.81,587.14,19303.82,11357750.81,584.59,direct,18111703.08,226856615.1,244968318.1,19143422.58,284016357.9,303159780.5,38100109.58,594103646.9,632203756.5,420230972.3
2016.8.14,585.8,559.93,584.59,33065.8,18970094.63,569.06,direct,19066252.87,286250689.5,305316942.4,20265267.98,367123652.9,387388920.9,40397307.63,758046248.7,798443562,487990767.8
2016.8.15,574.97,559.28,569.06,33771.15,19218972.96,566.95,direct,17223430.75,274600747.1,291824177.8,18300176.52,335638255.3,353938431.8,36455746.76,689465757.6,725921504.4,461832327.8
2016.8.16,583.38,563.38,566.95,37689.33,21634083.15,580.19,direct,13891019.22,207111323.6,221002342.8,15048202.37,276190120,291238322.4,29861880.34,572618665.6,602480540.1,417815537.6
2016.8.17,581.1,568.66,580.19,32760.8,18886741.55,572.34,direct,14593925.96,211637246.7,226231172.7,15778635.42,275308028.5,291086658.2,31335901.17,565887633.4,597223528.9,372013496.6
2016.8.18,579.53,570.83,572.34,30389.41,17509679.71,573.39,direct,14816460.67,195575387.6,210391854,16222028.78,254994354,271216382.8,31813729.94,523315513,555129248.7,337328393.2
2016.8.19,577.86,566.25,573.39,25530.44,14701426.29,574.56,direct,13820270.89,178201955.8,192022226.7,16796888.14,229232898.4,246029786.6,32589399.43,467881973.4,500471372.8,307214336.2
2016.8.20,583.5,572.28,574.56,23119.79,13416843.63,582.61,direct,12005879.23,196072647.2,208078526.5,13863105.91,251932892,265795992.1,26518088.41,515752070.9,542270165.2,352846368.1
2016.8.21,585.32,577.84,582.61,14160.18,8294321.53,580.66,direct,9463271.51,181264876.1,190728141.8,11006839.99,219574599,230581438.9,21044575.86,451842367.4,472886943.3,306148740.4
2016.8.22,591.9,577.13,580.66,33558.61,19658058.08,587.47,direct,31986672.3,171153451.1,203140129.2,33780729.31,219363959.2,253144688.6,66905894.98,455562864.2,522468759.1,325083803.3
2016.8.23,589.87,578.61,587.47,32082.32,18772369.53,583.56,direct,43357072.44,256724868,300081940.5,47726186.16,321329313.4,369055499.6,95096593.3,664220719.4,759317318.6,668575600.1
2016.8.24,584.47,576.82,583.56,28057.04,16337141.09,579.66,direct,21169380.28,187058258.6,208227638.9,22934833.36,241444997.3,264379830.6,45503478.1,495386328,540889806.1,491643619.9
2016.8.25,580.71,570.81,579.66,32733.65,18885349.63,577.96,direct,24383271.24,209046467.5,233429738.7,26061840.47,267059936.5,293121777,51698863,550305787.3,602004650.3,479365734.2
2016.8.26,582.73,575.83,577.96,21168.38,12329289.75,579.37,direct,17903993.01,174792296.4,192696289.4,19869407.24,226949930,246819343,39552836.72,466552547.6,506105384.3,384941377
2016.8.27,580.41,567.25,579.37,18686.65,10747219.53,570.35,direct,13449617.27,169777926.7,183227538.3,14542550.46,224186202.6,238728758.8,28879227.38,461026350,489905577.4,365639208
2016.8.28,576.32,569.21,570.35,12824.95,7377921.72,574.98,direct,60739409.5,181276572.3,242015981.8,62268275.57,226024045.8,288292321.3,124229897.1,468275338.1,592505235.2,396302532.8
2016.8.29,578.61,571.38,574.98,23862.95,13760854.22,574.23,direct,72532805.87,175990079.3,248522885.2,73991080.18,236037333.4,310028407.8,147587733.3,488223530.3,635811263.6,444670257.8
2016.8.30,579.94,572.51,574.23,27480.29,15895354.76,577.32,direct,33828966.02,204090719.8,237919680.1,35795439.18,259461463.7,295256902.9,71251113.99,537163422,608414536,491081820.5
2016.8.31,578.25,571.69,577.32,24933.77,14338795.45,573.88,direct,37760603.87,167497586.6,205258190.5,39358790.8,216976906.2,256335697,78220963.07,446672760.7,524893729.5,372418421.7
2016.9.1,704.97,569.37,573.88,25872.2,14860164.25,571.99,direct,43046548.86,165270670.5,208317219.4,44501599.91,219789474.1,264291074,88777338.12,452481938.6,541259276.7,420256513.9
2016.9.2,577.6,569.3,571.99,26612.15,15315755.66,575.29,direct,44139326.6,173419617.2,217558943.8,45253715.11,227706507.1,272960222.3,90249648.52,472941628.8,563191277.4,379096895.3
2016.9.3,604.97,572.64,575.29,35699.73,21055514.22,598.84,direct,90753854.67,235619460.6,326373315.3,91996519.53,350752672.6,442749192.1,183597846.6,723443040.2,907040886.7,609807287.5
2016.9.4,615.2,590.78,598.84,30690.03,18646011.82,609.55,direct,47229293.3,307853410.4,355082703.7,48002537.95,407601775.5,455604313.4,95778317.2,838219579.9,933997891,684550226.7
2016.9.5,610.61,598.77,609.55,25286.46,15369832.26,605.76,direct,38562560.45,255694215.8,294256776.2,39439246.61,358226001.4,397665248,78416389.2,738527127,816943516.2,565232245.1
2016.9.6,611.95,603.55,605.76,24324.78,14864563.84,610.44,direct,45987186.08,215707630,261694822.2,46667405.47,326648116.6,373315522.1,93069458.78,675269631.5,768339096.3,505986085.5
2016.9.7,616.48,606.24,610.44,30033.77,18429525.07,613.21,direct,36919614.19,224305914.2,261225522.3,37328649.79,376086371.8,413415021.6,74640601.86,776450077,851090678.9,555011888.4
2016.9.8,629.3,611.25,613.21,36328.29,22710390.64,625.57,direct,38623749.01,323837683.4,362461432.4,39281385.73,484014506.5,523295892.3,78608169.08,994961934.7,1073570104,725018526.9
2016.9.9,627.58,617.32,625.57,28333.32,17710151.19,623.16,direct,30417193.62,236218712.5,266635906.1,30821929.81,362245917.9,393067847.7,61589308.2,746588858.8,808178167,502600518.9
2016.9.10,627.45,621.07,623.16,15279.28,9600113.74,624.52,direct,19893560,243418891.9,263312451.9,20181838.44,386401896.5,406583741.2,40368904.1,800017027.2,840385925.1,507885856.4
2016.9.11,630.77,592.79,624.52,36543.99,22467346.61,605.61,direct,31020997.52,338700328.3,369721325.8,31799551.56,663404337.3,695203888.9,63525636.58,1355019842,1418545478,906037157.1
2016.9.12,610.62,603.03,605.61,27944.86,17058938.65,607.98,direct,27646273.27,247979751.3,275626024.6,28184147.1,470832497.8,499016644.9,56367838.21,962136569.9,1018504408,602605548
2016.9.13,612.03,604.87,607.98,27515.13,16850869.45,608.61,direct,35057220.17,208042282.2,243099502.4,35550492.49,394523094.5,430073580.9,71079665.36,812696871.1,883776530.3,575775880
2016.9.14,612.16,606.39,608.61,24244.49,14878860.18,609.54,direct,16803201.37,202115472.9,218918674.3,17301744.14,402640497.5,419942241.7,34585573.89,820387432.1,854973006,502591147.8
2016.9.15,610.73,605.1,609.54,22687.24,13892193.46,608.11,direct,28257722.37,188574710.3,216832432.7,28517038.72,357779584.7,386296623.4,57220262.48,735374585.8,792594848.3,528241446.8
2016.9.16,610.36,605.15,608.11,21847.03,13353736.94,607.78,direct,31770107.12,165069480.3,196839587.5,32713369.52,334914385.4,367627748.8,65587594.1,681882847.2,747470441.3,424129451.3
2016.9.17,609.61,604.52,607.78,15894.29,9724490.11,607.08,direct,15910990.07,186702554.9,202613538.9,16278662.01,326009342.1,342288004.1,32595315.08,661705228.4,694300543.5,447599513.3
2016.9.18,612.38,605.22,607.08,16329.91,10004923.58,610.7,direct,23960435.87,118097092.7,142057522.5,24527953.27,311530827.5,336058780.8,49294641.38,642461523.8,691756165.2,416832503.3
2016.9.19,612.41,606.99,610.7,21236.53,12981851.28,609.85,direct,21211284.33,82608244.1,103819528.4,21791922.51,245461673.3,267253601.9,43534831.38,508433555,551968386.4,343914344.9
2016.9.20,611.27,605.93,609.85,22607.66,13809380.94,609.24,direct,41384801.99,84541243.43,125926045.4,42612700.84,241804998.2,284417699.1,85104327.41,497042733.2,582147060.7,349763294.9
2016.9.21,608.82,591.69,609.24,36862.36,22059386.51,597.16,direct,34258346.64,524324150,558582496.6,35456380.97,736784021.9,772240396.9,70878060.98,1501899595,1572777656,874048712.4
2016.9.22,599.78,592.83,597.16,22441.49,13463966.31,595.63,direct,32105707.82,375822767,407928474.8,32743401.21,531057769.6,563801170.8,65686666.07,1083269333,1148955993,640351431.2
2016.9.23,603.7,594.11,595.63,25921.89,15567036.24,602.92,direct,15796648.7,189956855.5,205753504.2,17914453.43,364268129.9,382182583.3,34191153.07,750786853.5,784978006.6,454858005.4
2016.9.24,605.92,600.5,602.92,13472.8,8196210.74,602.59,direct,13543879.12,105666108.9,119209988,16151852.49,223968108.3,240119960.8,30142684.67,467258126.3,497400804.9,304513451.3
2016.9.25,604.87,598.35,602.59,13278.03,8038079.81,601.49,direct,12139565.91,360403641.3,372543213.2,13229381.58,490174002.1,503403383.6,25586181.62,997070923.8,1022657099,573000919.4
2016.9.26,608.46,598.17,601.49,27504.57,16700407.53,606.54,direct,21574063.72,518246317.9,539820375.6,22171378.24,734325744.1,756497122.3,44268710.09,1491330158,1535598868,859656778.3
2016.9.27,608.97,601.73,606.54,25546.7,15534315.77,605.47,direct,12825295.62,533187689.6,546012991.3,13540622.1,709946476.2,723487098.3,26859466.58,1446648230,1473507696,851892402.9
2016.9.28,606.9,602.62,605.47,18936.2,11485005.36,604.67,direct,15789626.78,445968354.1,461757980.9,17121134.3,598736022.6,615857156.9,34033917.46,1216642835,1250676753,694069492
2016.9.29,607.23,602.01,604.67,25321.05,15403975.48,604.7,direct,15547121.21,567957140,583504255.2,16494462.37,714741479.8,731235942.2,32770368.02,1450585405,1483355767,834830412.9
2016.9.30,608.78,602.25,604.7,23952.58,14534745.84,608.14,direct,18586078.06,506035227.9,524621306,19447313.77,685825579.4,705272893.1,38757200.06,1392602950,1431360150,813506731.3
2016.10.1,615,607.07,608.14,16932.63,10415543.03,613.41,direct,23563770.97,691545724.1,715109495.1,24361032.22,838426073.9,862787106.1,48448422.23,1694330162,1742778584,955000135.8
2016.10.2,614.21,607.67,613.41,16534.52,10096653.77,610.69,direct,13037987.22,467339646.2,480377627.3,13599492.25,566920895,580520387.3,27032101.25,1148585514,1175617609,642614699.1
2016.10.3,613.2,608.47,610.69,21946.12,13462741.8,611.6,direct,13589476.78,367576755.8,381166232.6,14288498.88,484741634.4,499030133.3,28455907.08,987348948.9,1015804856,540040690
2016.10.4,612.68,606.5,611.6,24993.32,15300692.52,608.96,direct,16671254.34,375750748,392421996.2,17198193.51,498044531,515242718.5,34278352.31,1015267045,1049545392,576726523.2
2016.10.5,613.65,607.98,608.96,23401.3,14360536.88,611.82,direct,30587530.98,404905865.5,435493402.6,31203780.56,536205686.3,567409466.8,62207948.72,1096384799,1158592748,642331487.9
2016.10.6,612.68,608.54,611.82,21625.57,13276337.45,610.97,direct,24541986.72,339091417.1,363633403.8,25471791.42,466935655.4,492407440.7,50641403.18,963671849.1,1014313252,552174175.7
2016.10.7,619.43,609.12,610.97,32725.06,20167399.2,616.03,direct,17473573.9,442109435,459583008.9,18206132.14,617526460.1,635732586.1,36247291.44,1261779690,1298026981,700665758
2016.10.8,619.56,614.88,616.03,13620.86,8467434,617.65,direct,13849664.77,307345499.7,321195158.3,14462700.93,458205913.1,472668614,28746616.89,935457558.1,964204168.8,541587940.5
2016.10.9,618.35,613.01,617.65,13430.26,8320759.4,615.77,direct,12885707.7,354893910.1,367779611.7,13575443.99,496495006.2,510070450.2,26953552.17,1011050990,1038004542,581701711.9
2016.10.10,618.81,612.76,615.77,25230.93,15597892.34,617.29,direct,26459456.83,509892459.9,536351916.7,27159451.35,728957841.3,756117292.6,54426014.85,1477585523,1532011538,843254516.9
2016.10.11,642.35,615.6,617.29,55765.89,35367127.91,640.45,direct,30280533.64,973456588.7,1003737122,31175299.93,1432332917,1463508217,62200299.06,2904035960,2966236265,1593375991
2016.10.12,642.51,632.19,640.45,26952.73,17240000.95,635.99,direct,16161415.37,892689683,908851104.7,16778739.06,1402468924,1419247663,33491239.76,2832165928,2865657168,1498553027
2016.10.13,639.52,632.25,635.99,25614.65,16387361.92,635.6,direct,16595395.24,830288277.9,846883673.2,17390378.29,1239217689,1256608067,34670219.39,2503827432,2538497651,1421567451
2016.10.14,640.46,630.66,635.6,31421.75,20114873.61,637.92,direct,11570688.65,576089457.3,587660145.9,12316149.2,1057910267,1070226410,24534415.96,2144077469,2168611885,1187999239
2016.10.15,641.4,635.06,637.92,12381.25,7970927.57,637.03,direct,9842661.35,618809483.2,628652144.6,10390379.74,1036354816,1046745196,20672063.05,2101253698,2121925761,1153679288
2016.10.16,642.18,636.39,637.03,12886.16,8306925.43,640.12,direct,9948072.91,499646811.8,509594884.7,10913943.58,902702152.9,913616102.9,21787783.64,1832801749,1854589533,1008244774
2016.10.17,641.29,634.89,640.12,27691.09,17742610.19,637.37,direct,16705123.52,440900818.6,457605942.1,17344711.57,803581857.2,820926575.1,34504566.71,1626121807,1660626374,940719565.5
2016.10.18,639.34,632.23,637.37,24598.13,15725013.13,635.34,direct,21837137.72,767866949.3,789704087,23091419.59,1196652877,1219744297,45789366.77,2411288024,2457077390,1340398025
2016.10.19,637.27,624.09,635.34,35289.02,22379197.69,629.06,direct,14345587.49,590200894.2,604546481.7,16130394.26,1097990890,1114121278,32159063.23,2221050550,2253209614,1208892425
2016.10.20,630.83,625.48,629.06,20943.99,13252110.98,628.34,direct,14046798.32,716174090.3,730220888.6,14922270.72,1120024941,1134947212,29889461.48,2263293995,2293183456,1194340158
2016.10.21,633.26,627.58,628.34,28087.96,17836383.25,630.45,direct,9702726.37,490011248,499713968.1,11294385.66,779416130.4,790710522.4,22535403.73,1575059521,1597594924,879935355.8
2016.10.22,659.89,629.72,630.45,37097.19,24154228.12,655.48,direct,11747460.12,1127076786,1138824246,14264975.27,1921391573,1935656542,28459361.89,3872889363,3901348725,2150085995
2016.10.23,661.2,648.78,655.48,21907.32,14418212.04,653.03,direct,6526192.44,1320074605,1326600797,8100184.12,2040502865,2048603049,16017885.54,4123754249,4139772134,2222572069
2016.10.24,654.32,645.68,653.03,33243.05,21726106.55,650.49,direct,6664888.02,1201765060,1208429942,7691439.29,1843613216,1851304655,15306725.72,3718508457,3733815182,1980783441
2016.10.25,662.54,647.65,650.49,36742.93,24179462.12,651,direct,19508093.85,935112740.1,954620834,21100055.76,1712455917,1733555966,42117349.89,3501187394,3543304744,1855267251
2016.10.26,678.39,651.39,651,47670.4,31949607.32,674.67,direct,12722002.56,1410383507,1423105510,13990395.66,2522580369,2536570765,27913958.5,5083820415,5111734374,2710121513
2016.10.27,687.88,672.26,674.67,46557.39,31862181.34,682.3,direct,17057206.61,1507251941,1524309147,18337917.83,2783333750,2801671668,36593297.82,5604747243,5641340541,3012393814
2016.10.28,688.43,678.63,682.3,38968.34,26829414,686.24,direct,19959153.15,1416242300,1436201453,21517178.72,3164239759,3185756938,42852545.02,6355820727,6398673265,3337397552
2016.10.29,720.19,685.22,686.24,54028.31,38351348.64,714.95,direct,42692888.92,1735773019,1778465915,45654855.28,4095699998,4141354853,91106772,8241382564,8332489344,4384171362
2016.10.30,714.91,689.51,714.95,39328.5,27793236.64,697.27,direct,23038100.63,1589907844,1612945945,24181198.09,3366088817,3390270015,48245359.41,6773652767,6821898119,3560987859
2016.10.31,707.21,682.17,697.27,38046.55,26687188.09,698.67,direct,19485053.92,1781985977,1801471031,20591935.84,4208185051,4228776980,40935829.86,8463810109,8504745939,4353231584
2016.11.1,734.36,695.2,698.67,68064.91,49453950.69,726.76,direct,28598914.45,1497970437,1526569344,30174072.27,3762432210,3792606283,60261492.95,7587623802,7647885295,4011559041
2016.11.2,735.78,718.14,726.76,39043.27,28452232.03,733.51,direct,14469570.34,1766479374,1780948945,15780338.04,2340502750,2356283081,31453899.04,4722446336,4753900227,2481532855
2016.11.3,744.43,670.4,733.51,96409.44,69067917.54,684.87,direct,22334548.97,2505093947,2527428496,24803772.42,5926806259,5951610032,49405069.88,11921135098,11970540168,6280095093
2016.11.4,706.64,681.27,684.87,48235.17,33762721.43,702.08,direct,14103179.44,1120451943,1134555123,15734406.15,4110068868,4125803274,31367754.91,8267779621,8299147376,4313337653
2016.11.5,706.38,694.03,702.08,22018.95,15554565.72,702.11,direct,10114049.01,685389060.8,695503109.8,11655650.88,1491352342,1503007993,23074831.11,3009007804,3032082642,1593730624
2016.11.6,714.13,697.63,702.11,25809.88,18363567.63,709.91,direct,9060829.8,718815515.7,727876345.5,9829435.16,1501297350,1511126786,19417706.79,3034635701,3054053414,1652505646
2016.11.7,711.66,698.35,709.91,30743.71,21797370.12,705.4,direct,12774208.52,835065619.3,847839827.8,14535655.8,1861243434,1875779089,28708827.71,3755392444,3784101272,1976488744
2016.11.8,714.63,700.96,705.4,39732.33,28262235.71,710.9,direct,18782703.12,787900209.3,806682912.5,19989626.48,1982735069,2002724703,39706395.33,3998584785,4038291187,2081530385
2016.11.9,741.23,707.13,710.9,70698.2,51548567.54,721.42,direct,27384006.64,1039547716,1066931722,28879640.16,2575248169,2604127810,57354477.12,5202146685,5259501162,2724999624
2016.11.10,723.02,707.31,721.42,33327.52,23931322.76,714.57,direct,9672055.09,970624054.7,980296102.6,10851352.83,2164234994,2175086354,21516645.93,4363573218,4385089857,2289396546
2016.11.11,719.79,711.67,714.57,25583.38,18386841.21,714.97,direct,11363575.89,1313410815,1324774391,12232736.32,2143294046,2155526783,24240071.19,4318300523,4342540587,2240419818
2016.11.12,717.37,701.08,714.97,27601.81,19677656.63,704.27,direct,17160982.3,1719000661,1736161643,18366326.32,4074945455,4093311781,36473622.14,8180041906,8216515528,4224293627
2016.11.13,705.61,685.01,704.27,36136.74,25249834.8,701.97,direct,17638680.98,865279593,882918274,18726369.45,2240882721,2259609090,37118025.57,4522959126,4560077152,2579231819
2016.11.14,708.03,696.11,701.97,37752.31,26613445.03,704.56,direct,11295259.32,1798172853,1809468113,12114253.96,3421581889,3433696143,24010862.29,6881150898,6905161760,3557500637
2016.11.15,716.93,697.91,704.56,41401.17,29562740.26,711.1,direct,12358029.13,2272835740,2285193776,13087404.4,4137443341,4150530745,25992816.97,8318501296,8344494113,4387033610
2016.11.16,745.98,708.14,711.1,79569.14,58304902.39,740.28,direct,21747457.26,2371720242,2393467699,22835683.66,5486769187,5509604871,45328521.45,11044347844,11089676373,5761405598
2016.11.17,751.91,730.08,740.28,62772.48,46942756.4,737.53,direct,12070932.25,1349672451,1361743391,13051080.12,3008137311,3021188391,25998751.16,6079309592,6105308343,3274968002
2016.11.18,751.43,730.95,737.53,39708.18,29666065.54,746.96,direct,15629898.97,1084259259,1099889158,16226376.41,2426189213,2442415589,32390314.44,4891243860,4923634175,2650810401
2016.11.19,755.34,737.44,746.96,25625.82,19276573.28,747.89,direct,10864276.44,961856258.3,972720534.7,11432059.57,1929833862,1941265929,22744232.37,3896169041,3918913266,2185125784
2016.11.20,752.26,712.77,747.89,47423.27,34876785.19,728.51,direct,10344885.71,1106577171,1116922056,10840323.51,2747382592,2758222915,21637388.09,5555072182,5576709570,3103788283
2016.11.21,744.33,726.55,728.51,32508.2,24010681.87,736.19,direct,5699089.73,931954147.9,937653245,6189156.69,1993100564,1999289720,12252748.82,4026060103,4038312852,2115100851
2016.11.22,754.01,730.62,736.19,44441.44,33225195.21,749.34,direct,20799235.55,1000634946,1021434174,21727083.33,2025292833,2047019916,43290915.44,4094777332,4138068248,2213221055
2016.11.23,750.93,731.34,749.34,37869.33,28258203.98,741.07,direct,10804000.24,1046769090,1057573090,11888897.08,2403358455,2415247352,23721554.36,4878113365,4901834920,2528617975
2016.11.24,744.24,726.19,741.07,37239.41,27531777.52,735.31,direct,22430844.79,1043256821,1065687665,23551199.87,2511583683,2535134890,47005191.76,5073639375,5120644567,2674903152
2016.11.25,741.25,728.97,735.31,28846.87,21299510.69,740.39,direct,12644069.46,692460653.4,705104722.9,13914104.85,1442390297,1456304410,27755266.47,2916532234,2944287501,1569351782
2016.11.26,740.96,725.62,740.39,22578.17,16682481.58,734.14,direct,6464778.11,663592508.4,670057286.5,7208344.47,1203856662,1211065006,14317822.3,2438728485,2453046307,1392207973
2016.11.27,738.29,727.11,734.14,21354.15,15735824.63,729.42,direct,10018342.99,627418286.5,637436636.8,10813454.56,1525770266,1536583721,21567454.09,3073387194,3094954641,1630398643
2016.11.28,738.1,727.74,729.42,34117.31,25153838.93,733.3,direct,8335905.08,617183668.3,625519573.3,9087772.23,1400168696,1409256468,18019681.55,2825554376,2843574057,1492943773
2016.11.29,737.04,727.78,733.3,32567.83,24030304.1,732.56,direct,16662787.78,520773131.3,537435919.1,17441850.69,895065118.1,912506968.8,34785809.39,1807942389,1842728198,992393164.2
2016.11.30,745.39,730.57,732.56,39277.45,29210351.41,742.49,direct,21291851.14,2328938282,2350230126,22013707.34,3375085947,3397099647,43935858.24,6777242226,6821178084,3468588745
2016.12.1,755.48,741.08,742.49,54029.19,40690942.17,752.63,direct,12197136.83,2512386483,2524583620,12785460.18,3974050759,3986836220,25463497.47,7983879080,8009342570,4071188348
2016.12.2,779.02,752.25,752.63,63217.85,48893613.64,770.94,direct,23069161.41,1337660199,1360729360,23770755.36,2921519393,2945290148,47639751.61,5897923616,5945563367,3140247838
2016.12.3,772.32,755.81,770.94,38445.54,30234128.1,764.24,direct,13374612.69,697504866.6,710879471.6,14872003.41,1654808391,1669680386,29338799.12,3352443942,3381782741,1730055140
2016.12.4,769.23,758.8,764.24,19163.97,14755120.48,766.39,direct,10384944.7,1058023337,1068408281,11328194.52,2187231391,2198559585,22647085.07,4402043686,4424690771,2298145306
2016.12.5,769.18,746.01,766.39,51164.97,39082688.28,754.34,direct,19423930.63,891341088.5,910765011.6,20686839.12,1921754849,1942441688,41295287.22,3874857308,3916152595,2334931858
2016.12.6,762.48,750.91,754.34,33430.33,25497771.6,758.21,direct,46289994.29,896794569.9,943084564.2,52441746.29,2006314031,2058755777,104745301.2,4047178388,4151923689,2338855740
2016.12.7,769.02,754.27,758.21,34864.8,26755412.58,765.56,direct,22149204.89,685798026.1,707947231,24709972.46,1513542520,1538252493,49114364,3063000668,3112115032,1727685392
2016.12.8,773.41,761.17,765.56,28780.25,22208497.22,768.49,direct,16113836.65,690122832.6,706236669.3,16609251.41,1562243294,1578852553,33323048.2,3160609353,3193932394,1845618064
2016.12.9,773.48,765.03,768.49,24176.98,18722048.47,770.48,direct,13467836.3,1744198062,1757665898,14185808.09,2909815309,2924001117,28052922.54,5857381441,5885434364,3060328161
2016.12.10,776.96,769.19,770.48,18017.98,14049110.07,774,direct,8958585.6,1886538173,1895496766,9583675.74,4802327629,4811911305,18994107.06,9638989503,9657983610,4919664326
2016.12.11,774.16,763,774,17140.02,13269086.38,767.91,direct,8589741.43,1653245211,1661834945,9097944.27,3870912665,3880010602,18089863.21,7779919234,7798009105,3981636909
2016.12.12,781.26,767.86,767.91,28759.72,22442991.37,778.47,direct,10347259.76,2058589719,2068936979,11044317.37,4644909397,4655953714,21894546.6,9327932404,9349826951,4766206194
2016.12.13,790.33,767.77,778.47,33108.65,25894856.06,778.74,direct,9218934.38,716649588,725868522.4,9770196.64,1455174901,1464945098,19382846.39,2956406870,2975789716,1619711769
2016.12.14,780.77,771.01,778.74,24782.47,19326375.41,776.5,direct,12105937.84,645998156.5,658104086.5,12595746.27,1336501480,1349097227,25101371.95,2714710725,2739812097,1492345116
2016.12.15,780.27,773.12,776.5,26224.24,20452116.66,775.21,direct,13834405.41,533148297.6,546982703,14504861.28,1189832363,1204337224,28888092.12,2419276120,2448164212,1354309188
2016.12.16,783.94,773.31,775.21,27607.57,21650384.64,782.05,direct,7600306,578768967.2,586369273.2,8260645.56,1549979290,1558239927,16366163.68,3141040721,3157406885,1670199089
2016.12.17,791.57,779.36,782.05,23581.31,18648778.51,787.17,direct,9234889.52,596333393.5,605568283,9737403.1,1525800610,1535538013,19400694.15,3090117158,3109517852,1725414178
2016.12.18,791.26,783.8,787.17,14532.68,11525747.48,789.01,direct,9182324.8,537021461.9,546203786.7,9861970.12,1336421919,1346283889,19410577.03,2705722358,2725132935,1466267937
2016.12.19,793.73,786.31,789.01,25460.54,20238681.94,789.79,direct,11676563.38,467624170.6,479300734,12237645.99,1060053066,1072290720,24217583.5,2153889438,2178107022,1162148943
2016.12.20,800.02,787.12,789.79,34480.19,27406319.09,799.1,direct,13206621.82,691665216.3,704871838.1,13716479.58,1678709373,1692425861,27230171.56,3393911565,3421141737,1776427021
2016.12.21,833.13,795.98,799.1,65293.55,53411082.07,829.21,direct,18438222.35,2261779523,2280217737,19332956.52,5066816625,5086149582,38375988.06,10187579936,10225955933,5268469585
2016.12.22,874.68,828.87,829.21,70557.59,60511618.45,860.15,direct,25818546.25,2105294298,2131112844,27231454.44,5958717390,5985948853,53766419.63,12005412504,12059178932,6241841998
2016.12.23,920.26,858.04,860.15,102224.08,91802931.23,917.17,direct,31366443.58,1529058489,1560424932,33290262.68,4479105646,4512395909,66204559.04,9068592757,9134797317,5172085840
2016.12.24,920.49,880.79,917.17,46030.07,41576781.41,891.07,direct,12932437.52,1431282364,1444214801,14277846.29,3842641830,3856919676,28310372.09,7769443875,7797754247,4749809437
2016.12.25,895.24,851.42,891.07,42483.29,37173377.51,891.07,direct,12747807.81,1293498553,1306246361,13769945.3,3365537164,3379307118,27306501.54,6818727494,6846034004,3977127229
2016.12.26,909.32,885.88,891.07,38787.58,35002753.4,898.38,direct,8722820.61,1623283145,1632005966,9401744.34,4072365865,4081767610,18608585.15,8236918437,8255527022,4594724981
2016.12.27,937.91,893.38,898.38,49691.61,45966615.06,925.78,direct,21548520.08,1513291421,1534839951,22261972.44,3890899883,3913161864,44348000.39,7883046390,7927394381,4432549885
2016.12.28,974.51,925.49,925.78,77285.8,73811803.99,972.17,direct,32424387.42,1447529408,1479953796,33632211.43,3828629215,3862261426,67124362.32,7776496178,7843620541,4435350012
2016.12.29,982.57,949.23,972.17,61124.62,59226667.89,971.08,direct,35807817.56,1249347713,1285155530,37073047.4,3214821139,3251894187,73829085.73,6539417677,6613246763,3700012327
2016.12.30,971.59,927.4,971.08,70839.81,67449149.3,959.04,direct,21604380.39,1381409464,1403013844,22507776.89,3607278487,3629786264,44852967.73,7350319165,7395172132,4188342390
2016.12.31,965.47,942.4,959.04,27559.31,26379401.89,963.38,direct,13515951.65,1183281446,1196797398,14127129.56,2670734598,2684861728,28032132.59,5432602911,5460635044,3101921097
2017.1.1,1001.61,956.1,963.38,41148.52,40570922.99,995.44,direct,17056376.63,1244583491,1261639868,17814075.7,2847276314,2865090389,35442402.29,5805499084,5840941486,3282593295
2017.1.2,1031.68,990.2,995.44,64951.63,66038073.34,1017.05,direct,27200483.55,1461027230,1488227714,28261124.32,3563382778,3591643902,56297389.05,7214666736,7270964115,4175227212
2017.1.3,1035.47,1006.53,1017.05,54788.01,56085870.7,1033.3,direct,41417598.57,1491356042,1532773640,42553350.27,3558996688,3601550049,84973745.82,7240049965,7325023711,4125613511
2017.1.4,1148.54,1022.32,1033.3,156272.17,170584623,1135.41,direct,47013740.2,2261873128,2308886880,49633539.82,6533318362,6582951901,99095575.96,13331877832,13430973408,7213253440
