Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-10-08 00:00:00-04:00,22.38355317935184,22.5327262878418,22.38355317935184,22.5327262878418,2000,0.0,0.0,0.0
2015-10-09 00:00:00-04:00,22.525267373357853,22.525267373357853,22.42084463932449,22.49543190002441,4300,0.0,0.0,0.0
2015-10-12 00:00:00-04:00,22.68935855995029,22.68935855995029,22.57747837848568,22.637147903442383,2300,0.0,0.0,0.0
2015-10-13 00:00:00-04:00,22.49543190002441,22.49543190002441,22.49543190002441,22.49543190002441,500,0.0,0.0,0.0
2015-10-14 00:00:00-04:00,22.49543190002441,22.49543190002441,22.49543190002441,22.49543190002441,0,0.0,0.0,0.0
2015-10-15 00:00:00-04:00,22.39847633442677,22.42831039428711,22.39847633442677,22.42831039428711,2500,0.0,0.0,0.0
2015-10-16 00:00:00-04:00,22.82063647311813,22.868371533211143,22.82063647311813,22.85494613647461,400,0.0,0.0,0.0
2015-10-19 00:00:00-04:00,22.898201244033363,23.12942046163223,22.898201244033363,23.12196159362793,2000,0.0,0.0,0.0
2015-10-20 00:00:00-04:00,23.390483276289544,23.390483276289544,23.114510754801607,23.144346237182617,3200,0.0,0.0,0.0
2015-10-21 00:00:00-04:00,23.162992477416992,23.162992477416992,23.162992477416992,23.162992477416992,400,0.0,0.0,0.0
2015-10-22 00:00:00-04:00,23.25623231400728,23.467312856795765,23.25399451000112,23.45612525939941,2200,0.0,0.0,0.0
2015-10-23 00:00:00-04:00,23.161495327457303,23.17417526245117,23.07721281104572,23.17417526245117,3500,0.0,0.0,0.0
2015-10-26 00:00:00-04:00,23.14285574895729,23.21147651035325,23.14285574895729,23.20401763916016,600,0.0,0.0,0.0
2015-10-27 00:00:00-04:00,23.16671913486653,23.21147235401141,23.121967338355606,23.209980010986328,3400,0.0,0.0,0.0
2015-10-28 00:00:00-04:00,23.30097991183909,23.368108329344764,23.12569999694824,23.12569999694824,3200,0.0,0.0,0.0
2015-10-29 00:00:00-04:00,23.144348944927007,23.23086929321289,23.129431201991217,23.23086929321289,3900,0.0,0.0,0.0
2015-10-30 00:00:00-04:00,23.084672927856445,23.084672927856445,23.084672927856445,23.084672927856445,200,0.0,0.0,0.0
2015-11-02 00:00:00-05:00,23.084672927856445,23.084672927856445,23.084672927856445,23.084672927856445,100,0.0,0.0,0.0
2015-11-03 00:00:00-05:00,23.56948786604463,23.56948786604463,23.360643793047547,23.383020401000977,500,0.0,0.0,0.0
2015-11-04 00:00:00-05:00,23.509818330149443,23.509818330149443,23.286056518554688,23.286056518554688,1900,0.0,0.0,0.0
2015-11-05 00:00:00-05:00,23.33080715686005,23.33080715686005,23.0846701871428,23.19655036926269,23800,0.0,0.0,0.0
2015-11-06 00:00:00-05:00,22.659534848368192,22.659534848368192,22.33881187438965,22.33881187438965,9000,0.0,0.0,0.0
2015-11-09 00:00:00-05:00,22.420846671202,22.453665410316223,22.077747232576257,22.159791946411133,45500,0.0,0.0,0.0
2015-11-10 00:00:00-05:00,22.458149012355683,22.458149012355683,22.264222616968382,22.39847946166992,27200,0.0,0.0,0.0
2015-11-11 00:00:00-05:00,22.45441255263419,22.570022896989016,22.3686376865518,22.476043701171875,27100,0.0,0.0,0.0
2015-11-12 00:00:00-05:00,22.27168344613882,22.435774369288385,22.27168344613882,22.33881187438965,63900,0.0,0.0,0.0
2015-11-13 00:00:00-05:00,22.24183893139526,22.2791332778646,22.044929334465472,22.04791259765625,47700,0.0,0.0,0.0
2015-11-16 00:00:00-05:00,22.02553939819336,22.0926678052565,22.02553939819336,22.02553939819336,4200,0.0,0.0,0.0
2015-11-17 00:00:00-05:00,22.3760940463438,22.510350838243266,22.323883387857062,22.368635177612305,25700,0.0,0.0,0.0
2015-11-18 00:00:00-05:00,22.1075845999684,22.6334228515625,19.91472799733097,22.6334228515625,28600,0.0,0.0,0.0
2015-11-19 00:00:00-05:00,22.68190343323881,22.786324763480565,22.68190343323881,22.75649070739746,3500,0.0,0.0,0.0
2015-11-20 00:00:00-05:00,22.905660673837343,22.950413885740343,22.905660673837343,22.942955017089844,600,0.0,0.0,0.0
2015-11-23 00:00:00-05:00,23.09959647902769,23.1309228866469,23.06230354309082,23.06230354309082,2400,0.0,0.0,0.0
2015-11-24 00:00:00-05:00,23.13688419361231,23.13688419361231,22.71173858642578,22.71173858642578,2500,0.0,0.0,0.0
2015-11-25 00:00:00-05:00,22.71173858642578,22.71173858642578,22.71173858642578,22.71173858642578,0,0.0,0.0,0.0
2015-11-27 00:00:00-05:00,22.88329124450684,22.88329124450684,22.88329124450684,22.88329124450684,0,0.0,0.0,0.0
2015-11-30 00:00:00-05:00,23.121968587239586,23.121968587239586,22.914616830957435,22.93550109863281,1600,0.0,0.0,0.0
2015-12-01 00:00:00-05:00,23.107046889043925,23.31514549255371,23.107046889043925,23.31514549255371,5600,0.0,0.0,0.0
2015-12-02 00:00:00-05:00,23.20400748689321,23.286052188852462,22.838531494140625,22.838531494140625,4400,0.0,0.0,0.0
2015-12-03 00:00:00-05:00,22.65206227024577,22.65206227024577,22.383548736572266,22.383548736572266,800,0.0,0.0,0.0
2015-12-04 00:00:00-05:00,22.607310856221435,22.99516345276305,22.607310856221435,22.838531494140625,4400,0.0,0.0,0.0
2015-12-07 00:00:00-05:00,22.838531494140625,22.838531494140625,22.838531494140625,22.838531494140625,0,0.0,0.0,0.0
2015-12-08 00:00:00-05:00,22.58493481447911,22.94295192565997,22.316421269776693,22.913116455078125,4600,0.0,0.0,0.0
2015-12-09 00:00:00-05:00,22.75648949287244,22.78632354736328,22.75648949287244,22.78632354736328,600,0.0,0.0,0.0
2015-12-10 00:00:00-05:00,22.599857330322266,22.599857330322266,22.599857330322266,22.599857330322266,700,0.0,0.0,0.0
2015-12-11 00:00:00-05:00,22.510358922822387,22.510358922822387,22.47903251647949,22.47903251647949,300,0.0,0.0,0.0
2015-12-14 00:00:00-05:00,22.45068200817024,22.57747993527557,22.443223139207127,22.54839134216309,600,0.0,0.0,0.0
2015-12-15 00:00:00-05:00,22.91535777487208,22.96533205350377,22.808698654174805,22.808698654174805,4100,0.0,0.0,0.0
2015-12-16 00:00:00-05:00,23.01755117199985,23.218935012817383,23.01755117199985,23.218935012817383,1600,0.0,0.0,0.0
2015-12-17 00:00:00-05:00,23.465065600721235,23.465065600721235,23.16522701472959,23.18909454345703,2400,0.0,0.0,0.0
2015-12-18 00:00:00-05:00,23.04806991467761,23.068431389025243,22.88744354248047,22.88744354248047,1400,0.34,0.0,0.0
2015-12-21 00:00:00-05:00,22.967384095068127,22.967384095068127,22.925153732299805,22.925153732299805,500,0.0,0.0,0.0
2015-12-22 00:00:00-05:00,23.136302947998047,23.136302947998047,23.136302947998047,23.136302947998047,200,0.0,0.0,0.0
2015-12-23 00:00:00-05:00,23.189092763883657,23.36253929138184,23.189092763883657,23.36253929138184,4500,0.0,0.0,0.0
2015-12-24 00:00:00-05:00,23.269034565191824,23.385168075561523,23.269034565191824,23.385168075561523,300,0.0,0.0,0.0
2015-12-28 00:00:00-05:00,23.400254884616967,23.400254884616967,23.3173015406682,23.32258033752441,2100,0.0,0.0,0.0
