Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-12-22 00:00:00-05:00,11.858974501144056,11.88572406768799,11.841141456781433,11.885724067687988,1900,0.0,0.0,0.0
1998-12-23 00:00:00-05:00,11.965982158182282,12.064063979150989,11.965982158182282,12.010564804077148,700,0.0,0.0,0.0
1998-12-24 00:00:00-05:00,12.15322416441188,12.286972045898438,12.099725011817258,12.286972045898438,1500,0.0,0.0,0.0
1998-12-28 00:00:00-05:00,12.269141737573491,12.269141737573491,12.162143408466749,12.179976463317873,2500,0.0,0.0,0.0
1998-12-29 00:00:00-05:00,12.402880668640137,12.402880668640137,12.402880668640137,12.402880668640137,100,0.0,0.0,0.0
1998-12-30 00:00:00-05:00,12.393965676437633,12.393965676437633,12.367216110229492,12.367216110229492,800,0.0,0.0,0.0
1998-12-31 00:00:00-05:00,12.474214929728872,12.554463631921552,12.474214929728872,12.509881019592283,3300,0.0,0.0,0.0
1999-01-04 00:00:00-05:00,12.51880051253678,12.69713100416836,12.35830307006836,12.35830307006836,13000,0.0,0.0,0.0
1999-01-05 00:00:00-05:00,12.474214859411749,12.723877487048297,12.474214859411749,12.66146183013916,4400,0.0,0.0,0.0
1999-01-06 00:00:00-05:00,12.741712149121769,12.884376525878904,12.67929648429052,12.884376525878906,12900,0.0,0.0,0.0
1999-01-07 00:00:00-05:00,12.821964857136024,13.3480399103843,12.741716120199843,12.786298751831056,86200,0.0,0.0,0.0
1999-01-08 00:00:00-05:00,12.902212551937502,13.223207473754885,12.902212551937502,13.223207473754885,25200,0.0,0.0,0.0
1999-01-11 00:00:00-05:00,13.23212212861627,13.249955177307127,13.125123836471126,13.249955177307127,14200,0.0,0.0,0.0
1999-01-12 00:00:00-05:00,13.134038256018204,13.196453916433768,12.88437561435594,12.911125183105469,5100,0.0,0.0,0.0
1999-01-13 00:00:00-05:00,12.5277155132617,12.768461647680253,12.5277155132617,12.625797271728516,5500,0.0,0.0,0.0
1999-01-14 00:00:00-05:00,12.66146206307685,12.679295108236117,12.304801159891587,12.411799430847168,127300,0.0,0.0,0.0
