Date,open,high,low,close,volume
2018-12-13,3430.2,3441.13,3221.14,3262.73,11715.01908
2018-12-14,3263.55,3294.81,3135.55,3195.75,14437.50527
2018-12-15,3194.04,3230,3122.28,3179.54,5814.868532
2018-12-16,3180.84,3259.43,3178.23,3193.78,6033.507146
2018-12-17,3191.41,3590,3181.26,3496.73,16389.79445
2018-12-18,3499.37,3684,3422.77,3667.16,13792.36428
2018-12-19,3667.16,3924.01,3642.69,3684.5,21125.61438
2018-12-20,3684.03,4172.07,3656.75,4073.77,25986.85292
2018-12-21,4073.58,4162,3770,3841.08,16967.23461
2018-12-22,3842.59,4010.16,3780.09,3980.9,7697.598152
2018-12-23,3977.65,4051,3900,3943.83,4609.892617
2018-12-24,3947.82,4236.84,3944.84,4036,12017.91713
2018-12-25,4034.54,4049.23,3674.73,3779.99,11801.43442
2018-12-26,3780,3863.34,3678.8,3810.01,10064.18282
2018-12-27,3810.01,3841.17,3566,3591.69,11850.01238
2018-12-28,3590.26,3970,3575,3884.97,13055.71841
2018-12-29,3884.66,3961.85,3702.51,3725.48,6901.382332
2018-12-30,3728.96,3870,3688.76,3835.79,5736.453708
2018-12-31,3831.03,3842.89,3630,3693.3,6667.163737
2019-01-01,3693.85,3845.46,3629.66,3823.44,5149.606277
2019-01-02,3825.41,3918.67,3770,3885.87,5534.469515
2019-01-03,3890.27,3893.4,3760,3787.81,4803.246109
2019-01-04,3785.64,3850.33,3732.38,3817.71,7452.058944
2019-01-05,3822,3887.09,3780,3791.84,3656.375314
2019-01-06,3795.38,4090,3753,4040.71,5400.714864
2019-01-07,4040.71,4070,3964.01,4005.45,7445.096004
2019-01-08,4005,4112,3934.73,3994.9,11819.98677
2019-01-09,3994.75,4060,3948.44,4002.13,7390.133992
2019-01-10,4003.09,4036.22,3503.44,3627.51,16118.42088
2019-01-11,3627.65,3704.6,3569.85,3632.02,10571.08164
2019-01-12,3631,3650.35,3557.09,3617.13,3184.352194
2019-01-13,3617.75,3654.02,3476,3515.95,5908.522805
2019-01-14,3517.03,3714,3506,3664.28,9925.990722
2019-01-15,3664.28,3687.02,3534.68,3576.93,8059.817378
2019-01-16,3576.92,3669,3570.48,3605.91,7675.066064
2019-01-17,3609.5,3660,3534.25,3638.01,7499.52553
2019-01-18,3638.01,3641.9,3577,3609.21,5023.510291
2019-01-19,3609.29,3774,3602.6,3681,4080.883464
2019-01-20,3680,3703.27,3470,3536.72,5591.015834
2019-01-21,3537.42,3573.29,3485.58,3531.51,5821.899831
2019-01-22,3531.51,3615.8,3401.36,3576.81,6877.063676
2019-01-23,3574.44,3620.23,3518,3552.32,6170.842672
2019-01-24,3553.2,3598,3524,3570.73,4488.014638
2019-01-25,3570.67,3578.79,3511,3560,4961.795123
2019-01-26,3560.94,3657.89,3536.51,3555.56,2697.883879
2019-01-27,3555.31,3564.12,3456,3533.23,3852.659641
2019-01-28,3532.23,3536.77,3357.3,3429.5,10345.10091
2019-01-29,3431.43,3438.76,3322.19,3390.5,7284.386863
2019-01-30,3391.25,3465.05,3372.34,3437.35,5704.023402
2019-01-31,3438,3474.2,3392.6,3413.11,5951.81817
2019-02-01,3413.69,3460,3364.53,3434.83,6659.847525
2019-02-02,3434.83,3485,3406.38,3462.82,3051.958608
2019-02-03,3470.5,3476.33,3384.67,3414.82,2813.892224
2019-02-04,3413.75,3439.46,3394.85,3410.87,3244.084979
2019-02-05,3409.81,3435,3396,3431.39,4045.625302
2019-02-06,3431.81,3445.6,3328.7,3364.62,6137.406398
2019-02-07,3364,3383.29,3350,3359.33,4293.555814
2019-02-08,3358.39,3711.04,3337.91,3622.94,14388.64754
2019-02-09,3626.12,3639.74,3589.52,3622.62,4054.504617
2019-02-10,3622.74,3662.43,3576.16,3650.37,4155.505683
2019-02-11,3651.32,3652.56,3578.7,3588.7,7931.408874
2019-02-12,3588.99,3619.93,3548.28,3585.94,10074.81671
2019-02-13,3585.7,3629.81,3541,3574.93,7992.743211
2019-02-14,3575.01,3590.74,3531.01,3560.46,5910.243129
2019-02-15,3560.45,3620.53,3544.88,3566.29,6234.768057
2019-02-16,3566.29,3609,3561.96,3579.92,3442.476304
2019-02-17,3580.43,3663.34,3553.98,3625.6,5012.461275
2019-02-18,3625.6,3916.47,3614.82,3869.8,15567.08485
2019-02-19,3870.97,4000,3840.08,3888.46,12525.13651
2019-02-20,3889.92,3967.52,3861.49,3936.53,9854.354939
2019-02-21,3936.8,3989.99,3866.25,3900.4,8055.798928
2019-02-22,3900.64,3957,3882.59,3939.82,6593.859934
2019-02-23,3939.83,4157.87,3905.63,4113.53,7966.317211
2019-02-24,4113.56,4190,3714.42,3730.68,13737.01399
2019-02-25,3733.78,3861.81,3732.6,3820.71,8835.362249
2019-02-26,3817.93,3830,3760.09,3795.06,6543.164537
2019-02-27,3794.42,3822.85,3658.19,3798.47,7602.299845
2019-02-28,3796.49,3897.62,3755,3791.36,6747.880272
2019-03-01,3791.02,3845.3,3789.5,3807.05,4761.410159
2019-03-02,3805,3818.75,3760,3810.46,3259.743125
2019-03-03,3810.47,3822.39,3756,3789.52,2508.086491
2019-03-04,3789.7,3806.9,3670,3698.66,7293.719628
2019-03-05,3698.65,3877.1,3690,3844.07,7280.823976
2019-03-06,3844.07,3895.12,3808.8,3851.55,6402.675075
2019-03-07,3851.26,3891.04,3826.13,3856.64,7964.508254
2019-03-08,3856.78,3924.37,3760.1,3844.64,7707.39667
2019-03-09,3841.27,3950.25,3835.66,3916.43,5125.898304
2019-03-10,3916.42,3916.43,3862,3897.92,3000.606719
2019-03-11,3898.14,3912.89,3812.64,3849.25,6612.115161
2019-03-12,3848.86,3877.69,3791.07,3859.74,5794.614734
2019-03-13,3861.37,3874.68,3820,3848.48,4275.54
2019-03-14,3848.1,3903.98,3775.01,3854.77,5167.566176
2019-03-15,3857.33,3912.06,3843.09,3901.21,6411.983328
2019-03-16,3899.19,4040,3899.12,3990,6959.477883
2019-03-17,3990,3992.42,3927.28,3965.5,2711.950168
2019-03-18,3965.63,4016.63,3929.83,3969.59,5420.230378
2019-03-19,3969.94,4012.63,3947.15,3998.13,5317.450555
2019-03-20,3999.5,4050,3962.6,4031.59,6244.953702
2019-03-21,4033.7,4055.35,3919.63,3974.21,7561.759897
2019-03-22,3974.5,4000.81,3958.94,3982.07,3453.368928
2019-03-23,3980.4,4001.17,3957.11,3982.52,2259.564526
2019-03-24,3979.19,3980.97,3942.04,3969.99,2204.065609
2019-03-25,3970.23,3980.22,3850.45,3910.51,6913.367097
2019-03-26,3910,3936.36,3879.5,3922.58,4315.604877
2019-03-27,3922.58,4037.11,3912.19,4025.5,8151.675049
2019-03-28,4025.5,4025.56,3992.6,4012.23,3927.546822
2019-03-29,4011,4102.57,4005,4090,8391.034624
2019-03-30,4090,4130.36,4040,4094.92,3923.136466
2019-03-31,4094.92,4101.7,4074.29,4096.08,2402.588205
2019-04-01,4092.02,4150,4052.56,4136.32,7232.987312
2019-04-02,4133.93,5080,4130.64,4899.63,30686.17351
2019-04-03,4899.01,5345,4800.5,4978.23,29321.27268
2019-04-04,4972.83,5077.35,4778.59,4907.94,15898.11515
2019-04-05,4911.14,5067.62,4883.83,5039.73,13023.74652
2019-04-06,5041,5240,4900,5041.39,10049.84479
2019-04-07,5041.92,5253.49,5028.3,5190.85,10872.51936
2019-04-08,5192.92,5347.37,5127.68,5287.88,13344.98151
2019-04-09,5287.97,5288.95,5136.01,5192.6,9410.3535
2019-04-10,5184.03,5466.06,5161,5323.47,10723.93475
2019-04-11,5323.47,5344.31,4966.87,5040.2,15052.95606
2019-04-12,5037.82,5122.48,4912,5076.35,8057.038477
2019-04-13,5075.74,5122.01,5033.73,5063.63,4520.43703
2019-04-14,5064,5185.26,5012.73,5162.72,3443.447283
2019-04-15,5160.54,5192.01,4948.57,5027.31,7423.013759
2019-04-16,5027.33,5231.96,5014.77,5202.43,7675.40412
2019-04-17,5201.47,5275.07,5170.01,5233.72,6741.07721
2019-04-18,5227.6,5325,5218.23,5281.58,6375.895687
2019-04-19,5283,5357.96,5180.37,5289.91,5285.60637
2019-04-20,5289.91,5362.97,5253.82,5318.89,3665.569621
2019-04-21,5318.94,5346.91,5212.8,5295.65,4631.039168
2019-04-22,5295.96,5439.12,5249,5386.8,7127.111868
2019-04-23,5388.22,5627,5363.24,5531.32,10132.40317
2019-04-24,5531.29,5623.3,5372,5440.95,10521.03763
2019-04-25,5440.95,5510,4991.42,5132.55,9893.935909
2019-04-26,5132.5,5291.48,5046.31,5155.19,15033.10178
2019-04-27,5154.11,5218.31,5113,5168.91,4041.333553
2019-04-28,5171.51,5213.23,5099,5160.98,3957.254356
2019-04-29,5152.98,5191.96,5071.58,5149.11,5753.615137
2019-04-30,5150.21,5287.4,5127.05,5269,5055.272836
2019-05-01,5267.86,5357.96,5263.03,5318.42,4209.284414
2019-05-02,5322.28,5422.94,5304.99,5385,5908.521723
2019-05-03,5385,5796.56,5363.1,5658.22,12700.58899
2019-05-04,5659.82,5846.13,5510,5764.65,8525.455708
2019-05-05,5766.46,5782.55,5624.25,5709.32,5162.56183
2019-05-06,5714.4,5755.79,5562.44,5685.46,6826.980875
2019-05-07,5686.88,5970,5686.88,5751.54,10741.56186
2019-05-08,5751.54,5986,5658.66,5940.89,6320.413545
2019-05-09,5945.32,6172,5932.83,6156.7,9081.240778
2019-05-10,6151.66,6426.8,6105,6342.84,13821.71361
2019-05-11,6338.93,7445,6338.93,7217.47,22331.43531
2019-05-12,7214.4,7585,6762.57,6974.35,27398.21436
2019-05-13,6968.84,8167.5,6863.75,7810.05,27299.34474
2019-05-14,7810.72,8335.56,7618.99,7986,18881.44116
2019-05-15,7991.72,8300,7838,8208.69,16613.07123
2019-05-16,8203.97,8390.95,7654.93,7880,17078.70376
2019-05-17,7879.28,7942.09,6178,7351.71,27307.5797
2019-05-18,7352.39,7493.85,7205.57,7260.12,7564.89969
2019-05-19,7257.82,8299.99,7247.86,8200,15595.26745
2019-05-20,8193.45,8199.97,7581.03,8005.64,13426.78751
2019-05-21,8007.67,8117.48,7676.27,7955.16,7518.555677
2019-05-22,7949.18,8049.22,7505.69,7624.95,8396.822037
2019-05-23,7622.9,7980,7468.31,7880.22,8370.356253
2019-05-24,7880.4,8188.87,7795.95,7999.02,9358.971812
2019-05-25,7999.02,8158.45,7939.76,8064.64,3361.653251
2019-05-26,8066.15,8802.29,7888.91,8733.26,8526.811644
2019-05-27,8733.27,8939.18,8653.68,8770.73,8948.024674
2019-05-28,8774.45,8817.41,8540.94,8717.96,6144.011246
2019-05-29,8715.35,8762.39,8421.12,8663.41,7584.257859
2019-05-30,8663.07,9096.79,8000,8277.76,15259.58793
2019-05-31,8277.76,8589.99,8109.74,8547.2,9957.910065
2019-06-01,8545.8,8624.72,8457.33,8556.27,5167.051307
2019-06-02,8560.1,8833.97,8546.01,8734.49,4263.036165
2019-06-03,8735.84,8745.96,8049.22,8103.64,9955.032619
2019-06-04,8103.63,8103.63,7432.84,7665.53,15485.70215
2019-06-05,7673.41,7924.48,7570.9,7785.94,9193.711888
2019-06-06,7784.62,7878.62,7449.68,7806.07,8738.666359
2019-06-07,7801.97,8134.99,7758.93,8001.25,9012.096159
2019-06-08,8002.68,8061.12,7777.67,7932.27,4870.115567
2019-06-09,7933.17,7966.58,7511.41,7632.99,3895.848105
2019-06-10,7629.98,8090,7523.16,8021.1,7150.594298
2019-06-11,8017.99,8057.32,7713.34,7919.1,5552.688038
2019-06-12,7915.7,8266,7821.73,8176.27,8577.162497
2019-06-13,8171.12,8335.56,8049.22,8238,7237.800391
2019-06-14,8235.44,8737.37,8174.92,8697.54,8678.250306
2019-06-15,8694.74,8911.98,8623.52,8857.19,5275.753069
2019-06-16,8857.19,9391.85,8805,8974.19,15018.85336
2019-06-17,8973.02,9477.7,8973.02,9333.48,12760.9607
2019-06-18,9333.48,9361.87,8918,9078.84,11327.45394
2019-06-19,9076.51,9325.85,9036.19,9278.27,4687.259843
2019-06-20,9280.17,9600,9211.08,9534.99,7870.315839
2019-06-21,9534.99,10229.49,9534.97,10222.12,12553.09963
2019-06-22,10222.13,11200,10085.5,10661.3,13709.30032
2019-06-23,10665.66,11247.62,10483.33,10831.95,7270.645812
2019-06-24,10827.23,11099,10551.51,11029.63,8247.393811
2019-06-25,11030,11796.37,11000.02,11751.01,12133.57176
2019-06-26,11760,13880,11647.07,12920.54,37487.80243
2019-06-27,12927.44,13355.61,10300,11153.74,36106.96055
2019-06-28,11153.73,12447.46,10739.1,12354.43,18718.10159
2019-06-29,12354.45,12386.76,11317.03,11858.62,12265.99736
2019-06-30,11867.35,12200.06,10651.3,10760.1,12642.61772
2019-07-01,10759.24,11200.41,9950,10577.43,22917.4371
2019-07-02,10581.78,10942.63,9614.08,10828.9,20285.24655
2019-07-03,10830.1,12009,10830.1,11967.43,19389.85476
2019-07-04,11970,12061.04,11052.74,11146.34,11185.2942
2019-07-05,11144.82,11440,10769.15,10997.84,11893.43795
2019-07-06,10996.82,11735,10982.89,11240,7892.178668
2019-07-07,11233.21,11627,11083.76,11469.96,6683.055467
2019-07-08,11478.43,12398,11332.19,12286.14,11901.90089
2019-07-09,12299.94,12883.48,12030.43,12567.23,15115.55238
2019-07-10,12574.88,13200,11550,12098.95,19838.38995
2019-07-11,12101.44,12104.97,10966.81,11349.24,18468.686
2019-07-12,11352.74,11942.39,11083.52,11808.91,9176.67943
2019-07-13,11811.08,11846.61,10810,11378.79,9391.353414
2019-07-14,11382.03,11467.3,10090,10191.87,12170.40824
2019-07-15,10191.87,11080.37,9855,10850,16048.02718
2019-07-16,10848.27,11042.11,9366,9412.81,20761.02748
2019-07-17,9427.45,9993,9049.54,9699.35,16992.78526
2019-07-18,9712.15,10797,9280.33,10648.6,18289.54218
2019-07-19,10638.44,10776.99,10102.58,10535.43,13787.45647
2019-07-20,10533.71,11120,10359.17,10750.11,9964.673883
2019-07-21,10757.15,10839.09,10325,10600.24,5628.161767
2019-07-22,10605.03,10686.89,10052.25,10328.83,9371.306442
2019-07-23,10315.87,10327.33,9801.88,9847.02,9040.848826
2019-07-24,9841.42,9911.5,9514.96,9763.67,9433.3452
2019-07-25,9781.52,10187,9734.19,9883.96,6377.957518
2019-07-26,9886.08,9897.46,9650,9846.94,5570.109147
2019-07-27,9846.94,10235,9299,9481.37,9614.102075
2019-07-28,9467.84,9634.5,9111,9533.19,3860.834817
2019-07-29,9538.73,9725.17,9360,9495.39,5068.654309
2019-07-30,9508.21,9775,9373.48,9593.62,5533.971185
2019-07-31,9592.26,10143.2,9574.09,10085.34,7917.508477
2019-08-01,10096.01,10499,9878.09,10407.71,7681.73236
2019-08-02,10416.79,10670,10318.47,10529.51,9286.861727
2019-08-03,10529.51,10919,10502.8,10821.52,6996.117228
2019-08-04,10812.58,11085.99,10564.96,10986.96,7556.32923
2019-08-05,10986.55,11959.36,10986.55,11800,17260.45577
2019-08-06,11800,12325,11200,11470,16420.57916
2019-08-07,11471.58,12145.42,11388.01,11971.57,15480.45524
2019-08-08,11973.46,12061.1,11450.93,11983.43,10144.46211
2019-08-09,11985.6,12040,11650,11859.32,7336.914849
2019-08-10,11859.32,11976.68,11200,11273.2,7447.248341
2019-08-11,11273.03,11589.73,11080.37,11528.73,4361.390692
2019-08-12,11527.44,11551.57,11194.04,11385.11,3417.709357
2019-08-13,11380.61,11446.94,10738.58,10862.28,9003.178886
2019-08-14,10862.25,10862.25,9888.57,10022.99,12678.94119
2019-08-15,10022.5,10444.66,9467.57,10301.44,15083.17326
2019-08-16,10294.9,10540,9736.96,10354.34,11080.39966
2019-08-17,10351.18,10472.93,9974.51,10210.89,3907.528398
2019-08-18,10221.94,10515,10065.41,10318.99,3398.419867
2019-08-19,10318.99,10940,10267.56,10927.3,8044.021348
2019-08-20,10927.3,10955.48,10549.74,10772.22,5883.599953
2019-08-21,10778.75,10807.54,9853.45,10134.75,9812.621711
2019-08-22,10123.56,10238.29,9755.53,10112.01,6710.306648
2019-08-23,10112.45,10479,10051,10401.6,5557.291443
2019-08-24,10401.87,10432,9885.48,10149.7,5106.556737
2019-08-25,10149.38,10355.89,9907.86,10136.75,3953.395281
2019-08-26,10136.75,10650,10136.75,10360.97,7166.675341
2019-08-27,10355.11,10375.53,10019.1,10167.29,4781.335022
2019-08-28,10171.39,10280.71,9555,9711.78,9303.155919
2019-08-29,9720.2,9720.2,9320,9490,7717.106376
2019-08-30,9490.56,9700,9350.1,9579.75,5317.3097
2019-08-31,9569.3,9682.73,9443.19,9594.15,1572.155427
2019-09-01,9593.5,9832,9538.75,9767.53,1799.367201
2019-09-02,9767.56,10471,9753.24,10384.48,6144.798835
2019-09-03,10384.07,10783,10286,10617.61,11443.5385
2019-09-04,10617.72,10834.15,10378.7,10586.26,10088.72363
2019-09-05,10586.26,10664.13,10461.97,10573.66,4555.624634
2019-09-06,10573.04,10949,10204.18,10311.09,10701.50994
2019-09-07,10309.04,10580,10297.58,10484.39,3148.508953
2019-09-08,10497.57,10594.88,10229.49,10400.18,3130.861035
2019-09-09,10387.33,10542.93,10060,10307.45,6059.762744
2019-09-10,10317.62,10390.09,9910,10096,4658.921411
2019-09-11,10093.39,10243.01,9855.11,10154.46,4614.348493
2019-09-12,10163.81,10465,10027.52,10420.34,4719.046686
2019-09-13,10423.99,10458.13,10153.87,10368.65,3755.417422
2019-09-14,10365.81,10441.47,10217.01,10355.37,2656.15453
2019-09-15,10362.52,10383.2,10258.49,10305.74,2297.722769
2019-09-16,10320.36,10378.07,10060.95,10269.98,5496.037494
2019-09-17,10257.2,10280.53,10130.59,10195.73,5078.598656
2019-09-18,10182.96,10263.65,10080,10152.09,3952.006836
2019-09-19,10161.59,10380.07,9600,10271.53,7455.911412
2019-09-20,10284.72,10308.04,10055,10169.02,4463.382021
2019-09-21,10169.02,10180.43,9913.35,9985.28,4148.899815
2019-09-22,9973,10093.24,9842.35,10020.58,3213.954096
2019-09-23,10022.38,10048.06,9606,9682.19,5447.963132
2019-09-24,9685.69,9782,7998,8536.82,28154.41356
2019-09-25,8536.71,8746.83,8216,8432.16,17435.86789
2019-09-26,8443.44,8467.89,7733.99,8055.03,16662.32021
2019-09-27,8055.25,8294.04,7866,8187.72,10165.85294
2019-09-28,8199.96,8356.4,8009.84,8218.07,6315.489539
2019-09-29,8218.07,8244.07,7902.66,8047.6,5366.570718
2019-09-30,8060.13,8368.5,7714.7,8298.45,9518.992108
2019-10-01,8304.47,8531.25,8195.42,8319.01,10224.59198
2019-10-02,8326.41,8393.39,8170.91,8373.42,4952.534115
2019-10-03,8377.68,8419.23,8029.14,8239.92,8701.120396
2019-10-04,8243.39,8244.93,7986.65,8152.07,6278.781419
2019-10-05,8157.89,8195,8016.26,8145.17,4445.104068
2019-10-06,8150.73,8176.46,7772.71,7854.12,6454.535727
2019-10-07,7863.75,8313.7,7763.54,8205.53,9363.327185
2019-10-08,8211.04,8344.12,8109.74,8178.54,3577.722873
2019-10-09,8185.85,8707.8,8110,8586.34,11634.19485
2019-10-10,8586.57,8666.84,8450.61,8582.11,7435.43199
2019-10-11,8589.08,8820,8222.88,8265.55,7824.587188
2019-10-12,8265.16,8427.76,8254.68,8303.43,1828.833124
2019-10-13,8303.43,8474.48,8132.91,8282.96,4445.283814
2019-10-14,8278.39,8416.67,8215.41,8362.99,4294.607389
2019-10-15,8353.33,8420.85,8086,8155.13,5044.661279
2019-10-16,8162.45,8179.1,7912.66,7995.89,8644.400116
2019-10-17,7995.73,8130.71,7936.71,8073.32,5395.885992
2019-10-18,8069.26,8120.77,7811.62,7955.08,5611.093537
2019-10-19,7950.48,8096.76,7875,7960.49,3461.125292
2019-10-20,7965.39,8314.77,7874.68,8235.74,6358.924991
2019-10-21,8236.49,8352,8156,8213.65,4919.734168
2019-10-22,8206.53,8314.77,7989.15,8025.9,5678.934831
2019-10-23,8021.57,8052.04,7293.55,7470.77,13306.18266
2019-10-24,7470.77,7512,7356,7435,4997.423094
2019-10-25,7427,8784.29,7393.14,8662.66,19113.7955
2019-10-26,8677.09,10350,8642.46,9252.75,38751.80025
2019-10-27,9262.72,9819.92,9092.66,9557.08,17783.02516
2019-10-28,9547.32,9950,9177.84,9216.44,14722.0186
2019-10-29,9216.39,9573.35,9051.48,9426.94,9059.611579
2019-10-30,9426.94,9437.06,8985.25,9159.94,8814.438048
2019-10-31,9169.55,9438.61,8961.53,9150.07,10113.15941
2019-11-01,9158.08,9303.53,9054.6,9250.45,6640.552385
2019-11-02,9250.7,9396.91,9201.19,9304.75,2701.136963
2019-11-03,9304.75,9384.32,9067,9207,2539.218331
2019-11-04,9207,9586.5,9122.33,9410.76,4962.442315
2019-11-05,9410.76,9485,9165.2,9320.14,4979.578992
2019-11-06,9319.1,9448.19,9254.68,9344.78,4670.234657
2019-11-07,9346.02,9373.48,9080,9199.36,3975.976617
2019-11-08,9209.3,9253.39,8661,8767.37,9699.74677
2019-11-09,8760.38,8876.94,8720,8812.21,2271.517922
2019-11-10,8806.85,9142.33,8750.85,9024.49,2663.27825
2019-11-11,9029.88,9075.32,8593,8720.36,6392.97506
2019-11-12,8720.36,8872.47,8549,8813.91,4721.906107
2019-11-13,8817,8839.46,8700,8755.24,3185.820989
2019-11-14,8765.53,8791.78,8555,8636.9,3412.805815
2019-11-15,8632.07,8799.03,8363,8463.49,5213.701414
2019-11-16,8459.38,8539.53,8423,8484.63,1180.57339
2019-11-17,8485.61,8631.6,8375,8499.31,2074.007701
2019-11-18,8499.53,8508.4,8010.7,8170.65,4825.655625
2019-11-19,8176.9,8197.77,7989.15,8121.63,4412.394642
2019-11-20,8124.08,8231.04,8027.28,8088.44,2996.006192
2019-11-21,8085.54,8116.92,7394.09,7611.51,9374.99957
2019-11-22,7612.23,7714.7,6785,7285.85,20120.14647
2019-11-23,7276.21,7356.49,7102.16,7320.39,5550.472228
2019-11-24,7330.98,7349.68,6861.96,6908.36,6047.01776
2019-11-25,6900.9,7380,6515,7122.14,18716.60131
2019-11-26,7127.12,7344.91,7018.78,7159.22,7643.849568
2019-11-27,7168.74,7676.27,6847.72,7527.84,15156.99193
2019-11-28,7517.82,7659.92,7372.19,7436.72,6925.584897
2019-11-29,7429.32,7870.35,7411.17,7753.69,7658.871602
2019-11-30,7753.69,7815,7452.08,7550.67,5446.273513
2019-12-01,7560.2,7560.2,7233.87,7412.66,5477.972908
2019-12-02,7411.75,7431.07,7140.08,7309.64,4324.300163
2019-12-03,7317.94,7415,7238.04,7300.43,2552.202298
2019-12-04,7299.2,7772.71,7087.09,7197.78,7737.391535
2019-12-05,7199.58,7500,7150.06,7390.42,4641.756789
2019-12-06,7397.35,7618.99,7305.56,7541.79,4167.240163
2019-12-07,7535.46,7638.88,7486.7,7502.65,2034.573719
2019-12-08,7505.86,7580,7382.69,7524.26,1798.770413
2019-12-09,7516.8,7666,7268.03,7340.52,6582.470312
2019-12-10,7332.05,7400,7150.23,7216.07,4090.620929
2019-12-11,7224.5,7271,7122.28,7207.42,3419.938965
2019-12-12,7208.95,7296.19,7072.2,7188.42,4376.888993
2019-12-13,7185.15,7302.35,7179.65,7257.47,3178.078496
2019-12-14,7255.94,7269,7007.48,7059.03,2012.348906
2019-12-15,7066.35,7225.23,7007,7115.08,1848.345728
2019-12-16,7115.08,7147.91,6820,6882.19,5923.055479
2019-12-17,6882.08,6938.77,6550,6612.3,7107.256385
2019-12-18,6619.53,7449.68,6425,7286.91,12873.63439
2019-12-19,7286.91,7372.12,7000,7149.57,5936.556345
2019-12-20,7157.53,7218.11,7072.61,7194.11,3201.663923
2019-12-21,7194.13,7194.13,7109.73,7147.4,1689.081995
2019-12-22,7147.4,7530,7124.52,7509.7,3796.226081
2019-12-23,7521.88,7692.98,7247.86,7316.17,6710.76736
2019-12-24,7317.47,7431.1,7156,7251.52,4194.589803
2019-12-25,7247.45,7266.81,7110.73,7195.79,1504.527513
2019-12-26,7195.8,7432,7150,7188.3,3116.747152
2019-12-27,7195.17,7255.37,7052,7246,4024.570866
2019-12-28,7247.7,7349.65,7231,7296.24,1579.702726
2019-12-29,7297.43,7524.46,7274.43,7385.54,2583.851342
2019-12-30,7372.79,7384.9,7199,7220.24,3722.913349
2019-12-31,7222.74,7302.35,7112.55,7168.36,2638.691309
2020-01-01,7160.69,7237.35,7150,7178.68,1119.109693
2020-01-02,7174.7,7184.94,6900,6950.56,3972.707954
2020-01-03,6945.7,7402.31,6853.53,7338.91,8072.729087
2020-01-04,7332.58,7396.1,7256.03,7344.48,3256.737353
2020-01-05,7356.05,7495,7310,7356.7,2707.273855
2020-01-06,7352.12,7817,7342.46,7762.74,6728.282778
2020-01-07,7768.17,8220,7697.03,8159.01,12158.32281
2020-01-08,8151.79,8463.57,7872.09,8044.44,11913.23248
2020-01-09,8048.94,8048.94,7737.97,7806.78,5957.24424
2020-01-10,7812.7,8200,7667,8200,8999.988257
2020-01-11,8200,8286,8000,8016.22,3788.327314
2020-01-12,8008.1,8190,7960,8180.76,2056.086754
2020-01-13,8180.75,8196.81,8039,8105.01,4011.439096
2020-01-14,8105.01,8895,8105.01,8813.04,17009.43193
2020-01-15,8813.2,8903.2,8555,8809.17,8606.883399
2020-01-16,8810.62,8852.35,8573.91,8710.15,6713.258476
2020-01-17,8715.39,9015.22,8661.52,8892.63,9363.158926
2020-01-18,8898.03,9000.1,8798.9,8908.53,3678.009266
2020-01-19,8901.02,9188.1,8461.38,8696.6,8785.449927
2020-01-20,8698.97,8740.54,8507.93,8625.17,4420.198252
2020-01-21,8629.66,8778.66,8480,8717.89,3394.68916
2020-01-22,8728.47,8792.98,8567.68,8655.93,3143.812123
2020-01-23,8661.63,8665.95,8280,8378.44,8611.010788
2020-01-24,8382.08,8530.7,8212.9,8422.13,6430.430233
2020-01-25,8435.83,8437.47,8252.72,8329.5,2812.789952
2020-01-26,8320,8600,8276.22,8590.48,6340.585776
2020-01-27,8600,9004.35,8546.55,8894.54,9619.774743
2020-01-28,8894.57,9413.24,8876,9400,9565.559355
2020-01-29,9386.57,9443.96,9215.5,9289.18,6481.915946
2020-01-30,9280.83,9570,9166.07,9500,7945.158779
2020-01-31,9510.84,9529.35,9195.93,9327.85,5009.622307
2020-02-01,9339.26,9464.16,9280.33,9377.17,1669.002462
2020-02-02,9379.6,9474.28,9135,9329.39,3015.791589
2020-02-03,9309.69,9615,9211.07,9288.09,4758.133504
2020-02-04,9281,9348.6,9075,9159.37,4867.225459
2020-02-05,9168.49,9775,9142.52,9618.42,8063.967938
2020-02-06,9617.84,9859.57,9521,9754.63,7554.488675
2020-02-07,9754.63,9878,9706.94,9803.42,4013.490967
2020-02-08,9803.71,9948.97,9658.58,9902,3268.735547
2020-02-09,9907.7,10178.54,9885.04,10173.97,4830.337877
2020-02-10,10173.51,10199.85,9731.2,9850.01,7560.667891
2020-02-11,9851.99,10383.9,9706.94,10268.98,8127.596363
2020-02-12,10270.98,10495,10247.35,10348.78,6553.409427
2020-02-13,10348.78,10500.5,10068,10228.67,9347.451284
2020-02-14,10229.19,10398,10093.26,10364.04,6190.37749
2020-02-15,10364.04,10408.04,9739,9899.78,5762.306345
2020-02-16,9909.71,10051.24,9598.49,9912.89,4133.47675
2020-02-17,9925.96,9973.45,9467.57,9697.15,5913.204926
2020-02-18,9725.57,10288,9602.6,10185.17,6754.353941
2020-02-19,10190.3,10300,9312,9595.72,9936.820681
2020-02-20,9589.1,9706.27,9396.91,9612.76,6608.491079
2020-02-21,9610.4,9773.2,9562.6,9696.13,4271.470743
2020-02-22,9696.13,9722.39,9568.51,9668.13,2096.563536
2020-02-23,9664.08,10024.08,9664.08,9965.21,3329.224336
2020-02-24,9969.79,10027.66,9480,9652.58,5877.007708
2020-02-25,9664.87,9682.73,9234.21,9305.4,6280.002955
