공시일,종목코드,종목명,시장구분,직접/신탁,취득/처분,취득(처분)예정기간_시작일,취득(처분)예정기간_종료일,신고내역_수량,신고내역_금액,체결내역(누계)_수량,체결내역(누계)_체결수량비율,체결내역(누계)_금액
2019/10/24,005380,현대차,KOSPI,직접,취득,2019/10/25,2019/11/27,778575,94207575000,778575.0,100.0,96559562500.0
2019/10/25,002170,삼양통상,KOSPI,신탁,취득,2019/10/25,2020/07/27,0,3000000000,47875.0,0.0,2827890000.0
2019/10/28,234340,헥토파이낸셜,KOSDAQ,신탁,취득,2019/10/28,2020/04/27,0,5000000000,165938.0,0.0,4988691550.0
2019/10/28,003200,일신방직,KOSPI,신탁,취득,2019/10/28,2020/11/04,0,2000000000,14682.0,0.0,924813100.0
2019/10/28,058970,엠로,KOSDAQ,직접,취득,2019/10/29,2020/01/28,232558,499999700,137358.0,59.06,310420660.0
2019/10/28,092780,동양피스톤,KOSPI,신탁,취득,2019/10/28,2020/04/27,0,2000000000,413193.0,0.0,1983127230.0
2019/10/28,019685,대교우B,KOSPI,신탁,취득,2019/10/29,2021/10/30,0,16800000000,48443.0,0.0,120190855.0
2019/10/28,019685,대교우B,KOSPI,신탁,취득,2019/10/29,2020/10/30,0,16800000000,684818.0,0.0,1980632150.0
2019/10/28,019680,대교,KOSPI,신탁,취득,2019/10/29,2020/10/30,0,16800000000,1747941.0,0.0,8132671640.0
2019/10/28,019680,대교,KOSPI,신탁,취득,2019/10/29,2021/10/30,0,16800000000,86454.0,0.0,318109570.0
2019/10/30,007680,대원　　　　　　　,KOSDAQ,신탁,취득,2019/10/30,2020/10/30,0,2000000000,160000.0,0.0,1660846120.0
2019/10/30,007680,대원　　　　　　　,KOSDAQ,신탁,처분,2019/10/30,2022/10/30,0,2000000000,160000.0,0.0,1688000000.0
2019/10/30,015230,대창단조,KOSPI,신탁,취득,2019/11/04,2020/05/03,0,3000000000,106616.0,0.0,2999920800.0
2019/10/31,023000,삼원강재,KOSPI,신탁,취득,2019/11/01,2021/10/31,0,2000000000,260044.0,0.0,750889405.0
2019/10/31,187870,디바이스이엔지,KOSDAQ,신탁,취득,2019/10/31,2020/04/30,0,1000000000,87045.0,0.0,994813100.0
2019/11/05,002230,피에스텍,KOSDAQ,신탁,취득,2019/11/05,2023/05/09,0,6000000000,16805.0,0.0,78298765.0
2019/11/05,002230,피에스텍,KOSDAQ,신탁,취득,2019/11/05,2020/05/08,0,6000000000,1722330.0,0.0,5839694275.0
2019/11/06,029460,케이씨,KOSPI,신탁,취득,2019/11/08,2020/11/07,0,5000000000,6641.0,0.0,76703550.0
2019/11/06,000050,경방,KOSPI,직접,취득,2019/11/07,2020/02/06,190000,1900000000,190000.0,100.0,1878018320.0
2019/11/08,089600,나스미디어,KOSDAQ,신탁,취득,2019/11/11,2020/05/10,0,8000000000,252500.0,0.0,7984514800.0
2019/11/08,023150,MH에탄올,KOSPI,직접,취득,2019/11/11,2020/02/05,100000,635000000,100000.0,100.0,624159510.0
2019/11/11,099750,이지케어텍,KOSDAQ,신탁,취득,2019/11/11,2020/11/10,0,3000000000,145162.0,0.0,1728249840.0
2019/11/12,017370,우신시스템,KOSPI,신탁,취득,2019/11/12,2020/11/11,0,1000000000,237163.0,0.0,989088650.0
2019/11/13,023460,CNH,KOSDAQ,스톡옵션,취득,2019/11/14,2020/02/13,323000,500650000,35018.0,10.84,55194805.0
2019/11/13,023460,CNH,KOSDAQ,직접,취득,2019/11/14,2020/02/13,287982,445455195,109482.0,38.02,206284235.0
2019/11/13,105840,우진,KOSPI,직접,처분,2019/11/14,2019/12/31,2,9550,2.0,100.0,9550.0
2019/11/13,005880,대한해운,KOSPI,직접,취득,2019/11/14,2020/02/13,215517,4999994400,215517.0,100.0,4841326100.0
2019/11/18,007700,F&F홀딩스,KOSPI,신탁,취득,2019/11/18,2020/05/20,0,5000000000,43618.0,0.0,4857996500.0
2019/11/19,002700,신일전자,KOSPI,직접,취득,2019/11/20,2020/02/19,600000,999000000,600000.0,100.0,1010460320.0
2019/11/20,027360,아주IB투자,KOSDAQ,신탁,취득,2019/11/21,2020/05/20,0,5000000000,3810777.0,0.0,4960023345.0
2019/11/21,114810,한솔아이원스,KOSDAQ,신탁,취득,2019/11/21,2020/05/21,0,1000000000,196911.0,0.0,997956350.0
2019/11/21,076340,관악산업,KONEX,신탁,취득,2019/11/22,2020/05/21,0,500000000,1849.0,0.0,7396000.0
2019/11/25,039010,현대에이치티,KOSDAQ,신탁,취득,2019/11/25,2020/11/24,0,2000000000,253283.0,0.0,1996680830.0
2019/11/26,002900,TYM,KOSPI,신탁,취득,2019/11/27,2020/05/27,0,3000000000,2905000.0,0.0,2989961703.0
2019/11/26,234340,헥토파이낸셜,KOSDAQ,신탁,취득,2019/11/26,2020/05/25,0,5000000000,169226.0,0.0,4976384350.0
2019/11/26,043650,국순당,KOSDAQ,직접,취득,2019/11/27,2020/02/26,700000,1753500000,700000.0,100.0,2173980415.0
2019/11/27,065130,탑엔지니어링,KOSDAQ,직접,취득,2019/11/28,2020/02/27,210526,2000000000,181464.0,86.2,1708498150.0
2019/11/27,012320,경동인베스트,KOSPI,신탁,취득,2019/11/29,2020/05/28,0,3000000000,92776.0,0.0,3001893050.0
2019/11/28,068400,SK렌터카,KOSPI,직접,취득,2019/11/29,2020/02/28,877192,9999988800,877192.0,100.0,10216819450.0
2019/12/02,083930,아바코,KOSDAQ,신탁,취득,2019/12/02,2020/06/01,0,5000000000,827569.0,0.0,4986816090.0
2019/12/04,060250,NHN KCP,KOSDAQ,직접,취득,2019/12/04,2020/03/03,500000,9725000000,500000.0,100.0,10584678450.0
2019/12/04,005380,현대차,KOSPI,직접,취득,2019/12/05,2020/03/04,2136681,259606741500,2136681.0,100.0,261951091500.0
2019/12/04,066310,큐에스아이,KOSDAQ,직접,처분,2019/12/05,2020/02/04,260000,2886000000,260000.0,100.0,2692300000.0
2019/12/04,005389,현대차3우B,KOSPI,직접,취득,2019/12/05,2020/03/04,24287,1721948300,24287.0,100.0,1742258200.0
2019/12/04,005387,현대차2우B,KOSPI,직접,취득,2019/12/05,2020/03/04,364854,29553174000,364854.0,100.0,29770953900.0
2019/12/04,005385,현대차우,KOSPI,직접,취득,2019/12/05,2020/03/04,243566,17536752000,243566.0,100.0,17859445500.0
2019/12/05,007700,F&F홀딩스,KOSPI,신탁,취득,2019/12/05,2020/06/05,0,5000000000,36278.0,0.0,3734188500.0
2019/12/05,322180,티라유텍,KOSDAQ,직접,취득,2019/12/06,2020/03/05,108000,1512000000,108000.0,100.0,1545217700.0
2019/12/05,001790,대한제당,KOSPI,직접,처분,2019/12/06,2019/12/06,140000,2555000000,140000.0,100.0,2555000000.0
2019/12/06,039440,에스티아이,KOSDAQ,신탁,취득,2019/12/06,2020/06/08,0,3000000000,169243.0,0.0,2987918350.0
2019/12/09,092870,엑시콘,KOSDAQ,직접,취득,2019/12/10,2020/02/09,181818,1000000000,67542.0,37.15,441847890.0
2019/12/09,140670,알에스오토메이션,KOSDAQ,직접,취득,2019/12/10,2020/01/31,30000,261300000,30000.0,100.0,267499300.0
2019/12/09,067080,대화제약,KOSDAQ,직접,취득,2019/12/10,2020/03/09,257000,3019750000,257000.0,100.0,3148556750.0
2019/12/10,214180,헥토이노베이션,KOSDAQ,신탁,취득,2019/12/10,2020/06/09,0,3000000000,194142.0,0.0,2961514590.0
2019/12/10,144960,뉴파워프라즈마,KOSDAQ,직접,취득,2019/12/11,2020/03/10,952380,4000000000,605447.0,63.57,2622768465.0
2019/12/12,284610,TS트릴리온,KONEX,신탁,취득,2019/12/12,2020/06/11,0,300000000,134984.0,0.0,298580290.0
2019/12/13,001520,동양,KOSPI,신탁,취득,2019/12/13,2020/06/12,0,5000000000,4585533.0,0.0,4986448991.0
2019/12/13,200710,에이디테크놀로지,KOSDAQ,신탁,취득,2019/12/16,2020/06/16,0,2000000000,18000.0,0.0,260100000.0
2019/12/13,001725,신영증권우,KOSPI,직접,취득,2019/12/16,2020/03/13,50000,2595000000,50000.0,100.0,2576893650.0
2019/12/17,122450,KX,KOSDAQ,직접,취득,2019/12/18,2020/03/17,200000,1050000000,200000.0,100.0,1124555510.0
2019/12/18,003690,코리안리,KOSPI,직접,취득,2019/12/19,2020/03/18,2500000,21400000000,2500000.0,100.0,22099544380.0
2019/12/18,158430,아톤,KOSDAQ,직접,취득,2019/12/19,2020/03/18,90000,2916000000,90000.0,100.0,2703196950.0
2019/12/19,095570,AJ네트웍스,KOSPI,신탁,취득,2020/01/02,2020/12/31,0,7000000000,57516.0,0.0,241719380.0
2019/12/19,095570,AJ네트웍스,KOSPI,신탁,취득,2020/01/02,2020/10/30,0,7000000000,135280.0,0.0,473096985.0
2019/12/19,095570,AJ네트웍스,KOSPI,신탁,취득,2020/01/02,2021/02/26,0,7000000000,110595.0,0.0,448117735.0
2019/12/19,075580,세진중공업,KOSPI,직접,취득,2019/12/20,2020/03/19,339366,1500000000,339366.0,100.0,1535638845.0
2019/12/19,095570,AJ네트웍스,KOSPI,신탁,취득,2020/01/02,2021/01/29,0,7000000000,190803.0,0.0,792580190.0
2019/12/19,095570,AJ네트웍스,KOSPI,신탁,취득,2020/01/02,2020/07/01,0,7000000000,1092063.0,0.0,5036663335.0
2019/12/20,002320,한진,KOSPI,직접,처분,2019/12/23,2019/12/23,171208,5204723200,171208.0,100.0,5204723200.0
2019/12/23,114810,한솔아이원스,KOSDAQ,신탁,취득,2019/12/23,2020/06/23,0,1000000000,172641.0,0.0,991280970.0
2019/12/23,018250,애경산업,KOSPI,신탁,취득,2019/12/24,2020/12/23,0,6000000000,200000.0,0.0,5960861500.0
2019/12/24,270870,뉴트리,KOSDAQ,신탁,취득,2019/12/24,2020/06/24,0,3500000000,232152.0,0.0,3490065050.0
2019/12/24,002820,SUN&L,KOSPI,직접,처분,2019/12/26,2019/12/26,186143,805999190,186143.0,100.0,805999190.0
2020/01/02,044820,코스맥스비티아이,KOSPI,직접,취득,2020/01/03,2020/01/15,20000,269000000,20000.0,100.0,284830050.0
2020/01/02,192820,코스맥스,KOSPI,직접,취득,2020/01/03,2020/01/15,12500,998750000,12500.0,100.0,1010378300.0
2020/01/08,003000,부광약품,KOSPI,직접,취득,2020/01/08,2020/04/07,1916000,25003800000,1740937.0,90.86,25001429200.0
2020/01/08,069410,엔텔스,KOSDAQ,직접,취득,2020/01/09,2020/04/08,50000,437500000,50000.0,100.0,389128200.0
2020/01/10,007340,DN오토모티브,KOSPI,신탁,취득,2020/01/10,2020/07/10,0,3000000000,109242.0,0.0,2981905350.0
2020/01/10,086900,메디톡스,KOSDAQ,직접,취득,2020/01/13,2020/04/10,30000,9894000000,30000.0,100.0,9490835600.0
2020/01/14,021050,서원,KOSPI,직접,처분,2020/01/15,2020/04/15,1018080,4138495200,1018080.0,100.0,3931824960.0
2020/01/15,043650,국순당,KOSDAQ,직접,취득,2020/01/16,2020/04/15,700000,2121000000,700000.0,100.0,2444710075.0
2020/01/17,143240,사람인,KOSDAQ,직접,처분,2020/01/20,2020/04/17,230000,7325500000,22837.0,9.93,588070400.0
2020/01/20,290510,코리아센터,KOSDAQ,신탁,취득,2020/01/21,2021/01/20,0,3000000000,190109.0,0.0,2993973900.0
2020/01/21,033290,코웰패션,KOSDAQ,직접,취득,2020/01/22,2020/04/21,500000,2700000000,500000.0,100.0,2609799340.0
2020/01/21,052670,제일바이오,KOSDAQ,직접,처분,2020/01/22,2020/04/20,730000,7420450000,730000.0,100.0,6463420000.0
2020/01/23,065570,삼영이엔씨,KOSDAQ,직접,취득,2020/01/24,2020/04/23,400000,2140000000,400000.0,100.0,2287012675.0
2020/01/29,035420,NAVER,KOSPI,직접,취득,2020/01/31,2020/03/31,83000,14815500000,83000.0,100.0,15500503000.0
2020/01/30,039010,현대에이치티,KOSDAQ,신탁,취득,2020/01/30,2021/01/29,0,2000000000,343903.0,0.0,1997157680.0
2020/01/30,020710,시공테크,KOSDAQ,신탁,취득,2020/01/30,2021/01/30,0,1000000000,202602.0,0.0,991497875.0
2020/01/30,085620,미래에셋생명,KOSPI,직접,취득,2020/01/31,2020/04/29,5000000,18500000000,5000000.0,100.0,18250487340.0
2020/01/30,190510,나무가,KOSDAQ,직접,처분,2020/01/31,2020/02/28,59864,2488247160,59864.0,100.0,2488247160.0
2020/01/30,005830,DB손해보험,KOSPI,직접,취득,2020/01/31,2020/04/30,708000,30585600000,708000.0,100.0,25476345850.0
2020/01/31,096770,SK이노베이션,KOSPI,직접,취득,2020/02/03,2020/05/02,4628000,578500000000,4628000.0,100.0,495284446100.0
2020/01/31,109610,에스와이,KOSDAQ,직접,취득,2020/02/01,2020/04/30,1000000,4220000000,314228.0,31.42,1298333565.0
2020/02/03,004690,삼천리,KOSPI,신탁,취득,2020/02/04,2020/08/03,0,10000000000,139380.0,0.0,9982021300.0
2020/02/04,049070,인탑스,KOSDAQ,신탁,취득,2020/02/04,2020/08/03,0,2000000000,192896.0,0.0,1976480550.0
2020/02/04,088130,동아엘텍,KOSDAQ,신탁,취득,2020/02/04,2020/08/04,0,2000000000,300223.0,0.0,1996191400.0
2020/02/05,069330,유아이디,KOSDAQ,직접,처분,2020/02/06,2020/05/05,925000,925000000,925000.0,100.0,999000000.0
2020/02/05,109740,디에스케이,KOSDAQ,직접,취득,2020/02/06,2020/05/05,189634,1500004940,189634.0,100.0,1608536730.0
2020/02/06,267250,HD현대,KOSPI,직접,취득,2020/02/07,2020/05/06,488000,129320000000,488000.0,100.0,124216656000.0
2020/02/07,100030,인지소프트,KOSDAQ,신탁,취득,2020/02/07,2020/08/07,0,500000000,25600.0,0.0,497594400.0
2020/02/07,141000,비아트론,KOSDAQ,신탁,취득,2020/02/07,2020/08/06,0,3000000000,281420.0,0.0,1960165320.0
2020/02/07,093520,매커스,KOSDAQ,직접,취득,2020/02/08,2020/05/07,350000,1324750000,350000.0,100.0,1118563910.0
2020/02/10,057050,현대홈쇼핑,KOSPI,직접,취득,2020/02/11,2020/05/08,240000,18504000000,240000.0,100.0,18317424900.0
2020/02/11,000880,한화,KOSPI,직접,취득,2020/02/12,2020/05/11,180012,4140276000,180012.0,100.0,3279987050.0
2020/02/11,259630,엠플러스,KOSDAQ,직접,취득,2020/02/12,2020/05/11,81967,2000000000,81967.0,100.0,1974659750.0
2020/02/12,042420,네오위즈홀딩스,KOSDAQ,신탁,취득,2020/02/12,2020/08/11,0,5000000000,358599.0,0.0,4968801250.0
2020/02/12,187870,디바이스이엔지,KOSDAQ,직접,처분,2020/02/13,2020/03/12,329720,5730863320,329720.0,100.0,5730863320.0
2020/02/12,067160,SOOP,KOSDAQ,신탁,취득,2020/02/12,2020/08/12,0,3000000000,54804.0,0.0,2953213400.0
2020/02/12,115390,락앤락,KOSPI,신탁,취득,2020/02/13,2020/08/13,0,20000000000,1667300.0,0.0,19803292450.0
2020/02/13,009160,SIMPAC,KOSPI,직접,취득,2020/02/13,2020/05/12,1838235,5000000000,1838235.0,100.0,4767896475.0
2020/02/13,083930,아바코,KOSDAQ,신탁,취득,2020/02/13,2020/08/12,0,3000000000,583707.0,0.0,2988900250.0
2020/02/13,039340,한국경제TV,KOSDAQ,신탁,취득,2020/02/13,2021/02/13,0,2000000000,297596.0,0.0,1106364735.0
2020/02/13,039340,한국경제TV,KOSDAQ,신탁,취득,2020/02/13,2022/02/13,0,2000000000,123915.0,0.0,872804240.0
2020/02/17,004490,세방전지,KOSPI,신탁,취득,2020/02/17,2021/02/16,0,10000000000,359597.0,0.0,9958217800.0
2020/02/17,003610,방림,KOSPI,직접,취득,2020/02/18,2020/05/17,510000,1002150000,510000.0,100.0,1010026510.0
2020/02/18,138580,비즈니스온,KOSDAQ,신탁,취득,2020/02/18,2020/08/17,0,5000000000,477303.0,0.0,4994425960.0
2020/02/18,138580,비즈니스온,KOSDAQ,신탁,처분,2020/02/18,2020/11/17,0,5000000000,477303.0,0.0,7159545000.0
2020/02/20,000060,메리츠화재,KOSPI,직접,취득,2020/02/21,2020/05/20,404000,5938800000,404000.0,100.0,5995021250.0
2020/02/20,009830,한화솔루션,KOSPI,직접,취득,2020/02/24,2020/05/21,2014793,37978848050,2014793.0,100.0,28968777200.0
2020/02/20,053690,한미글로벌,KOSPI,신탁,취득,2020/02/26,2020/08/25,0,2000000000,270306.0,0.0,2167818630.0
2020/02/20,079550,LIG넥스원,KOSPI,직접,취득,2020/02/21,2020/05/20,330000,9058500000,330000.0,100.0,8509863500.0
2020/02/21,012450,한화에어로스페이스,KOSPI,직접,취득,2020/02/24,2020/05/22,930000,29899500000,930000.0,100.0,25160015650.0
2020/02/24,000050,경방,KOSPI,직접,취득,2020/02/25,2020/05/24,400000,3688000000,400000.0,100.0,3776174020.0
2020/02/24,009270,신원,KOSPI,직접,취득,2020/02/25,2020/05/24,1904761,2999998575,1904761.0,100.0,2624587750.0
2020/02/25,003650,미창석유,KOSPI,신탁,취득,2020/02/25,2021/02/24,0,1000000000,14437.0,0.0,848439950.0
2020/02/25,004360,세방,KOSPI,신탁,취득,2020/02/25,2021/02/24,0,3000000000,314814.0,0.0,3000014490.0
2020/02/25,038460,바이오스마트,KOSDAQ,신탁,취득,2020/02/25,2021/02/25,0,3000000000,888603.0,0.0,2992317220.0
2020/02/25,010780,아이에스동서,KOSPI,신탁,취득,2020/02/26,2020/08/25,0,10000000000,413084.0,0.0,9983774900.0
2020/02/25,006060,화승인더,KOSPI,신탁,취득,2020/02/25,2021/02/25,0,5000000000,213670.0,0.0,1687538320.0
2020/02/25,299900,위지윅스튜디오,KOSDAQ,직접,취득,2020/02/26,2020/05/20,227014,1000000000,212069.0,93.42,998892625.0
2020/02/25,006060,화승인더,KOSPI,신탁,취득,2020/02/25,2020/08/25,0,5000000000,488039.0,0.0,3307934110.0
2020/02/25,057540,옴니시스템,KOSDAQ,신탁,취득,2020/02/25,2021/02/25,0,3000000000,2080062.0,0.0,2991877220.0
2020/02/26,101060,SBS미디어홀딩스,KOSPI,신탁,취득,2020/02/26,2021/02/25,0,10000000000,5560364.0,0.0,9988914655.0
2020/02/26,035200,프럼파스트,KOSDAQ,신탁,취득,2020/02/26,2021/02/25,0,1000000000,342721.0,0.0,990864590.0
2020/02/26,093190,빅솔론,KOSDAQ,직접,취득,2020/02/27,2020/05/26,394478,2000003460,394478.0,100.0,1732991550.0
2020/02/26,042500,링네트,KOSDAQ,신탁,취득,2020/02/26,2022/02/25,0,1500000000,222536.0,0.0,1493101670.0
2020/02/26,060980,HL홀딩스,KOSPI,신탁,취득,2020/02/26,2020/08/25,0,10000000000,351915.0,0.0,9892313650.0
2020/02/27,099440,스맥,KOSDAQ,신탁,취득,2020/02/27,2020/08/26,0,1000000000,530758.0,0.0,995037365.0
2020/02/27,268280,미원에스씨,KOSPI,직접,처분,2020/02/28,2020/05/27,12109,823412000,12109.0,100.0,823412000.0
2020/02/27,017800,현대엘리베이,KOSPI,직접,취득,2020/02/28,2020/05/27,816000,45288000000,816000.0,100.0,37912768100.0
2020/02/27,003690,코리안리,KOSPI,직접,취득,2020/02/28,2020/05/27,5000000,39650000000,5000000.0,100.0,36950516230.0
2020/02/28,092460,한라IMS,KOSDAQ,신탁,처분,2020/02/28,2022/02/28,0,1000000000,186451.0,0.0,1824423035.0
2020/02/28,092460,한라IMS,KOSDAQ,신탁,취득,2020/02/28,2021/02/28,0,1000000000,186451.0,0.0,984568035.0
2020/02/28,000390,삼화페인트,KOSPI,신탁,처분,2020/02/28,2021/02/28,0,5000000000,469343.0,0.0,8130409750.0
2020/02/28,011040,경동제약,KOSDAQ,직접,취득,2020/02/29,2020/05/28,200000,1510000000,200000.0,100.0,1463526310.0
2020/02/28,012630,HDC,KOSPI,직접,취득,2020/03/02,2020/06/02,2700000,24921000000,2700000.0,100.0,22443859470.0
2020/03/02,123420,위메이드플레이,KOSDAQ,신탁,취득,2020/03/02,2021/03/02,0,10000000000,579732.0,0.0,9949147000.0
2020/03/02,250000,보라티알,KOSDAQ,신탁,처분,2020/03/02,2021/03/01,0,1000000000,50000.0,0.0,767830950.0
2020/03/02,013570,디와이,KOSPI,직접,취득,2020/03/03,2020/06/02,1000000,4220000000,712284.0,71.23,2925009360.0
2020/03/02,003090,대웅,KOSPI,직접,취득,2020/03/03,2020/06/02,1970444,20000006600,1636049.0,83.03,20027921250.0
2020/03/02,036530,SNT홀딩스,KOSPI,신탁,취득,2020/03/02,2020/09/01,0,5000000000,390304.0,0.0,4998110400.0
2020/03/03,138930,BNK금융지주,KOSPI,신탁,취득,2020/03/04,2020/09/03,0,7000000000,1503577.0,0.0,6997496635.0
2020/03/03,032280,삼일,KOSDAQ,직접,취득,2020/03/04,2020/06/03,510000,994500000,510000.0,100.0,837379115.0
2020/03/03,138070,신진에스엠,KOSDAQ,직접,취득,2020/03/04,2020/06/03,205339,1000000930,205339.0,100.0,900750110.0
2020/03/03,007330,푸른저축은행,KOSDAQ,신탁,취득,2020/03/04,2023/03/03,0,5000000000,4274.0,0.0,42717260.0
2020/03/03,023350,한국종합기술,KOSPI,신탁,취득,2020/03/03,2021/03/02,0,2000000000,546085.0,0.0,1976806850.0
2020/03/03,007330,푸른저축은행,KOSDAQ,신탁,취득,2020/03/04,2024/03/03,0,5000000000,173671.0,0.0,1743121870.0
2020/03/03,114810,한솔아이원스,KOSDAQ,신탁,취득,2020/03/03,2020/09/03,0,1000000000,199697.0,0.0,932870330.0
2020/03/03,007330,푸른저축은행,KOSDAQ,신탁,취득,2020/03/04,2021/03/04,0,5000000000,444377.0,0.0,3208219910.0
2020/03/04,001740,SK네트웍스,KOSPI,직접,취득,2020/03/05,2020/06/04,22000000,99220000000,22000000.0,100.0,112756959535.0
2020/03/04,003570,SNT다이내믹스,KOSPI,신탁,취득,2020/03/04,2020/09/03,0,5000000000,948403.0,0.0,4962438585.0
2020/03/04,001510,SK증권,KOSPI,직접,취득,2020/03/05,2020/06/03,14200000,7682200000,14200000.0,100.0,7261032048.0
2020/03/04,001745,SK네트웍스우,KOSPI,직접,취득,2020/03/05,2020/06/04,10500,774900000,10500.0,100.0,683373700.0
2020/03/05,004450,삼화왕관,KOSPI,직접,취득,2020/03/06,2020/06/05,20000,813000000,12999.0,65.0,497320100.0
2020/03/05,214430,아이쓰리시스템,KOSDAQ,직접,취득,2020/03/06,2020/06/05,81000,1506600000,46038.0,56.84,815807800.0
2020/03/06,093050,LF,KOSPI,직접,취득,2020/03/09,2020/06/08,780000,10062000000,780000.0,100.0,8258557630.0
2020/03/06,046140,SBS콘텐츠허브,KOSDAQ,신탁,취득,2020/03/06,2021/03/05,0,12000000000,2093000.0,0.0,11367489700.0
2020/03/06,030210,다올투자증권,KOSPI,신탁,취득,2020/03/09,2021/03/08,0,3000000000,1290313.0,0.0,2993320105.0
2020/03/06,007690,국도화학,KOSPI,직접,취득,2020/03/09,2020/06/08,120000,4830000000,120000.0,100.0,4507554550.0
2020/03/06,080220,제주반도체,KOSDAQ,직접,취득,2020/03/07,2020/06/06,320000,1044800000,320000.0,100.0,868168775.0
2020/03/06,258830,세종메디칼,KOSDAQ,직접,취득,2020/03/07,2020/06/06,100000,737000000,100000.0,100.0,516429395.0
2020/03/09,110790,크리스에프앤씨,KOSDAQ,신탁,취득,2020/03/10,2020/09/09,0,10000000000,443323.0,0.0,9936576750.0
2020/03/09,033290,코웰패션,KOSDAQ,직접,취득,2020/03/10,2020/06/09,2000000,9650000000,2000000.0,100.0,8867142565.0
2020/03/10,194370,제이에스코퍼레이션,KOSPI,신탁,취득,2020/03/11,2020/09/10,0,5000000000,411555.0,0.0,2962303630.0
2020/03/10,072990,에이치시티,KOSDAQ,신탁,취득,2020/03/10,2020/09/10,0,1500000000,108102.0,0.0,892700040.0
2020/03/10,040160,누리플렉스,KOSDAQ,신탁,취득,2020/03/10,2020/09/10,0,1000000000,237918.0,0.0,992713300.0
2020/03/10,104200,NHN벅스,KOSDAQ,신탁,취득,2020/03/10,2020/09/10,0,3000000000,696057.0,0.0,2956283270.0
2020/03/11,066900,디에이피,KOSDAQ,직접,취득,2020/03/12,2020/06/11,500000,1340000000,500000.0,100.0,1135487170.0
2020/03/11,000480,CR홀딩스,KOSPI,직접,취득,2020/03/12,2020/06/12,30000,2250000000,30000.0,100.0,2190841400.0
2020/03/11,001230,동국홀딩스,KOSPI,직접,취득,2020/03/12,2020/06/12,2000000,8000000000,2000000.0,100.0,7173926390.0
2020/03/11,001080,만호제강,KOSPI,직접,취득,2020/03/12,2020/06/11,100000,1350000000,59625.0,59.63,687746350.0
2020/03/11,260930,씨티케이,KOSDAQ,신탁,취득,2020/03/12,2020/09/11,0,5000000000,445800.0,0.0,4992455130.0
2020/03/11,025770,한국정보통신,KOSDAQ,신탁,취득,2020/03/11,2022/03/15,0,10000000000,237528.0,0.0,2111441420.0
2020/03/11,025770,한국정보통신,KOSDAQ,신탁,취득,2020/03/11,2022/09/15,0,10000000000,95222.0,0.0,748815030.0
2020/03/11,025770,한국정보통신,KOSDAQ,신탁,취득,2020/03/11,2021/03/15,0,10000000000,55000.0,0.0,477962320.0
2020/03/11,025770,한국정보통신,KOSDAQ,신탁,취득,2020/03/11,2020/09/14,0,10000000000,899159.0,0.0,6581593960.0
2020/03/11,067920,이글루,KOSDAQ,신탁,취득,2020/03/11,2020/09/11,0,2000000000,528198.0,0.0,1988654940.0
2020/03/12,171120,라이온켐텍,KOSDAQ,직접,취득,2020/03/13,2020/06/12,417828,3000005040,417828.0,100.0,2752107550.0
2020/03/12,020710,시공테크,KOSDAQ,신탁,취득,2020/03/12,2021/03/12,0,1000000000,201638.0,0.0,822280890.0
2020/03/12,089980,상아프론테크,KOSDAQ,직접,취득,2020/03/13,2020/06/12,200000,2670000000,200000.0,100.0,1934032080.0
2020/03/12,020710,시공테크,KOSDAQ,신탁,취득,2020/03/12,2022/03/12,0,1000000000,20000.0,0.0,120060000.0
2020/03/12,091120,이엠텍,KOSDAQ,신탁,취득,2020/03/12,2020/09/11,0,5000000000,800600.0,0.0,4986936980.0
2020/03/12,023410,유진기업,KOSDAQ,신탁,취득,2020/03/12,2020/09/11,0,7000000000,2232764.0,0.0,6908239915.0
2020/03/12,053610,프로텍,KOSDAQ,직접,취득,2020/03/12,2020/06/12,211267,3000000000,211267.0,100.0,2490423450.0
2020/03/12,187270,신화콘텍,KOSDAQ,직접,취득,2020/03/13,2020/06/12,470000,965850000,447140.0,95.14,984229180.0
2020/03/13,036810,에프에스티,KOSDAQ,신탁,취득,2020/03/13,2020/09/13,0,1000000000,80569.0,0.0,385491535.0
2020/03/13,006880,신송홀딩스,KOSPI,신탁,취득,2020/03/13,2020/09/14,0,3000000000,556652.0,0.0,1557541125.0
2020/03/13,260660,알리코제약,KOSDAQ,직접,취득,2020/03/14,2020/06/13,102040,999992000,102040.0,100.0,837770920.0
2020/03/13,006880,신송홀딩스,KOSPI,신탁,취득,2020/03/13,2021/09/15,0,3000000000,164677.0,0.0,917176340.0
2020/03/13,090740,연이비앤티,KOSDAQ,직접,취득,2020/03/16,2020/06/13,360000,1483200000,360000.0,100.0,1346401505.0
2020/03/13,006880,신송홀딩스,KOSPI,신탁,취득,2020/03/13,2021/03/15,0,3000000000,74818.0,0.0,287196695.0
2020/03/13,091580,상신이디피,KOSDAQ,직접,취득,2020/03/14,2020/06/13,350000,2247000000,350000.0,100.0,1712265595.0
2020/03/13,278650,HLB바이오스텝,KOSDAQ,신탁,취득,2020/03/13,2021/03/12,0,1000000000,71714.0,0.0,960145000.0
2020/03/13,002840,미원상사,KOSPI,직접,취득,2020/03/16,2020/06/15,38000,2139400000,38000.0,100.0,1989435500.0
2020/03/13,219420,링크제니시스,KOSDAQ,신탁,처분,2020/03/13,2021/03/12,0,3000000000,466883.0,0.0,3590022490.0
