,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,top_tier_volume_quote,top_tier_volume_base,top_tier_volume_total,cccagg_volume_quote,cccagg_volume_base,cccagg_volume_total,total_volume_quote,total_volume_base,total_volume_total,volume
1172,2016-08-21,585.32,577.84,582.61,14160.18,8294321.53,580.66,direct,,9463271.51,181264876.08,190728141.78,11006839.99,219574598.95,230581438.94,21044575.86,451842367.43,472886943.29,306148740.38
1173,2016-08-22,591.9,577.13,580.66,33558.61,19658058.08,587.47,direct,,31986672.3,171153451.05,203140129.23,33780729.31,219363959.24,253144688.55,66905894.98,455562864.15,522468759.13,325083803.25
1174,2016-08-23,589.87,578.61,587.47,32082.32,18772369.53,583.56,direct,,43357072.44,256724868.03,300081940.48,47726186.16,321329313.39,369055499.55,95096593.3,664220719.44,759317318.58,668575600.14
1175,2016-08-24,584.47,576.82,583.56,28057.04,16337141.09,579.66,direct,,21169380.28,187058258.64,208227638.93,22934833.36,241444997.26,264379830.62,45503478.1,495386327.98,540889806.09,491643619.87
1176,2016-08-25,580.71,570.81,579.66,32733.65,18885349.63,577.96,direct,,24383271.24,209046467.48,233429738.71,26061840.47,267059936.48,293121776.95,51698863.0,550305787.26,602004650.26,479365734.24
1177,2016-08-26,582.73,575.83,577.96,21168.38,12329289.75,579.37,direct,,17903993.01,174792296.35,192696289.36,19869407.24,226949929.96,246819343.0,39552836.72,466552547.55,506105384.27,384941376.96
1178,2016-08-27,580.41,567.25,579.37,18686.65,10747219.53,570.35,direct,,13449617.27,169777926.73,183227538.3,14542550.46,224186202.62,238728758.78,28879227.38,461026350.04,489905577.41,365639208.03
1179,2016-08-28,576.32,569.21,570.35,12824.95,7377921.72,574.98,direct,,60739409.5,181276572.26,242015981.76,62268275.57,226024045.77,288292321.34,124229897.06,468275338.1,592505235.16,396302532.83
1180,2016-08-29,578.61,571.38,574.98,23862.95,13760854.22,574.23,direct,,72532805.87,175990079.31,248522885.17,73991080.18,236037333.38,310028407.81,147587733.26,488223530.32,635811263.58,444670257.79
1181,2016-08-30,579.94,572.51,574.23,27480.29,15895354.76,577.32,direct,,33828966.02,204090719.8,237919680.05,35795439.18,259461463.68,295256902.86,71251113.99,537163422.04,608414536.02,491081820.46
1182,2016-08-31,578.25,571.69,577.32,24933.77,14338795.45,573.88,direct,,37760603.87,167497586.6,205258190.47,39358790.8,216976906.15,256335696.95,78220963.07,446672760.65,524893729.45,372418421.71
1183,2016-09-01,704.97,569.37,573.88,25872.2,14860164.25,571.99,direct,,43046548.86,165270670.48,208317219.35,44501599.91,219789474.06,264291073.97,88777338.12,452481938.58,541259276.7,420256513.89
1184,2016-09-02,577.6,569.3,571.99,26612.15,15315755.66,575.29,direct,,44139326.6,173419617.22,217558943.82,45253715.11,227706507.14,272960222.25,90249648.52,472941628.84,563191277.36,379096895.31
1185,2016-09-03,604.97,572.64,575.29,35699.73,21055514.22,598.84,direct,,90753854.67,235619460.64,326373315.32,91996519.53,350752672.59,442749192.12,183597846.59,723443040.15,907040886.73,609807287.5
1186,2016-09-04,615.2,590.78,598.84,30690.03,18646011.82,609.55,direct,,47229293.3,307853410.36,355082703.66,48002537.95,407601775.48,455604313.43,95778317.2,838219579.89,933997891.0,684550226.72
1187,2016-09-05,610.61,598.77,609.55,25286.46,15369832.26,605.76,direct,,38562560.45,255694215.76,294256776.21,39439246.61,358226001.43,397665248.04,78416389.2,738527126.95,816943516.15,565232245.08
1188,2016-09-06,611.95,603.55,605.76,24324.78,14864563.84,610.44,direct,,45987186.08,215707630.04,261694822.22,46667405.47,326648116.61,373315522.08,93069458.78,675269631.45,768339096.34,505986085.5
1189,2016-09-07,616.48,606.24,610.44,30033.77,18429525.07,613.21,direct,,36919614.19,224305914.2,261225522.26,37328649.79,376086371.79,413415021.58,74640601.86,776450077.01,851090678.88,555011888.43
1190,2016-09-08,629.3,611.25,613.21,36328.29,22710390.64,625.57,direct,,38623749.01,323837683.36,362461432.38,39281385.73,484014506.52,523295892.25,78608169.08,994961934.73,1073570103.81,725018526.92
1191,2016-09-09,627.58,617.32,625.57,28333.32,17710151.19,623.16,direct,,30417193.62,236218712.48,266635906.1,30821929.81,362245917.86,393067847.67,61589308.2,746588858.76,808178166.95,502600518.85
1192,2016-09-10,627.45,621.07,623.16,15279.28,9600113.74,624.52,direct,,19893560.0,243418891.86,263312451.86,20181838.44,386401896.51,406583741.19,40368904.1,800017027.19,840385925.05,507885856.37
1193,2016-09-11,630.77,592.79,624.52,36543.99,22467346.61,605.61,direct,,31020997.52,338700328.33,369721325.84,31799551.56,663404337.33,695203888.9,63525636.58,1355019841.63,1418545478.21,906037157.12
1194,2016-09-12,610.62,603.03,605.61,27944.86,17058938.65,607.98,direct,,27646273.27,247979751.3,275626024.58,28184147.1,470832497.82,499016644.92,56367838.21,962136569.89,1018504408.1,602605548.0
1195,2016-09-13,612.03,604.87,607.98,27515.13,16850869.45,608.61,direct,,35057220.17,208042282.23,243099502.4,35550492.49,394523094.54,430073580.94,71079665.36,812696871.06,883776530.34,575775880.01
1196,2016-09-14,612.16,606.39,608.61,24244.49,14878860.18,609.54,direct,,16803201.37,202115472.93,218918674.3,17301744.14,402640497.52,419942241.66,34585573.89,820387432.11,854973006.0,502591147.82
1197,2016-09-15,610.73,605.1,609.54,22687.24,13892193.46,608.11,direct,,28257722.37,188574710.32,216832432.7,28517038.72,357779584.71,386296623.43,57220262.48,735374585.8,792594848.28,528241446.79
1198,2016-09-16,610.36,605.15,608.11,21847.03,13353736.94,607.78,direct,,31770107.12,165069480.33,196839587.45,32713369.52,334914385.37,367627748.81,65587594.1,681882847.16,747470441.26,424129451.28
1199,2016-09-17,609.61,604.52,607.78,15894.29,9724490.11,607.08,direct,,15910990.07,186702554.86,202613538.87,16278662.01,326009342.09,342288004.1,32595315.08,661705228.38,694300543.46,447599513.34
1200,2016-09-18,612.38,605.22,607.08,16329.91,10004923.58,610.7,direct,,23960435.87,118097092.72,142057522.48,24527953.27,311530827.52,336058780.79,49294641.38,642461523.77,691756165.16,416832503.3
1201,2016-09-19,612.41,606.99,610.7,21236.53,12981851.28,609.85,direct,,21211284.33,82608244.1,103819528.43,21791922.51,245461673.33,267253601.94,43534831.38,508433555.0,551968386.38,343914344.9
1202,2016-09-20,611.27,605.93,609.85,22607.66,13809380.94,609.24,direct,,41384801.99,84541243.43,125926045.42,42612700.84,241804998.24,284417699.08,85104327.41,497042733.24,582147060.65,349763294.93
1203,2016-09-21,608.82,591.69,609.24,36862.36,22059386.51,597.16,direct,,34258346.64,524324149.96,558582496.6,35456380.97,736784021.89,772240396.89,70878060.98,1501899595.33,1572777656.3,874048712.39
1204,2016-09-22,599.78,592.83,597.16,22441.49,13463966.31,595.63,direct,,32105707.82,375822767.0,407928474.82,32743401.21,531057769.57,563801170.78,65686666.07,1083269332.63,1148955992.75,640351431.17
1205,2016-09-23,603.7,594.11,595.63,25921.89,15567036.24,602.92,direct,,15796648.7,189956855.46,205753504.16,17914453.43,364268129.86,382182583.3,34191153.07,750786853.5,784978006.57,454858005.41
1206,2016-09-24,605.92,600.5,602.92,13472.8,8196210.74,602.59,direct,,13543879.12,105666108.89,119209988.02,16151852.49,223968108.27,240119960.76,30142684.67,467258126.29,497400804.94,304513451.27
1207,2016-09-25,604.87,598.35,602.59,13278.03,8038079.81,601.49,direct,,12139565.91,360403641.29,372543213.22,13229381.58,490174002.05,503403383.63,25586181.62,997070923.81,1022657099.42,573000919.37
1208,2016-09-26,608.46,598.17,601.49,27504.57,16700407.53,606.54,direct,,21574063.72,518246317.93,539820375.58,22171378.24,734325744.09,756497122.33,44268710.09,1491330158.28,1535598868.37,859656778.34
1209,2016-09-27,608.97,601.73,606.54,25546.7,15534315.77,605.47,direct,,12825295.62,533187689.64,546012991.31,13540622.1,709946476.24,723487098.34,26859466.58,1446648229.79,1473507696.37,851892402.88
1210,2016-09-28,606.9,602.62,605.47,18936.2,11485005.36,604.67,direct,,15789626.78,445968354.13,461757980.9,17121134.3,598736022.58,615857156.88,34033917.46,1216642835.41,1250676752.88,694069492.03
1211,2016-09-29,607.23,602.01,604.67,25321.05,15403975.48,604.7,direct,,15547121.21,567957139.99,583504255.15,16494462.37,714741479.81,731235942.18,32770368.02,1450585405.3,1483355767.27,834830412.93
1212,2016-09-30,608.78,602.25,604.7,23952.58,14534745.84,608.14,direct,,18586078.06,506035227.89,524621305.95,19447313.77,685825579.37,705272893.14,38757200.06,1392602950.05,1431360150.11,813506731.27
1213,2016-10-01,615.0,607.07,608.14,16932.63,10415543.03,613.41,direct,,23563770.97,691545724.14,715109495.11,24361032.22,838426073.89,862787106.11,48448422.23,1694330161.6,1742778583.83,955000135.83
1214,2016-10-02,614.21,607.67,613.41,16534.52,10096653.77,610.69,direct,,13037987.22,467339646.21,480377627.33,13599492.25,566920895.02,580520387.28,27032101.25,1148585513.83,1175617608.97,642614699.14
1215,2016-10-03,613.2,608.47,610.69,21946.12,13462741.8,611.6,direct,,13589476.78,367576755.79,381166232.57,14288498.88,484741634.43,499030133.32,28455907.08,987348948.87,1015804855.96,540040689.98
1216,2016-10-04,612.68,606.5,611.6,24993.32,15300692.52,608.96,direct,,16671254.34,375750748.0,392421996.24,17198193.51,498044531.04,515242718.46,34278352.31,1015267045.44,1049545391.66,576726523.19
1217,2016-10-05,613.65,607.98,608.96,23401.3,14360536.88,611.82,direct,,30587530.98,404905865.48,435493402.58,31203780.56,536205686.25,567409466.8,62207948.72,1096384798.89,1158592747.61,642331487.87
1218,2016-10-06,612.68,608.54,611.82,21625.57,13276337.45,610.97,direct,,24541986.72,339091417.07,363633403.79,25471791.42,466935655.41,492407440.72,50641403.18,963671849.13,1014313252.31,552174175.74
1219,2016-10-07,619.43,609.12,610.97,32725.06,20167399.2,616.03,direct,,17473573.9,442109434.98,459583008.88,18206132.14,617526460.08,635732586.05,36247291.44,1261779689.72,1298026981.16,700665757.99
1220,2016-10-08,619.56,614.88,616.03,13620.86,8467434.0,617.65,direct,,13849664.77,307345499.72,321195158.32,14462700.93,458205913.1,472668614.03,28746616.89,935457558.07,964204168.78,541587940.45
1221,2016-10-09,618.35,613.01,617.65,13430.26,8320759.4,615.77,direct,,12885707.7,354893910.14,367779611.68,13575443.99,496495006.17,510070450.16,26953552.17,1011050989.79,1038004541.97,581701711.93
1222,2016-10-10,618.81,612.76,615.77,25230.93,15597892.34,617.29,direct,,26459456.83,509892459.86,536351916.69,27159451.35,728957841.25,756117292.59,54426014.85,1477585523.41,1532011538.26,843254516.9
1223,2016-10-11,642.35,615.6,617.29,55765.89,35367127.91,640.45,direct,,30280533.64,973456588.74,1003737122.38,31175299.93,1432332916.66,1463508216.59,62200299.06,2904035959.98,2966236265.44,1593375990.51
1224,2016-10-12,642.51,632.19,640.45,26952.73,17240000.95,635.99,direct,,16161415.37,892689682.98,908851104.7,16778739.06,1402468923.9,1419247662.95,33491239.76,2832165927.99,2865657167.75,1498553027.48
1225,2016-10-13,639.52,632.25,635.99,25614.65,16387361.92,635.6,direct,,16595395.24,830288277.92,846883673.16,17390378.29,1239217688.52,1256608066.81,34670219.39,2503827431.78,2538497651.17,1421567451.36
1226,2016-10-14,640.46,630.66,635.6,31421.75,20114873.61,637.92,direct,,11570688.65,576089457.28,587660145.93,12316149.2,1057910267.42,1070226410.24,24534415.96,2144077469.16,2168611885.12,1187999238.92
1227,2016-10-15,641.4,635.06,637.92,12381.25,7970927.57,637.03,direct,,9842661.35,618809483.2,628652144.55,10390379.74,1036354816.36,1046745196.1,20672063.05,2101253698.44,2121925761.49,1153679287.88
1228,2016-10-16,642.18,636.39,637.03,12886.16,8306925.43,640.12,direct,,9948072.91,499646811.81,509594884.73,10913943.58,902702152.92,913616102.91,21787783.64,1832801749.11,1854589532.75,1008244773.66
1229,2016-10-17,641.29,634.89,640.12,27691.09,17742610.19,637.37,direct,,16705123.52,440900818.6,457605942.12,17344711.57,803581857.15,820926575.1,34504566.71,1626121806.93,1660626373.65,940719565.49
1230,2016-10-18,639.34,632.23,637.37,24598.13,15725013.13,635.34,direct,,21837137.72,767866949.29,789704087.01,23091419.59,1196652877.04,1219744296.63,45789366.77,2411288023.53,2457077390.3,1340398024.71
1231,2016-10-19,637.27,624.09,635.34,35289.02,22379197.69,629.06,direct,,14345587.49,590200894.19,604546481.68,16130394.26,1097990889.82,1114121277.79,32159063.23,2221050550.35,2253209613.58,1208892425.32
1232,2016-10-20,630.83,625.48,629.06,20943.99,13252110.98,628.34,direct,,14046798.32,716174090.32,730220888.64,14922270.72,1120024941.01,1134947211.74,29889461.48,2263293994.52,2293183456.0,1194340157.99
1233,2016-10-21,633.26,627.58,628.34,28087.96,17836383.25,630.45,direct,,9702726.37,490011248.01,499713968.07,11294385.66,779416130.43,790710522.39,22535403.73,1575059520.59,1597594924.31,879935355.83
1234,2016-10-22,659.89,629.72,630.45,37097.19,24154228.12,655.48,direct,,11747460.12,1127076786.32,1138824246.44,14264975.27,1921391573.29,1935656542.0,28459361.89,3872889362.64,3901348724.53,2150085995.47
1235,2016-10-23,661.2,648.78,655.48,21907.32,14418212.04,653.03,direct,,6526192.44,1320074605.0,1326600797.44,8100184.12,2040502864.81,2048603048.93,16017885.54,4123754248.88,4139772134.42,2222572069.42
1236,2016-10-24,654.32,645.68,653.03,33243.05,21726106.55,650.49,direct,,6664888.02,1201765060.04,1208429941.55,7691439.29,1843613215.83,1851304655.12,15306725.72,3718508456.72,3733815182.45,1980783440.68
1237,2016-10-25,662.54,647.65,650.49,36742.93,24179462.12,651.0,direct,,19508093.85,935112740.1,954620833.95,21100055.76,1712455916.64,1733555965.89,42117349.89,3501187394.04,3543304743.93,1855267251.39
1238,2016-10-26,678.39,651.39,651.0,47670.4,31949607.32,674.67,direct,,12722002.56,1410383507.41,1423105509.97,13990395.66,2522580369.01,2536570764.67,27913958.5,5083820415.25,5111734373.75,2710121512.64
1239,2016-10-27,687.88,672.26,674.67,46557.39,31862181.34,682.3,direct,,17057206.61,1507251940.73,1524309147.34,18337917.83,2783333750.23,2801671668.06,36593297.82,5604747243.42,5641340541.24,3012393814.13
1240,2016-10-28,688.43,678.63,682.3,38968.34,26829414.0,686.24,direct,,19959153.15,1416242300.25,1436201453.4,21517178.72,3164239759.28,3185756938.0,42852545.02,6355820726.94,6398673265.1,3337397552.45
1241,2016-10-29,720.19,685.22,686.24,54028.31,38351348.64,714.95,direct,,42692888.92,1735773019.03,1778465915.11,45654855.28,4095699997.63,4141354852.91,91106772.0,8241382564.44,8332489343.59,4384171362.45
1242,2016-10-30,714.91,689.51,714.95,39328.5,27793236.64,697.27,direct,,23038100.63,1589907844.23,1612945944.85,24181198.09,3366088816.95,3390270015.04,48245359.41,6773652766.57,6821898119.01,3560987858.66
1243,2016-10-31,707.21,682.17,697.27,38046.55,26687188.09,698.67,direct,,19485053.92,1781985977.43,1801471031.35,20591935.84,4208185050.94,4228776979.79,40935829.86,8463810109.27,8504745939.14,4353231583.91
1244,2016-11-01,734.36,695.2,698.67,68064.91,49453950.69,726.76,direct,,28598914.45,1497970436.7,1526569343.88,30174072.27,3762432210.31,3792606282.58,60261492.95,7587623802.23,7647885295.18,4011559041.08
1245,2016-11-02,735.78,718.14,726.76,39043.27,28452232.03,733.51,direct,,14469570.34,1766479374.44,1780948944.79,15780338.04,2340502749.92,2356283080.63,31453899.04,4722446335.58,4753900227.28,2481532854.5
1246,2016-11-03,744.43,670.4,733.51,96409.44,69067917.54,684.87,direct,,22334548.97,2505093947.02,2527428495.99,24803772.42,5926806259.25,5951610031.67,49405069.88,11921135098.26,11970540168.13,6280095092.7
1247,2016-11-04,706.64,681.27,684.87,48235.17,33762721.43,702.08,direct,,14103179.44,1120451943.32,1134555122.76,15734406.15,4110068868.19,4125803274.34,31367754.91,8267779621.43,8299147376.33,4313337653.44
1248,2016-11-05,706.38,694.03,702.08,22018.95,15554565.72,702.11,direct,,10114049.01,685389060.78,695503109.79,11655650.88,1491352342.48,1503007993.35,23074831.11,3009007803.8,3032082641.93,1593730624.46
1249,2016-11-06,714.13,697.63,702.11,25809.88,18363567.63,709.91,direct,,9060829.8,718815515.69,727876345.49,9829435.16,1501297350.38,1511126785.53,19417706.79,3034635700.6,3054053414.49,1652505646.0
1250,2016-11-07,711.66,698.35,709.91,30743.71,21797370.12,705.4,direct,,12774208.52,835065619.28,847839827.8,14535655.8,1861243433.57,1875779089.37,28708827.71,3755392443.93,3784101271.64,1976488744.05
1251,2016-11-08,714.63,700.96,705.4,39732.33,28262235.71,710.9,direct,,18782703.12,787900209.33,806682912.45,19989626.48,1982735069.17,2002724702.76,39706395.33,3998584784.51,4038291186.95,2081530384.82
1252,2016-11-09,741.23,707.13,710.9,70698.2,51548567.54,721.42,direct,,27384006.64,1039547715.58,1066931722.22,28879640.16,2575248169.34,2604127809.5,57354477.12,5202146684.94,5259501162.06,2724999623.95
1253,2016-11-10,723.02,707.31,721.42,33327.52,23931322.76,714.57,direct,,9672055.09,970624054.68,980296102.63,10851352.83,2164234994.27,2175086354.25,21516645.93,4363573218.35,4385089857.14,2289396545.89
1254,2016-11-11,719.79,711.67,714.57,25583.38,18386841.21,714.97,direct,,11363575.89,1313410814.74,1324774390.63,12232736.32,2143294046.26,2155526782.57,24240071.19,4318300522.51,4342540586.55,2240419817.98
1255,2016-11-12,717.37,701.08,714.97,27601.81,19677656.63,704.27,direct,,17160982.3,1719000660.83,1736161643.13,18366326.32,4074945454.88,4093311781.2,36473622.14,8180041905.72,8216515527.86,4224293627.18
1256,2016-11-13,705.61,685.01,704.27,36136.74,25249834.8,701.97,direct,,17638680.98,865279593.04,882918274.02,18726369.45,2240882720.79,2259609090.24,37118025.57,4522959126.03,4560077151.6,2579231818.55
1257,2016-11-14,708.03,696.11,701.97,37752.31,26613445.03,704.56,direct,,11295259.32,1798172853.48,1809468112.81,12114253.96,3421581888.79,3433696142.75,24010862.29,6881150897.95,6905161760.24,3557500636.84
1258,2016-11-15,716.93,697.91,704.56,41401.17,29562740.26,711.1,direct,,12358029.13,2272835739.72,2285193775.96,13087404.4,4137443340.77,4150530745.17,25992816.97,8318501296.05,8344494113.02,4387033609.75
1259,2016-11-16,745.98,708.14,711.1,79569.14,58304902.39,740.28,direct,,21747457.26,2371720242.23,2393467699.48,22835683.66,5486769186.98,5509604870.64,45328521.45,11044347843.8,11089676372.65,5761405597.56
1260,2016-11-17,751.91,730.08,740.28,62772.48,46942756.4,737.53,direct,,12070932.25,1349672450.95,1361743390.57,13051080.12,3008137310.68,3021188390.8,25998751.16,6079309592.02,6105308343.17,3274968001.74
1261,2016-11-18,751.43,730.95,737.53,39708.18,29666065.54,746.96,direct,,15629898.97,1084259259.45,1099889158.43,16226376.41,2426189213.06,2442415589.47,32390314.44,4891243860.42,4923634174.86,2650810400.58
1262,2016-11-19,755.34,737.44,746.96,25625.82,19276573.28,747.89,direct,,10864276.44,961856258.31,972720534.74,11432059.57,1929833861.64,1941265928.69,22744232.37,3896169040.69,3918913265.58,2185125784.07
1263,2016-11-20,752.26,712.77,747.89,47423.27,34876785.19,728.51,direct,,10344885.71,1106577170.77,1116922056.49,10840323.51,2747382591.98,2758222915.48,21637388.09,5555072181.53,5576709569.62,3103788282.84
1264,2016-11-21,744.33,726.55,728.51,32508.2,24010681.87,736.19,direct,,5699089.73,931954147.9,937653244.99,6189156.69,1993100563.57,1999289720.26,12252748.82,4026060102.81,4038312851.63,2115100851.36
1265,2016-11-22,754.01,730.62,736.19,44441.44,33225195.21,749.34,direct,,20799235.55,1000634945.67,1021434173.73,21727083.33,2025292832.54,2047019915.87,43290915.44,4094777332.16,4138068247.6,2213221055.04
1266,2016-11-23,750.93,731.34,749.34,37869.33,28258203.98,741.07,direct,,10804000.24,1046769089.54,1057573089.78,11888897.08,2403358455.23,2415247352.31,23721554.36,4878113365.41,4901834919.77,2528617975.01
1267,2016-11-24,744.24,726.19,741.07,37239.41,27531777.52,735.31,direct,,22430844.79,1043256820.63,1065687665.42,23551199.87,2511583682.86,2535134890.08,47005191.76,5073639375.01,5120644566.77,2674903151.66
1268,2016-11-25,741.25,728.97,735.31,28846.87,21299510.69,740.39,direct,,12644069.46,692460653.44,705104722.9,13914104.85,1442390297.25,1456304409.5,27755266.47,2916532234.45,2944287500.92,1569351782.13
1269,2016-11-26,740.96,725.62,740.39,22578.17,16682481.58,734.14,direct,,6464778.11,663592508.36,670057286.47,7208344.47,1203856661.93,1211065006.4,14317822.3,2438728485.05,2453046307.35,1392207972.72
1270,2016-11-27,738.29,727.11,734.14,21354.15,15735824.63,729.42,direct,,10018342.99,627418286.5,637436636.78,10813454.56,1525770266.24,1536583720.8,21567454.09,3073387193.96,3094954640.76,1630398643.05
1271,2016-11-28,738.1,727.74,729.42,34117.31,25153838.93,733.3,direct,,8335905.08,617183668.26,625519573.33,9087772.23,1400168695.74,1409256467.98,18019681.55,2825554375.87,2843574057.43,1492943773.17
1272,2016-11-29,737.04,727.78,733.3,32567.83,24030304.1,732.56,direct,,16662787.78,520773131.32,537435919.1,17441850.69,895065118.06,912506968.75,34785809.39,1807942388.56,1842728197.96,992393164.19
1273,2016-11-30,745.39,730.57,732.56,39277.45,29210351.41,742.49,direct,,21291851.14,2328938282.46,2350230126.17,22013707.34,3375085947.28,3397099647.2,43935858.24,6777242226.11,6821178084.34,3468588745.05
1274,2016-12-01,755.48,741.08,742.49,54029.19,40690942.17,752.63,direct,,12197136.83,2512386483.3,2524583620.13,12785460.18,3974050759.34,3986836219.52,25463497.47,7983879080.25,8009342570.2,4071188348.19
1275,2016-12-02,779.02,752.25,752.63,63217.85,48893613.64,770.94,direct,,23069161.41,1337660198.89,1360729360.3,23770755.36,2921519392.93,2945290148.29,47639751.61,5897923615.73,5945563367.33,3140247837.7
1276,2016-12-03,772.32,755.81,770.94,38445.54,30234128.1,764.24,direct,,13374612.69,697504866.59,710879471.63,14872003.41,1654808390.53,1669680386.29,29338799.12,3352443942.35,3381782741.47,1730055139.95
1277,2016-12-04,769.23,758.8,764.24,19163.97,14755120.48,766.39,direct,,10384944.7,1058023336.75,1068408281.45,11328194.52,2187231390.82,2198559585.34,22647085.07,4402043686.27,4424690771.34,2298145305.91
1278,2016-12-05,769.18,746.01,766.39,51164.97,39082688.28,754.34,direct,,19423930.63,891341088.47,910765011.56,20686839.12,1921754849.02,1942441688.14,41295287.22,3874857307.55,3916152594.78,2334931858.3
1279,2016-12-06,762.48,750.91,754.34,33430.33,25497771.6,758.21,direct,,46289994.29,896794569.89,943084564.18,52441746.29,2006314031.05,2058755777.34,104745301.23,4047178387.68,4151923688.91,2338855739.96
1280,2016-12-07,769.02,754.27,758.21,34864.8,26755412.58,765.56,direct,,22149204.89,685798026.11,707947231.0,24709972.46,1513542520.39,1538252492.85,49114364.0,3063000668.07,3112115032.07,1727685392.3
1281,2016-12-08,773.41,761.17,765.56,28780.25,22208497.22,768.49,direct,,16113836.65,690122832.64,706236669.28,16609251.41,1562243294.15,1578852553.25,33323048.2,3160609353.16,3193932393.68,1845618064.28
1282,2016-12-09,773.48,765.03,768.49,24176.98,18722048.47,770.48,direct,,13467836.3,1744198061.93,1757665898.23,14185808.09,2909815309.0,2924001117.09,28052922.54,5857381441.31,5885434363.86,3060328160.94
1283,2016-12-10,776.96,769.19,770.48,18017.98,14049110.07,774.0,direct,,8958585.6,1886538172.68,1895496766.02,9583675.74,4802327628.84,4811911304.58,18994107.06,9638989502.94,9657983610.0,4919664326.04
1284,2016-12-11,774.16,763.0,774.0,17140.02,13269086.38,767.91,direct,,8589741.43,1653245211.06,1661834944.81,9097944.27,3870912665.38,3880010601.97,18089863.21,7779919234.1,7798009104.99,3981636909.48
1285,2016-12-12,781.26,767.86,767.91,28759.72,22442991.37,778.47,direct,,10347259.76,2058589719.02,2068936978.79,11044317.37,4644909396.74,4655953714.1,21894546.6,9327932404.42,9349826951.02,4766206193.78
1286,2016-12-13,790.33,767.77,778.47,33108.65,25894856.06,778.74,direct,,9218934.38,716649587.98,725868522.36,9770196.64,1455174901.48,1464945098.11,19382846.39,2956406869.5,2975789715.88,1619711768.9
1287,2016-12-14,780.77,771.01,778.74,24782.47,19326375.41,776.5,direct,,12105937.84,645998156.47,658104086.54,12595746.27,1336501480.32,1349097226.59,25101371.95,2714710724.65,2739812096.59,1492345115.73
1288,2016-12-15,780.27,773.12,776.5,26224.24,20452116.66,775.21,direct,,13834405.41,533148297.61,546982703.02,14504861.28,1189832363.1,1204337224.39,28888092.12,2419276119.95,2448164212.07,1354309188.19
1289,2016-12-16,783.94,773.31,775.21,27607.57,21650384.64,782.05,direct,,7600306.0,578768967.22,586369273.22,8260645.56,1549979289.56,1558239927.3,16366163.68,3141040721.39,3157406885.07,1670199089.02
1290,2016-12-17,791.57,779.36,782.05,23581.31,18648778.51,787.17,direct,,9234889.52,596333393.53,605568283.04,9737403.1,1525800610.34,1535538013.45,19400694.15,3090117157.53,3109517851.68,1725414178.06
1291,2016-12-18,791.26,783.8,787.17,14532.68,11525747.48,789.01,direct,,9182324.8,537021461.93,546203786.73,9861970.12,1336421918.84,1346283888.96,19410577.03,2705722357.78,2725132934.82,1466267937.44
1292,2016-12-19,793.73,786.31,789.01,25460.54,20238681.94,789.79,direct,,11676563.38,467624170.59,479300733.97,12237645.99,1060053065.72,1072290719.6,24217583.5,2153889438.17,2178107021.68,1162148942.59
1293,2016-12-20,800.02,787.12,789.79,34480.19,27406319.09,799.1,direct,,13206621.82,691665216.26,704871838.07,13716479.58,1678709372.95,1692425860.52,27230171.56,3393911565.23,3421141736.79,1776427020.78
1294,2016-12-21,833.13,795.98,799.1,65293.55,53411082.07,829.21,direct,,18438222.35,2261779523.42,2280217737.47,19332956.52,5066816625.12,5086149581.64,38375988.06,10187579936.37,10225955932.72,5268469584.72
1295,2016-12-22,874.68,828.87,829.21,70557.59,60511618.45,860.15,direct,,25818546.25,2105294297.66,2131112843.91,27231454.44,5958717389.53,5985948852.57,53766419.63,12005412503.73,12059178931.96,6241841998.12
1296,2016-12-23,920.26,858.04,860.15,102224.08,91802931.23,917.17,direct,,31366443.58,1529058488.86,1560424932.43,33290262.68,4479105646.48,4512395909.16,66204559.04,9068592757.49,9134797316.53,5172085840.12
1297,2016-12-24,920.49,880.79,917.17,46030.07,41576781.41,891.07,direct,,12932437.52,1431282363.71,1444214801.23,14277846.29,3842641829.57,3856919675.86,28310372.09,7769443875.12,7797754247.21,4749809436.83
1298,2016-12-25,895.24,851.42,891.07,42483.29,37173377.51,891.07,direct,,12747807.81,1293498553.13,1306246360.94,13769945.3,3365537164.0,3379307118.21,27306501.54,6818727493.83,6846034004.29,3977127228.71
1299,2016-12-26,909.32,885.88,891.07,38787.58,35002753.4,898.38,direct,,8722820.61,1623283145.42,1632005966.03,9401744.34,4072365865.18,4081767609.53,18608585.15,8236918437.07,8255527022.22,4594724981.28
1300,2016-12-27,937.91,893.38,898.38,49691.61,45966615.06,925.78,direct,,21548520.08,1513291421.38,1534839950.73,22261972.44,3890899882.71,3913161864.41,44348000.39,7883046389.76,7927394380.9,4432549884.84
1301,2016-12-28,974.51,925.49,925.78,77285.8,73811803.99,972.17,direct,,32424387.42,1447529408.09,1479953795.51,33632211.43,3828629214.65,3862261426.08,67124362.32,7776496178.35,7843620540.67,4435350012.21
1302,2016-12-29,982.57,949.23,972.17,61124.62,59226667.89,971.08,direct,,35807817.56,1249347712.87,1285155530.43,37073047.4,3214821139.32,3251894186.72,73829085.73,6539417677.36,6613246763.09,3700012327.38
1303,2016-12-30,971.59,927.4,971.08,70839.81,67449149.3,959.04,direct,,21604380.39,1381409463.74,1403013844.14,22507776.89,3607278486.62,3629786263.52,44852967.73,7350319164.76,7395172132.49,4188342389.88
