,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,top_tier_volume_quote,top_tier_volume_base,top_tier_volume_total,cccagg_volume_quote,cccagg_volume_base,cccagg_volume_total,total_volume_quote,total_volume_base,total_volume_total,volume
22,2013-06-28,101.79,92.25,101.74,47455.09,4594020.57,94.66,direct,,0.0,33639.32,33639.32,0.0,122585.65,122585.65,0.0,1337591.24,1337591.24,122585.65
23,2013-06-29,100.44,93.0,94.66,25419.63,2457873.24,95.0,direct,,0.0,31317.7,31317.7,0.0,64408.1,64408.1,0.0,430805.05,430805.05,64408.1
24,2013-06-30,98.12,93.85,95.0,8488.32,822038.9,97.51,direct,,0.0,51612.04,51612.04,0.0,75972.97,75972.97,0.0,298467.38,298467.38,75972.97
25,2013-07-01,98.18,86.01,97.51,52796.2,4817325.36,88.05,direct,,0.0,56958.66,56958.66,0.0,152714.8,152714.8,0.0,855601.22,855601.22,152714.8
26,2013-07-02,92.57,87.51,88.05,27396.38,2466507.43,90.51,direct,,0.0,52514.81,52514.81,0.0,148822.88,148822.88,0.0,614775.6,614775.6,148822.88
27,2013-07-03,91.2,76.0,90.51,73017.06,6073317.69,78.89,direct,,0.0,44168.14,44168.14,0.0,157292.46,157292.46,0.0,1396184.18,1396184.18,157292.46
28,2013-07-04,84.27,72.0,78.89,63440.37,4966499.64,80.2,direct,,0.0,47849.73,47849.73,0.0,121069.12,121069.12,0.0,1117573.37,1117573.37,121069.12
29,2013-07-05,80.6,65.42,80.2,90767.53,6454413.42,68.5,direct,,0.0,37584.58,37584.58,0.0,119207.81,119207.81,0.0,1267682.92,1267682.92,119207.81
30,2013-07-06,75.0,66.81,68.5,40793.42,2866037.15,69.66,direct,,0.0,34580.62,34580.62,0.0,97400.7,97400.7,0.0,449013.73,449013.73,97400.7
31,2013-07-07,77.0,66.6,69.66,42847.02,3032307.79,76.5,direct,,0.0,44259.84,44259.84,0.0,77818.1,77818.1,0.0,611287.02,611287.02,77818.1
32,2013-07-08,80.0,72.46,76.5,58514.64,4503253.45,76.0,direct,,0.0,44187.92,44187.92,0.0,131109.12,131109.12,0.0,871512.52,871512.52,131109.12
33,2013-07-09,78.3,72.51,76.0,32217.4,2437106.04,76.7,direct,,0.0,47744.22,47744.22,0.0,127368.02,127368.02,0.0,671750.11,671750.11,127368.02
34,2013-07-10,89.84,75.53,76.7,59672.71,4916740.89,88.0,direct,,0.0,58712.72,58712.72,0.0,171565.68,171565.68,0.0,1122220.88,1122220.88,171565.68
35,2013-07-11,90.7,85.0,88.0,35244.01,3084484.64,88.98,direct,,0.0,53393.34,53393.34,0.0,155395.56,155395.56,0.0,725727.11,725727.11,155395.56
36,2013-07-12,104.17,88.0,88.98,101213.45,9759561.48,93.99,direct,,0.0,161156.19,161156.19,0.0,248732.32,248732.32,0.0,1844933.47,1844933.47,248732.32
37,2013-07-13,98.32,87.76,93.99,34261.15,3186590.74,98.32,direct,,0.0,152616.24,152616.24,0.0,194987.24,194987.24,0.0,716904.21,716904.21,194987.24
38,2013-07-14,99.0,92.86,98.32,12218.47,1171458.48,94.42,direct,,0.0,97221.44,97221.44,0.0,131783.88,131783.88,0.0,385711.37,385711.37,131783.88
39,2013-07-15,101.94,93.11,94.42,34121.74,3366165.02,98.89,direct,,0.0,118192.34,118192.34,0.0,231599.39,231599.39,0.0,769704.38,769704.38,231599.39
40,2013-07-16,100.73,96.0,98.89,15900.43,1560692.7,97.1,direct,,0.0,122982.0,122982.0,0.0,264860.64,264860.64,0.0,1253735.78,1253735.78,264860.64
41,2013-07-17,100.0,96.18,97.1,16680.42,1642097.6,98.5,direct,,0.0,101044.25,101044.25,0.0,238683.23,238683.23,0.0,972871.7,972871.7,238683.23
42,2013-07-18,98.8,86.2,98.5,58919.25,5358091.05,90.07,direct,,0.0,204991.21,204991.21,0.0,329202.25,329202.25,0.0,1405609.9,1405609.9,329202.25
43,2013-07-19,95.2,87.6,90.07,26957.55,2474448.15,92.09,direct,,0.0,136325.43,136325.43,0.0,250405.6,250405.6,0.0,804237.63,804237.63,250405.6
