price_1month,price_3month,price_6month,종목코드,공시일
16100,13950,10500,067900,2021-05-25
26800,18400,16550,004830,2021-05-25
22350,20100,23050,950190,2021-05-25
14700,12900,15950,065370,2021-05-26
16450,11900,12350,058110,2021-05-26
7100,6410,7800,117580,2021-05-26
27350,25350,23250,236200,2021-05-27
4195,5591,6419,084650,2021-05-28
14350,9080,11100,019990,2021-05-28
2190,2220,1425,252500,2021-05-31
2440,2165,1530,012280,2021-06-02
37850,30850,21450,270870,2021-06-02
3130,2825,2525,011090,2021-06-03
76500,74300,68400,267980,2021-06-04
14600,14450,13900,032640,2021-06-08
8778,6824,4957,036690,2021-06-10
14300,13950,14600,059090,2021-06-15
21300,37150,35750,138040,2021-06-17
14850,12350,10400,049430,2021-06-21
11602,11066,9302,181340,2021-06-23
4895,5120,5260,008560,2021-06-24
48900,43600,53500,220630,2021-06-25
25500,30550,33550,000060,2021-06-30
2135,2400,2425,090410,2021-07-01
25850,18550,20700,139670,2021-07-01
9047,10100,9690,337930,2021-07-02
1360,1084,1134,036630,2021-07-05
18800,17100,16400,034310,2021-07-06
8550,6680,8020,170030,2021-07-07
187500,216000,212500,268280,2021-07-08
10250,8470,7230,109740,2021-07-09
178700,108500,70900,383310,2021-07-12
4820,4520,3950,192390,2021-07-14
209500,218000,199500,002840,2021-07-14
19000,19000,16450,091580,2021-07-16
2018,2498,3055,219550,2021-07-19
62700,64100,60700,001725,2021-07-21
260000,268500,235000,012330,2021-07-23
10400,12000,11750,140670,2021-07-26
440,407,342,900280,2021-07-27
13100,12450,11300,089890,2021-07-28
53360,52483,52734,000100,2021-07-29
108000,113000,100000,058650,2021-07-30
61600,46950,45000,007160,2021-08-04
27700,26650,25600,095610,2021-08-05
13950,13700,14800,000050,2021-08-05
26800,26250,30450,095340,2021-08-09
26750,21500,34550,049070,2021-08-10
26750,21500,34550,049070,2021-08-10
26750,21500,34550,049070,2021-08-10
15150,11350,9360,308100,2021-08-11
5480,4680,4390,054540,2021-08-11
9270,8960,8890,114810,2021-08-12
39750,38650,43700,272290,2021-08-12
32850,29950,27900,218410,2021-08-13
,,,038160,2021-08-17
1400,1560,1386,044060,2021-08-17
8640,8300,8000,290740,2021-08-17
10750,11800,10450,011040,2021-08-17
1045,1050,914,293580,2021-08-18
36567,51642,36000,181710,2021-08-18
65307,79699,61230,013890,2021-08-18
5430,5520,5120,006880,2021-08-19
16200,15000,16450,018310,2021-08-19
3110,3010,3370,129890,2021-08-20
42500,38350,38650,100120,2021-08-20
10300,8190,8000,002210,2021-08-20
8690,8400,7430,134060,2021-08-23
14050,13450,24200,108490,2021-08-23
17400,15100,12800,053030,2021-08-23
29617,39395,37550,285490,2021-08-23
29617,39395,37550,285490,2021-08-23
9080,6780,5680,092780,2021-08-24
4020,3250,2950,256630,2021-08-25
8550,8950,9000,001560,2021-08-26
3440,3180,2855,095720,2021-08-26
5790,4955,4630,102260,2021-08-26
5222,5448,4868,042500,2021-08-27
26700,22400,32900,049070,2021-08-27
26700,22400,32900,049070,2021-08-27
26700,22400,32900,049070,2021-08-27
33650,34350,36850,138040,2021-08-30
21550,22250,17400,950190,2021-08-30
8160,7673,6287,225220,2021-08-31
11600,11650,9890,067170,2021-08-31
30550,31300,41100,000060,2021-08-31
9950,13050,8420,058110,2021-08-31
12750,14900,15250,241790,2021-09-03
17550,15900,16450,004080,2021-09-03
7900,8080,7250,065570,2021-09-06
15050,15900,15650,206640,2021-09-06
13100,16450,13050,047560,2021-09-07
571000,717000,424500,036570,2021-09-07
6410,6920,6930,038680,2021-09-07
19850,20950,21550,065710,2021-09-10
4415,5446,2385,090150,2021-09-13
287000,325000,267400,278280,2021-09-14
45700,55100,54300,137310,2021-09-14
9210,8770,8660,014570,2021-09-14
25300,25400,22550,069080,2021-09-15
4835,4795,4385,00680K,2021-09-16
8720,9100,8180,006800,2021-09-16
23000,29900,37000,049070,2021-09-23
23000,29900,37000,049070,2021-09-23
23000,29900,37000,049070,2021-09-23
14400,12650,9850,092190,2021-09-24
30333,40062,38350,285490,2021-09-27
30333,40062,38350,285490,2021-09-27
11100,16950,14700,031980,2021-09-27
12650,12950,10850,040910,2021-09-27
19050,26050,25000,319660,2021-09-27
14550,16900,14700,083310,2021-09-29
5380,6200,5510,232140,2021-09-30
13500,15100,13700,092870,2021-09-30
33750,30850,25600,052400,2021-10-01
39700,45400,41000,100120,2021-10-01
9040,10050,7940,058110,2021-10-05
7317,7683,8378,000520,2021-10-05
7317,7683,8378,000520,2021-10-05
23500,27200,23000,322310,2021-10-06
7650,8310,7970,260660,2021-10-06
7698,8229,7394,290520,2021-10-06
7620,7750,10150,067990,2021-10-06
5200,6250,5350,077500,2021-10-07
20650,19000,18150,045520,2021-10-07
26050,29800,25150,064290,2021-10-07
7024,6020,6760,357230,2021-10-08
15900,14950,14100,072020,2021-10-08
33150,57900,49000,290670,2021-10-12
48400,47050,40850,006120,2021-10-12
14100,11700,11700,041930,2021-10-12
8417,8644,7031,300120,2021-10-12
10300,10050,9790,080720,2021-10-13
28700,25500,27450,053580,2021-10-13
5906,6269,7658,099430,2021-10-13
5906,6269,7658,099430,2021-10-13
989,958,894,001510,2021-10-13
29950,34000,31500,218410,2021-10-13
8150,7750,7700,006620,2021-10-14
36439,26300,24050,060250,2021-10-14
6390,5250,5000,030210,2021-10-14
9300,8280,15250,097870,2021-10-14
8150,9480,8600,263700,2021-10-14
81300,73200,70300,001630,2021-10-15
6257,5614,8844,002900,2021-10-15
19200,18950,17300,044340,2021-10-18
7270,6210,9460,046110,2021-10-18
73900,83000,41650,042420,2021-10-20
133318,119051,126420,086900,2021-10-21
31050,32700,23800,317330,2021-10-25
31050,32700,23800,317330,2021-10-25
4015,3530,3975,019680,2021-10-25
2930,2630,2765,019685,2021-10-25
6550,6050,8480,005670,2021-10-25
7180,6190,7980,067920,2021-10-26
5510,4960,5620,277070,2021-10-26
100000,99800,120000,120030,2021-10-27
33250,22250,22150,063170,2021-10-27
79200,79100,83300,000270,2021-10-27
11400,12200,15750,211270,2021-10-27
166500,154000,181000,090430,2021-10-29
8990,9110,9010,238490,2021-11-01
3142,3025,2967,257720,2021-11-01
14900,11800,14350,377450,2021-11-01
11850,9330,10000,263690,2021-11-02
11712,6100,5560,352700,2021-11-03
5580,5230,5210,091340,2021-11-03
13500,14450,15650,000050,2021-11-04
84800,78200,82900,033780,2021-11-04
68400,68300,68800,267980,2021-11-05
10950,9870,9900,060850,2021-11-08
8480,8800,8510,033920,2021-11-08
33000,32050,32750,029530,2021-11-08
4300,4135,3800,065950,2021-11-10
2610,2790,3515,003610,2021-11-11
41750,31900,32950,084850,2021-11-12
5200,6100,5800,008560,2021-11-12
6790,5390,4695,083790,2021-11-15
18400,16150,16400,160980,2021-11-15
3870,3750,3860,203450,2021-11-15
100000,89400,86200,078600,2021-11-17
2520,2190,2250,023460,2021-11-17
98700,94300,91700,005385,2021-11-18
93500,88800,90000,005389,2021-11-18
99800,95200,91900,005387,2021-11-18
205000,183500,185500,005380,2021-11-18
10700,10600,11100,256150,2021-11-18
5220,7270,10750,179290,2021-11-18
22000,22200,24950,001080,2021-11-18
3279,2916,2816,223250,2021-11-19
98600,71800,68700,009240,2021-11-22
62800,69000,63300,000590,2021-11-23
11294,10134,9559,115390,2021-11-23
5350,8920,9260,215100,2021-11-23
7864,10250,7600,100790,2021-11-23
5130,5010,9260,006880,2021-11-23
8007,6493,6672,225220,2021-11-23
22200,22900,23950,248070,2021-11-23
8290,6750,6320,065130,2021-11-24
32500,43000,40800,000060,2021-11-25
12700,9600,7750,094480,2021-11-26
18650,15900,11800,104200,2021-11-29
7628,7710,7729,000520,2021-11-30
7628,7710,7729,000520,2021-11-30
5350,4860,5330,008370,2021-12-01
12000,11150,12800,004360,2021-12-01
4695,4870,4620,177830,2021-12-02
8310,8330,7900,002210,2021-12-02
20400,22100,19550,065710,2021-12-03
9460,8170,8540,337930,2021-12-06
6610,6610,6940,015890,2021-12-06
40450,35300,31600,181710,2021-12-07
29600,27150,19950,317330,2021-12-07
29600,27150,19950,317330,2021-12-07
6419,6382,6682,099430,2021-12-07
6419,6382,6682,099430,2021-12-07
8960,7930,8010,238090,2021-12-07
11900,10250,10650,192650,2021-12-08
4105,3470,3590,101330,2021-12-09
13500,11300,17750,058610,2021-12-10
1825,1725,1620,002450,2021-12-10
7080,6840,5960,039340,2021-12-13
147700,134000,117600,145020,2021-12-13
16000,17100,12400,206640,2021-12-14
9400,9950,6980,066130,2021-12-15
4687,4337,3275,382800,2021-12-15
167500,150000,148500,011780,2021-12-15
75095,85823,100524,010060,2021-12-15
11950,10600,9120,040910,2021-12-20
180400,145400,53000,063080,2021-12-21
4490,4020,2755,263020,2021-12-23
17350,21250,15800,020560,2021-12-24
2160,1530,1530,226440,2021-12-24
9330,10550,8330,122310,2021-12-27
18600,20020,17957,005810,2021-12-28
29600,33700,25500,103140,2021-12-28
4025,4380,3085,203650,2021-12-30
17000,16700,15200,034310,2022-01-06
4325,4600,4045,197140,2022-01-07
62856,57754,69017,091990,2022-01-10
62856,57754,69017,091990,2022-01-10
154606,156051,179169,068270,2022-01-10
154606,156051,179169,068270,2022-01-10
29150,25350,14850,317330,2022-01-12
7350,9930,7120,077360,2022-01-14
12250,11550,10350,042520,2022-01-17
10650,10950,8390,060150,2022-01-17
4800,4800,5150,058730,2022-01-17
19300,18500,13950,098460,2022-01-18
10450,10000,8330,039570,2022-01-19
4285,4500,3165,298870,2022-01-19
7330,7180,6190,131030,2022-01-21
6574,7024,6857,361570,2022-01-21
14000,16750,13500,101930,2022-01-24
4480,4620,4215,053350,2022-01-24
11792,13783,9600,099390,2022-01-25
12950,13700,11200,377450,2022-01-25
22800,21350,15700,084010,2022-01-25
22800,21350,15700,084010,2022-01-25
4690,4180,3570,045390,2022-01-25
43300,49200,44450,064960,2022-01-25
4760,5580,4985,008370,2022-01-26
13156,13690,10825,072990,2022-01-26
4630,4830,4325,102260,2022-01-27
33557,35059,35196,126340,2022-01-27
8790,7880,6470,006800,2022-01-27
8110,5570,4635,332570,2022-01-27
8190,8020,5910,069410,2022-01-27
101500,94000,81000,039490,2022-01-28
4868,4819,4223,042500,2022-01-28
10400,11400,8890,041930,2022-01-28
7180,7430,6760,006620,2022-01-28
9710,8990,7900,238490,2022-02-03
3330,3220,2680,017370,2022-02-04
13900,17050,16000,140670,2022-02-04
3900,4090,3015,027050,2022-02-07
24550,19800,29200,095660,2022-02-07
4700,4860,4060,023410,2022-02-08
82000,89000,114000,003230,2022-02-08
1405,1475,1210,001520,2022-02-08
181000,160000,179000,002840,2022-02-09
181000,160000,179000,002840,2022-02-09
35950,33150,34600,084850,2022-02-09
44000,38700,43950,195940,2022-02-09
74300,56900,58800,293490,2022-02-09
15660,16481,15580,003120,2022-02-09
89843,84377,82463,185750,2022-02-10
18550,16900,15550,001430,2022-02-10
4030,3795,3135,085620,2022-02-10
6880,7400,8530,095500,2022-02-10
148100,102000,83400,067160,2022-02-10
12250,13600,12850,250000,2022-02-11
2555,3356,2927,038110,2022-02-14
11750,9810,8100,148250,2022-02-15
9990,10100,9620,083500,2022-02-15
12800,12150,10000,092870,2022-02-15
5110,5600,5280,006060,2022-02-16
3970,3480,3380,382480,2022-02-16
54016,52917,53100,000100,2022-02-16
8200,8370,5800,241690,2022-02-16
25500,23350,23800,236200,2022-02-17
29450,30000,22150,033640,2022-02-17
61400,48500,63600,112610,2022-02-17
44352,38863,58076,009830,2022-02-17
35050,38500,29550,049070,2022-02-18
35050,38500,29550,049070,2022-02-18
17350,15850,13250,049960,2022-02-18
70172,54000,72386,091990,2022-02-18
70172,54000,72386,091990,2022-02-18
124315,122114,118094,086900,2022-02-18
34050,32000,30950,138040,2022-02-21
174353,141602,192655,068270,2022-02-21
174353,141602,192655,068270,2022-02-21
15500,15850,18100,357550,2022-02-21
41850,39750,38700,000060,2022-02-21
8500,7360,6850,219420,2022-02-21
21050,19600,14750,084010,2022-02-21
21050,19600,14750,084010,2022-02-21
9899,10531,7950,089030,2022-02-22
5450,5250,4035,232140,2022-02-22
65400,62500,51900,004490,2022-02-22
333000,337500,303500,002380,2022-02-24
151500,134500,122500,002030,2022-02-25
10718,8679,8869,175250,2022-02-25
8300,6383,4600,347770,2022-02-25
26150,20550,16600,036930,2022-02-25
139000,114500,100500,139480,2022-02-25
17800,16550,15350,003540,2022-02-28
5980,5310,4440,290270,2022-03-02
43500,40700,34500,213420,2022-03-02
1700,1686,1477,255220,2022-03-02
50200,42500,30100,096530,2022-03-04
38400,39050,34200,336260,2022-03-07
3860,4050,2005,092600,2022-03-07
30500,29050,30100,000880,2022-03-07
39850,36350,32700,241560,2022-03-08
152000,156500,127000,011780,2022-03-08
20650,17450,17900,950190,2022-03-08
6690,5810,4845,016610,2022-03-08
4770,3440,3250,084650,2022-03-10
7450,6350,5580,020710,2022-03-10
18600,17700,16250,009420,2022-03-10
17150,14400,16500,262260,2022-03-10
111200,100000,74500,039030,2022-03-10
25550,25100,21700,007570,2022-03-10
12800,10450,11400,224110,2022-03-11
13600,11000,10650,045660,2022-03-11
28850,26100,22800,038290,2022-03-11
27700,21750,25700,234340,2022-03-14
6241,5250,4909,072950,2022-03-15
2425,2425,2425,097780,2022-03-15
150000,127000,150500,383220,2022-03-15
1960,1960,1960,052420,2022-03-15
15350,15950,14300,045100,2022-03-15
29300,22000,20450,084110,2022-03-16
21850,21200,20600,200670,2022-03-16
3645,3120,3461,205470,2022-03-16
2930,2810,2430,061250,2022-03-16
41800,31700,30350,049070,2022-03-16
41800,31700,30350,049070,2022-03-16
12950,9740,12100,054620,2022-03-16
28750,26700,21350,138080,2022-03-17
6700,5040,4550,008560,2022-03-17
17100,15700,16400,091580,2022-03-18
4505,3455,2950,298870,2022-03-21
7540,6090,6290,134060,2022-03-21
129000,93700,101500,285130,2022-03-21
20000,15350,16400,290090,2022-03-21
22900,18450,13650,002460,2022-03-22
16020,12009,10181,290720,2022-03-22
28150,19900,17350,095610,2022-03-22
3545,2495,2510,105550,2022-03-23
79466,100922,78035,010060,2022-03-23
32850,31100,33650,029530,2022-03-24
42050,38700,35350,055550,2022-03-24
15200,13600,11000,950130,2022-03-24
78600,62700,44250,009240,2022-03-24
5990,5550,5320,164060,2022-03-24
126000,105500,57400,361610,2022-03-28
28550,22500,20600,218410,2022-03-28
171500,176500,170500,002840,2022-03-29
171500,176500,170500,002840,2022-03-29
24650,16300,15550,052400,2022-03-30
80000,60900,40400,131290,2022-03-31
12038,7901,6085,078890,2022-04-01
68300,57600,52500,267980,2022-04-01
3755,2785,2485,026040,2022-04-01
115300,110000,109800,145020,2022-04-07
12550,9080,6050,011700,2022-04-08
3800,2810,2880,203450,2022-04-11
2345,1855,1300,052670,2022-04-12
14650,13150,11850,082270,2022-04-13
14650,13150,11850,082270,2022-04-13
15188,10466,9402,001230,2022-04-13
39400,38750,37250,056190,2022-04-14
13850,9670,9920,102120,2022-04-14
13050,11300,9530,079940,2022-04-14
9250,7220,5620,026890,2022-04-15
2450,1450,1075,008040,2022-04-18
2450,1450,1075,008040,2022-04-18
44850,40500,53100,383310,2022-04-20
12592,10231,9800,290720,2022-04-21
2310,1405,1035,008040,2022-04-22
2310,1405,1035,008040,2022-04-22
1625,1500,1405,043260,2022-04-22
1625,1500,1405,043260,2022-04-22
1625,1500,1405,043260,2022-04-22
4135,3145,2195,187660,2022-04-22
6690,3140,2325,035460,2022-04-26
3487,3137,2825,382800,2022-04-27
1069000,1136000,1037000,048260,2022-04-27
121000,83300,51000,361610,2022-04-27
21550,18900,15500,187870,2022-05-02
7420,8330,8400,122640,2022-05-03
16700,16050,14850,004080,2022-05-03
28350,25300,22000,053610,2022-05-06
14750,12950,12100,042700,2022-05-09
21000,20250,15400,069080,2022-05-09
70300,75900,63400,041510,2022-05-09
1605,1505,1410,043260,2022-05-09
1605,1505,1410,043260,2022-05-09
1605,1505,1410,043260,2022-05-09
35200,32600,20000,285490,2022-05-10
58500,58400,57000,001725,2022-05-10
39800,38000,32350,060980,2022-05-10
10800,8900,10050,059090,2022-05-10
59400,44350,47000,183300,2022-05-10
85600,56900,39150,131290,2022-05-10
58200,57300,55100,001720,2022-05-10
5320,5186,6495,340930,2022-05-11
12550,13450,11700,054800,2022-05-11
30650,29900,24700,181710,2022-05-11
30650,29900,24700,181710,2022-05-11
71000,55700,44350,009240,2022-05-12
10250,9480,9770,047560,2022-05-12
1780,1800,1650,009270,2022-05-12
1780,1800,1650,009270,2022-05-12
237000,234000,202000,014680,2022-05-13
33500,33300,29850,084850,2022-05-13
1730,1665,1785,307280,2022-05-16
57400,58800,52100,023450,2022-05-17
13500,12150,9580,228760,2022-05-17
77300,86100,89600,078600,2022-05-18
146900,195064,171463,068270,2022-05-18
47150,54700,56600,093320,2022-05-18
1082,1509,972,114630,2022-05-18
4660,4565,4315,077500,2022-05-18
86100,87600,87100,039490,2022-05-19
16750,17450,14500,194370,2022-05-20
13900,13900,15950,036810,2022-05-23
236100,231400,212700,066970,2022-05-24
3930,3460,3325,100250,2022-05-25
34900,33950,28950,37550L,2022-05-26
29150,29900,25500,37550K,2022-05-26
25000,34450,40350,095660,2022-05-26
3566,4064,4221,205470,2022-05-26
40800,42050,40050,375500,2022-05-26
116000,169500,221500,003670,2022-05-27
79500,80700,84100,003550,2022-05-27
8300,9350,9050,017650,2022-05-30
8300,9350,9050,017650,2022-05-30
6560,6800,5910,236810,2022-05-31
1880,1905,2010,307870,2022-06-02
14400,14000,13500,039440,2022-06-03
109099,115128,118190,086900,2022-06-07
13950,13350,10450,136410,2022-06-09
81500,75300,86700,067160,2022-06-10
5170,5200,5240,018290,2022-06-13
13700,15300,18800,182360,2022-06-14
13100,12900,12850,082270,2022-06-14
13100,12900,12850,082270,2022-06-14
3226,4264,3451,297890,2022-06-15
34000,34600,38800,012510,2022-06-15
8970,9380,9330,040910,2022-06-15
784,778,705,038880,2022-06-15
31800,37500,35800,340570,2022-06-15
5425,5713,4538,299900,2022-06-15
4530,4995,4170,006060,2022-06-15
14950,15050,12550,348350,2022-06-15
7980,9010,7950,029960,2022-06-16
34500,34600,29900,272290,2022-06-16
5088,4519,3807,357230,2022-06-16
1635,1610,1660,009270,2022-06-17
1635,1610,1660,009270,2022-06-17
9650,10750,8610,059120,2022-06-17
8260,8950,7970,083500,2022-06-17
181000,176500,174000,002840,2022-06-20
27650,23700,24550,181710,2022-06-20
27650,23700,24550,181710,2022-06-20
16600,11100,7990,311390,2022-06-20
12150,12600,11950,109080,2022-06-20
2055,1690,1630,079950,2022-06-20
19100,17000,17250,029460,2022-06-20
5100,5290,4855,124560,2022-06-20
7700,13500,11900,025770,2022-06-20
16750,15300,13200,030520,2022-06-20
117500,126500,132000,002030,2022-06-21
8090,6780,7110,080720,2022-06-21
1550,1950,1190,143540,2022-06-21
13650,15050,12650,140670,2022-06-21
6300,5690,5070,009160,2022-06-21
1980,1750,1310,090150,2022-06-22
18600,18650,19400,023590,2022-06-22
8570,8900,8810,001560,2022-06-22
5010,4940,5160,008370,2022-06-22
7920,7250,6680,002210,2022-06-23
17950,14050,15500,281820,2022-06-23
3020,3320,3170,027050,2022-06-23
1870,2230,2700,023460,2022-06-23
10700,9740,9980,042520,2022-06-23
5610,4385,4875,004310,2022-06-23
8911,6050,5850,089030,2022-06-23
8440,7560,6730,039010,2022-06-24
5190,4870,5690,092460,2022-06-24
10550,9150,8210,256150,2022-06-24
10600,8150,6940,313760,2022-06-24
20350,20350,16850,248070,2022-06-24
1500,1605,1215,043260,2022-06-24
1500,1605,1215,043260,2022-06-24
1500,1605,1215,043260,2022-06-24
14500,12450,13100,136540,2022-06-27
5870,4140,3680,241690,2022-06-27
11450,11250,11400,072870,2022-06-27
3480,3315,3365,253590,2022-06-29
3620,3195,5210,068050,2022-06-29
14500,11950,9800,333620,2022-06-30
9150,8300,8690,141000,2022-06-30
9020,7690,8870,017650,2022-06-30
9020,7690,8870,017650,2022-06-30
2700,2585,2365,058860,2022-06-30
2210,2130,2155,058850,2022-06-30
18500,15150,14300,035080,2022-07-01
23400,21050,22100,218410,2022-07-01
15150,10650,11700,303530,2022-07-01
6390,5640,5080,065130,2022-07-04
34800,22800,19900,110790,2022-07-04
9225,8525,7400,094360,2022-07-04
10350,9580,8790,047560,2022-07-04
5320,4070,4100,131370,2022-07-04
34150,27400,27700,097520,2022-07-05
12300,9890,7990,048530,2022-07-05
12300,9890,7990,048530,2022-07-05
59800,48800,51100,348210,2022-07-06
135500,112100,106800,215000,2022-07-06
27950,26000,28200,119610,2022-07-06
27950,26000,28200,119610,2022-07-06
34400,31300,27300,084850,2022-07-06
34400,31300,27300,084850,2022-07-06
14900,12800,14500,045100,2022-07-08
7050,6550,7300,089790,2022-07-11
8840,7380,8220,039830,2022-07-12
8800,6730,7460,099390,2022-07-12
29350,20350,25150,084370,2022-07-13
2135,1770,1945,078150,2022-07-14
5000,3835,4235,252990,2022-07-14
194500,171500,141500,268280,2022-07-14
4355,3085,3155,232140,2022-07-14
11800,9070,13500,302430,2022-07-14
10000,8400,9550,092870,2022-07-14
7560,6310,5500,045970,2022-07-15
26150,22500,22950,033270,2022-07-15
37600,27750,27200,382900,2022-07-15
96500,93700,111100,140860,2022-07-19
20550,15550,17300,095610,2022-07-19
593,541,566,004060,2022-07-20
754,602,646,032680,2022-07-20
4000,3590,3815,177830,2022-07-21
2785,1975,1886,099220,2022-07-21
6260,4855,6800,086710,2022-07-21
6930,4255,4185,128540,2022-07-22
1460,1405,1268,043260,2022-07-22
1460,1405,1268,043260,2022-07-22
1460,1405,1268,043260,2022-07-22
7740,5850,6320,238490,2022-07-25
14300,12800,13930,214180,2022-07-25
13500,16550,14920,200710,2022-07-25
18600,17950,18950,265520,2022-07-25
16750,14750,19190,126700,2022-07-26
22350,21750,23050,053610,2022-07-27
164784,140495,182300,011170,2022-07-27
7908,6607,7880,099430,2022-07-28
5990,5000,5990,092460,2022-07-29
8410,8350,8850,091700,2022-08-02
8410,8350,8850,091700,2022-08-02
4575,3935,4445,025550,2022-08-04
6550,4765,6700,102370,2022-08-04
32450,26200,30600,272290,2022-08-04
5900,4490,5450,330730,2022-08-04
12750,12250,16080,082920,2022-08-05
15350,13600,11500,089970,2022-08-05
174500,167500,171000,002840,2022-08-05
58500,51300,52000,023450,2022-08-05
64700,69000,67400,006260,2022-08-11
56700,53400,50800,267980,2022-08-11
6620,6340,6570,007370,2022-08-12
6620,6340,6570,007370,2022-08-12
6620,6340,6570,007370,2022-08-12
58000,54000,55000,001630,2022-08-12
4130,4130,4000,005720,2022-08-16
1530,1390,1301,043260,2022-08-17
1530,1390,1301,043260,2022-08-17
1530,1390,1301,043260,2022-08-17
116276,118286,204500,086900,2022-08-17
611,669,732,036630,2022-08-18
10204,9704,8428,089140,2022-08-19
105000,110000,108000,058650,2022-08-19
6250,6680,6490,007370,2022-08-19
6250,6680,6490,007370,2022-08-19
6250,6680,6490,007370,2022-08-19
10100,8920,9150,060150,2022-08-19
3615,3195,3060,014100,2022-08-22
4720,4570,4500,102260,2022-08-22
5820,6700,6430,007370,2022-08-24
5820,6700,6430,007370,2022-08-24
5820,6700,6430,007370,2022-08-24
13900,12700,13450,034310,2022-08-24
3555,4170,4380,054040,2022-08-25
9990,11450,15170,163730,2022-08-25
115000,127000,144000,002030,2022-08-26
1475,1380,1248,043260,2022-08-29
1475,1380,1248,043260,2022-08-29
1475,1380,1248,043260,2022-08-29
18400,20500,20250,080580,2022-08-29
6830,8490,7700,200780,2022-08-29
4425,4970,4140,064820,2022-08-30
37176,41241,39208,192080,2022-08-30
192000,219000,178600,034730,2022-08-30
22050,24050,21850,234340,2022-08-31
15000,26450,43100,004360,2022-08-31
16200,17650,17700,052400,2022-09-01
1505,1685,1526,009270,2022-09-02
1505,1685,1526,009270,2022-09-02
9240,9070,9090,035150,2022-09-02
2765,2615,3905,096610,2022-09-05
6460,5450,6290,109740,2022-09-06
6340,6300,6050,131030,2022-09-07
12750,10850,11800,224110,2022-09-07
712,684,660,038880,2022-09-08
712,684,660,038880,2022-09-08
4015,4180,3820,006060,2022-09-14
25750,27250,28900,119610,2022-09-14
25750,27250,28900,119610,2022-09-14
6120,5920,5600,155650,2022-09-14
15750,18250,19520,214150,2022-09-15
7300,8360,7110,011040,2022-09-16
18950,18400,22600,039840,2022-09-16
6070,6530,5850,000220,2022-09-19
30650,27900,25750,084850,2022-09-19
30650,27900,25750,084850,2022-09-19
26750,26500,26450,036800,2022-09-19
12550,13150,12360,030190,2022-09-19
9050,9150,8100,048530,2022-09-20
9050,9150,8100,048530,2022-09-20
9930,11800,14670,033160,2022-09-20
16600,18600,14820,003220,2022-09-20
8020,9000,8620,017650,2022-09-20
37000,39150,44000,180640,2022-09-21
17700,17400,32100,058610,2022-09-21
10600,11800,11490,078350,2022-09-22
6311,6502,6092,041960,2022-09-23
8590,8670,8490,045660,2022-09-26
6190,7180,8740,058630,2022-09-26
2490,3355,3580,226400,2022-09-26
20800,26850,23300,200670,2022-09-27
110900,97900,226000,247540,2022-09-27
31250,30200,41000,010780,2022-09-27
48450,47650,51000,007540,2022-09-27
2355,2780,2140,023460,2022-09-27
10150,11100,18100,389140,2022-09-28
59247,66991,91000,189300,2022-09-28
29100,26200,25100,096530,2022-09-28
1540,1620,1449,009270,2022-09-28
1540,1620,1449,009270,2022-09-28
27850,31250,27150,023910,2022-09-28
1000,911,803,214330,2022-09-28
19050,15900,24900,214260,2022-09-29
1510,1400,1855,007120,2022-09-29
10300,10250,10400,206640,2022-09-29
204700,217900,217500,357780,2022-09-29
57300,57500,58900,001725,2022-09-29
8200,8100,8180,091700,2022-09-29
8200,8100,8180,091700,2022-09-29
9901,10300,8480,290720,2022-09-29
55300,57100,59000,001720,2022-09-29
696,606,713,038880,2022-09-30
696,606,713,038880,2022-09-30
5493,3527,4705,205470,2022-09-30
2295,2300,2425,001200,2022-09-30
4185,3965,6040,077500,2022-09-30
18350,18100,20200,239610,2022-09-30
4960,5030,5070,004830,2022-09-30
29400,25700,27450,382900,2022-10-04
6390,5580,6650,134060,2022-10-04
13150,12000,12990,039440,2022-10-04
50600,51800,51200,002170,2022-10-05
4925,4040,4450,352700,2022-10-05
3265,3035,4180,232140,2022-10-05
5400,4600,5310,080520,2022-10-05
5235,4966,6353,225220,2022-10-06
3440,3655,3385,023410,2022-10-06
36600,40600,34300,055550,2022-10-06
1020,998,1091,001520,2022-10-06
105500,94100,113500,011790,2022-10-07
7210,8210,11850,255440,2022-10-07
43400,42950,45750,007690,2022-10-07
56200,47100,77400,383310,2022-10-11
110600,99900,294500,247540,2022-10-11
23550,22050,29000,053610,2022-10-11
28600,31600,29750,294570,2022-10-11
22600,23400,32150,285490,2022-10-12
1865,1695,1811,246690,2022-10-12
1405,1285,1125,043260,2022-10-12
1405,1285,1125,043260,2022-10-12
1405,1285,1125,043260,2022-10-12
1405,1285,1125,043260,2022-10-12
168000,169000,170400,002840,2022-10-12
168000,169000,170400,002840,2022-10-12
11350,11000,10720,072020,2022-10-13
78635,79592,83027,185750,2022-10-13
5050,5970,6280,092460,2022-10-14
51100,52200,41850,023450,2022-10-14
51100,52200,41850,023450,2022-10-14
5830,5710,5460,005670,2022-10-17
2995,3795,4235,140070,2022-10-17
8130,8660,10040,093520,2022-10-17
8130,8660,10040,093520,2022-10-17
3115,3365,3140,017370,2022-10-19
18100,18200,15650,251120,2022-10-19
8870,10000,10900,051360,2022-10-20
39000,37750,40200,056190,2022-10-20
2425,2300,2980,017040,2022-10-21
27200,29100,24100,143240,2022-10-21
4055,4155,3905,123570,2022-10-21
11700,12900,14780,083310,2022-10-21
6370,6260,6850,089030,2022-10-21
21000,20650,20350,038290,2022-10-21
13150,13720,20300,042700,2022-10-24
