price_1month,price_3month,price_6month,종목코드,공시일
4360,5780,5200,138930,2020-03-03
1640,1955,1955,032280,2020-03-03
1995,2279,2464,138070,2020-03-03
1995,2279,2464,138070,2020-03-03
7080,7880,8000,007330,2020-03-03
3885,4305,4055,023350,2020-03-03
2286,3428,4734,114810,2020-03-03
2286,3428,4734,114810,2020-03-03
4705,5500,5020,001740,2020-03-04
5600,5370,5300,003570,2020-03-04
512,667,750,001510,2020-03-04
71900,82700,163000,001745,2020-03-04
38650,40650,39250,004450,2020-03-05
17850,23000,23650,214430,2020-03-05
11700,14000,13900,093050,2020-03-06
5610,5890,6040,046140,2020-03-06
2095,2620,2775,030210,2020-03-06
31415,30833,35791,007690,2020-03-06
2890,3150,3020,080220,2020-03-06
2890,3150,3020,080220,2020-03-06
1310,1558,3440,258830,2020-03-06
1310,1558,3440,258830,2020-03-06
16800,21500,24500,110790,2020-03-09
4750,5940,6130,033290,2020-03-09
4750,5940,6130,033290,2020-03-09
7300,7860,7650,194370,2020-03-10
8661,10553,12320,072990,2020-03-10
4825,6980,8300,040160,2020-03-10
4560,4860,4900,104200,2020-03-10
2420,2790,3970,066900,2020-03-11
7250,7410,7160,000480,2020-03-11
3318,6433,5148,001230,2020-03-11
12600,14100,15850,001080,2020-03-11
6472,7311,7782,260930,2020-03-11
7770,10000,9250,025770,2020-03-11
4080,4715,4950,067920,2020-03-11
3580,4080,3645,171120,2020-03-12
4990,5530,4995,020710,2020-03-12
4990,5530,4995,020710,2020-03-12
11850,24450,49250,089980,2020-03-12
8447,10986,12987,091120,2020-03-12
3410,3880,4380,023410,2020-03-12
13500,23950,31200,053610,2020-03-12
13500,23950,31200,053610,2020-03-12
2240,2355,2480,187270,2020-03-12
6660,21000,24750,036810,2020-03-13
3790,3560,3720,006880,2020-03-13
7477,8697,9531,260660,2020-03-13
3765,6710,3790,090740,2020-03-13
5630,8000,14050,091580,2020-03-13
1924,2731,3164,278650,2020-03-13
60000,68600,98000,002840,2020-03-13
60000,68600,98000,002840,2020-03-13
5980,6160,6590,219420,2020-03-13
2870,3300,4240,003160,2020-03-13
13021,14129,21288,068240,2020-03-13
3615,3125,3620,105840,2020-03-13
4887,5025,6049,078890,2020-03-13
6440,6440,9720,251630,2020-03-13
3645,3770,4310,008370,2020-03-13
2499,3060,4850,114810,2020-03-13
2499,3060,4850,114810,2020-03-13
16588,19993,26414,272290,2020-03-13
67600,73000,108700,039030,2020-03-13
17350,16750,16600,041830,2020-03-13
21153,22299,22728,119610,2020-03-13
21153,22299,22728,119610,2020-03-13
15300,16300,18200,072020,2020-03-13
4700,4715,6270,177830,2020-03-13
2964,3265,3143,149980,2020-03-13
2445,2590,3070,025550,2020-03-13
11900,12600,15700,214180,2020-03-13
6125,6384,9395,000220,2020-03-13
27350,28100,37650,023450,2020-03-16
12500,13750,15300,038390,2020-03-16
30850,36200,32200,100120,2020-03-16
6640,8240,13750,250000,2020-03-16
6640,8240,13750,250000,2020-03-16
6423,6571,6531,067990,2020-03-16
18200,30750,31650,191420,2020-03-16
8275,8000,7320,017650,2020-03-16
2310,2555,3300,204020,2020-03-16
5335,5698,5698,100840,2020-03-16
7920,8400,9660,039570,2020-03-16
2599,3060,3982,126600,2020-03-16
4698,5415,5769,006730,2020-03-16
4698,5415,5769,006730,2020-03-16
1738,1617,1626,005880,2020-03-16
9250,12400,33100,045660,2020-03-16
6920,7190,6910,051360,2020-03-16
8600,9000,13400,170920,2020-03-16
7590,9380,21400,224110,2020-03-16
3920,5050,5290,290270,2020-03-16
2855,3285,3095,010660,2020-03-16
1720,1790,1855,034830,2020-03-16
5940,5560,7300,089890,2020-03-16
8961,8885,9190,263700,2020-03-16
1825,1790,1815,017250,2020-03-16
45367,48083,56174,014830,2020-03-16
23300,29400,33900,045520,2020-03-16
2460,2505,3115,059210,2020-03-17
46250,43850,47300,001720,2020-03-17
1675,2010,3360,140070,2020-03-17
9020,9570,13050,037460,2020-03-17
2380,3070,3700,064480,2020-03-17
13350,19050,17600,083450,2020-03-17
5880,7370,6990,084010,2020-03-17
1700,2745,2485,306620,2020-03-17
6400,7460,6990,311390,2020-03-17
1780,2040,1795,007980,2020-03-17
1945,1980,4050,024940,2020-03-17
5560,6440,8570,318000,2020-03-17
45750,45100,47650,001725,2020-03-17
10900,10900,13800,241770,2020-03-17
1650,1455,1485,009270,2020-03-17
1650,1455,1485,009270,2020-03-17
1650,1455,1485,009270,2020-03-17
4460,5120,6400,094840,2020-03-17
4250,5370,5410,158430,2020-03-17
974,1054,1068,090150,2020-03-17
5330,9100,6350,005870,2020-03-17
4315,5560,5300,003010,2020-03-17
1435,1340,1480,011700,2020-03-17
3750,3890,3610,221840,2020-03-17
11800,12900,15500,170790,2020-03-17
20200,20750,23900,095610,2020-03-17
9730,9360,8540,052330,2020-03-17
5400,5750,9160,053160,2020-03-17
3470,3385,4300,123570,2020-03-17
4030,4270,6490,119850,2020-03-17
6330,6130,7330,038680,2020-03-17
1950,2050,2120,031330,2020-03-17
7700,6380,9060,122640,2020-03-17
10650,17400,18200,148250,2020-03-17
4120,4215,5940,054210,2020-03-17
6820,6390,7010,047560,2020-03-17
1775,3330,4045,047400,2020-03-17
20850,22550,26450,099320,2020-03-18
2880,3080,3205,053260,2020-03-18
6009,9348,13664,285490,2020-03-18
7730,10250,12550,089970,2020-03-18
2025,2570,3345,054090,2020-03-18
2025,2570,3345,054090,2020-03-18
696,725,3092,269620,2020-03-18
1695,1865,1675,037760,2020-03-18
4782,4674,6698,097780,2020-03-18
10641,11000,13200,005850,2020-03-18
3055,2895,4385,035200,2020-03-18
3055,2895,4385,035200,2020-03-18
9300,11150,12600,155650,2020-03-18
1980,3005,3890,001200,2020-03-18
56317,59581,64287,013890,2020-03-18
14250,13900,13050,004650,2020-03-18
23616,22359,20024,282880,2020-03-18
36600,50300,69800,140860,2020-03-18
10333,13710,13354,290720,2020-03-18
3745,6140,6380,041460,2020-03-18
28250,26950,29900,039840,2020-03-19
5420,6350,6960,012700,2020-03-19
75000,79400,94700,268280,2020-03-19
75000,79400,94700,268280,2020-03-19
14500,15950,16800,003100,2020-03-19
10246,10396,9319,238200,2020-03-19
2630,11650,7620,065450,2020-03-19
7130,6960,9060,088130,2020-03-19
7130,6960,9060,088130,2020-03-19
2245,2315,2195,014470,2020-03-19
11500,13500,12800,002210,2020-03-19
31588,30912,47679,010060,2020-03-19
3315,3825,6300,144960,2020-03-19
2435,2565,2420,009160,2020-03-19
2435,2565,2420,009160,2020-03-19
18950,20750,18700,034310,2020-03-19
37600,44200,44900,005830,2020-03-19
24750,28200,42000,290670,2020-03-19
7090,6140,7140,171090,2020-03-19
3390,4460,4820,005750,2020-03-19
17100,20750,24700,123860,2020-03-19
1995,3557,6919,075580,2020-03-19
7512,8757,8711,003300,2020-03-19
7870,7380,8410,053690,2020-03-19
7870,7380,8410,053690,2020-03-19
8500,9450,12050,126700,2020-03-19
11850,14550,16500,257370,2020-03-19
2338,2470,2729,075130,2020-03-19
14250,21550,29350,053610,2020-03-19
14250,21550,29350,053610,2020-03-19
905,907,1097,114630,2020-03-19
1955,2100,2625,130740,2020-03-19
15650,18700,26650,094280,2020-03-19
7800,7010,7160,065510,2020-03-19
403,470,553,038880,2020-03-19
6060,7460,9240,071670,2020-03-19
1377,1445,1450,006740,2020-03-19
9930,8640,8040,122900,2020-03-19
1053,1082,1056,044060,2020-03-19
4575,4880,4995,015890,2020-03-19
4935,6190,8890,006890,2020-03-19
3030,2815,3570,080220,2020-03-19
3030,2815,3570,080220,2020-03-19
5292,9124,16638,192650,2020-03-20
4992,5691,5579,006730,2020-03-20
4992,5691,5579,006730,2020-03-20
1505,1380,1490,046390,2020-03-20
4380,4235,4055,010960,2020-03-20
8323,9329,10336,000520,2020-03-20
4275,4145,5050,008470,2020-03-20
2620,4072,3638,207760,2020-03-20
5320,6930,8870,006800,2020-03-20
5740,6230,7300,021320,2020-03-20
5410,6420,10100,041930,2020-03-20
89500,101500,131000,000640,2020-03-20
15050,13950,17050,042420,2020-03-20
15050,13950,17050,042420,2020-03-20
2455,2300,2010,078150,2020-03-20
7200,11500,6010,050120,2020-03-20
5740,6541,8378,001530,2020-03-20
1505,1510,1525,023460,2020-03-20
1740,1470,1435,009270,2020-03-20
1740,1470,1435,009270,2020-03-20
1740,1470,1435,009270,2020-03-20
9973,8620,19620,238090,2020-03-20
4143,4251,6180,059120,2020-03-20
26000,29500,28650,234340,2020-03-20
1855,2125,1660,002700,2020-03-20
20250,20400,24350,042520,2020-03-20
3945,4005,5125,042700,2020-03-20
29450,34750,46000,025540,2020-03-20
8060,7810,10150,054450,2020-03-20
2251,1775,2225,124560,2020-03-20
62000,99300,193000,278280,2020-03-20
4360,5000,5270,263860,2020-03-20
9320,9280,13200,018880,2020-03-20
5700,6050,14800,134060,2020-03-20
3745,5800,7200,033320,2020-03-20
14449,20001,16300,306040,2020-03-20
8450,7880,10350,102120,2020-03-20
1190,1240,1335,044780,2020-03-20
2300,2200,2220,003460,2020-03-20
2660,2735,2395,003465,2020-03-20
3765,7040,7730,050760,2020-03-20
65300,66400,74500,004800,2020-03-21
5520,6500,5280,085370,2020-03-23
15900,13900,15600,040910,2020-03-23
7580,7690,7880,023600,2020-03-23
7200,8000,7910,140670,2020-03-23
9410,9560,17850,059090,2020-03-23
3020,3140,2965,218150,2020-03-23
3400,3615,3860,093520,2020-03-23
3400,3615,3860,093520,2020-03-23
1759,1805,2066,002690,2020-03-23
23300,29000,37200,263720,2020-03-23
13650,14300,30250,120240,2020-03-23
113500,138000,106500,069620,2020-03-23
4250,4140,3890,006570,2020-03-23
28350,26350,27950,036190,2020-03-23
2405,2305,3065,263020,2020-03-23
4035,3501,3752,234300,2020-03-23
7350,7950,7480,018310,2020-03-23
4020,4170,4350,080520,2020-03-23
4045,4465,5100,058630,2020-03-23
34300,35550,36650,081660,2020-03-23
6450,6160,7930,097870,2020-03-23
7376,8512,9925,272210,2020-03-23
20900,24900,32250,161390,2020-03-23
5126,5048,5012,004090,2020-03-23
22400,18400,16600,237880,2020-03-23
24500,35750,37450,183300,2020-03-23
105100,104900,113500,078340,2020-03-23
21582,22776,20867,119610,2020-03-23
21582,22776,20867,119610,2020-03-23
15350,15600,18800,136540,2020-03-23
24169,28193,35988,053580,2020-03-23
7250,8150,7830,131030,2020-03-23
1200,1255,1625,192250,2020-03-23
2138,2028,2179,052420,2020-03-23
13900,14100,15050,066620,2020-03-24
3615,3595,3780,083420,2020-03-24
13380,16494,18212,003220,2020-03-24
6880,6900,6180,110990,2020-03-24
55300,67700,53900,084850,2020-03-24
1435,1720,1475,310200,2020-03-24
9970,8630,7100,078520,2020-03-24
49316,49983,42495,239610,2020-03-24
1395,1675,1685,012280,2020-03-24
6190,7860,7830,109080,2020-03-24
1730,1715,1970,076080,2020-03-24
16250,22250,32100,069080,2020-03-24
11800,13150,23950,086390,2020-03-24
5610,5860,4990,004910,2020-03-24
3385,3730,3765,024880,2020-03-24
3450,3250,4650,002900,2020-03-25
1379,1311,1326,060380,2020-03-25
2570,2925,3205,016740,2020-03-25
10300,10600,10900,024090,2020-03-25
61500,74000,95800,002840,2020-03-25
61500,74000,95800,002840,2020-03-25
9710,12900,14150,001540,2020-03-25
18700,16500,12500,179900,2020-03-25
5770,4660,10200,258610,2020-03-25
4383,4833,4300,322180,2020-03-25
3675,5420,5580,038950,2020-03-25
26050,24100,25000,012450,2020-03-25
26050,24100,25000,012450,2020-03-25
41548,45083,40550,017800,2020-03-25
41548,45083,40550,017800,2020-03-25
42200,45000,54000,107590,2020-03-25
2690,3945,6300,065350,2020-03-26
3640,3390,4575,002820,2020-03-26
7850,8840,9780,033500,2020-03-26
15950,16100,15650,005190,2020-03-26
6250,5950,6030,187220,2020-03-26
6230,5370,6380,033920,2020-03-26
1035,1055,1125,035890,2020-03-26
30000,29700,27500,055550,2020-03-26
2267,2072,2305,138070,2020-03-26
2267,2072,2305,138070,2020-03-26
7060,6840,8290,149950,2020-03-26
11892,16292,16843,054950,2020-03-26
13900,13100,11350,318010,2020-03-26
5410,6530,6010,066130,2020-03-26
3580,3930,4915,010240,2020-03-26
1070,1170,1075,012800,2020-03-27
1270,1315,1285,090410,2020-03-27
65700,63400,54500,067160,2020-03-27
65700,63400,54500,067160,2020-03-27
3145,4570,3760,052460,2020-03-27
4355,3820,4090,151860,2020-03-27
10650,10050,11200,073110,2020-03-27
1550,1645,2510,037330,2020-03-27
2325,2140,2235,039420,2020-03-27
15300,12100,13550,034230,2020-03-27
11250,8520,8200,083500,2020-03-27
8300,8840,10000,091700,2020-03-27
9240,12900,14050,160980,2020-03-30
1440,1892,2670,258830,2020-03-30
1440,1892,2670,258830,2020-03-30
23476,28802,24020,299910,2020-03-30
10400,13500,11950,204270,2020-03-30
7295,8933,8903,264660,2020-03-30
6450,6170,7560,010400,2020-03-30
2039,2160,4335,068050,2020-03-31
4172,4979,5374,063760,2020-03-31
69300,71800,71000,058650,2020-03-31
9240,10150,10100,001430,2020-03-31
1915,2655,3230,054090,2020-03-31
1915,2655,3230,054090,2020-03-31
3705,4345,4490,008110,2020-03-31
14650,13150,14350,011760,2020-03-31
10300,11300,11300,108380,2020-04-01
1815,1735,2190,017900,2020-04-01
40100,47850,84000,306200,2020-04-01
6550,5700,8800,043370,2020-04-01
8285,9779,13243,065370,2020-04-02
12950,15600,15350,001120,2020-04-03
34100,39650,54200,064960,2020-04-03
3653,3733,3760,092460,2020-04-03
6040,6260,7350,065570,2020-04-03
6680,10650,11000,078140,2020-04-03
689,899,718,001510,2020-04-06
2634,4135,5909,086520,2020-04-06
72100,92800,112000,009240,2020-04-07
77400,82300,95400,268280,2020-04-08
62800,75000,98100,002840,2020-04-08
28200,31050,36500,023450,2020-04-08
2440,3655,3875,036640,2020-04-08
9150,8250,9300,005740,2020-04-09
9020,8760,8620,264900,2020-04-09
176000,182000,207000,005490,2020-04-10
27500,25750,25200,036460,2020-04-10
17950,24298,23836,272290,2020-04-13
1480,1740,1620,024890,2020-04-13
6076,5391,5581,003690,2020-04-17
24650,23400,23900,001450,2020-04-21
15500,13800,15600,214180,2020-04-21
66400,60800,67800,069960,2020-04-22
15150,37000,36300,089980,2020-04-22
7098,8310,7704,138580,2020-04-22
7098,8310,7704,138580,2020-04-22
4350,3975,4570,002230,2020-04-23
11460,13680,11820,214370,2020-04-24
4215,3908,4497,042500,2020-04-24
3480,3650,4595,105840,2020-04-28
8237,9991,7106,290380,2020-05-06
6850,7190,8560,011320,2020-05-07
28074,34240,26921,042000,2020-05-08
8070,9470,9550,009290,2020-05-11
5460,9930,6400,000910,2020-05-12
5460,9930,6400,000910,2020-05-12
5000,9950,6300,000910,2020-05-14
5000,9950,6300,000910,2020-05-14
3175,3500,3740,008560,2020-05-15
5951,4194,3757,131400,2020-05-15
19000,39800,52600,131290,2020-05-18
4460,5030,5870,005750,2020-05-19
14078,16381,15240,025900,2020-05-20
14078,16381,15240,025900,2020-05-20
5033,4200,7900,079370,2020-05-25
2255,2840,3505,253590,2020-05-25
14258,17743,16001,025900,2020-05-26
14258,17743,16001,025900,2020-05-26
35856,35319,36344,218410,2020-05-27
5598,6179,6080,003410,2020-05-29
6890,9600,10050,006800,2020-06-05
17200,20000,17000,251370,2020-06-10
9620,11350,11950,227840,2020-06-11
9550,6260,5910,050120,2020-06-11
34000,44933,36200,290650,2020-06-15
106000,99900,106500,120030,2020-06-18
15150,17100,18800,083310,2020-06-18
2655,3360,3505,015230,2020-06-19
7280,7300,8620,000480,2020-06-19
5290,5442,6405,003690,2020-06-22
13650,17350,14200,059090,2020-06-22
2505,2630,2870,095720,2020-06-23
4309,7921,9188,033310,2020-06-25
5090,5050,5860,003570,2020-06-25
3540,3380,4550,032940,2020-06-26
62600,87800,68600,093320,2020-06-29
7831,7047,8588,138580,2020-06-29
7831,7047,8588,138580,2020-06-29
3290,3250,3125,128820,2020-06-29
28450,28500,29050,016800,2020-07-01
12400,15300,18800,005850,2020-07-08
15900,16900,18200,317330,2020-07-08
50800,56000,66500,134380,2020-07-09
8375,10425,12125,265560,2020-07-13
40474,53855,84550,112610,2020-07-13
5680,5230,6460,016590,2020-07-14
2945,2735,3235,006580,2020-07-14
227500,218400,317200,036490,2020-07-16
13150,15900,17900,214180,2020-07-20
1800,2075,2925,016920,2020-07-20
18150,10550,10250,026890,2020-07-21
1480,1695,2930,023460,2020-07-21
1480,1695,2930,023460,2020-07-21
4010,5090,6630,001570,2020-07-22
2281,2908,3866,241520,2020-07-24
3567,2998,3845,173130,2020-07-27
1890,1830,2060,001790,2020-07-27
4911,5163,4794,215100,2020-07-28
38678,35073,36700,288620,2020-07-29
9300,8370,9830,006800,2020-07-30
10032,11300,12850,186230,2020-07-30
23184,27025,75984,189300,2020-07-31
7880,6870,7900,089890,2020-08-03
8220,8330,10000,140670,2020-08-05
83000,82900,79700,033780,2020-08-06
2075,2230,2380,058850,2020-08-07
27150,30750,34250,220630,2020-08-10
27150,30750,34250,220630,2020-08-10
3880,4080,6270,036640,2020-08-10
5304,5683,5705,003690,2020-08-11
3271,3702,4860,002710,2020-08-11
1545,1745,2810,023460,2020-08-12
1545,1745,2810,023460,2020-08-12
13650,14200,13950,002810,2020-08-13
8914,7946,7345,337930,2020-08-14
6160,5440,5320,054540,2020-08-14
56757,51703,53348,243070,2020-08-14
27700,24150,22950,200670,2020-08-14
30820,27865,26995,084110,2020-08-14
7560,7770,7660,229640,2020-08-18
9240,13400,36650,241840,2020-08-20
12903,11885,15348,065370,2020-08-21
47650,52100,55900,001725,2020-08-21
46800,51900,56300,001720,2020-08-21
75100,87800,92800,002030,2020-08-25
5140,5600,6990,003570,2020-08-26
40201,40546,42703,017670,2020-08-27
2550,2595,2440,250930,2020-08-28
22050,20200,19000,096240,2020-08-31
9690,13050,11650,017960,2020-09-01
5535,5571,5698,100840,2020-09-01
18150,17350,18950,251370,2020-09-03
33350,30000,31700,041510,2020-09-08
28100,30050,33600,220630,2020-09-08
28100,30050,33600,220630,2020-09-08
3834,3465,2985,007660,2020-09-14
13650,12850,14000,035510,2020-09-17
161500,192000,204000,002380,2020-09-17
13600,13550,14500,003540,2020-09-22
5429,5604,6830,215480,2020-09-23
7190,8350,8480,021320,2020-09-24
39750,73800,55900,063160,2020-09-25
37050,39450,40700,056190,2020-09-25
238000,251000,284000,012330,2020-09-29
9450,9450,9720,170030,2020-10-06
955,862,1280,270520,2020-10-07
25400,38200,57800,099320,2020-10-07
7560,7040,7340,065450,2020-10-07
3804,4014,6207,001340,2020-10-07
30500,36500,36450,220630,2020-10-07
30500,36500,36450,220630,2020-10-07
30500,36500,36450,220630,2020-10-07
30500,36500,36450,220630,2020-10-07
2610,2640,2990,058860,2020-10-08
9560,13900,12200,083500,2020-10-13
108500,107000,184500,268280,2020-10-13
103500,121500,110000,001630,2020-10-14
5470,5270,6780,277070,2020-10-15
133164,183088,128726,185750,2020-10-15
5780,10400,9310,010240,2020-10-15
26000,26750,40450,052400,2020-10-20
1675,1780,2055,037760,2020-10-21
179000,251500,221500,005380,2020-10-26
18450,21950,20000,046890,2020-10-26
2540,2645,3150,019685,2020-10-26
3835,3820,4605,019680,2020-10-26
285500,342000,377500,035420,2020-10-26
52600,53200,44200,084850,2020-10-28
1460,1500,1570,009270,2020-10-28
1460,1500,1570,009270,2020-10-28
15050,15450,15150,059090,2020-10-29
15050,15450,15150,059090,2020-10-29
9480,9500,9880,006800,2020-10-29
27400,24900,31750,038290,2020-11-02
17850,22050,22525,262260,2020-11-02
4290,6090,4520,267320,2020-11-02
4771,5920,8120,114810,2020-11-02
6500,7670,8450,006140,2020-11-03
93900,96600,128000,002030,2020-11-03
14650,19800,28400,089970,2020-11-05
14650,19800,28400,089970,2020-11-05
14650,19800,28400,089970,2020-11-05
14650,19800,28400,089970,2020-11-05
33000,33500,34400,067280,2020-11-05
24150,24050,29300,030200,2020-11-05
13400,15300,20450,013030,2020-11-09
9170,7560,8180,290510,2020-11-09
14500,20500,28600,089970,2020-11-09
14500,20500,28600,089970,2020-11-09
14500,20500,28600,089970,2020-11-09
14500,20500,28600,089970,2020-11-09
14061,16600,18038,003850,2020-11-09
2225,2345,2630,002200,2020-11-10
30400,34250,39250,220630,2020-11-10
30400,34250,39250,220630,2020-11-10
30400,34250,39250,220630,2020-11-10
30400,34250,39250,220630,2020-11-10
25100,31000,32900,029530,2020-11-11
38236,37454,37297,181710,2020-11-12
1675,1665,3135,208710,2020-11-12
51780,70200,57200,263750,2020-11-12
1450,1495,1775,009270,2020-11-16
1450,1495,1775,009270,2020-11-16
17050,22000,26650,089970,2020-11-17
17050,22000,26650,089970,2020-11-17
17050,22000,26650,089970,2020-11-17
17050,22000,26650,089970,2020-11-17
4150,3895,3800,004270,2020-11-19
6540,8040,11100,104700,2020-11-23
13100,13900,13200,170790,2020-11-23
9570,8650,16150,000440,2020-11-23
14250,14900,18950,001940,2020-11-23
4600,4650,4995,005720,2020-11-24
1805,1895,2845,024890,2020-11-25
37050,31250,40100,220630,2020-12-01
37050,31250,40100,220630,2020-12-01
37050,31250,40100,220630,2020-12-01
37050,31250,40100,220630,2020-12-01
,,,057500,2020-12-01
5140,4550,8920,041190,2020-12-02
15200,14800,14400,059090,2020-12-04
15200,14800,14400,059090,2020-12-04
1892,1820,2298,255220,2020-12-07
7440,6950,9280,065570,2020-12-07
5940,7360,9620,003570,2020-12-07
39776,32908,38918,285490,2020-12-09
57000,38800,42800,271980,2020-12-10
35800,35100,37500,220630,2020-12-14
35800,35100,37500,220630,2020-12-14
35800,35100,37500,220630,2020-12-14
35800,35100,37500,220630,2020-12-14
10600,12450,14400,017650,2020-12-14
10450,11600,11200,014570,2020-12-14
6680,6310,6660,030530,2020-12-15
25900,29100,36850,270870,2020-12-15
8500,9100,15300,006370,2020-12-17
7520,7850,8640,051360,2020-12-17
3775,3770,3950,217600,2020-12-17
23800,24250,23550,044340,2020-12-17
3820,4005,5010,066670,2020-12-18
20250,23550,25150,089970,2020-12-22
20250,23550,25150,089970,2020-12-22
20250,23550,25150,089970,2020-12-22
20250,23550,25150,089970,2020-12-22
6100,5670,7840,005750,2020-12-22
16541,17525,17100,272210,2020-12-23
9390,8140,7700,068790,2020-12-23
4430,4655,5270,130740,2020-12-24
11250,8280,15650,065350,2020-12-24
17550,17250,20300,017810,2020-12-30
4010,3810,3890,054090,2021-01-04
54100,56600,64600,001725,2021-01-07
14250,11850,14700,041930,2021-01-07
14250,11850,14700,041930,2021-01-07
25500,23300,22550,044340,2021-01-08
17800,30400,20850,053160,2021-01-11
15700,18350,20750,036530,2021-01-12
13210,15327,14067,115390,2021-01-12
3330,3625,5400,009160,2021-01-13
7790,8150,7620,006060,2021-01-18
4775,5190,6270,010960,2021-01-18
20150,27500,27550,083450,2021-01-18
31600,31450,30250,000880,2021-01-19
14100,12900,14350,041930,2021-01-22
14100,12900,14350,041930,2021-01-22
14500,14100,11300,238490,2021-01-25
37700,40750,53300,039840,2021-01-25
9390,9990,9070,006800,2021-01-28
18550,19800,24600,317330,2021-01-28
1445,1700,2085,009270,2021-02-01
6850,6725,8000,077360,2021-02-02
55700,61600,66000,001725,2021-02-02
88000,89800,81300,069960,2021-02-04
17250,16800,15700,108490,2021-02-05
8440,9880,12750,119830,2021-02-08
12150,14500,15650,004080,2021-02-08
35471,37714,40270,181710,2021-02-08
35471,37714,40270,181710,2021-02-08
4515,3655,3290,046390,2021-02-09
7010,7670,12550,033560,2021-02-09
23400,24900,25700,001450,2021-02-10
23200,23400,22500,123420,2021-02-10
4185,4055,4260,085620,2021-02-10
1780,3500,5200,208710,2021-02-16
24500,24400,43200,035080,2021-02-17
56766,55206,48282,009830,2021-02-18
298500,278000,267000,012330,2021-02-18
54300,53600,64000,023450,2021-02-24
208000,212500,206000,002840,2021-02-24
182500,169500,186000,268280,2021-02-24
13050,14250,13300,004360,2021-02-25
13150,15650,13450,000050,2021-02-25
7070,8130,7220,046140,2021-02-26
10150,10750,9800,078140,2021-02-26
6020,9080,18700,151860,2021-02-26
159000,123500,129000,107590,2021-02-26
7140,8170,9920,059120,2021-02-26
9160,11550,10150,005990,2021-02-26
2490,4710,4130,060380,2021-03-02
29850,29350,28600,265520,2021-03-03
9610,8390,8840,082210,2021-03-04
11700,10500,9080,064850,2021-03-04
19000,17850,29500,000060,2021-03-04
23950,23700,28450,095660,2021-03-05
15850,17950,33900,138040,2021-03-05
36872,34423,31125,216050,2021-03-05
6690,7500,6370,075580,2021-03-05
8080,8890,9490,016590,2021-03-08
9982,10753,11986,109860,2021-03-08
15705,17745,34067,001530,2021-03-08
85034,60600,63700,096530,2021-03-09
12300,10900,13450,238200,2021-03-10
174300,242500,188200,145020,2021-03-10
40200,41100,39000,002320,2021-03-10
6470,4435,4620,021080,2021-03-10
10050,11150,11550,192650,2021-03-10
16450,15200,13400,040910,2021-03-11
6580,6630,7910,008370,2021-03-11
38132,40270,35471,181710,2021-03-12
38132,40270,35471,181710,2021-03-12
9850,9060,8710,290740,2021-03-15
170000,166500,172500,139480,2021-03-16
391500,391000,402000,035420,2021-03-16
6580,6260,5890,037350,2021-03-17
4640,4460,5190,008560,2021-03-18
140500,153000,153000,069620,2021-03-18
6496,8620,7749,100840,2021-03-19
6343,7248,5724,197140,2021-03-19
4645,4590,4310,000370,2021-03-19
16600,16150,16800,092190,2021-03-19
5030,4980,4325,065950,2021-03-23
72120,74000,70000,003555,2021-03-26
117138,104500,95700,003550,2021-03-26
19700,19600,16000,234080,2021-03-29
4537,4342,3591,096760,2021-03-29
35850,46350,42450,220630,2021-03-30
26400,25500,17600,089970,2021-03-30
38600,47000,50200,012450,2021-03-30
20200,15700,13950,256150,2021-03-31
62700,58600,67500,131290,2021-03-31
7469,7010,6790,352700,2021-03-31
6410,6820,5000,060240,2021-03-31
5420,6110,5840,093190,2021-04-01
9760,10500,7700,035150,2021-04-02
45950,51600,52100,005090,2021-04-02
8310,8030,6760,083790,2021-04-05
19042,18065,22704,091120,2021-04-05
16950,16750,12600,083310,2021-04-06
8180,7670,7170,067990,2021-04-07
15200,15050,12600,227840,2021-04-08
14250,15900,15200,082920,2021-04-09
23950,24650,16600,230360,2021-04-12
23950,24650,16600,230360,2021-04-12
19850,23500,15600,206640,2021-04-13
3621,3872,2560,207760,2021-04-13
14350,12000,12550,122640,2021-04-14
4530,4822,4381,200470,2021-04-14
41850,43950,33500,052400,2021-04-15
2980,2985,2476,297570,2021-04-19
6360,7360,6930,104480,2021-04-20
63000,65000,64100,001725,2021-04-21
3500,3415,2670,005320,2021-04-21
6670,11850,15200,094820,2021-04-22
3605,3910,3630,256630,2021-04-23
33200,36800,32950,290670,2021-04-27
11250,8660,6500,024940,2021-04-27
47350,50100,45350,012450,2021-04-28
5940,5220,4825,123750,2021-04-29
7320,6500,6440,277070,2021-04-30
8543,8314,7308,000520,2021-04-30
45950,47100,45150,084850,2021-05-03
12850,11650,12250,097870,2021-05-04
129300,115500,122600,078340,2021-05-04
129300,115500,122600,078340,2021-05-04
24450,26450,17300,230360,2021-05-04
24450,26450,17300,230360,2021-05-04
39600,34300,27250,071840,2021-05-07
70200,67900,66200,092230,2021-05-07
10800,10600,11950,011040,2021-05-10
373500,446500,414500,035420,2021-05-10
44200,45150,47650,060980,2021-05-11
131400,110300,173900,078340,2021-05-12
131400,110300,173900,078340,2021-05-12
15250,14150,13800,000050,2021-05-12
10450,10200,9110,003570,2021-05-13
7470,5980,5740,000700,2021-05-14
26300,15600,14900,053290,2021-05-14
32050,26200,32200,069080,2021-05-17
14750,12500,10050,080720,2021-05-18
13900,12350,13200,004970,2021-05-18
10850,9490,11600,023770,2021-05-20
6209,6048,5044,164060,2021-05-20
36843,44403,46140,126340,2021-05-21
