stock_code,thstrm_amount_당기순이익,thstrm_amount_매출액,thstrm_amount_영업이익,thstrm_amount_유동자산,frmtrm_amount_당기순이익,frmtrm_amount_매출액,frmtrm_amount_영업이익,frmtrm_amount_유동자산,사업연도,직전분기코드,종목명
066670,"5,393,285,761","43,569,777,195","6,566,005,707","68,797,929,059","2,996,125,679","57,286,596,595","3,576,407,711","74,164,825,560",2019,11011,디티씨
078340,"115,989,037,555","462,178,164,970","128,246,416,720","754,393,111,981","130,287,258,197","479,405,295,857","145,716,594,517","768,667,582,483",2019,11011,컴투스
038540,"85,571,875,838","146,837,343,404","73,893,833,963","46,977,957,221","26,082,596,241","106,664,768,348","29,275,051,948","111,547,129,660",2019,11011,상상인
079950,"1,908,017,738","146,436,351,061","4,676,042,726","138,905,573,827","5,405,305,755","172,874,613,417","7,177,674,056","116,379,906,682",2019,11011,인베니아
042500,"7,273,076,732","130,579,734,221","7,211,228,890","76,909,953,768","3,384,873,878","137,188,237,928","3,829,649,327","79,252,444,042",2019,11011,링네트
160600,"-39,569,185,985","92,640,985,325","-29,077,297,709","39,743,976,238","5,819,396,786","112,168,340,504","5,293,762,079","49,150,906,408",2019,11011,이큐셀
032500,"100,342,064,271","597,369,634,004","119,083,496,338","261,107,149,285","-31,792,757,178","156,620,731,610","-22,760,352,348","173,324,019,272",2019,11011,케이엠더블유
043650,"571,892,113","48,045,001,785","-5,440,911,969","60,930,981,287","15,171,021,984","52,679,104,281","-2,751,939,391","62,941,465,002",2019,11011,국순당
031390,"10,727,619,809","35,697,967,417","5,364,560,132","42,421,475,653","13,667,171,970","27,964,255,132","3,916,847,526","38,833,749,777",2019,11011,녹십자셀
140410,"-22,472,031,810",,"-5,578,084,871","48,231,501,924","-16,724,316,846",,"-5,437,284,509","64,962,033,699",2019,11011,메지온
123420,"1,723,088,057","73,641,765,750","892,081,397","115,830,218,371","8,964,328,969","75,881,864,867","7,924,651,492","92,025,624,726",2019,11011,위메이드플레이
069260,"70,477,103,828","659,772,632,121","106,617,714,473","394,302,988,417","93,521,535,603","762,875,403,818","140,078,051,342","480,574,296,621",2019,11011,TKG휴켐스
140410,"-22,472,031,810",,"-5,578,084,871","48,231,501,924","-16,724,316,846",,"-5,437,284,509","64,962,033,699",2019,11011,메지온
068790,"12,539,995,301","193,234,088,810","17,274,187,818","136,849,050,526","18,180,466,538","293,684,095,613","33,991,766,317","165,814,551,152",2019,11011,DMS
192650,"9,518,818,805","409,390,387,566","11,941,948,728","125,563,764,447","12,121,966,005","433,591,839,210","20,470,809,812","85,136,605,416",2019,11011,드림텍
039420,"3,706,699,162","35,727,819,386","4,122,591,134","14,001,944,165","2,310,347,277","39,453,717,030","4,639,387,152","12,194,082,000",2019,11011,케이엘넷
000700,"18,409,243,449",,"4,925,163,896","7,257,813,983","-25,043,273,244",,"5,074,301,495","9,904,539,792",2019,11011,유수홀딩스
077500,"4,393,074,755","325,382,223,650","12,925,237,501","189,665,881,633","4,148,662,809","253,633,391,132","10,687,264,334","176,541,318,530",2019,11011,유니퀘스트
008040,"-151,492,681","99,297,530,997","4,184,397,197","210,804,575,358","3,461,705,071","98,178,355,502","5,058,679,634","186,064,995,451",2019,11013,사조동아원
035200,"505,086,831","7,233,638,375","533,040,563","26,289,736,646","784,904,691","8,507,509,326","917,275,681","26,956,741,095",2019,11013,프럼파스트
015230,"3,326,377,049","64,270,199,517","2,759,955,917","125,746,946,737","2,470,612,447","65,791,762,487","2,364,858,368","120,977,690,531",2019,11013,대창단조
000050,"9,226,854,700","68,303,715,903","9,967,530,003","90,340,408,989","6,304,011,048","66,751,216,872","9,763,835,032","88,159,568,374",2019,11013,경방
101060,"18,499,803,208","2,592,027,802","1,784,834,799","98,609,111,954","1,475,498,462","2,059,503,250","1,349,522,193","14,738,680,848",2019,11013,SBS미디어홀딩스
145020,"9,796,972,609","43,991,231,154","10,671,870,807","613,533,372,678","16,920,908,260","36,074,488,143","16,305,329,792","609,138,458,896",2019,11013,휴젤
110990,"6,733,791,949","36,849,669,793","7,225,638,009","267,445,270,304","6,874,244,844","43,275,830,019","7,343,610,614","259,684,072,686",2019,11013,디아이티
121600,"1,909,557,181","13,127,989,146","1,542,656,154","71,370,164,018","1,764,928,914","11,655,841,568","1,864,030,971","70,100,636,513",2019,11013,나노신소재
089470,"5,751,300,850","185,048,464,106","6,103,559,988","302,024,833,987","5,979,563,236","183,920,153,077","5,359,896,460","302,318,855,841",2019,11013,HDC현대EP
048910,"356,771,398","36,739,743,254","106,809,012","28,223,965,320","693,909,259","29,802,330,338","250,239,672","29,027,427,487",2019,11013,대원미디어
038110,"93,543,507","158,985,628,161","488,374,418","108,409,949,165","-2,007,063,642","136,418,952,273","-2,197,800,309","84,459,084,314",2019,11013,에코플라스틱
008040,"-151,492,681","99,297,530,997","4,184,397,197","210,804,575,358","3,461,705,071","98,178,355,502","5,058,679,634","186,064,995,451",2019,11013,사조동아원
084670,"2,574,554,534","33,553,929,161","3,151,651,558","26,999,718,512","890,455,782","32,334,785,654","1,107,270,757","27,925,341,965",2019,11013,동양고속
093190,"929,038,551","15,755,900,970","618,519,323","116,595,199,026","4,127,511,743","20,275,547,957","3,316,818,780","117,524,325,981",2019,11013,빅솔론
091120,"-137,847,310","56,615,977,659","-4,206,166,312","102,086,410,810","4,940,032,411","49,570,276,930","5,144,580,610","119,755,065,995",2019,11013,이엠텍
208710,"741,710,474","20,532,738,905","425,083,314","41,914,114,906","-349,789,250","18,200,265,412","41,289,080","37,180,858,744",2019,11013,바이오로그디바이스
091810,"19,813,522,473","241,147,807,785","37,000,954,633","348,454,179,903","36,453,453,774","203,849,000,858","46,126,164,417","324,237,041,233",2019,11013,티웨이항공
038160,"-2,322,208,506","2,186,967,853","-1,822,765,331","35,176,054,941","497,939,421","5,170,780,196","488,851,531","38,736,943,537",2019,11013,팍스넷
094850,"2,475,277,270",,"3,256,398,054","76,441,018,341","2,575,985,813",,"3,435,096,008","69,415,357,488",2019,11013,참좋은여행
065560,"2,516,157,178","8,852,263,373","3,717,048,756","45,566,141,292","415,290,399","3,492,852,452","272,276,687","45,093,431,799",2019,11013,녹원씨엔아이
238490,"9,851,335,029",,"10,541,407,609","43,399,800,474","82,941,029",,"290,561,426","31,384,299,892",2019,11013,힘스
086900,"11,003,217,446","39,438,879,100","13,233,775,054","98,881,000,864","24,328,166,436","54,782,040,935","26,895,267,620","93,551,548,422",2019,11013,메디톡스
247540,"10,573,396,033","180,664,417,470","14,548,576,345","349,321,334,257","7,466,569,886","113,434,176,730","10,158,601,608","211,613,399,602",2019,11013,에코프로비엠
271980,"344,746,197","166,398,370,809","2,080,407,163","285,942,733,021","343,622,632","149,040,032,270","729,638,596","273,355,962,276",2019,11013,제일약품
066310,"598,338,407","5,010,080,144","352,018,468","20,039,505,623","255,033,876","4,585,882,885","176,138,222","20,553,619,164",2019,11013,큐에스아이
009460,"1,991,724,054","49,581,561,599","2,416,220,672","74,896,114,330","2,907,231,107","51,660,008,301","3,646,385,379","75,128,559,510",2019,11013,한창제지
004650,"3,825,970,228","23,446,093,126","5,110,803,633","45,989,112,821","4,193,550,564","23,503,183,510","5,539,269,101","38,405,436,589",2019,11013,창해에탄올
035600,"11,960,179,919","113,643,808,086","10,384,638,692","239,032,426,726","12,473,366,966","127,455,523,583","10,644,489,698","220,945,269,563",2019,11013,KG이니시스
065130,"18,561,148,906","62,954,888,206","10,623,470,904","130,417,828,120","5,117,145,133","40,523,580,834","1,133,100,604","121,464,069,319",2019,11013,탑엔지니어링
033920,"23,503,878,365","41,693,145,825","-1,482,468,363","67,354,170,712","-485,105,174","47,492,343,028","-489,940,865","64,829,903,497",2019,11013,무학
109610,"-3,083,110,736","60,623,059,879","-2,324,897,367","125,640,408,551","2,114,400,733","72,841,641,810","-563,195,625","125,698,664,116",2019,11013,에스와이
218410,"7,488,809,340","32,494,622,964","7,825,441,404","169,599,292,530","4,691,564,284","20,181,071,269","4,208,545,876","166,893,122,415",2019,11013,RFHIC
092040,"25,702,768,454","7,467,412,088","327,261,629","41,880,130,241","-279,462,815","5,561,412,423","-999,503,119","24,132,755,458",2019,11013,아미코젠
000910,"-6,575,948,284","21,998,307,388","-863,308,648","45,377,766,743","11,122,887,938","20,584,148,273","-1,079,686,222","43,942,667,670",2019,11013,유니온
033160,"1,757,028,901","77,084,507,020","343,992,344","111,441,253,152","-610,719,608","83,815,173,474","140,987,446","116,873,099,907",2019,11013,엠케이전자
078520,"-1,585,438,306","72,309,080,023","-3,808,499,770","144,503,537,788","-467,488,047","67,787,414,360","-2,421,940,865","235,631,271,347",2019,11013,에이블씨엔씨
108490,"-91,903,481","5,520,154,222","-438,066,927","38,535,331,095","421,042,169","5,528,924,836","447,208,699","41,942,727,240",2019,11013,로보티즈
047400,"637,048,715","25,909,387,571","722,490,321","64,841,807,426","312,485,988","26,331,993,603","-298,933,388","64,620,629,858",2019,11013,유니온머티리얼
003000,"3,784,668,986","35,772,240,361","2,317,785,038","233,267,506,801","4,063,475,583","35,152,927,119","2,113,707,872","219,894,677,905",2019,11013,부광약품
263860,"-712,907,627","3,347,393,753","-831,038,751","23,571,736,954","-465,774,695","3,511,738,037","-606,655,831","25,542,712,792",2019,11013,지니언스
120030,"3,113,795,205","15,767,197,332","3,146,737,516","103,161,891,136","3,269,042,183","15,709,928,989","3,638,131,248","101,990,387,464",2019,11013,조선선재
260660,"2,222,807,713","27,287,546,435","2,604,508,613","52,537,916,367","-3,156,920,334","22,122,798,693","2,649,781,278","63,354,549,502",2019,11013,알리코제약
089970,"-1,356,789,646","5,259,917,713","-2,246,159,138","57,858,287,801","6,498,485,342","20,289,187,000","7,832,371,508","58,448,080,063",2019,11013,브이엠
241690,"1,555,180,036","16,306,088,044","1,748,796,890","33,930,134,063","1,518,163,299","14,438,503,184","1,901,177,980","32,379,383,720",2019,11013,유니테크노
067010,"-306,998,084","10,102,446,441","-418,906,383","50,470,692,106","-625,203,905","9,656,109,109","-761,865,087","54,369,667,586",2019,11013,이씨에스
067990,"4,674,005,619","183,526,603,221","7,822,263,373","129,910,225,365","4,214,700,007","285,317,495,293","5,821,339,618","121,849,201,540",2019,11013,도이치모터스
038070,"349,342,379","11,610,690,008","321,337,278","28,886,925,534","397,855,898","10,348,171,786","272,026,735","30,350,427,120",2019,11013,서린바이오
036530,"8,898,772,806","9,479,806,626","9,006,632,503","38,189,915,708","5,318,006,838","5,850,028,559","5,369,500,095","89,557,460,300",2019,11013,SNT홀딩스
004310,"436,059,980","32,756,428,326","394,463,477","91,141,554,191","412,811,355","31,707,148,859","367,683,387","89,104,762,468",2019,11013,현대약품
038010,"1,343,180,517","41,283,227,534","1,966,144,820","62,814,542,978","603,092,228","31,574,009,780","1,422,212,302","57,187,083,752",2019,11013,제일테크노스
306200,"8,020,190,536","309,623,492,383","11,574,921,964","544,468,626,765",-,-,-,"479,655,613,801",2019,11012,세아제강
293480,"7,103,160,788","41,065,469,358","7,547,948,065","162,310,902,454","5,887,245,554","38,452,022,021","8,431,403,027","171,571,777,611",2019,11012,하나제약
251270,"24,366,292,886","302,855,803,868","4,795,132,119","1,623,380,407,197","30,305,277,099","290,365,485,044","16,150,972,493","1,555,443,263,459",2019,11012,넷마블
080220,"-75,532,990","26,535,136,969","835,330,942","125,775,911,446","4,462,541,546","38,628,413,771","5,842,086,491","118,252,556,297",2019,11012,제주반도체
137400,"4,618,085,041","107,700,253,387","5,797,579,409","328,159,622,502","-1,573,501,544","74,950,475,087","-2,658,575,353","216,191,021,611",2019,11012,피엔티
051360,"5,046,131,068","96,948,940,477","7,016,364,174","180,975,005,706","5,823,490,374","90,564,291,022","7,535,274,548","183,168,927,015",2019,11012,토비스
091120,"-79,209,204","65,785,620,311","-461,530,003","105,775,541,995","17,275,962,943","81,470,362,986","10,054,002,082","119,755,065,995",2019,11012,이엠텍
037350,"1,906,136,014","107,579,039,154","3,766,023,263","186,849,257,448","2,313,477,897","85,642,197,523","1,624,977,699","203,213,764,631",2019,11012,성도이엔지
004890,"1,398,960,229","82,217,010,798","927,671,379","254,556,604,511","5,161,885,604","95,493,507,958","5,786,623,500","299,254,510,843",2019,11012,동일산업
053580,"2,167,994,807","14,775,373,695","2,341,284,719","27,619,160,484","3,434,220,440","20,357,966,215","2,786,981,057","14,975,919,364",2019,11012,웹케시
005360,"-115,784,196","23,658,007,890","371,822,136","31,636,248,884","-578,720,342","22,008,874,661","-83,618,891","28,150,942,088",2019,11012,모나미
108790,"1,290,806,905","104,164,856,376","2,628,505,743","368,129,242,618","-4,288,265,163","101,189,801,037","784,459,812","352,335,619,477",2019,11012,인터파크
025770,"7,452,486,000","122,810,338,000","9,891,689,000","228,999,004,000","8,101,800,000","107,818,882,000","12,660,522,000","214,871,231,000",2019,11012,한국정보통신
194370,"3,770,719,087","64,741,545,826","6,614,574,609","107,060,581,355","4,360,554,756","45,826,443,842","4,791,425,725","109,898,822,012",2019,11012,제이에스코퍼레이션
263700,"941,022,604",,"1,560,253,481","45,299,989,064","760,819,810",,"1,087,327,372","46,325,041,083",2019,11012,케어랩스
000050,"6,191,085,278","62,651,864,334","8,631,724,033","64,808,652,708","8,064,777,409","72,681,515,367","9,685,867,573","88,159,568,374",2019,11012,경방
011330,"3,599,441,208","25,102,313,231","3,186,229,857","76,521,599,346","3,272,053,821","20,119,253,277","3,155,626,254","64,786,797,494",2019,11012,유니켐
099320,"2,270,542,854","17,116,144,076","2,554,162,632","41,403,671,223","64,906,644","10,158,990,655","90,441,426","25,873,621,435",2019,11012,쎄트렉아이
023150,"1,644,511,071","12,679,436,432","2,205,269,349","19,572,069,793","1,882,563,973","12,406,717,038","2,563,024,158","18,385,098,590",2019,11012,MH에탄올
200780,"1,840,480,034","13,104,591,576","2,204,902,052","40,112,889,126","2,103,795,266","14,157,994,744","2,464,125,300","42,855,920,639",2019,11012,비씨월드제약
293480,"7,103,160,788","41,065,469,358","7,547,948,065","162,310,902,454","5,887,245,554","38,452,022,021","8,431,403,027","171,571,777,611",2019,11012,하나제약
003650,"4,484,666,567","76,418,776,764","4,467,649,424","221,774,596,893","2,348,759,129","74,876,216,001","1,939,267,237","212,732,012,890",2019,11012,미창석유
068930,"3,334,394,708","21,139,448,698","4,206,371,613","39,836,260,748","1,492,459,671","14,685,689,064","1,686,679,691","21,013,138,593",2019,11012,디지털대성
217620,"835,734,865","30,594,290,324","1,425,159,790","26,632,334,396","590,253,078","21,007,339,154","1,407,355,422","22,995,956,298",2019,11012,디딤이앤에프
050120,"-99,018,354","7,377,914,704","206,257,803","24,968,266,422","-2,950,975,162","10,832,018,245","269,086,994","29,054,832,914",2019,11012,ES큐브
148140,"-1,256,027,929","42,033,823,573","324,095,641","156,069,948,066","-1,319,078,064","3,550,020,436","-1,838,787,947","125,214,467,246",2019,11012,비디아이
084650,"540,993,727","8,501,390,130","160,141,887","32,055,486,588","-1,341,172,692","6,604,719,557","-1,087,817,643","31,382,947,300",2019,11012,랩지노믹스
192390,"259,327,886","22,354,270,045","1,247,646,215","65,419,126,949","2,497,497,507","26,382,411,471","3,644,791,668","66,510,369,268",2019,11012,윈하이텍
037440,"499,921,853","46,689,061,301","1,323,916,872","116,092,394,313","1,370,618,420","44,799,400,715","1,481,544,492","108,100,868,138",2019,11012,희림
049960,"2,885,345,003","11,900,768,065","2,073,846,294","69,648,222,691","4,925,487,709","15,701,610,189","5,152,553,818","81,551,406,381",2019,11012,쎌바이오텍
054540,"370,622,616","16,124,610,348","330,978,159","51,120,696,274","259,500,030","11,113,269,391","156,284,401","48,942,287,078",2019,11012,삼영엠텍
067080,"4,027,131,783","24,864,271,728","5,436,022,019","44,959,697,841","223,589,025","20,024,523,311","932,433,815","33,395,487,749",2019,11012,대화제약
006620,"159,683,470","29,632,814,909","229,038,581","63,879,608,920","569,745,231","26,782,636,448","1,010,980,841","58,806,493,990",2019,11012,동구바이오제약
059210,"852,210,672","14,652,126,024","1,832,814,039","36,935,294,088","-14,127,947","11,564,578,917","1,215,471,366","36,181,141,357",2019,11012,메타바이오메드
067390,"437,974,232","34,569,641,431","2,580,632,129","262,753,903,793","1,824,887,580","26,533,992,984","520,270,666","160,918,808,824",2019,11012,아스트
072990,"2,246,325,260","10,731,603,359","2,630,625,800","28,884,866,147","1,136,987,252","8,414,114,290","1,384,733,125","25,960,403,819",2019,11012,에이치시티
293480,"7,103,160,788","41,065,469,358","7,547,948,065","162,310,902,454","5,887,245,554","38,452,022,021","8,431,403,027","171,571,777,611",2019,11012,하나제약
038540,"10,326,451,339","38,384,831,640","18,928,669,509","56,216,507,565","-3,371,942,857","13,678,754,962","-5,251,570,130","111,547,129,660",2019,11012,상상인
040160,"1,566,493,633","21,635,018,111","2,146,439,048","61,347,042,139","6,588,270,227","48,404,026,676","9,824,983,214","61,520,747,012",2019,11012,누리플렉스
177830,"-890,983,722","22,761,932,662","-1,870,790,817","29,981,029,950","1,657,070,290","27,728,354,900","1,769,401,187","30,939,464,113",2019,11012,파버나인
058730,"3,187,170,793","63,819,347,825","3,647,340,126","115,173,696,102","5,235,998,447","56,539,322,923","2,850,810,729","127,576,898,700",2019,11012,다스코
175250,"3,909,815,971","9,280,347,226","-2,449,396,575","63,222,217,746","-6,224,476,410","8,441,512,312","-1,627,184,518","66,215,331,696",2019,11012,아이큐어
087600,"-1,767,195,347","9,859,490,391","-2,552,085,916","56,926,728,987","-1,912,993,061","8,583,857,411","-2,284,452,790","62,492,651,702",2019,11012,픽셀플러스
038070,"7,127,196,329","11,347,983,782","337,178,297","35,385,137,312","754,670,663","10,806,664,684","741,082,450","30,350,427,120",2019,11012,서린바이오
216050,"2,465,756,451","7,124,048,581","3,117,587,674","111,619,076,570","2,306,137,713","8,070,014,121","2,917,195,420","107,516,541,202",2019,11012,인크로스
122310,"2,728,247,475","13,511,559,871","3,019,049,112","46,388,006,021","2,549,845,449","14,549,364,808","2,986,517,115","42,373,752,885",2019,11012,제노레이
069960,"36,576,800,000","339,781,606,000","47,575,085,000","828,158,868,000","43,969,059,000","333,424,962,000","55,545,289,000","879,716,154,000",2019,11012,현대백화점
080160,"1,919,282,841","57,417,344,043",,"185,139,056,295","3,979,742,853","70,427,946,554",,"180,019,569,157",2019,11012,모두투어
101060,"181,717,025","444,621,000","-301,462,188","65,703,818,865","-97,692,160","359,897,000","-363,779,950","14,738,680,848",2019,11012,SBS미디어홀딩스
272450,"-24,399,863,923","214,039,062,510","-26,612,701,142","421,074,280,280","993,840,154","226,500,680,003","6,231,442,242","426,986,034,570",2019,11012,진에어
203450,"1,386,031,506","10,036,246,284","1,134,253,417","33,497,275,676","1,855,897,494","9,928,871,906","1,706,430,371","30,684,058,264",2019,11012,유니온커뮤니티
048260,"5,328,827,477","93,370,083,075","14,175,739,132","292,154,359,157","9,815,534,051","86,763,345,054","19,779,716,462","286,838,315,556",2019,11012,오스템임플란트
052460,"62,255,161","11,291,128,514","-289,299,107","25,258,018,357","1,183,862,498","18,286,764,784","892,950,839","33,007,956,747",2019,11012,아이크래프트
005990,"34,271,006,191","2,440,515,747","-638,116,550","64,756,215,604","3,739,103,261","2,461,414,207","71,056,111","14,084,364,748",2019,11012,매일홀딩스
017900,"2,319,853,466","41,450,043,446","297,028,143","131,428,891,275","7,533,645,591","45,983,927,171","2,211,617,314","128,240,507,699",2019,11012,광전자
035200,"677,913,145","8,185,480,417","902,263,377","27,628,211,237","785,435,363","8,402,464,194","1,073,862,248","26,956,741,095",2019,11012,프럼파스트
139480,"-10,817,374,515","3,086,419,697,898","-7,147,903,069","1,563,283,207,838","104,066,357,458","3,107,997,199,815","54,629,885,366","1,381,674,241,728",2019,11012,이마트
181710,"7,149,660,250","62,540,566,667","6,464,776,859","160,823,464,503","8,351,956,136","56,610,391,343","7,738,775,664","162,545,152,271",2019,11012,NHN
293480,"7,103,160,788","41,065,469,358","7,547,948,065","162,310,902,454","5,887,245,554","38,452,022,021","8,431,403,027","171,571,777,611",2019,11012,하나제약
047560,"-1,721,225,952","5,063,608,068","-69,722,554","18,003,532,408","-135,388,995","4,629,302,109","-344,227,269","15,755,290,143",2019,11012,이스트소프트
236200,"6,173,004,290","16,772,244,933","5,284,806,721","75,152,463,020","5,739,415,812","13,302,695,161","2,901,896,416","81,763,540,495",2019,11012,슈프리마
048260,"5,328,827,477","93,370,083,075","14,175,739,132","292,154,359,157","9,815,534,051","86,763,345,054","19,779,716,462","286,838,315,556",2019,11012,오스템임플란트
083310,"971,432,316","32,587,225,498","300,828,435","93,078,392,866","6,457,633,823","50,735,114,628","6,724,686,435","78,049,878,094",2019,11012,엘오티베큠
145990,"9,663,000,000","382,449,000,000","12,023,000,000","687,607,000,000","18,262,000,000","427,232,000,000","29,683,000,000","484,075,000,000",2019,11012,삼양사
097870,"423,231,041","5,424,795,962","236,304,314","35,442,311,536","395,177,510","5,726,585,433","318,547,184","34,415,390,676",2019,11012,효성오앤비
006730,"-7,259,881,836","30,871,144,393","-333,379,423","126,043,718,579","-14,005,224,181","24,463,297,121","-3,559,583,912","141,016,189,960",2019,11012,서부T&D
023460,"3,932,485,643","6,721,855,641","4,897,046,496","17,667,471,186","2,708,337,893","3,564,045,824","3,386,607,937","30,595,644,200",2019,11012,CNH
017000,"4,996,079,711","66,512,765,540","3,743,667,616","166,369,928,595","3,816,913,021","58,231,045,764","3,140,686,771","165,924,650,153",2019,11012,신원종합개발
081660,"21,154,536,997","160,756,426,103","31,126,715,309","213,410,104,780","16,211,212,861","130,603,787,326","18,505,624,219","188,644,074,158",2019,11012,휠라홀딩스
005360,"-115,784,196","23,658,007,890","371,822,136","31,636,248,884","-578,720,342","22,008,874,661","-83,618,891","28,150,942,088",2019,11012,모나미
033640,"998,466,474","86,283,097,439","10,198,899,362","107,762,264,316","12,383,384,282","62,845,464,401","4,676,812,526","92,402,428,608",2019,11012,네패스
035080,,,"-1,331,587,553","3,513,468,151",,,"-617,597,552","2,674,300,833",2019,11012,그래디언트
053690,"1,039,378,397","23,571,332,535","309,966,850","67,051,448,405","1,576,103,380","32,198,217,199","1,605,919,426","76,418,559,815",2019,11012,한미글로벌
014970,"525,121,322","10,389,419,783","839,005,205","26,274,386,091","317,005,556","9,613,771,646","695,363,820","25,004,505,316",2019,11012,삼륭물산
110790,"8,155,199,687","71,801,144,367","11,701,708,530","180,505,944,643","11,065,796,907","71,453,036,466","14,825,795,328","189,060,521,836",2019,11012,크리스에프앤씨
222080,"5,520,299,849","40,021,338,192","8,044,771,281","132,572,085,448","-779,026,826","2,808,117,707","-1,434,633,812","139,768,143,553",2019,11012,씨아이에스
290670,"1,866,997,944","7,487,586,761","2,137,647,516","35,156,664,835","2,100,193,117","8,006,181,977","2,649,166,516","33,492,751,631",2019,11012,대보마그네틱
069260,"20,671,158,091","151,475,982,725","27,501,729,200","481,815,779,003","35,955,807,078","200,869,919,612","47,787,860,032","480,574,296,621",2019,11012,TKG휴켐스
221980,"1,757,123,053","11,552,286,246","1,505,371,661","41,598,022,911","1,726,502,964","13,045,972,446","2,075,461,456","46,478,785,817",2019,11012,케이디켐
263690,"1,630,952,025","15,460,373,260","1,566,447,170","30,005,900,718","1,433,520,408","14,917,378,055","1,071,963,011","31,811,771,369",2019,11012,디알젬
290720,"1,136,121,518","16,729,069,826","1,208,106,289","47,009,366,591","2,277,849,397","14,970,482,308","2,552,724,355","43,834,122,151",2019,11012,푸드나무
086900,"10,749,275,445","50,670,935,095","12,143,648,683","96,345,080,308","15,651,831,237","50,440,946,467","20,376,866,438","93,551,548,422",2019,11012,메디톡스
010660,"1,153,317,202","41,442,710,240","376,742,012","83,182,915,571","1,059,244,517","44,844,420,836","109,949,978","82,468,624,277",2019,11012,화천기계
067170,"10,882,898,250","36,082,335,110","1,531,979,647","56,289,429,449","4,441,994,034","25,672,726,129","1,109,432,006","57,890,480,326",2019,11012,오텍
166090,"8,371,648,509","43,049,538,858","10,639,722,741","48,587,099,638","9,605,532,880","40,035,889,165","10,996,482,771","40,973,688,351",2019,11012,하나머티리얼즈
012330,"520,902,000,000","5,756,024,000,000","442,483,000,000","14,504,056,000,000","515,259,000,000","5,068,069,000,000","336,400,000,000","13,407,569,000,000",2019,11012,현대모비스
094940,"66,975,192","5,138,329,361","-172,875,193","20,486,934,429","494,736,065","4,910,470,521","338,724,802","19,590,537,259",2019,11012,푸른기술
004270,"227,155,519","16,018,164,429","1,072,900,823","62,152,289,087","1,060,175,538","16,612,598,792","944,830,232","58,034,813,566",2019,11012,남성
010400,"-2,416,069,233","20,007,544,875","-2,653,063,064","83,831,239,618","9,429,733,710","49,070,819,913","11,846,611,888","94,764,508,094",2019,11012,우진아이엔에스
019990,"937,547,317","6,329,252,895","746,280,640","19,708,420,914","647,885,364","6,309,132,960","592,427,738","22,004,583,043",2019,11012,에너토크
215480,"12,941,726","6,581,464,339","124,397,148","30,200,065,429","-517,331,692","5,662,653,104","-389,573,974","25,806,866,434",2019,11014,토박스코리아
285490,"2,358,686,175","9,030,928,979","2,257,185,511","28,435,785,163","1,880,623,363","7,332,071,196","2,051,486,282","27,040,447,763",2019,11014,노바텍
064960,"23,905,982,236","217,841,053,772","25,711,687,777","561,625,093,009","8,454,984,812","196,038,281,852","11,664,952,987","467,185,179,358",2019,11014,SNT모티브
034730,"131,859,000,000","571,451,000,000","142,766,000,000","891,446,000,000","85,635,000,000","545,154,000,000","131,594,000,000","767,217,000,000",2019,11014,SK
251970,"4,494,896,401","38,628,355,362","6,739,669,519","134,349,685,563","4,875,833,701","35,910,642,916","5,549,806,866","53,300,228,921",2019,11014,펌텍코리아
251630,"2,042,999,831","5,777,867,960","888,848,542","66,498,079,874","3,606,740,864","12,593,003,433","3,426,940,378","69,695,065,471",2019,11014,브이원텍
207760,"721,909,803","6,566,904,124","745,244,881","22,513,091,992","877,015,553","7,053,954,421","923,219,374","20,096,885,895",2019,11014,미스터블루
121600,"1,848,573,444","11,146,092,032","1,804,596,628","75,799,208,589","2,407,926,569","14,559,746,341","2,647,453,889","70,100,636,513",2019,11014,나노신소재
268280,"11,539,971,611","91,319,066,323","12,550,040,974","191,283,098,158","8,904,456,447","92,902,196,498","12,281,074,243","173,304,216,737",2019,11014,미원에스씨
003120,"-326,769,641","11,209,248,669","-576,327,004","265,857,756,249","-111,285,611","12,000,413,220","-263,277,046","279,421,732,251",2019,11014,일성아이에스
079960,"13,037,241,364","157,124,791,831","13,668,380,514","184,192,475,307","3,038,990,975","90,229,121,994","1,919,354,382","148,569,395,829",2019,11014,동양이엔피
005380,"490,799,000,000","11,334,037,000,000","12,174,000,000","21,628,713,000,000","-235,859,000,000","10,085,005,000,000","-461,819,000,000","22,325,069,000,000",2019,11014,현대차
002170,"11,015,073,913","49,619,581,908","13,778,276,561","256,675,668,263","6,008,998,206","46,278,989,555","7,581,121,973","228,486,523,526",2019,11014,삼양통상
234340,"2,950,344,695","16,701,882,559","3,028,058,022","158,043,295,345","3,226,547,167","14,331,566,768","3,677,405,384","103,230,709,338",2019,11014,헥토파이낸셜
003200,"349,836,014","76,713,298,478","290,980,876","162,795,699,289","2,934,750,703","78,293,255,039","2,048,978,337","175,362,418,465",2019,11014,일신방직
092780,"1,022,193,106","74,241,951,620","1,256,508,645","110,800,786,747","597,467,526","69,031,331,202","1,994,685,555","108,155,478,864",2019,11014,동양피스톤
019680,"6,164,552,753","172,187,872,151","8,559,071,891","276,314,006,235","3,428,638,134","171,256,681,124","8,731,370,043","258,243,613,602",2019,11014,대교
007680,"2,219,193,243","39,038,513,050","3,173,739,491","265,431,548,623","9,035,008,770","94,584,606,312","11,486,586,597","302,003,737,158",2019,11014,대원　　　　　　　
015230,"3,438,174,687","48,195,491,310","2,932,799,799","121,150,139,330","1,375,419,843","67,677,295,148","2,419,193,620","120,977,690,531",2019,11014,대창단조
