Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Industrials.csv_Open,S&P 500 Industrials.csv_High,S&P 500 Industrials.csv_Low,S&P 500 Industrials.csv_Close,S&P 500 Industrials.csv_Volume,S&P 500 Industrials.csv_Dividends,S&P 500 Industrials.csv_Stock Splits,S&P 500 Industrials.csv_Capital Gains
2018-07-02,2018.7.2,6673.71,5537.86,6342.69,73069.19,465915661.2,6615.66,direct,1350480543.0,1022805448.0,2373286057.0,1898307999.0,1621820118.0,3520128117.0,3867547716.0,5029170219.0,8896717869.0,7518615357.0,64.13764415145154,64.79644105221728,63.97520155161912,64.78741455078125,14098700,0.0,0.0,0.0
2018-07-03,2018.7.3,6670.3,6473.48,6616.6,54662.02,356390899.0,6509.58,direct,1610292706.0,907597605.6,2517890312.0,2148916121.0,1484001711.0,3632917897.0,4378025190.0,4533031699.0,8911056889.0,7751652324.0,65.04009676055709,65.33790931937273,64.40837941022338,64.57984161376953,7083300,0.0,0.0,0.0
2018-07-05,2018.7.5,6691.32,6448.23,6589.77,63771.67,421189063.0,6534.81,direct,1184121491.0,982054056.8,2166175548.0,15188127246.0,1789325014.0,16977452260.0,17000671943.0,5860800090.0,22861471968.0,20699959268.0,64.80547017834907,64.94084017894154,64.27302356394405,64.89572143554688,8465700,0.0,0.0,0.0
2018-07-06,2018.7.6,6633.44,6458.14,6534.81,47259.68,310759733.1,6602.02,direct,1237728950.0,777441925.5,2015170876.0,1799179387.0,1867427175.0,3666606562.0,3661420016.0,5252729984.0,8914149999.0,6989548737.0,64.84156378111484,65.31986510862383,64.46253331990435,65.12133026123047,9757500,0.0,0.0,0.0
2018-07-09,2018.7.9,6803.1,6625.58,6707.46,48761.43,328316145.8,6668.84,direct,1092805805.0,739359819.4,1832165625.0,1610601818.0,2819385820.0,4429987572.0,3254987780.0,488808000000.0,492063000000.0,7778582391.0,65.41011628084483,66.34866593077028,65.34694453738439,66.33061981201172,13034000,0.0,0.0,0.0
2018-07-10,2018.7.10,6683.61,6277.23,6668.84,72513.31,470432142.7,6306.85,direct,1069086442.0,1021011216.0,2090097658.0,1547053150.0,2521369458.0,4068422609.0,3130910807.0,6889478254.0,10020389060.0,7443966036.0,66.3577047313614,66.69161651451236,66.18623558795889,66.53820037841797,9880400,0.0,0.0,0.0
2018-07-11,2018.7.11,6405.59,6293.68,6306.87,51054.67,327667754.4,6394.36,direct,1021445489.0,788487764.3,1809933190.0,1513928801.0,2287893695.0,3801822497.0,3072259399.0,6292230625.0,9364490024.0,6621034115.0,65.96062094098615,65.96964744460571,65.30183076606065,65.44622039794922,14208000,0.0,0.0,0.0
2018-07-12,2018.7.12,6394.93,6084.0,6394.36,65555.38,409078182.7,6253.6,direct,916820159.4,895531091.5,1812351188.0,1534419317.0,2463081231.0,3997500485.0,3158305387.0,6901178290.0,10059483677.0,7183822875.0,65.93354373058565,66.28550161002117,65.52744060360756,66.21331024169922,12705600,0.0,0.0,0.0
2018-07-13,2018.7.13,6349.21,6131.54,6253.66,50964.41,319802272.0,6229.83,direct,1072453647.0,726922169.0,1799375816.0,1877451846.0,2206510532.0,4083962378.0,3847756567.0,5794715934.0,9642472563.0,7368963885.0,66.1862405853788,66.67356854142005,66.15014833844725,66.5562515258789,18494200,0.0,0.0,0.0
2018-07-16,2018.7.16,6761.84,6349.83,6364.26,74798.53,494264915.9,6740.55,direct,1187484648.0,1190970389.0,2378455037.0,2084306939.0,2522747362.0,4607054301.0,4227703764.0,7485005933.0,11712709697.0,8165363819.0,66.68257539464182,66.83599149710878,66.11402972274475,66.28549194335938,9576100,0.0,0.0,0.0
2018-07-17,2018.7.17,7476.24,6677.56,6740.54,112707.21,799401451.4,7326.7,direct,1517800491.0,1686382070.0,3204182561.0,2600167434.0,3356393581.0,5956561015.0,5268092190.0,9826535311.0,15094627502.0,10369437920.0,66.23134436849209,66.62842780577394,66.0508556525657,66.54720306396484,7326000,0.0,0.0,0.0
2018-07-18,2018.7.18,7590.65,7253.71,7326.76,105818.71,788460811.9,7383.39,direct,1701970849.0,1710846275.0,3412817124.0,2838095228.0,3237972764.0,6076067991.0,5742101092.0,9988733309.0,15730834401.0,10708799304.0,66.78184394526977,67.4677134595916,66.70062608861222,67.2781982421875,13821300,0.0,0.0,0.0
2018-07-19,2018.7.19,7563.7,7289.9,7383.39,70179.39,522544440.5,7477.5,direct,1440605205.0,1225912795.0,2666518000.0,2417809321.0,2527397542.0,4945206864.0,4872394034.0,7722677504.0,12595071613.0,8832749542.0,67.02550717400707,67.39551800796673,66.75477408874234,67.2511215209961,8790000,0.0,0.0,0.0
2018-07-20,2018.7.20,7676.55,7279.34,7477.1,80874.93,603034414.8,7333.93,direct,1303360444.0,1346273542.0,2649633986.0,2213006484.0,2464655477.0,4677661961.0,4510147445.0,7750874555.0,12261022074.0,8271082751.0,67.16087918592358,67.43161916456177,66.89014609248905,67.1789321899414,7922400,0.0,0.0,0.0
2018-07-23,2018.7.23,7798.59,7376.66,7398.64,96722.04,745533303.0,7718.0,direct,1317697304.0,1631826233.0,2949523538.0,2061213690.0,3065993174.0,5127206864.0,4207058414.0,8798646498.0,13005704912.0,8744596109.0,67.0164732288869,67.04354584310471,66.63743597423152,66.76378631591797,7822000,0.0,0.0,0.0
2018-07-24,2018.7.24,8485.71,7692.16,7718.0,143800.43,1166560702.0,8395.82,direct,1731444603.0,2396252833.0,4127697437.0,2686694640.0,3806843619.0,6493538259.0,5453493127.0,11516707494.0,16970200621.0,10932248940.0,67.10675086114249,67.43163616332681,66.74576642702596,67.0435791015625,12140400,0.0,0.0,0.0
2018-07-25,2018.7.25,8481.11,8061.07,8395.81,89988.19,736530740.4,8170.23,direct,1435033740.0,1722420355.0,3157454095.0,2373345765.0,2913461288.0,5286807053.0,4814036531.0,9820746939.0,14634783469.0,8984711405.0,66.84500806715597,68.06332397460938,66.73671071875033,68.06332397460938,17949600,0.0,0.0,0.0
2018-07-26,2018.7.26,8302.24,7862.67,8170.37,78993.93,643953970.5,7937.25,direct,1178042676.0,1438009362.0,2616052038.0,1991150520.0,2519157027.0,4510307547.0,3996332590.0,7570674776.0,11567007366.0,7733774628.0,67.91895249058526,68.72213910427634,67.90992598784597,68.5867691040039,15115200,0.0,0.0,0.0
2018-07-27,2018.7.27,8278.01,7806.25,7937.1,80336.48,646256012.1,8182.89,direct,1159479099.0,1561618800.0,2721097899.0,1826294622.0,2600479318.0,4426773941.0,3702881778.0,7724491130.0,11427372908.0,7523170024.0,68.72213817355642,68.8936004120554,68.27090943556223,68.59579467773438,11281500,0.0,0.0,0.0
2018-07-30,2018.7.30,8273.61,7867.44,8216.7,83918.76,681120740.0,8176.06,direct,1261031344.0,1545184667.0,2806215929.0,2015425117.0,2625584280.0,4641009397.0,4104208052.0,7091672351.0,11195880403.0,7999566908.0,68.68604043492984,69.03799830685432,67.84675468990892,67.91895294189453,13423600,0.0,0.0,0.0
2018-07-31,2018.7.31,8176.27,7663.7,8176.08,97152.13,765186307.2,7735.3,direct,1280720084.0,1794616287.0,3075336448.0,1895215410.0,3007850056.0,4903065466.0,3845663570.0,8502672392.0,12348335962.0,8179102859.0,68.43335494896849,69.48020208505362,68.30701144780656,69.41703033447266,17709500,0.0,0.0,0.0
2018-08-01,2018.8.1,7760.74,7449.31,7736.25,78466.58,595404848.9,7610.9,direct,1131005541.0,1494685624.0,2625691241.0,1791944241.0,2524474110.0,4316418351.0,3590785707.0,7367644600.0,10958430231.0,7480698127.0,69.15532065103112,69.20044628331328,68.30701522280566,68.47847747802734,14214600,0.0,0.0,0.0
2018-08-02,2018.8.2,7713.32,7470.86,7610.9,55711.79,424093581.8,7542.34,direct,1021209228.0,1081561676.0,2102770904.0,1770413996.0,2168997024.0,3939411020.0,3537955643.0,6309859420.0,9847815063.0,6748526892.0,67.99113069014683,68.47845846563217,67.7835693637678,68.38821411132812,10812400,0.0,0.0,0.0
2018-08-03,2018.8.3,7542.49,7296.76,7542.34,79126.57,586982505.8,7417.6,direct,1140762569.0,1374433140.0,2515195709.0,1878934602.0,2339686392.0,4218620994.0,3754764494.0,6683199594.0,10437964088.0,7426816145.0,68.33409137552759,68.49653402084205,68.02725220762022,68.45140838623047,11021500,0.0,0.0,0.0
2018-08-06,2018.8.6,7160.4,6854.79,7042.57,58545.04,410408444.8,6945.78,direct,961460428.1,981854349.5,1943314847.0,1649976499.0,1816409890.0,3466386388.0,3299371566.0,5956395036.0,9255766602.0,6174177051.0,68.41528920073947,68.57773179843647,68.13552962672915,68.5506591796875,5460300,0.0,0.0,0.0
2018-08-07,2018.8.7,7150.86,6685.02,6945.77,82683.83,575690006.3,6723.21,direct,1455519700.0,1300556298.0,2756075999.0,2166417403.0,2504098895.0,4670516299.0,4330546831.0,7247835254.0,11578382085.0,8157462103.0,68.78529219943543,69.1372499735752,68.59577700452958,69.03797912597656,8381900,0.0,0.0,0.0
2018-08-08,2018.8.8,6723.99,6133.03,6723.29,130417.52,838853615.9,6285.02,direct,1314814620.0,1850642994.0,3165457614.0,1966905682.0,2857865152.0,4824770835.0,3935137252.0,8829740253.0,12764877506.0,8515857492.0,68.9928543107821,69.04700642795706,68.64089653255583,68.73114776611328,4745200,0.0,0.0,0.0
2018-08-09,2018.8.9,6631.23,6195.02,6285.06,89588.13,575748446.4,6543.24,direct,1130978946.0,1577978424.0,2708957370.0,1914515578.0,2636728376.0,4551243954.0,3812328686.0,7861670406.0,11673999091.0,7591357318.0,68.71309610205127,68.8935848022725,68.30699308395224,68.35211181640625,13085900,0.0,0.0,0.0
2018-08-10,2018.8.10,6582.14,6025.91,6543.25,100856.92,639457020.0,6153.41,direct,970963116.6,1818402988.0,2789366105.0,1729742504.0,2884948746.0,4614691249.0,3419023321.0,8432880370.0,11851903691.0,7625281305.0,67.9550582010906,68.0723752072523,67.55797466453573,67.74748992919922,10684800,0.0,0.0,0.0
2018-08-13,2018.8.13,6545.02,6157.03,6322.41,71073.56,452431672.7,6263.2,direct,764908018.5,1258853345.0,2023761363.0,1493523236.0,2109800696.0,3603323931.0,2972051556.0,6331682017.0,9303733573.0,6170113879.0,68.02723697433454,68.05431648016068,67.24210343546665,67.42259216308594,13471800,0.0,0.0,0.0
2018-08-14,2018.8.14,6266.5,5891.87,6263.2,125196.64,759847789.7,6199.6,direct,842835682.0,1838185058.0,2681020740.0,1509216675.0,2720466191.0,4229682866.0,3004006571.0,8295324253.0,11299330824.0,7059350733.0,67.68431558614344,68.16261698131945,67.63017033694001,67.89188385009766,8500500,0.0,0.0,0.0
2018-08-15,2018.8.15,6620.07,6193.63,6199.63,132926.33,852103141.8,6274.22,direct,794378806.0,1727877021.0,2522255827.0,1457746377.0,2761331279.0,4219077656.0,2911405413.0,8850067517.0,11761472930.0,6953811386.0,67.33233763593924,67.6752689207343,66.77281164845012,67.56697845458984,20329400,0.0,0.0,0.0
2018-08-16,2018.8.16,6478.07,6217.33,6274.22,71357.92,454679037.4,6323.81,direct,996008991.6,1091631828.0,2087640820.0,1628684428.0,1981777774.0,3610462203.0,3264793009.0,6659051736.0,9923844683.0,5875287578.0,68.09943120751238,68.5867590056188,67.90991598911599,68.42431640625,10447200,0.0,0.0,0.0
2018-08-17,2018.8.17,6594.72,6300.45,6323.81,73383.05,477089455.6,6591.16,direct,1267969000.0,1179442867.0,2447411867.0,1971193109.0,2165701141.0,4136894249.0,3963172693.0,7035453684.0,10998626311.0,7230199986.0,68.26186729062522,68.98383586005728,68.23479467418196,68.83943939208984,13993100,0.0,0.0,0.0
2018-08-20,2018.8.20,6537.54,6248.39,6502.24,61983.28,397981291.8,6269.9,direct,674188490.5,1015542600.0,1689731090.0,1273034790.0,1626910141.0,2899944931.0,2533503447.0,5336787525.0,7870290909.0,5117498211.0,68.98385438277943,69.43508313853239,68.94775525609467,69.29971313476562,8239300,0.0,0.0,0.0
2018-08-21,2018.8.21,6506.69,6259.81,6270.09,61753.86,396746063.4,6491.11,direct,585301830.8,970237376.4,1555539207.0,1195085208.0,1614992842.0,2810078049.0,2353560685.0,5465428029.0,7818988713.0,4774035236.0,69.38092719105148,69.9043541713938,69.38092719105148,69.8141098022461,10034000,0.0,0.0,0.0
2018-08-22,2018.8.22,6890.79,6264.34,6491.09,116096.61,764005011.2,6366.13,direct,677640097.7,1600752884.0,2278392982.0,1308298411.0,2439524889.0,3747823300.0,2599059725.0,7752057000.0,10351116725.0,6253353116.0,69.63362243429256,69.7148403025626,69.13726806640625,69.13726806640625,7149700,0.0,0.0,0.0
2018-08-23,2018.8.23,6575.28,6356.96,6366.14,52740.3,340811486.8,6538.95,direct,576667973.4,866296378.0,1442964351.0,1161936955.0,1574559151.0,2736496040.0,2300482320.0,5121178915.0,7421661300.0,4652074642.0,69.17336921193674,69.17336921193674,68.77628570603137,68.93872833251953,8336500,0.0,0.0,0.0
2018-08-24,2018.8.24,6736.83,6481.76,6539.13,58037.12,382456859.0,6708.96,direct,775753153.6,984948858.2,1760702012.0,1434315469.0,1846395155.0,3280710624.0,2889337203.0,5885992071.0,8775329341.0,5469631464.0,69.10114128565831,69.28162995527128,68.91162611700429,69.23651123046875,6411600,0.0,0.0,0.0
2018-08-27,2018.8.27,6944.21,6674.84,6720.6,59984.28,405769271.5,6915.73,direct,939950543.9,1014724523.0,1954675067.0,1703241255.0,1734057955.0,3437299279.0,3410117763.0,5540025256.0,8950143019.0,5926986906.0,69.57947730032905,70.12997696908572,69.49825942389192,70.11193084716797,9767500,0.0,0.0,0.0
2018-08-28,2018.8.28,7136.71,6877.2,6915.92,69448.01,487789642.0,7091.38,direct,998381207.4,1311805879.0,2310187086.0,1791382647.0,2098962887.0,3890345534.0,3586700160.0,7084569722.0,10671269811.0,6720753988.0,70.24727360050287,70.31947183764363,69.91336880283178,69.96751403808594,8440600,0.0,0.0,0.0
2018-08-29,2018.8.29,7137.47,6944.76,7091.38,50361.95,356139022.3,7052.0,direct,913463472.1,1053425926.0,1966889399.0,1660930621.0,1920737585.0,3581668206.0,3325226951.0,6310798764.0,9636025715.0,6474306436.0,70.02168273925781,70.14803313919859,69.81412134442294,70.02168273925781,6339000,0.0,0.0,0.0
2018-08-30,2018.8.30,7072.64,6818.69,7051.61,61266.88,425475685.6,6998.76,direct,841747934.0,1160801316.0,2002549180.0,1633950596.0,2137768093.0,3771718689.0,3257773356.0,7402435599.0,10660208956.0,6504830212.0,69.86826004181312,70.03972917509547,69.36288603029185,69.53435516357422,10145600,0.0,0.0,0.0
2018-08-31,2018.8.31,7096.73,6903.08,6998.76,49774.38,349131152.8,7026.96,direct,892038280.4,1062091766.0,1954130047.0,1675125584.0,1950417704.0,3625543288.0,3331611524.0,6978728071.0,10310339595.0,6199457250.0,69.3628875197014,69.70581890842529,69.29971576690478,69.57947540283203,7192400,0.0,0.0,0.0
2018-09-04,2018.9.4,7417.65,7246.76,7270.05,46681.9,343762001.6,7369.86,direct,957547190.4,981029701.6,1938576892.0,1589039614.0,1697980148.0,3287019688.0,3162502660.0,6389927597.0,9552430257.0,6105126211.0,69.31776893312288,69.57948247422257,69.17337929142964,69.52533721923828,8597700,0.0,0.0,0.0
2018-09-05,2018.9.5,7401.43,6694.06,7369.89,113370.51,797851163.7,6705.03,direct,1198670483.0,1590289226.0,2788959709.0,1845009896.0,2435545959.0,4280555856.0,4516058770.0,8541062330.0,13057121100.0,7840652483.0,69.40801817351635,70.03973574719443,69.22752252017607,70.02168273925781,10761300,0.0,0.0,0.0
2018-09-06,2018.9.6,6727.19,6295.11,6705.06,127586.04,823309044.3,6515.42,direct,949031255.8,1689065234.0,2638096490.0,1642086254.0,2625880599.0,4267966853.0,3252245387.0,9197633050.0,12449878437.0,7300070337.0,70.06680448076085,70.44583500390758,69.94046097304529,70.23827362060547,8083000,0.0,0.0,0.0
2018-09-07,2018.9.7,6549.39,6345.48,6515.42,53170.79,344487244.0,6411.78,direct,767082982.1,980698614.0,1747781596.0,1409809812.0,1759290164.0,3169100040.0,2798034366.0,6313130982.0,9111165348.0,5656615363.0,70.04876225116273,70.34656803006516,69.65167869901927,70.02168273925781,11039700,0.0,0.0,0.0
2018-09-10,2018.9.10,6371.42,6247.64,6249.07,50695.88,320435279.6,6324.43,direct,693726789.9,782153452.3,1475880242.0,1303712182.0,1520090285.0,2823802530.0,2573910513.0,5270878117.0,7844788630.0,5013298819.0,70.29240029811167,70.66241110523094,70.29240029811167,70.38264465332031,9550200,0.0,0.0,0.0
2018-09-11,2018.9.11,6415.51,6199.19,6324.43,51401.22,324512939.9,6295.54,direct,737549518.9,842224895.9,1579774478.0,1319363180.0,1491259185.0,2810622365.0,2615085663.0,5109655111.0,7724740774.0,5108568186.0,70.07580745871581,70.57215481947999,69.91336487687241,70.36459350585938,6945600,0.0,0.0,0.0
2018-09-12,2018.9.12,6357.89,6208.28,6295.54,52814.83,332537236.2,6337.11,direct,798702158.2,783332575.2,1582034733.0,1444341564.0,1471461986.0,2915803550.0,2863194130.0,5174152850.0,8037346917.0,5392465910.0,70.32852785394803,70.87000108934271,70.18413131906638,70.58121490478516,10906200,0.0,0.0,0.0
2018-09-13,2018.9.13,6534.89,6337.08,6337.08,65684.53,425090869.8,6492.0,direct,876927674.4,971312330.5,1848239940.0,1521708051.0,1793587103.0,3315295154.0,3002375560.0,6406599753.0,9408975312.0,6284579042.0,70.92413108027293,71.25804283140495,70.74364233572841,71.00535583496094,8849000,0.0,0.0,0.0
2018-09-14,2018.9.14,6591.59,6393.84,6492.17,58029.07,377989402.0,6486.01,direct,792102025.5,855960620.6,1648062646.0,1455130247.0,1544350568.0,2999480815.0,2891685923.0,5848196921.0,8739882909.0,5844013834.0,71.02338052491461,71.41143740527782,70.78874660484546,71.35729217529297,8478500,0.0,0.0,0.0
2018-09-17,2018.9.17,6538.82,6216.83,6502.44,62738.57,399675966.3,6261.48,direct,872185029.8,929002075.0,1801187042.0,1463684128.0,1534017517.0,2997701646.0,2924688343.0,5836045996.0,8760734339.0,5737803437.0,71.32119716280087,71.69120794952042,71.25802542911735,71.38436889648438,8368500,0.0,0.0,0.0
2018-09-18,2018.9.18,6393.39,6238.25,6261.33,55076.95,348485895.4,6346.44,direct,821601491.2,813080062.8,1634681554.0,1438576431.0,1423625615.0,2862201982.0,2884511686.0,4786332162.0,7670843849.0,5482640839.0,71.54680619364407,72.19657648362906,71.23094754856861,72.03413391113281,8691000,0.0,0.0,0.0
2018-09-19,2018.9.19,6522.9,6131.02,6346.44,71293.01,452379323.1,6398.8,direct,730637699.7,1034429816.0,1765067516.0,1401331761.0,1603510677.0,3004842438.0,2796418485.0,5766864686.0,8563283171.0,5428963830.0,71.96195128132943,72.42220648403826,71.88073342007682,71.97097778320312,7938300,0.0,0.0,0.0
2018-09-20,2018.9.20,6551.93,6361.33,6398.83,46802.06,301619960.9,6505.9,direct,958562195.5,788226738.5,1746788934.0,1781312883.0,1309653675.0,3090966557.0,3546187243.0,4553880108.0,8100067351.0,5976317723.0,72.30488374162775,72.56659719349186,71.78145683789953,72.07926940917969,11466900,0.0,0.0,0.0
2018-09-21,2018.9.21,6785.22,6501.01,6505.97,85295.46,569642976.3,6762.06,direct,1771127478.0,1335822706.0,3106950184.0,2885421582.0,2099322370.0,4984743952.0,5760033335.0,7615723552.0,13375756887.0,10152253808.0,72.31866772174835,72.54537200927734,72.20984717308674,72.54537200927734,15133900,0.384,0.0,0.0
2018-09-24,2018.9.24,6717.6,6557.82,6702.73,48934.13,324660682.7,6583.53,direct,873064231.5,797521911.5,1670586143.0,1847740377.0,1438891313.0,3286631690.0,3686998204.0,15897576368.0,19584574572.0,6180690515.0,72.09197306745043,72.18265341088595,71.23049942711287,71.30303955078125,11999600,0.0,0.0,0.0
2018-09-25,2018.9.25,6583.54,6333.21,6583.53,65381.85,420279170.4,6437.74,direct,1010186148.0,988448217.6,1998634366.0,1848501956.0,1664117679.0,3512619634.0,3706749555.0,38576842814.0,42283592369.0,6897362962.0,71.39371724149493,71.48439757277366,71.01284878057898,71.08539581298828,12369600,0.0,0.0,0.0
2018-09-26,2018.9.26,6543.92,6383.16,6437.74,40752.6,264402806.7,6462.6,direct,951487628.6,761970720.3,1713458349.0,1708023173.0,1285380055.0,2993403228.0,3467452387.0,5166828020.0,8634280407.0,6240236863.0,71.23954755635225,71.4934552316747,70.90402966473269,71.04004669189453,11426200,0.0,0.0,0.0
2018-09-27,2018.9.27,6733.94,6434.76,6462.6,52542.0,345096700.1,6686.13,direct,948213450.6,895445108.6,1843658492.0,1715926464.0,1450946440.0,3166872905.0,3473796225.0,5534999859.0,9008796017.0,6615589323.0,71.22142580277641,71.47533351925337,70.9040411571802,71.13980865478516,8504200,0.0,0.0,0.0
2018-09-28,2018.9.28,6806.1,6545.41,6686.13,74353.41,497340510.1,6635.38,direct,909269477.9,1079360743.0,1988630220.0,1813649942.0,1749408515.0,3563058523.0,3661444885.0,6682643745.0,10344088630.0,6757547166.0,70.97659173723235,71.25770982344626,70.84963786028442,71.094482421875,7545400,0.0,0.0,0.0
2018-10-01,2018.10.1,6662.6,6510.54,6623.82,38926.98,256959931.6,6594.98,direct,817238842.0,669011918.2,1486250694.0,1500674905.0,1147105101.0,2647780006.0,3060019411.0,4269023148.0,7329042559.0,5647426266.0,71.96499061954002,72.13728804656029,71.46623855104134,71.72014617919922,16832100,0.0,0.0,0.0
2018-10-02,2018.10.2,6618.95,6478.04,6594.98,40624.2,267166277.8,6525.47,direct,757295084.3,664428836.8,1421723921.0,1475675920.0,1216514791.0,2692190710.0,2975590111.0,4089052264.0,7064642375.0,5277135517.0,71.6839059810009,72.01036074266167,71.4572016697624,71.8833999633789,8523700,0.0,0.0,0.0
2018-10-03,2018.10.3,6537.07,6428.98,6525.46,47186.0,306385346.6,6492.26,direct,685280830.8,765142575.6,1450423471.0,1367213149.0,1298951255.0,2666164404.0,2766225062.0,4533440113.0,7299665176.0,5412088039.0,72.18265533447266,72.56351693813141,72.02849805467747,72.18265533447266,10534900,0.0,0.0,0.0
2018-10-04,2018.10.4,6622.32,6486.86,6492.61,42142.96,277614018.5,6579.79,direct,667726629.9,633231751.8,1300958382.0,1441810696.0,1165861870.0,2607672566.0,2930037994.0,4523173135.0,7453211130.0,4806307421.0,72.02848603706062,72.31866724645195,71.40277999368384,71.94686889648438,12520900,0.0,0.0,0.0
2018-10-05,2018.10.5,6683.55,6546.98,6580.0,39731.28,262562345.0,6632.87,direct,678517329.8,571768516.9,1250285847.0,1377067850.0,1129693040.0,2506760891.0,2817718724.0,3728815054.0,6546533778.0,4669923993.0,71.99222362138957,72.31867839709834,71.20329009368226,71.57508850097656,14165500,0.0,0.0,0.0
2018-10-08,2018.10.8,6698.31,6565.01,6601.46,47216.82,313507433.8,6650.07,direct,708942483.0,838576221.0,1547518704.0,1470714452.0,1545176416.0,3015890868.0,3034362834.0,4645057004.0,7679419905.0,5465138117.0,71.54789035146132,71.81993140558156,71.01286451696372,71.75645446777344,9359700,0.0,0.0,0.0
2018-10-09,2018.10.9,6657.0,6589.39,6650.07,32204.25,213976678.2,6631.79,direct,671639771.4,684929149.0,1356568920.0,1391086857.0,1201609322.0,2592696178.0,2859400776.0,3555824209.0,6415224985.0,4765970833.0,71.54788604088476,71.65669968859018,70.64106874484938,70.65013885498047,11606800,0.0,0.0,0.0
2018-10-10,2018.10.10,6633.22,6487.86,6631.79,49264.39,323664963.2,6581.07,direct,727552095.9,825263479.8,1552815576.0,1500399656.0,1431373906.0,2931773563.0,3054194956.0,4778807192.0,7833002214.0,61188544452.0,70.52317593630626,70.52317593630626,68.18359264130619,68.3740234375,34050400,0.0,0.0,0.0
2018-10-11,2018.10.11,6581.59,6171.95,6581.07,104258.49,654924117.8,6209.47,direct,1044912101.0,1443875454.0,2488787617.0,1817744538.0,2344576961.0,4162321436.0,3942752156.0,7991912211.0,11934664366.0,8114941371.0,67.92969167554669,68.52818753481309,66.37902790358817,66.56946563720703,54550500,0.0,0.0,0.0
2018-10-12,2018.10.12,6296.56,6173.86,6209.47,46195.91,289840137.5,6250.85,direct,675167997.9,795261203.3,1470429264.0,1353554058.0,1656743411.0,3010297470.0,2751788005.0,5099122199.0,7850910204.0,6026966306.0,67.73925128225748,67.83900174129658,66.24300823360531,67.01380157470703,29409800,0.0,0.0,0.0
2018-10-15,2018.10.15,7234.83,6244.77,6277.73,177320.05,1190524168.0,6612.36,direct,1051322127.0,2402778482.0,3454100609.0,1956324564.0,3529519931.0,5485844495.0,3978804997.0,11019973369.0,14998778365.0,9767471974.0,66.96843436684152,67.67575052306141,66.91402756050606,67.14073181152344,15201200,0.0,0.0,0.0
2018-10-16,2018.10.16,6724.91,6545.54,6612.69,49191.34,324232509.8,6583.05,direct,697706068.4,1028505647.0,1726211716.0,1349109070.0,1716990640.0,3066099710.0,2747603390.0,5693448287.0,8441051678.0,5645999375.0,67.39467788978675,68.33776894192422,67.10449655978049,68.2742919921875,12547300,0.0,0.0,0.0
