Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,utilities_Open,utilities_High,utilities_Low,utilities_Close,utilities_Adj Close,utilities_Volume,utilities_log_return,utilities_realized_volatility
2017-12-21,16466.98,17281.17,15005.0,15600.01,20377.86044,9.655026834263063,52.630001068115234,52.63999938964844,52.15999984741211,52.369998931884766,42.82387161254883,19934900,-0.011958025656281013,0.45928679900930575
2017-12-22,15600.0,15795.61,11159.93,14009.79,57444.8858,9.547511649925351,52.43000030517578,52.650001525878906,52.400001525878906,52.45000076293945,42.8892936706543,11471700,0.0015264614924985764,0.45924045636789584
2017-12-26,13925.5,16147.87,13746.95,15764.44,15051.16402,9.665512049622908,52.5099983215332,52.66999816894531,52.130001068115234,52.13999938964844,42.63581085205078,8243700,-0.005927952588997698,0.46213067944181124
2017-12-27,15764.45,16480.52,14484.0,15364.93,15643.75488,9.63984291874555,52.33000183105469,52.459999084472656,52.220001220703125,52.36000061035156,42.81570053100586,10616400,0.004210555899186286,0.4615056020609501
2017-12-28,15390.05,15474.19,13500.0,14470.07,16557.21732,9.579837657208852,52.459999084472656,52.66999816894531,52.369998931884766,52.650001525878906,43.052833557128906,4910800,0.00552331486301183,0.4666752514877805
2017-12-29,14436.99,15111.0,13998.0,14340.0,13505.70299,9.57080811415361,52.810001373291016,52.90999984741211,52.56999969482422,52.68000030517578,43.077362060546875,7030100,0.000569615106550625,0.4648034882456881
2018-01-02,13394.2,15257.53,12910.58,14678.94,16299.6693,9.594169092476982,52.66999816894531,52.7400016784668,52.029998779296875,52.189998626708984,42.67668914794922,12270000,-0.009345003326067136,0.47761033218585813
2018-01-03,14670.96,15500.0,14546.28,15155.62,12275.0012,9.626126699245653,52.0,52.380001068115234,51.599998474121094,51.779998779296875,42.34141540527344,20807900,-0.007886928593431985,0.4825443393117163
2018-01-04,15155.62,15430.27,14192.37,15143.67,15004.01859,9.625337901843494,51.619998931884766,51.959999084472656,51.25,51.349998474121094,41.98979949951172,14971800,-0.008339044089290759,0.4670387654712808
2018-01-05,15143.67,17200.0,14810.0,16928.0,16248.91468,9.736724334658026,51.529998779296875,51.61000061035156,51.06999969482422,51.33000183105469,41.97344970703125,23416300,-0.0003894944148767898,0.46462362030958476
2018-01-08,16173.98,16300.0,13900.0,14999.99,16676.34994,9.615804813417459,51.41999816894531,51.849998474121094,51.31999969482422,51.810001373291016,42.365962982177734,14300500,0.009307795088565385,0.47866113495990814
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469,9.575227205861887,51.79999923706055,51.81999969482422,51.220001220703125,51.29999923706055,41.94891357421875,15438700,-0.009892470028379563,0.4929499630567419
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253,9.608446468860498,51.0,51.08000183105469,50.630001068115234,50.7400016784668,41.490997314453125,15562000,-0.010976150053719103,0.5062434940843934
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583547,50.689998626708984,50.91999816894531,50.380001068115234,50.54999923706055,41.335636138916016,16545500,-0.0037516568771787107,0.4597886452834851
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,50.400001525878906,50.66999816894531,50.11000061035156,50.2599983215332,41.09848403930664,18635300,-0.005753431653944929,0.46421311511659974
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,50.459999084472656,50.599998474121094,49.86000061035156,50.150001525878906,41.008548736572266,27292800,-0.0021909538855235944,0.4647602880321764
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460773,50.22999954223633,50.599998474121094,50.15999984741211,50.459999084472656,41.26203536987305,23451600,0.006162380235042786,0.4658533197469129
2018-01-18,11199.0,12146.0,10693.0,11247.57,22195.26202,9.327907384301206,50.459999084472656,50.470001220703125,49.880001068115234,50.13999938964844,41.0003662109375,21329700,-0.006361844512086101,0.4513442209967448
2018-01-19,11290.9,12050.39,11025.18,11552.0,13203.25568,9.354613861132608,50.34000015258789,50.45000076293945,49.93000030517578,49.9900016784668,40.877708435058594,18631900,-0.0029960615556703374,0.38936373622224113
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.72926,9.288133474260812,50.22999954223633,50.54999923706055,49.97999954223633,50.060001373291016,40.93494415283203,20536500,0.0013992944349987546,0.37686027032116554
2018-01-23,10810.0,11409.87,9927.54,10851.82,17250.17615,9.292088086836984,50.25,50.900001525878906,50.099998474121094,50.540000915527344,41.32745361328125,26673900,0.00954280663842555,0.36575863698470656
2018-01-24,10848.99,11500.0,10488.13,11400.96,11646.7906,9.341452841363395,50.459999084472656,50.5,50.150001525878906,50.22999954223633,41.07394790649414,19531400,-0.006152671426352896,0.37338903859017086
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183,9.319691514480263,50.25,51.04999923706055,50.220001220703125,51.0099983215332,41.71177291870117,26285000,0.015409210381571725,0.4141702802859503
2018-01-26,11140.01,11635.0,10263.32,11092.95,15074.66641,9.314065050381526,51.150001525878906,51.29999923706055,50.529998779296875,51.040000915527344,41.73631286621094,23950000,0.0005879979438092597,0.410825132796518
2018-01-29,11685.58,11820.01,10991.0,11162.62,9996.356898,9.320325975406925,50.79999923706055,50.88999938964844,50.33000183105469,50.38999938964844,41.20479202270508,18060900,-0.012816926394028982,0.43590603847340037
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19253,9.207436158828793,50.349998474121094,50.689998626708984,50.33000183105469,50.47999954223633,41.27838897705078,13089100,0.0017844785847858091,0.4364265258786723
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947,9.225130457448818,50.540000915527344,51.09000015258789,50.2599983215332,51.040000915527344,41.73631286621094,27411400,0.011032447809243173,0.44263665107709177
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58884,9.104867627798749,50.97999954223633,51.18000030517578,50.09000015258789,50.2400016784668,41.082130432128906,28519600,-0.015798101405066767,0.47505270933064736
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01983,9.08690979393109,49.9900016784668,50.36000061035156,49.81999969482422,49.880001068115234,40.78775405883789,21806400,-0.007191413343382358,0.4720651020532048
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.4288,8.835540735078903,49.79999923706055,50.33000183105469,48.970001220703125,49.060001373291016,40.11722946166992,33472300,-0.016576075403119006,0.5161814309805901
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36966,8.953817115559302,48.47999954223633,48.7400016784668,47.369998931884766,48.33000183105469,39.52029037475586,41671600,-0.014991543078918923,0.5370007653397121
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89254,8.934324648924358,48.29999923706055,48.869998931884766,48.08000183105469,48.099998474121094,39.33222198486328,27880200,-0.004770378354834293,0.5257815505698725
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118,9.019150810402826,47.959999084472656,48.61000061035156,47.5099983215332,47.560001373291016,38.89065933227539,26041900,-0.011290044691163903,0.5268356959464854
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709,9.070386111109007,47.689998626708984,48.93000030517578,47.54999923706055,48.560001373291016,39.708370208740234,36422500,0.020808074334038196,0.5865667717789468
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.0403,9.093694189856862,48.65999984741211,49.20000076293945,48.220001220703125,48.93000030517578,40.01092529296875,26504400,0.0075905365064841135,0.5898749554334219
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415,9.050522497225822,48.90999984741211,49.34000015258789,48.400001525878906,49.150001525878906,40.190826416015625,25067200,0.004486166100504896,0.5919337164910582
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73887,9.158097152868763,48.72999954223633,49.060001373291016,48.459999084472656,48.599998474121094,39.74107360839844,20341100,-0.011253378128761593,0.6037066805427918
