,Date,log_price,realized_volatility
20,2017-12-21,9.655026834263063,0.4477030349379868
21,2017-12-22,9.547511649925351,0.44218265979046734
22,2017-12-26,9.665512049622908,0.4501333270509491
23,2017-12-27,9.63984291874555,0.44847702917969023
24,2017-12-28,9.579837657208852,0.34974040982138094
25,2017-12-29,9.57080811415361,0.33831656560568957
26,2018-01-02,9.594169092476982,0.36623160344234745
27,2018-01-03,9.626126699245653,0.321655241348179
28,2018-01-04,9.625337901843494,0.32784524937894266
29,2018-01-05,9.736724334658026,0.34409196993144975
30,2018-01-08,9.615804813417459,0.33850308062792805
31,2018-01-09,9.575227205861887,0.3347744106386034
32,2018-01-10,9.608446468860498,0.3197114598118513
33,2018-01-11,9.491287062583547,0.32378087011237233
34,2018-01-12,9.531075861539186,0.3320545416985309
35,2018-01-16,9.340169670298282,0.33530086996988323
36,2018-01-17,9.322896437460773,0.3721913637944738
37,2018-01-18,9.327907384301206,0.35603282047450313
38,2018-01-19,9.354613861132608,0.34830901243526946
39,2018-01-22,9.288133474260812,0.36905675022429973
40,2018-01-23,9.292088086836984,0.3722852387975815
41,2018-01-24,9.341452841363395,0.38476084105246183
42,2018-01-25,9.319691514480263,0.3760829237712492
43,2018-01-26,9.314065050381526,0.42490394253328906
44,2018-01-29,9.320325975406925,0.4397286250385148
45,2018-01-30,9.207436158828793,0.44944274696951203
46,2018-01-31,9.225130457448818,0.43237279606627377
47,2018-02-01,9.104867627798749,0.4196594810902068
48,2018-02-02,9.08690979393109,0.5618813328093615
49,2018-02-05,8.835540735078903,0.766828155854286
50,2018-02-06,8.953817115559302,0.8444742555726032
51,2018-02-07,8.934324648924358,0.8593735712519889
52,2018-02-08,9.019150810402826,1.010359471643258
53,2018-02-09,9.070386111109007,1.0541801748964068
54,2018-02-12,9.093694189856862,1.0752078747074247
55,2018-02-13,9.050522497225822,1.0745360569756612
56,2018-02-14,9.158097152868763,1.0825146224680127
57,2018-02-15,9.212138753917563,1.1081878998795773
58,2018-02-16,9.229750765496005,1.1080824983969075
59,2018-02-20,9.32664765257487,1.1013965923908489
60,2018-02-21,9.254299839476637,1.1029838922418564
61,2018-02-22,9.194550363346975,1.098769896840438
62,2018-02-23,9.226813934669071,1.1291243029173674
63,2018-02-26,9.242294361717036,1.1287166661692474
64,2018-02-27,9.265424970279735,1.1300675847283692
65,2018-02-28,9.241344730838874,1.1278720875395443
66,2018-03-01,9.296805182959154,1.1434915495883016
67,2018-03-02,9.308373205628824,1.1496881699852808
68,2018-03-05,9.343054931083023,1.092924712896022
69,2018-03-06,9.280217119396356,0.9516069983069614
70,2018-03-07,9.201605332357381,0.8849020985377323
71,2018-03-08,9.136189937382483,0.8715638713784134
72,2018-03-09,9.130214327496898,0.7288649578029839
73,2018-03-12,9.118307316529219,0.663084636893605
74,2018-03-13,9.120669461560647,0.6407229059438198
75,2018-03-14,9.01148569322372,0.64005733972973
76,2018-03-15,9.019791059843602,0.5976622942677354
77,2018-03-16,9.019003095443997,0.5506374995074432
78,2018-03-19,9.059160441766048,0.6053973293059581
79,2018-03-20,9.09425813913435,0.6053182063417176
80,2018-03-21,9.093108559368456,0.604688349002653
81,2018-03-22,9.071614942236156,0.6884897240947921
82,2018-03-23,9.096139786674827,0.7223154562830212
83,2018-03-26,9.005731487573286,0.8388857747734169
84,2018-03-27,8.960814343554494,0.9252664649373021
85,2018-03-28,8.978712177663393,0.9246943310362585
86,2018-03-29,8.866212102586008,0.9336575231407465
87,2018-04-02,8.86117430855605,0.9746078054573413
88,2018-04-03,8.911431514349935,0.9740768426038086
89,2018-04-04,8.824670538195988,0.9892206196960796
90,2018-04-05,8.820505965477537,0.9881280722294526
91,2018-04-06,8.797598351245641,1.0350111698831583
92,2018-04-09,8.821747130088209,1.0124285295558901
93,2018-04-10,8.829909769225909,1.0571073127184785
94,2018-04-11,8.845192491014656,1.0497458105482427
95,2018-04-12,8.977623643677342,1.0604227301879947
96,2018-04-13,8.974228089016991,1.0612189245637234
97,2018-04-16,8.993197530336806,1.0643112187757178
98,2018-04-17,8.973461673920749,1.059604632539886
99,2018-04-18,9.008571740669666,1.0601152468316517
100,2018-04-19,9.020548179342576,1.0666132049995718
101,2018-04-20,9.089414904047302,1.0295409893676288
102,2018-04-23,9.099067971066573,0.9727323971785411
103,2018-04-24,9.174505918966966,0.8803088948488691
104,2018-04-25,9.089865090476087,0.7786038349319496
105,2018-04-26,9.135021821213925,0.8067172326394246
106,2018-04-27,9.096211526626501,0.7683130573482035
107,2018-04-30,9.13153198554799,0.7103766091345097
108,2018-05-01,9.112385698578949,0.7168952316568952
109,2018-05-02,9.129347212766652,0.6954292643263014
110,2018-05-03,9.183218887062136,0.6940743449934295
111,2018-05-04,9.179527493709912,0.6633698033950425
112,2018-05-07,9.144149286105387,0.6618733489712969
113,2018-05-08,9.123440625119315,0.5872308025731825
114,2018-05-09,9.138682165924433,0.6025367907391883
115,2018-05-10,9.10730936313147,0.6058088132356056
116,2018-05-11,9.037345585325186,0.6046385260432432
117,2018-05-14,9.068126826877396,0.5968870839728667
118,2018-05-15,9.044874752306951,0.5629531276647064
119,2018-05-16,9.029608351200226,0.5647778454638969
120,2018-05-17,8.995540663784652,0.5510549228280834
121,2018-05-18,9.017831500250551,0.5249536501613528
122,2018-05-21,9.035005551001788,0.5342550568085794
123,2018-05-22,8.985204837981179,0.4864761601364513
124,2018-05-23,8.923043558635912,0.49514990672187065
125,2018-05-24,8.93417571868472,0.4401445868919415
126,2018-05-25,8.918808230845785,0.43963978855372093
