Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,energy_Open,energy_High,energy_Low,energy_Close,energy_Adj Close,energy_Volume,energy_log_return,energy_realized_volatility
2017-12-21,16466.98,17281.17,15005.0,15600.01,20377.86044,9.655026834263063,70.36000061035156,72.02999877929688,70.29000091552734,71.81999969482422,53.67673110961914,16803100,0.020964508193648257,0.5043725074796392
2017-12-22,15600.0,15795.61,11159.93,14009.79,57444.8858,9.547511649925351,71.9000015258789,72.26000213623047,71.5999984741211,71.97000122070312,53.788841247558594,10660800,0.0020863979322287562,0.5038208558565719
2017-12-26,13925.5,16147.87,13746.95,15764.44,15051.16402,9.665512049622908,72.2300033569336,72.72000122070312,72.08000183105469,72.5999984741211,54.25967025756836,8631100,0.00871551833214479,0.4993221574807517
2017-12-27,15764.45,16480.52,14484.0,15364.93,15643.75488,9.63984291874555,72.61000061035156,72.63999938964844,72.20999908447266,72.36000061035156,54.08032989501953,10855300,-0.0033112318511099303,0.4915561200285048
2017-12-28,15390.05,15474.19,13500.0,14470.07,16557.21732,9.579837657208852,72.3499984741211,72.47000122070312,72.22000122070312,72.47000122070312,54.16252899169922,7966800,0.0015190310034194354,0.48711271365660236
2017-12-29,14436.99,15111.0,13998.0,14340.0,13505.70299,9.57080811415361,72.66000366210938,72.69999694824219,72.13999938964844,72.26000213623047,54.00559997558594,7356400,-0.00290194468283822,0.45111593326567834
2018-01-02,13394.2,15257.53,12910.58,14678.94,16299.6693,9.594169092476982,72.62000274658203,73.52999877929688,72.38999938964844,73.44999694824219,54.89496612548828,14891400,0.016334105788500253,0.48453193861098365
2018-01-03,14670.96,15500.0,14546.28,15155.62,12275.0012,9.626126699245653,73.5999984741211,74.73999786376953,73.5199966430664,74.55000305175781,55.71708679199219,19299600,0.01486522107535837,0.5194455887584529
2018-01-04,15155.62,15430.27,14192.37,15143.67,15004.01859,9.625337901843494,74.5,75.05000305175781,74.2300033569336,75.0,56.05339431762695,14306800,0.0060180313898454685,0.5221257570084797
2018-01-05,15143.67,17200.0,14810.0,16928.0,16248.91468,9.736724334658026,74.9000015258789,75.02999877929688,74.3499984741211,74.97000122070312,56.030967712402344,14204400,-0.00040006373878487267,0.49553121282067175
2018-01-08,16173.98,16300.0,13900.0,14999.99,16676.34994,9.615804813417459,74.94000244140625,75.45999908447266,74.73999786376953,75.41999816894531,56.367286682128906,9779200,0.005984417754580029,0.4998854114414051
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469,9.575227205861887,75.56999969482422,75.58999633789062,75.11000061035156,75.2300033569336,56.225311279296875,9234500,-0.002522335357703298,0.4874904880771276
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253,9.608446468860498,75.44999694824219,75.5,75.08000183105469,75.13999938964844,56.15803527832031,10822000,-0.0011971001714377039,0.47923328238566915
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583547,75.4000015258789,76.94999694824219,75.12999725341797,76.68000030517578,57.308990478515625,18089500,0.02028789013434107,0.5420605542549908
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,76.69999694824219,77.62000274658203,76.69999694824219,77.41999816894531,57.8620491027832,19819200,0.009604199341270103,0.5551085286001486
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,77.5999984741211,77.6500015258789,76.30000305175781,76.44000244140625,57.12963104248047,16894900,-0.012738970187646359,0.5760616438863689
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460773,76.66000366210938,77.44000244140625,76.16000366210938,77.11000061035156,57.63037109375,14007400,0.008726830449275802,0.5787191493697399
2018-01-18,11199.0,12146.0,10693.0,11247.57,22195.26202,9.327907384301206,76.81999969482422,77.01000213623047,76.33999633789062,76.4800033569336,57.159523010253906,11514600,-0.008203669124100088,0.5798529429665956
2018-01-19,11290.9,12050.39,11025.18,11552.0,13203.25568,9.354613861132608,76.30999755859375,76.41000366210938,75.87999725341797,76.37999725341797,57.08478164672851,12962700,-0.0013084667981750897,0.5798022745670001
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.72926,9.288133474260812,76.4800033569336,78.05999755859375,76.45999908447266,78.02999877929688,58.317970275878906,17016700,0.02137250664671697,0.6143523205559484
2018-01-23,10810.0,11409.87,9927.54,10851.82,17250.17615,9.292088086836984,78.18000030517578,78.26000213623047,77.5199966430664,77.91000366210938,58.2282600402832,10184900,-0.001538991137524981,0.5550027859174689
2018-01-24,10848.99,11500.0,10488.13,11400.96,11646.7906,9.341452841363395,78.0,78.38999938964844,77.43000030517578,77.69999694824219,58.07131576538086,12919700,-0.0026991432496830114,0.5554220261872993
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183,9.319691514480263,78.08999633789062,78.08999633789062,76.94999694824219,77.08999633789062,57.61540603637695,11718400,-0.007881695130606658,0.5534406246772018
2018-01-26,11140.01,11635.0,10263.32,11092.95,15074.66641,9.314065050381526,77.26000213623047,77.63999938964844,77.0999984741211,77.51000213623047,57.929325103759766,7785300,0.005433464887295791,0.5560960692722929
2018-01-29,11685.58,11820.01,10991.0,11162.62,9996.356898,9.320325975406925,77.19999694824219,77.47000122070312,76.22000122070312,76.33999633789062,57.05488204956055,12647200,-0.015209988508087413,0.5878814850718653
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19253,9.207436158828793,75.69999694824219,75.91000366210938,74.73999786376953,74.80000305175781,55.9039192199707,22751800,-0.020379073566708428,0.6404699522127933
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947,9.225130457448818,75.0,75.12999725341797,74.33000183105469,74.8499984741211,55.941280364990234,15725300,0.0006681647004818103,0.6065599648647373
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58884,9.104867627798749,74.94999694824219,75.66999816894531,74.52999877929688,75.62000274658203,56.51676940917969,18011600,0.01023474430381377,0.5911540752394341
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01983,9.08690979393109,74.2300033569336,74.41000366210938,72.05999755859375,72.45999908447266,54.15506362915039,31005400,-0.04268616195163055,0.7956075101425457
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.4288,8.835540735078903,71.48999786376953,72.4000015258789,68.27999877929688,69.41999816894531,51.883026123046875,34767600,-0.04285968877482915,0.9615615146084778
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36966,8.953817115559302,68.2300033569336,70.47000122070312,67.9000015258789,69.97000122070312,52.29408264160156,32815200,0.007891612146730509,0.9637437504269961
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89254,8.934324648924358,70.19000244140625,71.06999969482422,68.79000091552734,68.80000305175781,51.41965866088867,24603700,-0.016862806907656847,0.9863752020859913
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118,9.019150810402826,68.87000274658203,69.1500015258789,66.69000244140625,66.72000122070312,49.86510467529297,27771100,-0.030699012949840565,1.0594001224199496
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709,9.070386111109007,67.51000213623047,67.58000183105469,64.44999694824219,66.66999816894531,49.82773971557617,35174100,-0.0007497271808798445,1.0281403023286015
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.0403,9.093694189856862,67.52999877929688,68.51000213623047,67.20999908447266,67.76000213623047,50.64238357543945,24956900,0.016217032704701317,1.0412401212822178
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415,9.050522497225822,67.41000366210938,67.7699966430664,67.01000213623047,67.4800033569336,50.43312072753906,12285000,-0.004140774445366979,1.0301161595909327
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73887,9.158097152868763,66.81999969482422,68.66000366210938,66.66000366210938,68.45999908447266,51.165550231933594,19756900,0.014418312304012026,1.0402176610944769
2018-02-15,9490.98,10234.0,9350.0,10018.0,21036.33732,9.212138753917563,68.5999984741211,68.6500015258789,67.19000244140625,68.29000091552734,51.03848648071289,16469400,-0.0024862633494064923,1.0355431331206337
2018-02-16,10011.3,10300.0,9707.51,10196.0,11857.64278,9.229750765496005,68.0,68.76000213623047,67.70999908447266,68.12000274658203,50.91143798828125,13791100,-0.0024924602652145467,1.035888046009264
2018-02-20,11159.12,11780.0,11080.37,11233.41,15880.90904,9.32664765257487,68.26000213623047,68.76000213623047,67.44000244140625,67.75,50.63490295410156,17808100,-0.0054464363544362016,1.0026237647798213
2018-02-21,11233.42,11275.74,10256.0,10449.4,19959.67716,9.254299839476637,67.55000305175781,68.18000030517578,66.61000061035156,66.61000061035156,49.78289413452149,12545400,-0.016969734171659923,1.0249862472085187
2018-02-22,10446.79,10935.0,9731.2,9843.34,20204.69095,9.194550363346975,67.08999633789062,68.33000183105469,66.91999816894531,67.33999633789062,50.32848358154297,15330300,0.01089963376239833,1.0335865658135353
2018-02-23,9843.33,10405.3,9600.0,10166.1,16044.0393,9.226813934669071,67.66999816894531,68.8499984741211,67.55000305175781,68.80000305175781,51.41965866088867,15684800,0.021449429945692877,1.0637108774187862
2018-02-26,9595.99,10461.97,9376.34,10324.7,16156.80506,9.242294361717036,69.1500015258789,69.3499984741211,68.80999755859375,69.20999908447266,51.72608184814453,12156400,0.005941558329277896,1.0641420939039181
2018-02-27,10329.99,10850.0,10150.0,10566.3,10408.47994,9.265424970279735,69.3499984741211,69.9000015258789,68.30000305175781,68.30999755859375,51.053436279296875,13465700,-0.01308921462186241,1.0596557093509278
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74906,9.241344730838874,68.66999816894531,68.91999816894531,66.70999908447266,66.73999786376953,49.88005447387695,17622000,-0.023251691688677134,1.0690034293014594
2018-03-01,10314.99,11090.0,10223.41,10903.13,9481.665146,9.296805182959154,66.66999816894531,67.69000244140625,66.16000366210938,66.63999938964844,49.80531692504883,22975000,-0.0014994526153300214,1.0691372239976524
2018-03-02,10917.37,11175.0,10774.01,11029.99,8329.097901,9.308373205628824,66.18000030517578,67.19000244140625,65.6500015258789,66.94999694824219,50.03700637817383,14578900,0.0046410378548893405,1.0629411383999745
2018-03-05,11479.68,11688.0,11383.66,11419.24,9933.676233,9.343054931083023,66.63999938964844,67.87000274658203,66.5199966430664,67.66000366210938,50.5676383972168,12831500,0.010549190923197393,0.9264089838349503
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949,9.280217119396356,68.08000183105469,68.33000183105469,67.36000061035156,67.69999694824219,50.597530364990234,15677900,0.000590917362828236,0.7527645022174051
2018-03-07,10723.01,10911.78,9450.0,9913.03,26116.51185,9.201605332357381,66.97000122070312,67.68000030517578,66.55999755859375,67.19000244140625,50.21637344360352,12362600,-0.007561671572649864,0.7522266491525699
2018-03-08,9904.52,10150.0,9078.95,9285.32,22522.42747,9.136189937382483,67.33999633789062,67.54000091552734,66.69000244140625,67.16999816894531,50.201412200927734,8013300,-0.0002977712491496476,0.7216057973517652
2018-03-09,9293.06,9420.39,8366.0,9230.0,29014.16684,9.130214327496898,67.69000244140625,68.51000213623047,67.62999725341797,68.44999694824219,51.15805435180664,11393100,0.018876815131939395,0.6539621131429346
2018-03-12,9535.04,9892.0,8742.07,9120.75,18751.02058,9.118307316529219,68.48999786376953,68.93000030517578,68.08999633789062,68.43000030517578,51.143123626708984,9486000,-0.0002921777266200465,0.653904244426834
2018-03-13,9115.24,9482.79,8830.0,9142.32,16001.47535,9.120669461560647,68.63999938964844,68.94999694824219,67.66000366210938,67.94000244140625,50.77690887451172,10730900,-0.007186330756907111,0.6277236855430872
2018-03-14,9152.07,9356.14,7948.0,8196.69,21191.02314,9.01148569322372,68.19999694824219,68.38999938964844,67.4000015258789,67.54000091552734,50.47795867919922,11348200,-0.00590497015442093,0.6299608518128305
2018-03-15,8195.99,8425.0,7682.0,8265.05,18387.61139,9.019791059843602,67.79000091552734,68.08000183105469,66.68000030517578,67.19000244140625,50.21637344360352,12408500,-0.00519556524484166,0.6067387989329235
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62434,9.019003095443997,66.75,67.61000061035156,66.62000274658203,67.30999755859375,50.66421890258789,14342600,0.0017843144836282576,0.606346477642773
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08836,9.059160441766048,67.0999984741211,67.19000244140625,65.88999938964844,66.2699966430664,49.88141250610352,14525000,-0.015571522306812469,0.6365254750736807
2018-03-20,8596.79,9051.0,8313.01,8904.02,13454.82226,9.09425813913435,66.62999725341797,67.27999877929688,66.54000091552734,66.83000183105469,50.30293273925781,11259100,0.00841485347694082,0.6416362159963812
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713,9.093108559368456,67.2300033569336,69.0199966430664,67.0199966430664,68.58000183105469,51.62015914916992,16439600,0.025848864812645367,0.687063537934439
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392,9.071614942236156,67.81999969482422,68.18000030517578,67.05000305175781,67.18000030517578,50.56637954711914,18483800,-0.020625385007511987,0.7216182052022326
2018-03-23,8708.52,8920.79,8265.0,8920.79,13749.78486,9.096139786674827,67.5199966430664,68.30000305175781,66.62000274658203,66.7699966430664,50.25776290893555,19214300,-0.006121761133104364,0.6735284158560512
