Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,energy_Open,energy_High,energy_Low,energy_Close,energy_Adj Close,energy_Volume,energy_log_return,energy_realized_volatility
2018-03-26,8451.12,8500.0,7831.15,8149.66,17693.41534,9.005731487573286,67.54000091552734,68.06999969482422,66.76000213623047,67.97000122070312,51.161006927490234,15953000,0.01781262172428555,0.7059807667264449
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028,8.960814343554494,68.26000213623047,68.54000091552734,66.94000244140625,67.33000183105469,50.67927932739258,13923100,-0.009460519565569037,0.6967195489780029
2018-03-28,7791.69,8104.98,7723.03,7932.41,8437.64468,8.978712177663393,67.37000274658203,67.5999984741211,65.91000366210938,66.0199966430664,49.69325256347656,18228700,-0.019648254174593482,0.6788783795821423
2018-03-29,7932.41,7968.0,6914.53,7088.38,22138.11413,8.866212102586008,66.30999755859375,67.68000030517578,66.30000305175781,67.41000366210938,50.73949432373047,13968100,0.020835753613429375,0.7276270789406405
2018-04-02,6816.31,7106.5,6759.96,7052.76,13624.16036,8.86117430855605,67.1500015258789,67.2699966430664,64.93000030517578,66.05999755859375,49.72334289550781,18993100,-0.020230046186016537,0.7687619166904084
2018-04-03,7052.75,7506.84,7001.28,7416.27,16089.54163,8.911431514349935,66.30999755859375,67.52999877929688,65.68000030517578,67.47000122070312,50.78466796875,14114300,0.021119689726629254,0.8025837810990794
2018-04-04,7415.53,7430.0,6710.38,6799.95,15779.20247,8.824670538195988,66.44000244140625,67.52999877929688,65.9800033569336,67.37999725341797,50.7169303894043,12490800,-0.0013348755160302872,0.8027254715118506
2018-04-05,6799.37,6928.7,6578.95,6771.69,11894.53598,8.820505965477537,67.55000305175781,69.0199966430664,67.55000305175781,68.58999633789062,51.627689361572266,13528400,0.01779850090409152,0.8279997042199497
2018-04-06,6771.3,6850.0,6510.0,6618.33,8478.418069,8.797598351245641,68.16000366210938,68.48999786376953,66.45999908447266,67.3499984741211,50.69434356689453,18883900,-0.01824381791951435,0.859308220791607
2018-04-09,7027.26,7175.83,6611.49,6780.1,10103.91622,8.821747130088209,67.66999816894531,68.52999877929688,67.4000015258789,67.66999816894531,50.935211181640625,10819800,0.004740042985132753,0.8278925229836455
2018-04-10,6782.39,6900.0,6653.21,6835.67,6480.192764,8.829909769225909,68.73999786376953,70.45999908447266,68.72000122070312,69.91000366210938,52.62125778198242,21842200,0.03256582972154476,0.9239928234784947
2018-04-11,6824.75,6984.92,6809.26,6940.94,5825.410646,8.845192491014656,69.80000305175781,70.80000305175781,69.70999908447266,70.63999938964844,53.17071914672851,21190900,0.010387794748303314,0.9288137814461046
2018-04-12,6940.94,8069.34,6758.45,7923.78,19033.38033,8.977623643677342,70.87999725341797,71.19000244140625,70.37999725341797,70.62999725341797,53.16319274902344,14311600,-0.0001416031214676039,0.9258306937672015
2018-04-13,7923.78,8239.33,7753.32,7896.92,19605.94275,8.974228089016991,71.01000213623047,71.69999694824219,70.91000366210938,71.41000366210938,53.750301361083984,13330400,0.01098302230995607,0.93382419634791
2018-04-16,8353.43,8424.99,7905.0,8048.15,10866.60296,8.993197530336806,71.56999969482422,72.47000122070312,71.19000244140625,72.13999938964844,54.29978561401367,14024300,0.010170700170856861,0.9423082331593835
2018-04-17,8054.68,8160.85,7806.81,7890.87,9277.151215,8.973461673920749,72.33000183105469,72.75,71.91999816894531,72.41999816894531,54.510528564453125,16105300,0.0038738120389298913,0.922947626911711
2018-04-18,7890.87,8235.0,7870.35,8172.84,9227.204598,9.008571740669666,73.05000305175781,74.22000122070312,73.02999877929688,73.55999755859375,55.368595123291016,17311500,0.015618887493133116,0.9377206463329261
2018-04-19,8172.83,8297.99,8074.44,8271.31,9436.846328,9.020548179342576,73.62000274658203,74.19999694824219,73.19999694824219,73.6500015258789,55.436336517333984,18150300,0.0012227970798130983,0.8794769507456456
2018-04-20,8273.0,8934.0,8216.9,8861.0,16059.62267,9.089414904047302,73.5,73.55999755859375,72.83000183105469,73.30000305175781,55.17291259765625,13690400,-0.004763513100206396,0.8423447050383029
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.11771,9.099067971066573,73.06999969482422,73.76000213623047,72.66999816894531,73.75,55.51161575317383,14844600,0.006120344693520963,0.8423430709487633
2018-04-24,8942.0,9737.16,8930.0,9648.0,20460.50898,9.174505918966966,73.94999694824219,74.45999908447266,72.55999755859375,72.95999908447266,54.91697692871094,22787500,-0.010769662002199532,0.8231542056564112
2018-04-25,9648.36,9755.53,8751.0,8864.99,33035.90404,9.089865090476087,72.7300033569336,73.63999938964844,72.2699966430664,73.54000091552734,55.353546142578125,13163300,0.007918155104775337,0.8205652951046076
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.9697,9.135021821213925,73.80999755859375,74.66999816894531,73.58000183105469,74.61000061035156,56.15894317626953,12216900,0.014445066341477464,0.8032212272772504
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51438,9.096211526626501,73.8499984741211,74.19000244140625,73.52999877929688,73.81999969482422,55.56428909301758,10539300,-0.010644861196182909,0.7708642304848898
2018-04-30,9396.32,9443.96,9111.0,9242.17,8085.688295,9.13153198554799,73.69999694824219,74.63999938964844,73.68000030517578,73.80999755859375,55.556766510009766,12963200,-0.0001355027627427674,0.7275034637417559
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.26396,9.112385698578949,73.44000244140625,73.48999786376953,72.43000030517578,73.36000061035156,55.21806716918945,13800900,-0.006115354436897036,0.681458003478645
2018-05-02,9066.9,9259.16,8975.23,9222.0,10575.17498,9.129347212766652,73.13999938964844,74.23999786376953,73.04000091552734,73.66000366210938,55.44387435913086,13434700,0.0040811244651495215,0.6831883756459134
2018-05-03,9220.0,9799.99,9165.19,9732.43,11670.79958,9.183218887062136,73.31999969482422,73.61000061035156,72.5,73.48999786376953,55.31590270996094,15329600,-0.0023106472608454,0.6459883470967787
2018-05-04,9737.0,9784.73,9527.38,9696.57,7326.052071,9.179527493709912,73.29000091552734,74.11000061035156,72.98999786376953,73.8499984741211,55.58688735961914,13585500,0.004886674843056937,0.6068367848416973
2018-05-07,9621.99,9634.5,9175.0,9359.52,13616.34859,9.144149286105387,74.43000030517578,75.56999969482422,73.80000305175781,73.94999694824219,55.66214370727539,17973700,0.0013531595734326274,0.6041312428674099
2018-05-08,9356.79,9450.0,9015.0,9167.69,11418.31054,9.123440625119315,73.9800033569336,74.56999969482422,72.63999938964844,74.52999877929688,56.098724365234375,28774100,0.007812564625967688,0.4541964322899985
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83433,9.138682165924433,75.44000244140625,76.88999938964844,75.43000030517578,76.05000305175781,57.24283599853515,24903900,0.02018934631868774,0.5038604120833418
2018-05-10,9308.49,9393.0,8987.74,9020.99,11764.97751,9.10730936313147,76.3499984741211,76.80000305175781,76.0,76.62000274658203,57.671878814697266,13890100,0.007467116285695852,0.5125663312134604
2018-05-11,9007.19,9018.38,8351.0,8411.42,20383.92661,9.037345585325186,76.79000091552734,77.25,76.55999755859375,76.7300033569336,57.75467300415039,12010700,0.0014346348202174397,0.4938626252725762
2018-05-14,8696.54,8900.9,8286.57,8674.36,18861.9371,9.068126826877396,76.97000122070312,77.61000061035156,76.97000122070312,77.26000213623047,58.15358352661133,10226300,0.006883574948502336,0.48476827495732255
2018-05-15,8674.53,8865.0,8400.0,8474.99,12391.83199,9.044874752306951,77.08999633789062,77.4000015258789,76.69000244140625,77.27999877929688,58.16864013671875,10482700,0.00025878922039002106,0.48231576136806514
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12322,9.029608351200226,77.16999816894531,77.5999984741211,76.77999877929688,77.55000305175781,58.37189102172851,11997200,0.003487754866264403,0.44252714416746947
2018-05-17,8337.77,8500.0,7980.0,8067.03,8259.124524,8.995540663784652,77.80000305175781,78.83000183105469,77.76000213623047,78.72000122070312,59.252532958984375,16271300,0.014974339276218274,0.4808240611967373
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.203883,9.017831500250551,78.58000183105469,78.66000366210938,78.05000305175781,78.11000061035156,58.79339599609375,14092700,-0.007779170814691483,0.4870285270490663
2018-05-21,8518.64,8589.1,8320.0,8391.76,6126.971053,9.035005551001788,78.55000305175781,78.91000366210938,78.1500015258789,78.91000366210938,59.39554214477539,11513100,0.010189911505421811,0.4977294332175224
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.060787,8.985204837981179,78.9000015258789,79.41999816894531,77.63999938964844,77.86000061035156,58.605224609375,16583400,-0.01339565892022776,0.50774914083754
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129,8.923043558635912,77.41000366210938,77.91000366210938,76.7699966430664,77.8499984741211,58.597679138183594,16605800,-0.00012847134163607166,0.4978533980985799
2018-05-24,7509.99,7733.99,7267.24,7586.88,11648.36524,8.93417571868472,76.94999694824219,77.06999969482422,76.22000122070312,76.56999969482422,57.63423538208008,19154800,-0.016578527540310972,0.5082971126611121
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331,8.918808230845785,75.22000122070312,75.31999969482422,73.83999633789062,74.58000183105469,56.13634490966797,32453500,-0.026332951837227725,0.5920003563861682
2018-05-29,7112.2,7537.0,7026.9,7469.45,11049.92099,8.918576647571488,74.0,74.80999755859375,73.66000366210938,74.3499984741211,55.963233947753906,19327500,-0.0030887469189790906,0.5932757656693712
2018-05-30,7469.45,7559.0,7273.89,7375.73,8940.454005,8.90595015936037,74.98999786376953,76.94000244140625,74.95999908447266,76.5999984741211,57.656837463378906,23022200,0.029813404443209457,0.6979620266009811
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.007269,8.921628436063697,76.04000091552734,76.93000030517578,75.86000061035156,76.0199966430664,57.22026062011719,13258700,-0.007600637423911927,0.7026224213997099
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.627573,8.924203771334051,76.27999877929688,76.88999938964844,75.97000122070312,76.37999725341797,57.49121856689453,14102500,0.004724426435386064,0.7045382805585888
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.551353,8.921091739776848,76.63999938964844,77.19999694824219,75.5199966430664,75.72000122070312,56.994422912597656,13689200,-0.008678503375530333,0.7103100026567635
2018-06-05,7494.99,7685.0,7360.0,7617.98,9968.45509,8.938266521674116,75.3499984741211,76.12000274658203,75.18000030517578,75.54000091552734,56.85896682739258,13707900,-0.0023800130583193635,0.7107382737999004
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.055772,8.943580561233889,75.81999969482422,76.0999984741211,75.2300033569336,75.9000015258789,57.12992477416992,13479200,0.00475437510131016,0.706432881651585
2018-06-07,7658.99,7750.0,7618.99,7689.28,7545.009251,8.94758243002788,76.30000305175781,77.48999786376953,76.27999877929688,77.05000305175781,57.99553680419922,15178900,0.015037896868233425,0.685738304865002
2018-06-08,7676.41,7697.0,7542.0,7618.11,4676.558328,8.93828358641973,77.13999938964844,77.3499984741211,76.41999816894531,76.9000015258789,57.88262176513672,11236600,-0.0019487050196467237,0.6796968395719261
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423,8.836462589787773,76.87999725341797,77.6500015258789,76.72000122070312,77.30000305175781,58.1837043762207,10717800,0.005188098718801548,0.6825937885497496
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5995,8.78839063591891,77.30000305175781,77.4800033569336,76.5,76.70999908447266,57.73960494995117,15707200,-0.007661929036488324,0.6839091239629574
2018-06-13,6557.66,6624.45,6120.0,6307.4,19190.50458,8.749478826247639,76.47000122070312,76.87000274658203,76.11000061035156,76.41999816894531,57.52132797241211,12502100,-0.003787647977948616,0.6855644917556888
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821,8.80178549544594,76.63999938964844,76.86000061035156,76.12999725341797,76.30999755859375,57.438533782958984,10291100,-0.001440458750067819,0.6843952522748934
2018-06-15,6638.8,6666.66,6370.0,6390.6,7132.206789,8.762583439677176,75.36000061035156,75.51000213623047,74.01000213623047,74.16999816894531,56.20486068725586,16089400,-0.02844422824707582,0.7491639213646637
2018-06-18,6451.03,6793.0,6381.25,6707.5,5940.174398,8.81098158229978,73.9800033569336,75.41000366210938,73.9800033569336,74.91000366210938,56.76560592651367,13184400,0.009927710785381905,0.7531841988817627
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.679796,8.81529875009226,74.01000213623047,75.0199966430664,73.80000305175781,74.73999786376953,56.63679122924805,12607600,-0.002272046371399661,0.7427120939956728
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.768846,8.81827212385798,75.19000244140625,75.3499984741211,74.47000122070312,75.06999969482422,56.88686752319336,11655900,0.0044056120445148395,0.7254062416212792
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.324428,8.812594890728233,74.54000091552734,74.58000183105469,73.33000183105469,73.68000030517578,55.833534240722656,15009800,-0.018689611430735553,0.762670776405543
2018-06-22,6718.33,6737.97,5940.0,6050.45,18544.14405,8.707887928424109,75.5,75.97000122070312,75.13999938964844,75.1500015258789,56.94747543334961,28036300,0.019754740414467342,0.7745889009102008
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.689307,8.740914175983773,74.93000030517578,75.04000091552734,73.13999938964844,73.63999938964844,55.803226470947266,18380300,-0.02029778842686536,0.7451906261845381
2018-06-26,6252.28,6277.0,6025.68,6068.0,7751.622088,8.710784340468424,73.83000183105469,74.86000061035156,73.56999969482422,74.56999969482422,56.50796127319336,13523600,0.01254992938666799,0.7607885762203187
2018-06-27,6073.99,6181.11,5985.0,6135.64,7446.861551,8.721869671182516,75.19000244140625,76.51000213623047,75.16000366210938,75.56999969482422,57.26576614379883,20583900,0.013321097531079573,0.6825389270432279
2018-06-28,6135.64,6165.49,5818.14,5848.33,8878.398573,8.673911429386091,75.68000030517578,75.95999908447266,74.88999938964844,75.47000122070312,57.18996810913086,14285400,-0.0013241325228516843,0.675992773074325
2018-06-29,5845.2,6299.0,5774.72,6204.24,12067.37317,8.73298820826773,75.68000030517578,76.73999786376953,75.68000030517578,75.94000244140625,57.546138763427734,13167900,0.006208344481345662,0.6778951586203545
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.802474,8.796789663324104,75.41000366210938,75.43000030517578,74.41000366210938,74.81999969482422,56.697418212890625,15296600,-0.014858362111602297,0.6947187942644623
2018-07-03,6605.46,6666.0,6464.39,6507.99,5924.865417,8.780785931767372,75.5999984741211,76.45999908447266,75.11000061035156,75.29000091552734,57.05356979370117,9308200,0.006262111180842744,0.6985417192390954
