Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,consumer_Open,consumer_High,consumer_Low,consumer_Close,consumer_Adj Close,consumer_Volume,consumer_log_return,consumer_realized_volatility
2017-12-21,16466.98,17281.17,15005.0,15600.01,20377.86044,9.655026834263063,98.66000366210938,99.38999938964844,98.58000183105467,99.16999816894533,93.1532974243164,2359900,0.006474472789006036,0.296378666679898
2017-12-22,15600.0,15795.61,11159.93,14009.79,57444.8858,9.547511649925351,99.04000091552734,99.04000091552734,98.79000091552734,98.9800033569336,92.97482299804688,3221900,-0.0019176872952266777,0.2956355723457725
2017-12-26,13925.5,16147.87,13746.95,15764.44,15051.16402,9.665512049622908,98.86000061035156,99.30999755859376,98.86000061035156,99.1999969482422,93.18146514892578,1498000,0.0022201400881280975,0.29680989910362066
2017-12-27,15764.45,16480.52,14484.0,15364.93,15643.75488,9.63984291874555,99.37999725341795,99.38999938964844,98.91000366210938,99.0,92.99356842041016,1866900,-0.002018133392549082,0.26351382270043044
2017-12-28,15390.05,15474.19,13500.0,14470.07,16557.21732,9.579837657208852,99.3499984741211,99.3499984741211,99.05999755859376,99.2699966430664,93.24720001220705,4195800,0.0027235266508460754,0.2602279580810313
2017-12-29,14436.99,15111.0,13998.0,14340.0,13505.70299,9.57080811415361,99.3000030517578,99.43000030517578,98.62000274658205,98.69000244140624,92.7024154663086,2630600,-0.0058597278633882866,0.2628087481507975
2018-01-02,13394.2,15257.53,12910.58,14678.94,16299.6693,9.594169092476982,99.11000061035156,100.19000244140624,99.11000061035156,100.19000244140624,94.11140441894533,4895600,0.015084758716887414,0.3242947146373917
2018-01-03,14670.96,15500.0,14546.28,15155.62,12275.0012,9.626126699245653,100.29000091552734,100.7300033569336,100.2699966430664,100.6500015258789,94.54348754882812,5319000,0.004580759607113016,0.2956451500356663
2018-01-04,15155.62,15430.27,14192.37,15143.67,15004.01859,9.625337901843494,101.04000091552734,101.11000061035156,100.45999908447266,100.9800033569336,94.85347747802734,3457400,0.0032733434282699037,0.28959337969303606
2018-01-05,15143.67,17200.0,14810.0,16928.0,16248.91468,9.736724334658026,101.43000030517578,101.83000183105467,101.1999969482422,101.77999877929688,95.60491943359376,4294400,0.007891098492822657,0.2950138805840681
2018-01-08,16173.98,16300.0,13900.0,14999.99,16676.34994,9.615804813417459,101.83000183105467,102.06999969482422,101.6999969482422,101.9000015258789,95.7176513671875,2670000,0.0011783460358163467,0.2935842796173586
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469,9.575227205861887,102.1999969482422,102.33999633789062,101.76000213623048,102.0999984741211,95.90550994873048,3160900,0.001960755022717642,0.2885016358010396
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253,9.608446468860498,101.7300033569336,102.16999816894533,101.48999786376952,102.02999877929688,95.83976745605467,2838900,-0.0006858345026197199,0.2873485408053456
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583547,102.27999877929688,103.6999969482422,102.18000030517578,103.69000244140624,97.3990478515625,3622700,0.01613882639237474,0.35198487610681517
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,103.88999938964844,105.06999969482422,103.76000213623048,105.02999877929688,98.6577606201172,4037800,0.012840309896830604,0.3872491162998289
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,105.55999755859376,106.0199966430664,104.01000213623048,104.27999877929688,97.95323944091795,9251600,-0.007166434652972953,0.39575181171125556
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460773,104.7699966430664,104.98999786376952,104.12000274658205,104.77999877929688,98.42292022705078,6656100,0.0047833249706323855,0.40014727499619357
