Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,industrials_Open,industrials_High,industrials_Low,industrials_Close,industrials_Adj Close,industrials_Volume,industrials_log_return,industrials_realized_volatility
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19253,9.207436158828793,79.58999633789062,79.86000061035156,79.12000274658203,79.48999786376953,71.16300201416016,16742400,-0.007894344367653794,0.36926779109321406
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947,9.225130457448818,80.22000122070312,80.5199966430664,79.47000122070312,79.7300033569336,71.37785339355469,15988100,0.0030147679073557754,0.36362087465182197
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58884,9.104867627798749,79.22000122070312,80.2699966430664,79.11000061035156,79.58999633789062,71.25251007080078,14169300,-0.0017575578125956781,0.3579517583701745
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01983,9.08690979393109,79.11000061035156,79.23999786376953,77.97000122070312,77.98999786376953,69.82014465332031,17929500,-0.02030782485425231,0.43030744377812785
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.4288,8.835540735078903,77.16999816894531,78.18000030517578,73.94999694824219,74.44999694824219,66.65096282958984,30309100,-0.04645286781201019,0.7213146242780487
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36966,8.953817115559302,73.05000305175781,76.02999877929688,72.63999938964844,75.80999755859375,67.8685073852539,31980600,0.01810245972461999,0.7547403883144124
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89254,8.934324648924358,75.75,77.1500015258789,75.48999786376953,75.94999694824219,67.99382781982422,22666800,0.0018450109967034223,0.750787211498753
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118,9.019150810402826,76.04000091552734,76.16000366210938,72.98999786376953,73.0199966430664,65.37076568603516,27282100,-0.03934185860594486,0.8996692169544014
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709,9.070386111109007,73.87000274658203,74.43000030517578,71.48999786376953,73.80999755859375,66.07801055908203,40362500,0.01076086045036373,0.895714484951831
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.0403,9.093694189856862,74.41000366210938,75.54000091552734,73.91000366210938,75.0,67.14335632324219,20776900,0.015993922831253116,0.9106393005958164
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415,9.050522497225822,74.58000183105469,75.37999725341797,74.48999786376953,75.16999816894531,67.2955551147461,12974600,0.002264077294218403,0.9039671818005565
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73887,9.158097152868763,74.80000305175781,76.20999908447266,74.72000122070312,76.12000274658203,68.14602661132812,13482800,0.012558887679684716,0.915070902109684
2018-02-15,9490.98,10234.0,9350.0,10018.0,21036.33732,9.212138753917563,76.72000122070312,77.2699966430664,76.06999969482422,77.2699966430664,69.17556762695312,10800400,0.014994659991074855,0.9318938390316629
2018-02-16,10011.3,10300.0,9707.51,10196.0,11857.64278,9.229750765496005,77.08999633789062,78.06999969482422,77.02999877929688,77.29000091552734,69.19345092773438,11161700,0.0002588544628450151,0.9311876391556357
2018-02-20,11159.12,11780.0,11080.37,11233.41,15880.90904,9.32664765257487,76.93000030517578,77.27999877929688,76.23999786376953,76.51000213623047,68.49519348144531,11838900,-0.010143113799441217,0.9399170633117759
2018-02-21,11233.42,11275.74,10256.0,10449.4,19959.67716,9.254299839476637,76.58999633789062,77.93000030517578,76.51000213623047,76.52999877929688,68.51306915283203,8650500,0.00026132570648940145,0.9399015622127499
2018-02-22,10446.79,10935.0,9731.2,9843.34,20204.69095,9.194550363346975,76.87000274658203,77.73999786376953,76.80000305175781,77.04000091552734,68.96965789794922,10545200,0.006641974502480608,0.9435551353049827
2018-02-23,9843.33,10405.3,9600.0,10166.1,16044.0393,9.226813934669071,77.4000015258789,77.72000122070312,76.97000122070312,77.68000030517578,69.5426254272461,6603300,0.0082730485380349,0.9492114740656256
2018-02-26,9595.99,10461.97,9376.34,10324.7,16156.80506,9.242294361717036,78.05000305175781,78.87999725341797,77.7699966430664,78.75,70.50049591064453,8623300,0.01368044979404548,0.953846402856804
2018-02-27,10329.99,10850.0,10150.0,10566.3,10408.47994,9.265424970279735,78.77999877929688,79.27999877929688,77.75,77.76000213623047,69.6142349243164,11019300,-0.012651090081459593,0.9633633505314345
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74906,9.241344730838874,78.16000366210938,78.2699966430664,76.6500015258789,76.6500015258789,68.62052154541016,16203900,-0.014377562399364052,0.9751886368582164
2018-03-01,10314.99,11090.0,10223.41,10903.13,9481.665146,9.296805182959154,76.68000030517578,77.23999786376953,74.75,75.1500015258789,67.27764892578125,35549400,-0.019763488721491917,1.0057638266230047
2018-03-02,10917.37,11175.0,10774.01,11029.99,8329.097901,9.308373205628824,74.5,75.3499984741211,73.9800033569336,75.12999725341797,67.2597427368164,27076400,-0.0002662266800852464,1.005525592004966
2018-03-05,11479.68,11688.0,11383.66,11419.24,9933.676233,9.343054931083023,74.66000366210938,76.22000122070312,74.37999725341797,76.02999877929688,68.0654525756836,23038400,0.011908073361458271,0.9839310853839301
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949,9.280217119396356,76.43000030517578,76.56999969482422,75.79000091552734,76.37000274658203,68.36985778808594,18536300,0.004462001679640615,0.7929047455343969
2018-03-07,10723.01,10911.78,9450.0,9913.03,26116.51185,9.201605332357381,75.43000030517578,76.52999877929688,75.23999786376953,76.36000061035156,68.36090087890625,13625400,-0.0001309780138134542,0.7593913076823227
2018-03-08,9904.52,10150.0,9078.95,9285.32,22522.42747,9.136189937382483,76.68000030517578,76.83000183105469,76.0199966430664,76.76000213623047,68.71897888183594,10849100,0.005224692118867225,0.761884810968581
2018-03-09,9293.06,9420.39,8366.0,9230.0,29014.16684,9.130214327496898,77.2699966430664,78.44999694824219,77.02999877929688,78.44999694824219,70.23194885253906,13092600,0.02177774130887311,0.6403418839302516
2018-03-12,9535.04,9892.0,8742.07,9120.75,18751.02058,9.118307316529219,78.58000183105469,78.58000183105469,77.26000213623047,77.4800033569336,69.36355590820312,11093600,-0.012441558413120113,0.6451579451992061
2018-03-13,9115.24,9482.79,8830.0,9142.32,16001.47535,9.120669461560647,77.69999694824219,78.0999984741211,76.94999694824219,77.0999984741211,69.02335357666016,11518800,-0.004916621086870521,0.6159990370902829
2018-03-14,9152.07,9356.14,7948.0,8196.69,21191.02314,9.01148569322372,77.54000091552734,77.54000091552734,76.04000091552734,76.26000213623047,68.27135467529297,11626200,-0.010954678336496215,0.6306290453626819
2018-03-15,8195.99,8425.0,7682.0,8265.05,18387.61139,9.019791059843602,76.5,76.91999816894531,75.98999786376953,76.4800033569336,68.46829223632812,8362700,0.0028807301942244123,0.6115308282280585
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62434,9.019003095443997,76.08999633789062,76.8499984741211,76.08999633789062,76.58000183105469,68.83414459228516,10840000,0.0013066573233944112,0.5818465795724931
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08836,9.059160441766048,76.36000061035156,76.38999938964844,75.37000274658203,75.98999786376953,68.30381774902344,10845700,-0.007734245389801053,0.5899420290348033
2018-03-20,8596.79,9051.0,8313.01,8904.02,13454.82226,9.09425813913435,76.13999938964844,76.69999694824219,76.08999633789062,76.25,68.53753662109375,7111800,0.0034156909178229,0.5775380291665448
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713,9.093108559368456,76.26000213623047,77.12999725341797,76.0199966430664,76.33999633789062,68.61842346191406,13818700,0.0011795838585193508,0.5777198583819484
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392,9.071614942236156,75.58000183105469,75.83999633789062,73.72000122070312,73.81999969482422,66.35331726074219,18793900,-0.03356730587824064,0.711084708585157
2018-03-23,8708.52,8920.79,8265.0,8920.79,13749.78486,9.096139786674827,73.93000030517578,74.5,72.68000030517578,72.73999786376953,65.38256072998047,15457100,-0.014738283276987119,0.7275031060671575
2018-03-26,8451.12,8500.0,7831.15,8149.66,17693.41534,9.005731487573286,73.94999694824219,74.5999984741211,73.12999725341797,74.5,66.96455383300781,12197000,0.02390771519470114,0.7683045917387467
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028,8.960814343554494,74.8499984741211,75.25,73.04000091552734,73.47000122070312,66.03871154785156,14726000,-0.013921949138340217,0.7717858279134688
2018-03-28,7791.69,8104.98,7723.03,7932.41,8437.64468,8.978712177663393,73.72000122070312,73.80999755859375,72.63999938964844,73.22000122070312,65.81399536132812,21892300,-0.0034085518833668615,0.7514518689601014
2018-03-29,7932.41,7968.0,6914.53,7088.38,22138.11413,8.866212102586008,73.61000061035156,74.8499984741211,73.5,74.29000091552734,66.77578735351562,14051800,0.014507741123603424,0.7321775139213863
2018-04-02,6816.31,7106.5,6759.96,7052.76,13624.16036,8.86117430855605,74.06999969482422,74.19999694824219,71.77999877929688,72.76000213623047,65.40055847167969,27498800,-0.020809982477532074,0.7777046548469768
2018-04-03,7052.75,7506.84,7001.28,7416.27,16089.54163,8.911431514349935,73.12999725341797,73.81999969482422,72.62999725341797,73.7699966430664,66.3083724975586,20149100,0.013785716380928292,0.7826133849447482
2018-04-04,7415.53,7430.0,6710.38,6799.95,15779.20247,8.824670538195988,72.19000244140625,74.16999816894531,72.01000213623047,74.08999633789062,66.59599304199219,19987600,0.004328421609907984,0.7824942749165379
2018-04-05,6799.37,6928.7,6578.95,6771.69,11894.53598,8.820505965477537,74.5,75.0199966430664,74.27999877929688,74.83999633789062,67.2701644897461,16496100,0.010071931472658946,0.7927167116752228
2018-04-06,6771.3,6850.0,6510.0,6618.33,8478.418069,8.797598351245641,74.0999984741211,74.55000305175781,72.11000061035156,72.7699966430664,65.40951538085938,18353400,-0.028048716245113958,0.8654290149964744
2018-04-09,7027.26,7175.83,6611.49,6780.1,10103.91622,8.821747130088209,73.18000030517578,73.72000122070312,72.43000030517578,72.55000305175781,65.2117919921875,10279200,-0.003027714833861772,0.8216615082643604
2018-04-10,6782.39,6900.0,6653.21,6835.67,6480.192764,8.829909769225909,73.63999938964844,74.08999633789062,73.13999938964844,73.66000366210938,66.2094955444336,18459100,0.015183939338911934,0.8289482699831922
2018-04-11,6824.75,6984.92,6809.26,6940.94,5825.410646,8.845192491014656,73.0,73.69999694824219,72.98999786376953,73.12000274658203,65.72412872314453,10633900,-0.007357996024751401,0.8318129513980057
2018-04-12,6940.94,8069.34,6758.45,7923.78,19033.38033,8.977623643677342,73.61000061035156,74.47000122070312,73.55999755859375,74.16999816894531,66.66792297363281,8921500,0.014257766352639756,0.8397226614028412
2018-04-13,7923.78,8239.33,7753.32,7896.92,19605.94275,8.974228089016991,74.66999816894531,74.70999908447266,73.62999725341797,73.98999786376953,66.5061264038086,9904100,-0.0024298109956193414,0.8394962640846269
2018-04-16,8353.43,8424.99,7905.0,8048.15,10866.60296,8.993197530336806,74.52999877929688,74.95999908447266,74.41000366210938,74.7300033569336,67.17127227783203,8232700,0.009951742797448482,0.8486495516033122
2018-04-17,8054.68,8160.85,7806.81,7890.87,9277.151215,8.973461673920749,75.30999755859375,75.66999816894531,75.0999984741211,75.36000061035156,67.737548828125,8676800,0.008394975504225854,0.8496457947841363
2018-04-18,7890.87,8235.0,7870.35,8172.84,9227.204598,9.008571740669666,75.8499984741211,76.41000366210938,75.73999786376953,76.13999938964844,68.43864440917969,10138200,0.010297104570923032,0.8584166312762543
2018-04-19,8172.83,8297.99,8074.44,8271.31,9436.846328,9.020548179342576,76.04000091552734,76.23999786376953,75.41999816894531,75.93000030517578,68.24988555908203,12515200,-0.0027618756938609934,0.8589931465535852
2018-04-20,8273.0,8934.0,8216.9,8861.0,16059.62267,9.089414904047302,76.25,76.3499984741211,75.33000183105469,75.5999984741211,67.95328521728516,11612800,-0.004355604242411104,0.7496639587982632
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.11771,9.099067971066573,75.88999938964844,75.91000366210938,75.1500015258789,75.51000213623047,67.87239837646484,14427800,-0.00119113689587369,0.7264543557423925
2018-04-24,8942.0,9737.16,8930.0,9648.0,20460.50898,9.174505918966966,75.88999938964844,76.04000091552734,72.4800033569336,73.4000015258789,65.97579956054688,21104800,-0.028341169697019275,0.7513398580033318
2018-04-25,9648.36,9755.53,8751.0,8864.99,33035.90404,9.089865090476087,73.4800033569336,73.83999633789062,72.4800033569336,73.61000061035156,66.16455841064453,14949200,0.002856937953297667,0.7314618425596541
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.9697,9.135021821213925,73.52999877929688,73.72000122070312,72.68000030517578,73.33999633789062,65.9218521118164,19955400,-0.0036747816524451693,0.7316664648705306
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51438,9.096211526626501,73.0,73.33000183105469,72.72000122070312,73.19000244140625,65.78704071044922,11555800,-0.0020472797396271503,0.7089332093177226
2018-04-30,9396.32,9443.96,9111.0,9242.17,8085.688295,9.13153198554799,73.38999938964844,73.52999877929688,72.20999908447266,72.22000122070312,64.91514587402344,15867500,-0.0133418002183614,0.6797751697469143
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.26396,9.112385698578949,72.11000061035156,72.13999938964844,70.79000091552734,71.88999938964844,64.6185302734375,21829500,-0.004579868246170626,0.6597367686418935
2018-05-02,9066.9,9259.16,8975.23,9222.0,10575.17498,9.129347212766652,71.61000061035156,72.98999786376953,71.18000030517578,71.26000213623047,64.0522689819336,14789300,-0.00880197435003982,0.6667668932294151
2018-05-03,9220.0,9799.99,9165.19,9732.43,11670.79958,9.183218887062136,70.91000366210938,71.80000305175781,70.02999877929688,71.43000030517578,64.205078125,25826600,0.0023827632835926593,0.6552665421123653
2018-05-04,9737.0,9784.73,9527.38,9696.57,7326.052071,9.179527493709912,70.9000015258789,72.5,70.81999969482422,72.26000213623047,64.95111846923828,11695500,0.011552801843349059,0.5706681761184188
2018-05-07,9621.99,9634.5,9175.0,9359.52,13616.34859,9.144149286105387,72.5,72.94999694824219,72.41000366210938,72.73999786376953,65.38256072998047,11812600,0.006620654908206625,0.5754700197789042
2018-05-08,9356.79,9450.0,9015.0,9167.69,11418.31054,9.123440625119315,72.69999694824219,73.36000061035156,72.55000305175781,73.26000213623047,65.84994506835938,10341600,0.007123376319430719,0.5501083381372667
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83433,9.138682165924433,73.48999786376953,74.29000091552734,73.41000366210938,74.05000305175781,66.56005859375,14973400,0.010725795415687855,0.5588274130485583
2018-05-10,9308.49,9393.0,8987.74,9020.99,11764.97751,9.10730936313147,74.33000183105469,74.70999908447266,74.19999694824219,74.55000305175781,67.00949096679688,7213700,0.006729500220533424,0.5359145064781496
2018-05-11,9007.19,9018.38,8351.0,8411.42,20383.92661,9.037345585325186,74.6500015258789,75.02999877929688,74.51000213623047,74.70999908447266,67.15328979492188,8060000,0.0021438575868302223,0.5357207509662268
2018-05-14,8696.54,8900.9,8286.57,8674.36,18861.9371,9.068126826877396,74.88999938964844,75.13999938964844,74.41000366210938,74.58000183105469,67.03645324707031,5856600,-0.0017415404310696658,0.5213013454704303
2018-05-15,8674.53,8865.0,8400.0,8474.99,12391.83199,9.044874752306951,74.18000030517578,74.38999938964844,74.01000213623047,74.33000183105469,66.81173706054688,10180500,-0.0033577359308960553,0.5122072887068093
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12322,9.029608351200226,74.31999969482422,74.8499984741211,74.23999786376953,74.5999984741211,67.05442810058594,6281300,0.003625823384244775,0.497604340518594
2018-05-17,8337.77,8500.0,7980.0,8067.03,8259.124524,8.995540663784652,74.56999969482422,75.20999908447266,74.5199966430664,74.88999938964844,67.31510162353516,7519500,0.0038798753557278687,0.49878747797216966
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.203883,9.017831500250551,74.88999938964844,75.47000122070312,74.86000061035156,75.33000183105469,67.71057891845703,7482900,0.005858124033412793,0.5012238335852833
2018-05-21,8518.64,8589.1,8320.0,8391.76,6126.971053,9.035005551001788,76.0999984741211,76.80999755859375,76.0,76.47000122070312,68.73527526855469,13744100,0.01502003687458231,0.5355525902305287
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.060787,8.985204837981179,76.5999984741211,76.68000030517578,75.5,75.52999877929688,67.89036560058594,8754900,-0.012368610855771678,0.42846770621436087
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129,8.923043558635912,75.06999969482422,75.45999908447266,74.7699966430664,75.45999908447266,67.82744598388672,12909000,-0.0009272097599790641,0.4271126900136477
2018-05-24,7509.99,7733.99,7267.24,7586.88,11648.36524,8.93417571868472,75.2699966430664,75.94000244140625,75.18000030517578,75.83000183105469,68.1600112915039,9371800,0.004891314456135554,0.4290450767873038
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331,8.918808230845785,75.68000030517578,75.94000244140625,75.47000122070312,75.69000244140625,68.0341567993164,8111800,-0.0018479332832717077,0.4289013887428403
2018-05-29,7112.2,7537.0,7026.9,7469.45,11049.92099,8.918576647571488,75.05999755859375,75.25,74.12999725341797,74.4800033569336,66.94656372070312,18470400,-0.016115405535988003,0.44376515857786586
2018-05-30,7469.45,7559.0,7273.89,7375.73,8940.454005,8.90595015936037,74.97000122070312,75.61000061035156,74.72000122070312,75.52999877929688,67.89036560058594,11431700,0.013999234123103221,0.4740369709829117
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.007269,8.921628436063697,75.37999725341797,75.43000030517578,74.20999908447266,74.44000244140625,66.91061401367188,14117000,-0.014536447592508495,0.4959419978517493
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.627573,8.924203771334051,74.87000274658203,75.38999938964844,74.81999969482422,75.26000213623047,67.64767456054688,9717100,0.010955348978947121,0.5139177158630438
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.551353,8.921091739776848,75.51000213623047,75.8499984741211,75.04000091552734,75.1500015258789,67.54878997802734,8788700,-0.0014626770465371308,0.493215790654974
2018-06-05,7494.99,7685.0,7360.0,7617.98,9968.45509,8.938266521674116,75.1500015258789,75.38999938964844,74.91999816894531,75.23999786376953,67.62969970703125,7906100,0.0011968395371848572,0.4863437976446177
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.055772,8.943580561233889,75.41000366210938,75.94999694824219,75.16999816894531,75.87000274658203,68.19596862792969,6751900,0.008338409510531442,0.489400497977712
2018-06-07,7658.99,7750.0,7618.99,7689.28,7545.009251,8.94758243002788,76.05000305175781,76.29000091552734,75.70999908447266,76.19000244140625,68.48358917236328,9952400,0.0042088669774322796,0.4733508573211612
2018-06-08,7676.41,7697.0,7542.0,7618.11,4676.558328,8.93828358641973,76.08000183105469,76.54000091552734,75.91999816894531,76.44000244140625,68.70832824707031,6557900,0.003275898782353792,0.46752019875488565
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423,8.836462589787773,76.44999694824219,76.81999969482422,76.3499984741211,76.58999633789062,68.84313201904297,5225300,0.001960320796113635,0.467392284338501
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5995,8.78839063591891,76.70999908447266,76.77999877929688,76.31999969482422,76.51000213623047,68.77124786376953,5802800,-0.0010449929423508308,0.46706252449635194
2018-06-13,6557.66,6624.45,6120.0,6307.4,19190.50458,8.749478826247639,76.54000091552734,76.58999633789062,75.8499984741211,75.9000015258789,68.22293090820312,8553700,-0.008004774659301717,0.47595194248794515
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821,8.80178549544594,76.13999938964844,76.3499984741211,75.41000366210938,75.61000061035156,67.96227264404297,10501500,-0.003828146862845827,0.47620340150828167
2018-06-15,6638.8,6666.66,6370.0,6390.6,7132.206789,8.762583439677176,74.80999755859375,75.26000213623047,74.29000091552734,75.12000274658203,67.7926025390625,14757400,-0.006501686179944066,0.4807191354054801
2018-06-18,6451.03,6793.0,6381.25,6707.5,5940.174398,8.81098158229978,74.55000305175781,74.94000244140625,74.33999633789062,74.80999755859375,67.5128402709961,8330300,-0.0041353382130449035,0.4778677437472918
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.679796,8.81529875009226,73.94999694824219,74.0,72.94999694824219,73.2300033569336,66.08695220947266,17955400,-0.021346314335616512,0.5146673509127886
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.768846,8.81827212385798,73.4800033569336,73.5199966430664,73.0199966430664,73.27999877929688,66.13207244873047,11975900,0.0006824847938693424,0.4905801902065889
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.324428,8.812594890728233,73.01000213623047,73.13999938964844,72.11000061035156,72.36000061035156,65.30181121826172,15497800,-0.012634034745783396,0.5156292469228793
2018-06-22,6718.33,6737.97,5940.0,6050.45,18544.14405,8.707887928424109,72.87000274658203,73.08000183105469,72.52999877929688,72.61000061035156,65.52743530273438,13643900,0.0034489928360192934,0.5137740085494453
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.689307,8.740914175983773,72.04000091552734,72.22000122070312,71.22000122070312,71.69000244140625,64.69717407226562,23091500,-0.012751359878217627,0.5378062078429614
2018-06-26,6252.28,6277.0,6025.68,6068.0,7751.622088,8.710784340468424,72.01000213623047,72.31999969482422,71.80000305175781,71.95999908447266,64.94081115722656,11342100,0.003759094439780064,0.5002478886381847
2018-06-27,6073.99,6181.11,5985.0,6135.64,7446.861551,8.721869671182516,72.25,73.01000213623047,71.3499984741211,71.37999725341797,64.41740417480469,19853200,-0.008092716775906617,0.47909489116575404
2018-06-28,6135.64,6165.49,5818.14,5848.33,8878.398573,8.673911429386091,71.23999786376953,71.80000305175781,70.81999969482422,71.4800033569336,64.50765991210938,15329800,0.0014000576707831058,0.44305282179786226
2018-06-29,5845.2,6299.0,5774.72,6204.24,12067.37317,8.73298820826773,71.77999877929688,72.43000030517578,71.5999984741211,71.62999725341797,64.64302062988281,14908000,0.0020962050278576783,0.4218282628329725
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.802474,8.796789663324104,71.06999969482422,71.80000305175781,70.88999938964844,71.79000091552734,64.78742980957031,14098700,0.0022312610589043658,0.4223621895030029
2018-07-03,6605.46,6666.0,6464.39,6507.99,5924.865417,8.780785931767372,72.06999969482422,72.4000015258789,71.37000274658203,71.55999755859375,64.57986450195312,7083300,-0.003208978817639263,0.4240250530341817
