Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,composite_Open,composite_High,composite_Low,composite_Close,composite_Adj Close,composite_Volume,composite_log_return,composite_realized_volatility
2018-01-08,16173.98,16300.0,13900.0,14999.99,16676.34994,9.615804813417459,2742.669921875,2748.510009765625,2737.60009765625,2747.7099609375,2747.7099609375,3246160000,0.0016609637672972966,0.24965247133550045
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469,9.575227205861887,2751.14990234375,2759.139892578125,2747.860107421875,2751.2900390625,2751.2900390625,3467460000,0.0013020835172978806,0.2404337407345486
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253,9.608446468860498,2745.550048828125,2750.800048828125,2736.06005859375,2748.22998046875,2748.22998046875,3579900000,-0.0011128458115203799,0.23744999639276954
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583547,2752.969970703125,2767.56005859375,2752.780029296875,2767.56005859375,2767.56005859375,3645690000,0.007009025768881294,0.2525896144270441
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,2770.179931640625,2787.85009765625,2769.639892578125,2786.239990234375,2786.239990234375,3587220000,0.006726926399094779,0.26636463360911616
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,2798.9599609375,2807.5400390625,2768.639892578125,2776.419921875,2776.419921875,4362880000,-0.0035307132616031467,0.26511790900301485
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460773,2784.989990234375,2807.0400390625,2778.3798828125,2802.56005859375,2802.56005859375,3790340000,0.009371006206502663,0.2675006571103929
2018-01-18,11199.0,12146.0,10693.0,11247.57,22195.26202,9.327907384301206,2802.39990234375,2805.830078125,2792.56005859375,2798.030029296875,2798.030029296875,3703300000,-0.0016176974974735359,0.2596739181963112
2018-01-19,11290.9,12050.39,11025.18,11552.0,13203.25568,9.354613861132608,2802.60009765625,2810.330078125,2798.080078125,2810.300048828125,2810.300048828125,3724230000,0.004375647986989861,0.2623132457488517
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.72926,9.288133474260812,2809.159912109375,2833.030029296875,2808.1201171875,2832.969970703125,2832.969970703125,3489480000,0.00803436438221361,0.28097589223247527
2018-01-23,10810.0,11409.87,9927.54,10851.82,17250.17615,9.292088086836984,2835.050048828125,2842.239990234375,2830.590087890625,2839.1298828125,2839.1298828125,3541140000,0.0021720049682221187,0.2811968993949332
2018-01-24,10848.99,11500.0,10488.13,11400.96,11646.7906,9.341452841363395,2845.419921875,2852.969970703125,2824.81005859375,2837.5400390625,2837.5400390625,4079270000,-0.0005601325472319729,0.2812261817281542
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183,9.319691514480263,2846.239990234375,2848.56005859375,2830.93994140625,2839.25,2839.25,3873100000,0.0006024393988326437,0.28101200404282717
2018-01-26,11140.01,11635.0,10263.32,11092.95,15074.66641,9.314065050381526,2847.47998046875,2872.8701171875,2846.179931640625,2872.8701171875,2872.8701171875,3474680000,0.011771638106083948,0.3175974058596138
2018-01-29,11685.58,11820.01,10991.0,11162.62,9996.356898,9.320325975406925,2867.22998046875,2870.6201171875,2851.47998046875,2853.530029296875,2853.530029296875,3587420000,-0.006754736284862339,0.32799199633328696
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19253,9.207436158828793,2832.739990234375,2837.75,2818.27001953125,2822.429931640625,2822.429931640625,4012070000,-0.010958642805337426,0.34979596958511333
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947,9.225130457448818,2832.409912109375,2839.260009765625,2813.0400390625,2823.81005859375,2823.81005859375,4276270000,0.0004888658586947869,0.3339753372954602
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58884,9.104867627798749,2816.449951171875,2835.9599609375,2812.699951171875,2821.97998046875,2821.97998046875,3977380000,-0.000648298352023069,0.3242640810315355
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01983,9.08690979393109,2808.919921875,2808.919921875,2759.969970703125,2762.1298828125,2762.1298828125,4340220000,-0.021436680516699447,0.4189702386263883
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.4288,8.835540735078903,2741.06005859375,2763.389892578125,2638.169921875,2648.93994140625,2648.93994140625,5310840000,-0.041842540938381134,0.667602581554264
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36966,8.953817115559302,2614.780029296875,2701.0400390625,2593.070068359375,2695.139892578125,2695.139892578125,5917350000,0.017290573348937244,0.7019392656899512
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89254,8.934324648924358,2690.949951171875,2727.669921875,2681.330078125,2681.659912109375,2681.659912109375,4646300000,-0.005014138223752518,0.7045857259274372
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118,9.019150810402826,2685.010009765625,2685.27001953125,2580.56005859375,2581.0,2581.0,5333840000,-0.038259052245801506,0.853598376874347
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709,9.070386111109007,2601.780029296875,2638.669921875,2532.68994140625,2619.550048828125,2619.550048828125,5690110000,0.014825645199524118,0.8693251890003502
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.0403,9.093694189856862,2636.75,2672.610107421875,2622.449951171875,2656.0,2656.0,4069220000,0.013818665678186015,0.882529460396562
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415,9.050522497225822,2646.27001953125,2668.840087890625,2637.080078125,2662.93994140625,2662.93994140625,3503540000,0.0026095219802773073,0.8820205492681451
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73887,9.158097152868763,2651.2099609375,2702.10009765625,2648.8701171875,2698.6298828125,2698.6298828125,4011940000,0.013313439808896987,0.8900328428228782
2018-02-15,9490.98,10234.0,9350.0,10018.0,21036.33732,9.212138753917563,2713.4599609375,2731.510009765625,2689.820068359375,2731.199951171875,2731.199951171875,3696140000,0.011996861776776058,0.9025477711813169
2018-02-16,10011.3,10300.0,9707.51,10196.0,11857.64278,9.229750765496005,2727.139892578125,2754.419921875,2725.110107421875,2732.219970703125,2732.219970703125,3646920000,0.00037339964992089136,0.9008745467041979
2018-02-20,11159.12,11780.0,11080.37,11233.41,15880.90904,9.32664765257487,2722.989990234375,2737.60009765625,2706.760009765625,2716.260009765625,2716.260009765625,3646920000,-0.005858517106837269,0.8982070064653342
2018-02-21,11233.42,11275.74,10256.0,10449.4,19959.67716,9.254299839476637,2720.530029296875,2747.75,2701.2900390625,2701.330078125,2701.330078125,3789040000,-0.005511664483310419,0.9004719548043728
2018-02-22,10446.79,10935.0,9731.2,9843.34,20204.69095,9.194550363346975,2710.419921875,2731.260009765625,2697.77001953125,2703.9599609375,2703.9599609375,3720620000,0.0009730774855780666,0.9005277659894578
2018-02-23,9843.33,10405.3,9600.0,10166.1,16044.0393,9.226813934669071,2715.800048828125,2747.760009765625,2713.739990234375,2747.300048828125,2747.300048828125,3200360000,0.015901278245120665,0.9225156948287099
2018-02-26,9595.99,10461.97,9376.34,10324.7,16156.80506,9.242294361717036,2757.3701171875,2780.639892578125,2753.780029296875,2779.60009765625,2779.60009765625,3436590000,0.011688438620627295,0.9223477266787918
2018-02-27,10329.99,10850.0,10150.0,10566.3,10408.47994,9.265424970279735,2780.449951171875,2789.14990234375,2744.219970703125,2744.280029296875,2744.280029296875,3752070000,-0.01278831144146686,0.9324405753474572
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74906,9.241344730838874,2753.780029296875,2761.52001953125,2713.5400390625,2713.830078125,2713.830078125,4244570000,-0.011157806083656574,0.9328154855790299
2018-03-01,10314.99,11090.0,10223.41,10903.13,9481.665146,9.296805182959154,2715.219970703125,2730.889892578125,2659.64990234375,2677.669921875,2677.669921875,4514490000,-0.013413965854875975,0.9479837478294444
2018-03-02,10917.37,11175.0,10774.01,11029.99,8329.097901,9.308373205628824,2658.889892578125,2696.25,2647.320068359375,2691.25,2691.25,3891250000,0.005058785485198669,0.9500891206919964
2018-03-05,11479.68,11688.0,11383.66,11419.24,9933.676233,9.343054931083023,2681.06005859375,2728.090087890625,2675.75,2720.93994140625,2720.93994140625,3733640000,0.010971617610525897,0.9213170511465552
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949,9.280217119396356,2730.179931640625,2732.080078125,2711.260009765625,2728.1201171875,2728.1201171875,3389030000,0.0026353829319969435,0.756287649114163
2018-03-07,10723.01,10911.78,9450.0,9913.03,26116.51185,9.201605332357381,2710.179931640625,2730.60009765625,2701.739990234375,2726.800048828125,2726.800048828125,3406690000,-0.00048399182571667865,0.7242545715565291
2018-03-08,9904.52,10150.0,9078.95,9285.32,22522.42747,9.136189937382483,2732.75,2740.449951171875,2722.64990234375,2738.969970703125,2738.969970703125,3206040000,0.004453148208884983,0.7236722335570086
2018-03-09,9293.06,9420.39,8366.0,9230.0,29014.16684,9.130214327496898,2752.909912109375,2786.570068359375,2751.5400390625,2786.570068359375,2786.570068359375,3376870000,0.017229546741207358,0.5817600942281854
2018-03-12,9535.04,9892.0,8742.07,9120.75,18751.02058,9.118307316529219,2790.5400390625,2796.97998046875,2779.260009765625,2783.02001953125,2783.02001953125,3216960000,-0.0012747973379978461,0.551187264209182
2018-03-13,9115.24,9482.79,8830.0,9142.32,16001.47535,9.120669461560647,2792.31005859375,2801.89990234375,2758.679931640625,2765.31005859375,2765.31005859375,3324290000,-0.006383910414315075,0.5291138405805514
2018-03-14,9152.07,9356.14,7948.0,8196.69,21191.02314,9.01148569322372,2774.06005859375,2777.110107421875,2744.3798828125,2749.47998046875,2749.47998046875,3394630000,-0.005740969825188458,0.5330224123844555
2018-03-15,8195.99,8425.0,7682.0,8265.05,18387.61139,9.019791059843602,2754.27001953125,2763.030029296875,2741.469970703125,2747.330078125,2747.330078125,3543710000,-0.0007822363990968029,0.5060337881571941
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62434,9.019003095443997,2750.570068359375,2761.85009765625,2749.969970703125,2752.010009765625,2752.010009765625,5429140000,0.0017019979472321367,0.4834052193248679
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08836,9.059160441766048,2741.3798828125,2741.3798828125,2694.590087890625,2712.919921875,2712.919921875,3327460000,-0.014306040541374188,0.5158979899951445
2018-03-20,8596.79,9051.0,8313.01,8904.02,13454.82226,9.09425813913435,2715.050048828125,2724.219970703125,2710.050048828125,2716.93994140625,2716.93994140625,3272590000,0.0014807086617194543,0.5109303484932542
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713,9.093108559368456,2714.989990234375,2739.139892578125,2709.7900390625,2711.929931640625,2711.929931640625,3434780000,-0.001845692125629128,0.5067225745638188
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392,9.071614942236156,2691.360107421875,2695.679931640625,2641.590087890625,2643.68994140625,2643.68994140625,3765460000,-0.02548488697285478,0.5997739579577822
2018-03-23,8708.52,8920.79,8265.0,8920.79,13749.78486,9.096139786674827,2646.7099609375,2657.669921875,2585.889892578125,2588.260009765625,2588.260009765625,3829380000,-0.021189807311750464,0.6251965539451911
2018-03-26,8451.12,8500.0,7831.15,8149.66,17693.41534,9.005731487573286,2619.35009765625,2661.360107421875,2601.81005859375,2658.550048828125,2658.550048828125,3538080000,0.02679504070603489,0.6951018549807674
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028,8.960814343554494,2667.570068359375,2674.780029296875,2596.1201171875,2612.6201171875,2612.6201171875,3761320000,-0.017427285645321255,0.71092888451835
2018-03-28,7791.69,8104.98,7723.03,7932.41,8437.64468,8.978712177663393,2611.300048828125,2632.64990234375,2593.06005859375,2605.0,2605.0,3875720000,-0.0029209188994627766,0.6978605134116856
2018-03-29,7932.41,7968.0,6914.53,7088.38,22138.11413,8.866212102586008,2614.409912109375,2659.070068359375,2609.719970703125,2640.8701171875,2640.8701171875,3572360000,0.013675777493843633,0.698666792689867
2018-04-02,6816.31,7106.5,6759.96,7052.76,13624.16036,8.86117430855605,2633.449951171875,2638.300048828125,2553.800048828125,2581.8798828125,2581.8798828125,3635780000,-0.022590682343496482,0.7517272238428969
2018-04-03,7052.75,7506.84,7001.28,7416.27,16089.54163,8.911431514349935,2592.169921875,2619.139892578125,2575.489990234375,2614.449951171875,2614.449951171875,3395840000,0.012535961315741417,0.7556004557227243
2018-04-04,7415.53,7430.0,6710.38,6799.95,15779.20247,8.824670538195988,2584.0400390625,2649.860107421875,2573.610107421875,2644.68994140625,2644.68994140625,3369230000,0.011500102346446717,0.7686519404749452
2018-04-05,6799.37,6928.7,6578.95,6771.69,11894.53598,8.820505965477537,2657.360107421875,2672.080078125,2649.580078125,2662.840087890625,2662.840087890625,3230430000,0.006839421401651613,0.7734436253907023
2018-04-06,6771.3,6850.0,6510.0,6618.33,8478.418069,8.797598351245641,2645.820068359375,2656.8798828125,2586.27001953125,2604.469970703125,2604.469970703125,3312390000,-0.02216406705706575,0.820400475964546
2018-04-09,7027.26,7175.83,6611.49,6780.1,10103.91622,8.821747130088209,2617.179931640625,2653.550048828125,2610.7900390625,2613.159912109375,2613.159912109375,3076140000,0.0033309949675937034,0.7922685182359454
2018-04-10,6782.39,6900.0,6653.21,6835.67,6480.192764,8.829909769225909,2638.409912109375,2665.449951171875,2635.780029296875,2656.8701171875,2656.8701171875,3579130000,0.016588598996313486,0.8192186742638131
2018-04-11,6824.75,6984.92,6809.26,6940.94,5825.410646,8.845192491014656,2643.889892578125,2661.429931640625,2639.25,2642.18994140625,2642.18994140625,3054520000,-0.005540685772460918,0.818243781807901
2018-04-12,6940.94,8069.34,6758.45,7923.78,19033.38033,8.977623643677342,2653.830078125,2674.719970703125,2653.830078125,2663.989990234375,2663.989990234375,3045330000,0.008216898697656738,0.8215895715257789
2018-04-13,7923.78,8239.33,7753.32,7896.92,19605.94275,8.974228089016991,2676.89990234375,2680.260009765625,2645.050048828125,2656.300048828125,2656.300048828125,2988540000,-0.0028907998267069246,0.8223375178280125
2018-04-16,8353.43,8424.99,7905.0,8048.15,10866.60296,8.993197530336806,2670.10009765625,2686.489990234375,2665.159912109375,2677.840087890625,2677.840087890625,3020740000,0.0080763368015635,0.8283324034269172
2018-04-17,8054.68,8160.85,7806.81,7890.87,9277.151215,8.973461673920749,2692.739990234375,2713.340087890625,2692.050048828125,2706.389892578125,2706.389892578125,3286190000,0.010605071613866812,0.8194496033031844
2018-04-18,7890.87,8235.0,7870.35,8172.84,9227.204598,9.008571740669666,2710.110107421875,2717.489990234375,2703.6298828125,2708.639892578125,2708.639892578125,3412030000,0.0008310204075527849,0.8193041011724789
2018-04-19,8172.83,8297.99,8074.44,8271.31,9436.846328,9.020548179342576,2701.159912109375,2702.840087890625,2681.89990234375,2693.1298828125,2693.1298828125,3375120000,-0.005742581795832535,0.8221641254478068
2018-04-20,8273.0,8934.0,8216.9,8861.0,16059.62267,9.089414904047302,2692.56005859375,2693.93994140625,2660.610107421875,2670.139892578125,2670.139892578125,3428260000,-0.008573177188352155,0.7645333537439193
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.11771,9.099067971066573,2675.39990234375,2682.860107421875,2657.989990234375,2670.2900390625,2670.2900390625,3030390000,5.6230111184163434e-05,0.7163988074884793
2018-04-24,8942.0,9737.16,8930.0,9648.0,20460.50898,9.174505918966966,2680.800048828125,2683.550048828125,2617.320068359375,2634.56005859375,2634.56005859375,3716020000,-0.013470888006475334,0.6542560827112889
2018-04-25,9648.36,9755.53,8751.0,8864.99,33035.90404,9.089865090476087,2634.919921875,2645.300048828125,2612.669921875,2639.39990234375,2639.39990234375,3563680000,0.001835374232824094,0.616740444298561
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.9697,9.135021821213925,2651.64990234375,2676.47998046875,2647.159912109375,2666.93994140625,2666.93994140625,3690920000,0.010380144187376317,0.6293808453063521
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51438,9.096211526626501,2675.469970703125,2677.35009765625,2659.010009765625,2669.909912109375,2669.909912109375,3234510000,0.0011130052713639316,0.6054952751275422
2018-04-30,9396.32,9443.96,9111.0,9242.17,8085.688295,9.13153198554799,2682.510009765625,2682.8701171875,2648.0400390625,2648.050048828125,2648.050048828125,3749510000,-0.00822119254892062,0.5443651273308192
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.26396,9.112385698578949,2642.9599609375,2655.27001953125,2625.409912109375,2654.800048828125,2654.800048828125,3562820000,0.0025458021710269563,0.5219321286306995
2018-05-02,9066.9,9259.16,8975.23,9222.0,10575.17498,9.129347212766652,2654.239990234375,2660.8701171875,2631.699951171875,2635.669921875,2635.669921875,4047020000,-0.007231951201402076,0.5096274018353781
2018-05-03,9220.0,9799.99,9165.19,9732.43,11670.79958,9.183218887062136,2628.080078125,2637.139892578125,2594.6201171875,2629.72998046875,2629.72998046875,3867530000,-0.00225621758506378,0.5030922718727029
2018-05-04,9737.0,9784.73,9527.38,9696.57,7326.052071,9.179527493709912,2621.449951171875,2670.929931640625,2615.320068359375,2663.419921875,2663.419921875,3335260000,0.012729810028334398,0.4481499642664349
2018-05-07,9621.99,9634.5,9175.0,9359.52,13616.34859,9.144149286105387,2680.340087890625,2683.35009765625,2664.699951171875,2672.6298828125,2672.6298828125,3266810000,0.003451980554990186,0.4482952995961988
2018-05-08,9356.79,9450.0,9015.0,9167.69,11418.31054,9.123440625119315,2670.260009765625,2676.340087890625,2655.199951171875,2671.919921875,2671.919921875,3745100000,-0.00026567661173348966,0.3966006153609856
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83433,9.138682165924433,2678.1201171875,2701.27001953125,2674.139892578125,2697.7900390625,2697.7900390625,3913650000,0.009635647934868707,0.40885012950561744
2018-05-10,9308.49,9393.0,8987.74,9020.99,11764.97751,9.10730936313147,2705.02001953125,2726.110107421875,2704.5400390625,2723.070068359375,2723.070068359375,3380640000,0.009327011603848412,0.41261409804141735
2018-05-11,9007.19,9018.38,8351.0,8411.42,20383.92661,9.037345585325186,2722.699951171875,2732.860107421875,2717.449951171875,2727.719970703125,2727.719970703125,2874850000,0.0017061392709614154,0.41156508200010516
2018-05-14,8696.54,8900.9,8286.57,8674.36,18861.9371,9.068126826877396,2738.469970703125,2742.10009765625,2725.469970703125,2730.1298828125,2730.1298828125,2994360000,0.0008830995101263284,0.39894129294355235
2018-05-15,8674.53,8865.0,8400.0,8474.99,12391.83199,9.044874752306951,2718.590087890625,2718.590087890625,2701.909912109375,2711.449951171875,2711.449951171875,3291190000,-0.006865655043990948,0.38572310386833125
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12322,9.029608351200226,2712.6201171875,2727.760009765625,2712.169921875,2722.4599609375,2722.4599609375,3248480000,0.004052339847514297,0.3889469690315346
2018-05-17,8337.77,8500.0,7980.0,8067.03,8259.124524,8.995540663784652,2719.7099609375,2731.9599609375,2711.360107421875,2720.1298828125,2720.1298828125,3478150000,-0.0008562387886099643,0.3823096536485046
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.203883,9.017831500250551,2717.35009765625,2719.5,2709.179931640625,2712.969970703125,2712.969970703125,3383270000,-0.002635665254550723,0.36823195789906554
2018-05-21,8518.64,8589.1,8320.0,8391.76,6126.971053,9.035005551001788,2735.389892578125,2739.18994140625,2725.699951171875,2733.010009765625,2733.010009765625,3053480000,0.007359604547933607,0.3797279479008703
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.060787,8.985204837981179,2738.340087890625,2742.239990234375,2721.8798828125,2724.43994140625,2724.43994140625,3384140000,-0.003140688592875307,0.34197946680507174
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129,8.923043558635912,2713.97998046875,2733.330078125,2709.5400390625,2733.2900390625,2733.2900390625,3333160000,0.0032431452068992783,0.34363497090843886
2018-05-24,7509.99,7733.99,7267.24,7586.88,11648.36524,8.93417571868472,2730.93994140625,2731.969970703125,2707.3798828125,2727.760009765625,2727.760009765625,3285750000,-0.002025262957722873,0.31879492056005443
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331,8.918808230845785,2723.60009765625,2727.360107421875,2714.989990234375,2721.330078125,2721.330078125,3015260000,-0.002360003054185711,0.3198714812705179
2018-05-29,7112.2,7537.0,7026.9,7469.45,11049.92099,8.918576647571488,2705.110107421875,2710.669921875,2676.81005859375,2689.860107421875,2689.860107421875,3743310000,-0.011631572511792143,0.3362539000398475
2018-05-30,7469.45,7559.0,7273.89,7375.73,8940.454005,8.90595015936037,2702.429931640625,2729.340087890625,2702.429931640625,2724.010009765625,2724.010009765625,3566490000,0.012615875351923656,0.37054829028546504
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.007269,8.921628436063697,2720.97998046875,2722.5,2700.679931640625,2705.27001953125,2705.27001953125,4241100000,-0.006903333243434062,0.3695518610942931
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.627573,8.924203771334051,2718.699951171875,2736.929931640625,2718.699951171875,2734.6201171875,2734.6201171875,3694310000,0.010790799709239352,0.39274245694570287
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.551353,8.921091739776848,2741.669921875,2749.159912109375,2740.5400390625,2746.8701171875,2746.8701171875,3410090000,0.004469594898352192,0.36289320700801875
2018-06-05,7494.99,7685.0,7360.0,7617.98,9968.45509,8.938266521674116,2748.4599609375,2752.610107421875,2739.510009765625,2748.800048828125,2748.800048828125,3523550000,0.000702346269576104,0.36038588117178544
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.055772,8.943580561233889,2753.25,2772.389892578125,2748.4599609375,2772.35009765625,2772.35009765625,3662780000,0.008530900637311767,0.3760594864675264
2018-06-07,7658.99,7750.0,7618.99,7689.28,7545.009251,8.94758243002788,2774.840087890625,2779.89990234375,2760.159912109375,2770.3701171875,2770.3701171875,3742080000,-0.000714443621984806,0.3560359365028772
2018-06-08,7676.41,7697.0,7542.0,7618.11,4676.558328,8.93828358641973,2765.840087890625,2779.389892578125,2763.590087890625,2779.030029296875,2779.030029296875,3138850000,0.0031210289077518993,0.33837406685621135
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423,8.836462589787773,2780.179931640625,2790.2099609375,2780.169921875,2782.0,2782.0,3262130000,0.0010681370069400842,0.33795858442513
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5995,8.78839063591891,2785.60009765625,2789.800048828125,2778.780029296875,2786.85009765625,2786.85009765625,3435700000,0.0017418672787039569,0.338487647385263
2018-06-13,6557.66,6624.45,6120.0,6307.4,19190.50458,8.749478826247639,2787.93994140625,2791.469970703125,2774.64990234375,2775.6298828125,2775.6298828125,3820770000,-0.004034254541411819,0.3311710053849142
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821,8.80178549544594,2783.2099609375,2789.06005859375,2776.52001953125,2782.489990234375,2782.489990234375,3540930000,0.0024685005225038026,0.32868612282336973
2018-06-15,6638.8,6666.66,6370.0,6390.6,7132.206789,8.762583439677176,2777.780029296875,2782.81005859375,2761.72998046875,2779.659912109375,2779.659912109375,5451990000,-0.0010176203154941277,0.3287591479363871
2018-06-18,6451.03,6793.0,6381.25,6707.5,5940.174398,8.81098158229978,2765.7900390625,2774.989990234375,2757.1201171875,2773.75,2773.75,3316120000,-0.0021283911808867018,0.32817511311417713
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.679796,8.81529875009226,2752.010009765625,2765.050048828125,2743.18994140625,2762.590087890625,2762.590087890625,3671160000,-0.00403151795139145,0.3188733468419508
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.768846,8.81827212385798,2769.72998046875,2774.860107421875,2763.909912109375,2767.320068359375,2767.320068359375,3332140000,0.001710690224112632,0.31714163960944247
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.324428,8.812594890728233,2769.280029296875,2769.280029296875,2744.389892578125,2749.760009765625,2749.760009765625,3336580000,-0.006365728843220175,0.3245648410376318
2018-06-22,6718.33,6737.97,5940.0,6050.45,18544.14405,8.707887928424109,2760.7900390625,2764.169921875,2752.679931640625,2754.8798828125,2754.8798828125,5468110000,0.0018602032551342518,0.3244079497611212
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.689307,8.740914175983773,2742.93994140625,2742.93994140625,2698.669921875,2717.070068359375,2717.070068359375,3663280000,-0.013819722967770787,0.3669836831077273
2018-06-26,6252.28,6277.0,6025.68,6068.0,7751.622088,8.710784340468424,2722.1201171875,2732.909912109375,2715.60009765625,2723.06005859375,2723.06005859375,3568900000,0.0022021505056963875,0.33759107257586823
2018-06-27,6073.99,6181.11,5985.0,6135.64,7446.861551,8.721869671182516,2728.449951171875,2746.090087890625,2699.3798828125,2699.6298828125,2699.6298828125,3803990000,-0.008641586313141048,0.3171043425578034
2018-06-28,6135.64,6165.49,5818.14,5848.33,8878.398573,8.673911429386091,2698.68994140625,2724.340087890625,2691.989990234375,2716.31005859375,2716.31005859375,3461100000,0.006159680019031555,0.31466317476966776
2018-06-29,5845.2,6299.0,5774.72,6204.24,12067.37317,8.73298820826773,2727.1298828125,2743.260009765625,2718.030029296875,2718.3701171875,2718.3701171875,3586800000,0.0007581158875167304,0.2839329659914641
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.802474,8.796789663324104,2704.949951171875,2727.260009765625,2698.949951171875,2726.7099609375,2726.7099609375,3095040000,0.0030632608342937573,0.2809556397734011
