Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,information_Open,information_High,information_Low,information_Close,information_Adj Close,information_Volume,information_log_return,information_realized_volatility
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583547,66.30000305175781,66.44999694824219,66.13999938964844,66.41999816894531,62.07578659057617,7887800,0.004073274752862233,0.32378087011237233
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,66.33999633789062,66.9000015258789,66.25,66.80999755859375,62.440284729003906,8154300,0.005854545014079449,0.3320545416985309
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,67.22000122070312,67.45999908447266,66.37999725341797,66.55000305175781,62.19728088378906,18221800,-0.0038991426971222154,0.33530086996988323
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460773,66.93000030517578,67.61000061035156,66.70999908447266,67.55000305175781,63.13190078735352,14688100,0.014914518886232742,0.3721913637944738
2018-01-18,11199.0,12146.0,10693.0,11247.57,22195.26202,9.327907384301206,67.55000305175781,67.8499984741211,67.48999786376953,67.66999816894531,63.244014739990234,14922900,0.001774813601576497,0.35603282047450313
2018-01-19,11290.9,12050.39,11025.18,11552.0,13203.25568,9.354613861132608,67.80000305175781,67.91000366210938,67.44999694824219,67.80000305175781,63.36553192138672,11947200,0.0019193167719810944,0.34830901243526946
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.72926,9.288133474260812,67.75,68.47000122070312,67.61000061035156,68.45999908447266,63.98236083984375,9002100,0.009687379771341043,0.36905675022429973
2018-01-23,10810.0,11409.87,9927.54,10851.82,17250.17615,9.292088086836984,68.68000030517578,68.9000015258789,68.54000091552734,68.76000213623047,64.26274108886719,10230100,0.004372591853704755,0.3722852387975815
2018-01-24,10848.99,11500.0,10488.13,11400.96,11646.7906,9.341452841363395,68.94000244140625,69.05999755859375,68.0,68.2300033569336,63.76739883422851,18509500,-0.0077378115549837645,0.38476084105246183
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183,9.319691514480263,68.66000366210938,68.72000122070312,67.94000244140625,68.11000061035156,63.65525436401367,12975900,-0.001760345813099029,0.3760829237712492
2018-01-26,11140.01,11635.0,10263.32,11092.95,15074.66641,9.314065050381526,68.58000183105469,69.19000244140625,68.43000030517578,69.19000244140625,64.66461181640625,10048600,0.015732324581765766,0.42490394253328906
2018-01-29,11685.58,11820.01,10991.0,11162.62,9996.356898,9.320325975406925,68.98999786376953,68.98999786376953,68.47000122070312,68.55999755859375,64.07581329345703,27589900,-0.009147140116507302,0.4397286250385148
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19253,9.207436158828793,68.0,68.33999633789062,67.76000213623047,67.94000244140625,63.496376037597656,14831200,-0.009084240012570355,0.44944274696951203
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947,9.225130457448818,68.33999633789062,68.55999755859375,68.0,68.44999694824219,63.97301483154297,15067900,0.007478508483527158,0.43237279606627377
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58884,9.104867627798749,68.19999694824219,68.98999786376953,68.19000244140625,68.51000213623047,64.02906799316406,16325000,0.000876244045397101,0.4196594810902068
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01983,9.08690979393109,67.73999786376953,67.80000305175781,66.47000122070312,66.4800033569336,62.131858825683594,21964700,-0.03007855015351968,0.5618813328093615
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.4288,8.835540735078903,65.7699966430664,67.0199966430664,63.66999816894531,63.70000076293945,59.53369903564453,49279800,-0.04271662648739305,0.766828155854286
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36966,8.953817115559302,62.84000015258789,65.63999938964844,62.47999954223633,65.52999877929688,61.243988037109375,45134700,0.02832345986805951,0.8444742555726032
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89254,8.934324648924358,65.37000274658203,66.04000091552734,64.69000244140625,64.69000244140625,60.458953857421875,23712600,-0.012901366627267485,0.8593735712519889
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118,9.019150810402826,64.87000274658203,64.98999786376953,61.9900016784668,62.0099983215332,57.954227447509766,27814300,-0.042311032501873846,1.010359471643258
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709,9.070386111109007,63.0099983215332,63.9900016784668,60.970001220703125,63.529998779296875,59.37481689453125,36350200,0.02421658076974076,1.0541801748964068
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.0403,9.093694189856862,64.20999908447266,65.06999969482422,63.7400016784668,64.66999816894531,60.44024658203125,17814800,0.017785171080833884,1.0752078747074247
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415,9.050522497225822,64.30000305175781,64.98999786376953,64.11000061035156,64.83000183105469,60.589786529541016,9542000,0.0024711002861632636,1.0745360569756612
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73887,9.158097152868763,64.47000122070312,66.12999725341797,64.43000030517578,66.0199966430664,61.701934814453125,16058800,0.018189188146978452,1.0825146224680127
2018-02-15,9490.98,10234.0,9350.0,10018.0,21036.33732,9.212138753917563,66.6500015258789,67.27999877929688,65.87000274658203,67.27999877929688,62.879539489746094,12152500,0.018905321943242903,1.1081878998795773
2018-02-16,10011.3,10300.0,9707.51,10196.0,11857.64278,9.229750765496005,67.08000183105469,67.9000015258789,67.01000213623047,67.18000030517578,62.78609085083008,10167100,-0.0014874087942615688,1.1080824983969075
2018-02-20,11159.12,11780.0,11080.37,11233.41,15880.90904,9.32664765257487,66.83999633789062,67.7699966430664,66.7699966430664,67.23999786376953,62.84215545654297,16917600,0.0008926880433763884,1.1013965923908489
2018-02-21,11233.42,11275.74,10256.0,10449.4,19959.67716,9.254299839476637,67.5,68.06999969482422,66.80000305175781,66.80999755859375,62.440284729003906,14551200,-0.0064155433753230184,1.1029838922418564
2018-02-22,10446.79,10935.0,9731.2,9843.34,20204.69095,9.194550363346975,67.04000091552734,67.5,66.69999694824219,66.88999938964844,62.51504898071289,10979400,0.0011967366107530353,1.098769896840438
2018-02-23,9843.33,10405.3,9600.0,10166.1,16044.0393,9.226813934669071,67.44000244140625,68.29000091552734,67.27999877929688,68.29000091552734,63.82347869873047,10386200,0.020713886373849633,1.1291243029173674
2018-02-26,9595.99,10461.97,9376.34,10324.7,16156.80506,9.242294361717036,68.58000183105469,69.36000061035156,68.58000183105469,69.36000061035156,64.82349395751953,10797200,0.015546984892588434,1.1287166661692474
2018-02-27,10329.99,10850.0,10150.0,10566.3,10408.47994,9.265424970279735,69.38999938964844,69.70999908447266,68.66000366210938,68.66000366210938,64.16929626464844,12790600,-0.010143499905636233,1.1300675847283692
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74906,9.241344730838874,69.05000305175781,69.33999633789062,68.16000366210938,68.16999816894531,63.71131134033203,15232000,-0.007162282851844282,1.1278720875395443
2018-03-01,10314.99,11090.0,10223.41,10903.13,9481.665146,9.296805182959154,68.33000183105469,68.58999633789062,66.52999877929688,67.04000091552734,62.65522766113281,21486800,-0.01671508868430749,1.1434915495883016
2018-03-02,10917.37,11175.0,10774.01,11029.99,8329.097901,9.308373205628824,66.27999877929688,67.81999969482422,66.0999984741211,67.68000030517578,63.25337219238281,19196100,0.009501249976804793,1.1496881699852808
2018-03-05,11479.68,11688.0,11383.66,11419.24,9933.676233,9.343054931083023,67.36000061035156,68.5999984741211,67.20999908447266,68.37000274658203,63.89824295043945,10888900,0.01014345229096314,1.092924712896022
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949,9.280217119396356,68.76000213623047,68.8499984741211,68.22000122070312,68.5199966430664,64.03841400146484,10151900,0.0021914523658628227,0.9516069983069614
2018-03-07,10723.01,10911.78,9450.0,9913.03,26116.51185,9.201605332357381,68.01000213623047,68.97000122070312,68.01000213623047,68.9000015258789,64.3935775756836,11109800,0.0055305757020036594,0.8849020985377323
2018-03-08,9904.52,10150.0,9078.95,9285.32,22522.42747,9.136189937382483,69.11000061035156,69.26000213623047,68.7699966430664,69.19999694824219,64.67394256591797,7624000,0.004344618357180252,0.8715638713784134
2018-03-09,9293.06,9420.39,8366.0,9230.0,29014.16684,9.130214327496898,69.69000244140625,70.51000213623047,69.5999984741211,70.51000213623047,65.89828491210938,12342500,0.018753755504716807,0.7288649578029839
2018-03-12,9535.04,9892.0,8742.07,9120.75,18751.02058,9.118307316529219,70.72000122070312,71.01000213623047,70.52999877929688,70.7300033569336,66.10388946533203,13506200,0.0031152844813462366,0.663084636893605
2018-03-13,9115.24,9482.79,8830.0,9142.32,16001.47535,9.120669461560647,71.08999633789062,71.33999633789062,69.68000030517578,69.91999816894531,65.34686279296875,13809400,-0.011518153349712179,0.6407229059438198
2018-03-14,9152.07,9356.14,7948.0,8196.69,21191.02314,9.01148569322372,70.2699966430664,70.33000183105469,69.51000213623047,69.86000061035156,65.29077911376953,13881400,-0.0008584570439591488,0.64005733972973
2018-03-15,8195.99,8425.0,7682.0,8265.05,18387.61139,9.019791059843602,69.87999725341797,70.30999755859375,69.55999755859375,69.9000015258789,65.32818603515625,11501400,0.0005724229537511505,0.5976622942677354
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62434,9.019003095443997,69.80000305175781,70.05000305175781,69.5199966430664,69.61000061035156,65.26068115234375,12202300,-0.004157427120484947,0.5506374995074432
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08836,9.059160441766048,68.95999908447266,69.06999969482422,67.66999816894531,68.2300033569336,63.9669075012207,19868400,-0.020023843921145534,0.6053973293059581
2018-03-20,8596.79,9051.0,8313.01,8904.02,13454.82226,9.09425813913435,68.05999755859375,68.45999908447266,67.81999969482422,68.19999694824219,63.93876647949219,9382800,-0.0004398799253548802,0.6053182063417176
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713,9.093108559368456,68.05000305175781,68.69000244140625,67.61000061035156,67.79000091552734,63.55440139770508,10933500,-0.006029815154014351,0.604688349002653
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392,9.071614942236156,66.97000122070312,67.36000061035156,65.98999786376953,66.04000091552734,61.91374969482422,21195100,-0.02615407203306752,0.6884897240947921
2018-03-23,8708.52,8920.79,8265.0,8920.79,13749.78486,9.096139786674827,66.0,66.16999816894531,64.25,64.27999877929688,60.26370620727539,20950800,-0.027012111036243347,0.7223154562830212
2018-03-26,8451.12,8500.0,7831.15,8149.66,17693.41534,9.005731487573286,65.58999633789062,66.80999755859375,64.68000030517578,66.72000122070312,62.5512580871582,25125800,0.03725625446749259,0.8388857747734169
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028,8.960814343554494,67.12999725341797,67.16999816894531,64.08000183105469,64.58000183105469,60.544960021972656,29748600,-0.03259998266299391,0.9252664649373021
2018-03-28,7791.69,8104.98,7723.03,7932.41,8437.64468,8.978712177663393,64.43000030517578,65.20999908447266,63.77000045776367,64.1500015258789,60.14181900024414,26811000,-0.00668067883565282,0.9246943310362585
2018-03-29,7932.41,7968.0,6914.53,7088.38,22138.11413,8.866212102586008,64.61000061035156,66.06999969482422,64.16000366210938,65.41999816894531,61.33246994018555,17684100,0.0196038792732649,0.9336575231407465
2018-04-02,6816.31,7106.5,6759.96,7052.76,13624.16036,8.86117430855605,65.16000366210938,65.44999694824219,63.150001525878906,63.86000061035156,59.86993789672851,26017100,-0.024134797276732733,0.9746078054573413
2018-04-03,7052.75,7506.84,7001.28,7416.27,16089.54163,8.911431514349935,64.33999633789062,64.63999938964844,63.40999984741211,64.48999786376953,60.46058654785156,18050700,0.009816943053011506,0.9740768426038086
2018-04-04,7415.53,7430.0,6710.38,6799.95,15779.20247,8.824670538195988,63.310001373291016,65.56999969482422,63.16999816894531,65.38999938964844,61.30433654785156,18149200,0.013859192341866944,0.9892206196960796
2018-04-05,6799.37,6928.7,6578.95,6771.69,11894.53598,8.820505965477537,65.98999786376953,66.08999633789062,65.22000122070312,65.66000366210938,61.55747985839844,16369100,0.004120635608105161,0.9881280722294526
2018-04-06,6771.3,6850.0,6510.0,6618.33,8478.418069,8.797598351245641,64.9800033569336,65.58000183105469,63.77000045776367,64.05000305175781,60.04808807373047,20238900,-0.024825891858036186,1.0350111698831583
2018-04-09,7027.26,7175.83,6611.49,6780.1,10103.91622,8.821747130088209,64.5199966430664,65.80999755859375,64.47000122070312,64.55000305175781,60.51683807373047,10929700,0.007776088580842,1.0124285295558901
2018-04-10,6782.39,6900.0,6653.21,6835.67,6480.192764,8.829909769225909,65.56999969482422,66.41000366210938,65.20999908447266,66.13999938964844,62.00748825073242,15648900,0.02433353375539493,1.0571073127184785
2018-04-11,6824.75,6984.92,6809.26,6940.94,5825.410646,8.845192491014656,65.7300033569336,66.33999633789062,65.63999938964844,65.75,61.641868591308594,8657800,-0.005914027267596822,1.0497458105482427
2018-04-12,6940.94,8069.34,6758.45,7923.78,19033.38033,8.977623643677342,66.16000366210938,66.83000183105469,66.06999969482422,66.54000091552734,62.38248443603515,10628000,0.011943613291508726,1.0604227301879947
2018-04-13,7923.78,8239.33,7753.32,7896.92,19605.94275,8.974228089016991,67.0,67.02999877929688,66.0,66.31999969482422,62.176239013671875,11210800,-0.003311778123907594,1.0612189245637234
2018-04-16,8353.43,8424.99,7905.0,8048.15,10866.60296,8.993197530336806,66.77999877929688,67.08000183105469,66.38999938964844,66.83000183105469,62.65438079833984,9738700,0.007660602696196506,1.0643112187757178
2018-04-17,8054.68,8160.85,7806.81,7890.87,9277.151215,8.973461673920749,67.41999816894531,68.29000091552734,67.30000305175781,68.06999969482422,63.816917419433594,15222800,0.018384474054924382,1.059604632539886
2018-04-18,7890.87,8235.0,7870.35,8172.84,9227.204598,9.008571740669666,68.0,68.1500015258789,67.4800033569336,67.88999938964844,63.64813995361328,9882200,-0.002647843653341475,1.0601152468316517
2018-04-19,8172.83,8297.99,8074.44,8271.31,9436.846328,9.020548179342576,67.45999908447266,67.52999877929688,66.9000015258789,67.13999938964844,62.94501876831055,12905800,-0.011108756862094893,1.0666132049995718
2018-04-20,8273.0,8934.0,8216.9,8861.0,16059.62267,9.089414904047302,66.94000244140625,66.98999786376953,65.93000030517578,66.20999908447266,62.073116302490234,16238500,-0.013948487352034356,1.0295409893676288
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.11771,9.099067971066573,66.45999908447266,66.6500015258789,65.66000366210938,65.97000122070312,61.84810256958008,18960300,-0.0036313833704335607,0.9727323971785411
2018-04-24,8942.0,9737.16,8930.0,9648.0,20460.50898,9.174505918966966,66.3499984741211,66.45999908447266,64.3499984741211,64.81999969482422,60.76996612548828,17423800,-0.017585918733340478,0.8803088948488691
2018-04-25,9648.36,9755.53,8751.0,8864.99,33035.90404,9.089865090476087,64.91999816894531,65.05000305175781,64.0,64.83000183105469,60.779335021972656,15290800,0.00015429442549397265,0.7786038349319496
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.9697,9.135021821213925,65.63999938964844,66.2699966430664,65.37000274658203,66.01000213623047,61.8856086730957,16543400,0.018037790632059014,0.8067172326394246
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51438,9.096211526626501,66.66999816894531,66.72000122070312,65.54000091552734,65.88999938964844,61.77309799194336,13156500,-0.0018196024003653832,0.7683130573482035
2018-04-30,9396.32,9443.96,9111.0,9242.17,8085.688295,9.13153198554799,66.05999755859375,66.47000122070312,65.37999725341797,65.45999908447266,61.36996841430664,8686100,-0.006547420575562235,0.7103766091345097
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.26396,9.112385698578949,65.37000274658203,66.31999969482422,65.20999908447266,66.27999877929688,62.13874053955078,9273900,0.012448919054017793,0.7168952316568952
2018-05-02,9066.9,9259.16,8975.23,9222.0,10575.17498,9.129347212766652,66.69999694824219,66.94999694824219,66.08999633789062,66.20999908447266,62.073116302490234,13293700,-0.0010566790318691233,0.6954292643263014
2018-05-03,9220.0,9799.99,9165.19,9732.43,11670.79958,9.183218887062136,65.91000366210938,66.61000061035156,65.33000183105469,66.36000061035156,62.2137451171875,15545400,0.0022629794107009715,0.6940743449934295
2018-05-04,9737.0,9784.73,9527.38,9696.57,7326.052071,9.179527493709912,66.11000061035156,67.73999786376953,66.02999877929688,67.62000274658203,63.395015716552734,10841300,0.01880936337780792,0.6633698033950425
2018-05-07,9621.99,9634.5,9175.0,9359.52,13616.34859,9.144149286105387,67.94000244140625,68.41000366210938,67.83000183105469,68.08999633789062,63.83563995361328,13457400,0.006926467813873849,0.6618733489712969
2018-05-08,9356.79,9450.0,9015.0,9167.69,11418.31054,9.123440625119315,67.9800033569336,68.30000305175781,67.66999816894531,68.23999786376953,63.976287841796875,15147400,0.0022005661672483967,0.5872308025731825
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83433,9.138682165924433,68.41000366210938,69.08000183105469,68.19000244140625,69.08000183105469,64.76380920410156,14413300,0.012234407906013267,0.6025367907391883
2018-05-10,9308.49,9393.0,8987.74,9020.99,11764.97751,9.10730936313147,69.4000015258789,70.02999877929688,69.33000183105469,69.9800033569336,65.60755157470703,11566300,0.01294425512467079,0.6058088132356056
2018-05-11,9007.19,9018.38,8351.0,8411.42,20383.92661,9.037345585325186,69.91000366210938,70.1500015258789,69.6500015258789,69.87999725341797,65.5137939453125,8760600,-0.0014300889478500167,0.6046385260432432
2018-05-14,8696.54,8900.9,8286.57,8674.36,18861.9371,9.068126826877396,70.11000061035156,70.41999816894531,69.80000305175781,69.87000274658203,65.50444793701172,10130900,-0.00014303408734139822,0.5968870839728667
2018-05-15,8674.53,8865.0,8400.0,8474.99,12391.83199,9.044874752306951,69.37999725341797,69.44000244140625,68.8499984741211,69.20999908447266,64.88567352294922,14262600,-0.009491064248729586,0.5629531276647064
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12322,9.029608351200226,69.31999969482422,69.68000030517578,69.16000366210938,69.5199966430664,65.1762924194336,6680500,0.004469085044308763,0.5647778454638969
2018-05-17,8337.77,8500.0,7980.0,8067.03,8259.124524,8.995540663784652,69.2699966430664,69.73999786376953,68.87999725341797,69.16000366210938,64.83879089355469,10800100,-0.00519171890347625,0.5510549228280834
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.203883,9.017831500250551,68.93000030517578,69.23999786376953,68.80999755859375,68.87000274658203,64.56693267822266,7882900,-0.004202004329071585,0.5249536501613528
2018-05-21,8518.64,8589.1,8320.0,8391.76,6126.971053,9.035005551001788,69.5,69.80999755859375,69.12000274658203,69.47000122070312,65.1294174194336,11289200,0.008674312839167975,0.5342550568085794
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.060787,8.985204837981179,69.80999755859375,69.91000366210938,69.22000122070312,69.37000274658203,65.03567504882812,7391000,-0.001440485286013704,0.4864761601364513
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129,8.923043558635912,68.80000305175781,69.87999725341797,68.79000091552734,69.87999725341797,65.5137939453125,14693800,0.007324908971155786,0.49514990672187065
2018-05-24,7509.99,7733.99,7267.24,7586.88,11648.36524,8.93417571868472,69.86000061035156,69.94000244140625,69.0999984741211,69.80000305175781,65.43880462646484,11200700,-0.001145392471806339,0.4401445868919415
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331,8.918808230845785,69.8499984741211,70.0,69.58000183105469,69.75,65.39193725585938,9391400,-0.0007166327883094681,0.43963978855372093
2018-05-29,7112.2,7537.0,7026.9,7469.45,11049.92099,8.918576647571488,69.4000015258789,69.76000213623047,68.91000366210938,69.37000274658203,65.03567504882812,29330400,-0.005462883711039979,0.4372815987497097
2018-05-30,7469.45,7559.0,7273.89,7375.73,8940.454005,8.90595015936037,69.72000122070312,69.97000122070312,69.5199966430664,69.87999725341797,65.5137939453125,9965200,0.007324908971155786,0.41848468065323435
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.007269,8.921628436063697,69.87999725341797,70.36000061035156,69.73999786376953,69.9000015258789,65.53257751464844,15284000,0.00028622510762854603,0.4182883784901541
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.627573,8.924203771334051,70.37000274658203,71.0999984741211,70.25,71.08999633789062,66.648193359375,12722900,0.016880957358464954,0.46839455831967153
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.551353,8.921091739776848,71.2699966430664,71.7300033569336,71.19999694824219,71.66000366210938,67.18260955810547,9933000,0.007986134553076951,0.4163542608042171
2018-06-05,7494.99,7685.0,7360.0,7617.98,9968.45509,8.938266521674116,71.83999633789062,72.04000091552734,71.63999938964844,71.91000366210938,67.4169692993164,17274800,0.003482625059928246,0.4094627656636152
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.055772,8.943580561233889,72.02999877929688,72.37999725341797,71.66000366210938,72.37999725341797,67.85758209228516,17689500,0.006514592148207932,0.41668780012019563
2018-06-07,7658.99,7750.0,7618.99,7689.28,7545.009251,8.94758243002788,72.33999633789062,72.33999633789062,71.27999877929688,71.80000305175781,67.31385040283203,19523600,-0.008045461631128958,0.4001772818747576
2018-06-08,7676.41,7697.0,7542.0,7618.11,4676.558328,8.93828358641973,71.26000213623047,71.80999755859375,71.11000061035156,71.68000030517578,67.20134735107422,9904800,-0.001672745633618078,0.36603995397506706
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423,8.836462589787773,71.72000122070312,71.98999786376953,71.55999755859375,71.76000213623047,67.27633666992188,7323500,0.0011154745954877754,0.3658662346456687
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5995,8.78839063591891,71.88999938964844,72.16999816894531,71.7699966430664,72.11000061035156,67.60448455810547,7813400,0.004865491873204064,0.3709625060241167
2018-06-13,6557.66,6624.45,6120.0,6307.4,19190.50458,8.749478826247639,72.11000061035156,72.43000030517578,71.70999908447266,71.73999786376953,67.25758361816406,14639000,-0.005144297066102865,0.35709021832427007
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821,8.80178549544594,72.0199966430664,72.43000030517578,71.91000366210938,72.25,67.73573303222656,11327400,0.0070838846658025645,0.36374353240418206
2018-06-15,6638.8,6666.66,6370.0,6390.6,7132.206789,8.762583439677176,71.73999786376953,71.83000183105469,71.29000091552734,71.72000122070312,67.47700500488281,16820600,-0.007362661235209345,0.36964352424571056
2018-06-18,6451.03,6793.0,6381.25,6707.5,5940.174398,8.81098158229978,71.22000122070312,71.8499984741211,71.0,71.80000305175781,67.55226135253906,8290200,0.0011148528004358838,0.3661017035312567
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.679796,8.81529875009226,70.91999816894531,71.45999908447266,70.5199966430664,71.43000030517578,67.20416259765625,12956700,-0.005166565118511102,0.35541892241870277
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.768846,8.81827212385798,71.5999984741211,71.91999816894531,71.5,71.58000183105469,67.34529113769531,11465600,0.0020977774791575143,0.35593796394629623
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.324428,8.812594890728233,71.86000061035156,71.9000015258789,70.86000061035156,71.02999877929688,66.82782745361328,14817100,-0.007713425094435955,0.35723859107157446
2018-06-22,6718.33,6737.97,5940.0,6050.45,18544.14405,8.707887928424109,71.20999908447266,71.2300033569336,70.51000213623047,70.80000305175781,66.6114273071289,15692900,-0.003243262020381721,0.35927856382926276
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.689307,8.740914175983773,70.2300033569336,70.30000305175781,68.72000122070312,69.33000183105469,65.2283935546875,18027700,-0.020981304438485893,0.44596873009008287
2018-06-26,6252.28,6277.0,6025.68,6068.0,7751.622088,8.710784340468424,69.55000305175781,70.06999969482422,69.37999725341797,69.61000061035156,65.49183654785156,13859500,0.004030504583623085,0.4435417329882529
2018-06-27,6073.99,6181.11,5985.0,6135.64,7446.861551,8.721869671182516,69.83000183105469,70.1500015258789,68.63999938964844,68.66000366210938,64.59803771972656,22054600,-0.013741402582320816,0.46710721720273346
2018-06-28,6135.64,6165.49,5818.14,5848.33,8878.398573,8.673911429386091,68.56999969482422,69.7300033569336,68.56999969482422,69.5,65.38834381103516,17799000,0.012159911204332907,0.49158005023905926
2018-06-29,5845.2,6299.0,5774.72,6204.24,12067.37317,8.73298820826773,69.7699966430664,70.06999969482422,69.43000030517578,69.47000122070312,65.360107421875,10009600,-0.0004317302942977719,0.4432146438871234
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.802474,8.796789663324104,68.87000274658203,70.11000061035156,68.7699966430664,70.08999633789062,65.94344329833984,12545600,0.00888505598711209,0.4459225883921193
2018-07-03,6605.46,6666.0,6464.39,6507.99,5924.865417,8.780785931767372,70.30000305175781,70.3499984741211,69.20999908447266,69.26000213623047,65.16252899169922,6361400,-0.011912508445645287,0.4684556515620817
2018-07-05,6575.62,6700.0,6445.31,6533.69,7692.215777,8.784727146897154,69.69000244140625,70.27999877929688,69.48999786376953,70.23999786376953,66.08456420898438,13660000,0.014050349095641401,0.494018335208504
