timestamp,value
1251244800,49
1251331200,49
1251417600,49
1251504000,50
1251590400,51
1251676800,52
1251763200,53
1251849600,53
1251936000,53
1252022400,53
1252108800,53
1252195200,53
1252281600,53
1252368000,53
1252454400,53
1252540800,53
1252627200,53
1252713600,53
1252800000,53
1252886400,53
1252972800,54
1253059200,55
1253145600,54
1253232000,55
1253318400,55
1253404800,55
1253491200,55
1253577600,54
1253664000,54
1253750400,55
1253836800,54
1253923200,56
1254009600,56
1254096000,56
1254182400,55
1254268800,55
1254355200,55
1254441600,56
1254528000,56
1254614400,57
1254700800,57
1254787200,57
1254873600,57
1254960000,57
1255046400,58
1255132800,58
1255219200,58
1255305600,59
1255392000,60
1255478400,60
1255564800,62
1255651200,62
1255737600,62
1255824000,62
1255910400,62
1255996800,61
1256083200,62
1256169600,62
1256256000,64
1256342400,65
1256428800,66
1256515200,66
1256601600,66
1256688000,67
1256774400,66
1256860800,66
1256947200,67
1257033600,67
1257120000,67
1257206400,68
1257292800,68
1257379200,68
1257465600,68
1257552000,68
1257638400,71
1257724800,71
1257811200,72
1257897600,70
1257984000,70
1258070400,70
1258156800,70
1258243200,71
1258329600,71
1258416000,71
1258502400,71
1258588800,71
1258675200,73
1258761600,75
1258848000,75
1258934400,75
1259020800,75
1259107200,75
1259193600,75
1259280000,75
1259366400,75
1259452800,75
1259539200,76
1259625600,77
1259712000,77
1259798400,78
1259884800,78
1259971200,78
1260057600,79
1260144000,80
1260230400,82
1260316800,82
1260403200,82
1260489600,82
1260576000,82
1260662400,82
1260748800,83
1260835200,83
1260921600,84
1261008000,85
1261094400,85
1261180800,85
1261267200,87
1261353600,90
1261440000,90
1261526400,90
1261612800,90
1261699200,91
1261785600,92
1261872000,93
1261958400,93
1262044800,93
1262131200,93
1262217600,93
1262304000,93
1262390400,97
1262476800,98
1262563200,99
1262649600,99
1262736000,99
1262822400,100
1262908800,102
1262995200,104
1263081600,104
1263168000,106
1263254400,107
1263340800,107
1263427200,110
1263513600,111
1263600000,111
1263686400,111
1263772800,112
1263859200,114
1263945600,114
1264032000,116
1264118400,116
1264204800,117
1264291200,117
1264377600,119
1264464000,121
1264550400,121
1264636800,123
1264723200,124
1264809600,124
1264896000,125
1264982400,126
1265068800,125
1265155200,127
1265241600,129
1265328000,132
1265414400,136
1265500800,142
1265587200,144
1265673600,144
1265760000,143
1265846400,143
1265932800,142
1266019200,143
1266105600,145
1266192000,144
1266278400,146
1266364800,151
1266451200,153
1266537600,154
1266624000,156
1266710400,158
1266796800,157
1266883200,160
1266969600,160
1267056000,158
1267142400,158
1267228800,161
1267315200,162
1267401600,167
1267488000,166
1267574400,165
1267660800,167
1267747200,168
1267833600,170
1267920000,169
1268006400,168
1268092800,170
1268179200,171
1268265600,170
1268352000,172
1268438400,174
1268524800,175
1268611200,175
1268697600,177
1268784000,176
1268870400,176
1268956800,176
1269043200,176
1269129600,178
1269216000,178
1269302400,181
1269388800,183
1269475200,182
1269561600,187
1269648000,191
1269734400,194
1269820800,193
1269907200,195
1269993600,197
1270080000,200
1270166400,202
1270252800,205
1270339200,205
1270425600,205
1270512000,204
1270598400,203
1270684800,204
1270771200,205
1270857600,207
1270944000,210
1271030400,215
1271116800,215
1271203200,216
1271289600,217
1271376000,219
1271462400,220
1271548800,223
1271635200,223
1271721600,224
1271808000,226
1271894400,226
1271980800,227
1272067200,227
1272153600,228
1272240000,229
1272326400,232
1272412800,233
1272499200,235
1272585600,239
1272672000,238
1272758400,241
1272844800,243
1272931200,239
1273017600,239
1273104000,239
1273190400,242
1273276800,240
1273363200,242
1273449600,244
1273536000,247
1273622400,244
1273708800,245
1273795200,246
1273881600,247
1273968000,247
1274054400,245
1274140800,246
1274227200,248
1274313600,249
1274400000,252
1274486400,252
1274572800,253
1274659200,254
1274745600,256
1274832000,260
1274918400,260
1275004800,261
1275091200,264
1275177600,265
1275264000,265
1275350400,264
1275436800,265
1275523200,264
1275609600,265
1275696000,265
1275782400,265
1275868800,264
1275955200,264
1276041600,267
1276128000,267
1276214400,270
1276300800,270
1276387200,272
1276473600,272
1276560000,270
1276646400,268
1276732800,269
1276819200,270
1276905600,269
1276992000,270
1277078400,271
1277164800,278
1277251200,277
1277337600,276
1277424000,278
1277510400,278
1277596800,278
1277683200,282
1277769600,282
1277856000,286
1277942400,288
1278028800,290
1278115200,291
1278201600,292
1278288000,296
1278374400,299
1278460800,299
1278547200,299
1278633600,299
1278720000,296
1278806400,299
1278892800,302
1278979200,305
1279065600,307
1279152000,309
1279238400,311
1279324800,310
1279411200,310
1279497600,311
1279584000,311
1279670400,310
1279756800,313
1279843200,314
1279929600,315
1280016000,322
1280102400,324
1280188800,324
1280275200,321
1280361600,321
1280448000,322
1280534400,324
1280620800,325
1280707200,328
1280793600,329
1280880000,331
1280966400,331
1281052800,334
1281139200,333
1281225600,336
1281312000,335
1281398400,338
1281484800,333
1281571200,337
1281657600,339
1281744000,343
1281830400,344
1281916800,346
1282003200,346
1282089600,351
1282176000,351
1282262400,356
1282348800,362
1282435200,362
1282521600,363
1282608000,365
1282694400,366
1282780800,369
1282867200,369
1282953600,372
1283040000,374
1283126400,379
1283212800,384
1283299200,387
1283385600,386
1283472000,388
1283558400,389
1283644800,389
1283731200,390
1283817600,394
1283904000,395
1283990400,397
1284076800,399
1284163200,400
1284249600,402
1284336000,407
1284422400,415
1284508800,413
1284595200,412
1284681600,413
1284768000,415
1284854400,414
1284940800,419
1285027200,420
1285113600,421
1285200000,418
1285286400,421
1285372800,419
1285459200,421
1285545600,421
1285632000,422
1285718400,425
1285804800,430
1285891200,430
1285977600,436
1286064000,436
1286150400,441
1286236800,441
1286323200,437
1286409600,432
1286496000,432
1286582400,435
1286668800,431
1286755200,436
1286841600,434
1286928000,439
1287014400,440
1287100800,443
1287187200,447
1287273600,448
1287360000,451
1287446400,457
1287532800,460
1287619200,461
1287705600,465
1287792000,463
1287878400,466
1287964800,469
1288051200,473
1288137600,470
1288224000,474
1288310400,476
1288396800,475
1288483200,481
1288569600,477
1288656000,477
1288742400,478
1288828800,481
1288915200,481
1289001600,485
1289088000,488
1289174400,489
1289260800,492
1289347200,495
1289433600,498
1289520000,499
1289606400,504
1289692800,506
1289779200,505
1289865600,505
1289952000,510
1290038400,513
1290124800,512
1290211200,509
1290297600,510
1290384000,515
1290470400,515
1290556800,513
1290643200,515
1290729600,515
1290816000,520
1290902400,522
1290988800,519
1291075200,522
1291161600,522
1291248000,519
1291334400,518
1291420800,516
1291507200,518
1291593600,525
1291680000,527
1291766400,527
1291852800,524
1291939200,522
1292025600,521
1292112000,522
1292198400,527
1292284800,526
1292371200,526
1292457600,526
1292544000,525
1292630400,526
1292716800,530
1292803200,531
1292889600,531
1292976000,536
1293062400,540
1293148800,543
1293235200,544
1293321600,546
1293408000,541
1293494400,542
1293580800,545
1293667200,545
1293753600,547
1293840000,548
1293926400,548
1294012800,543
1294099200,542
1294185600,543
1294272000,544
1294358400,544
1294444800,544
1294531200,544
1294617600,543
1294704000,548
1294790400,546
1294876800,545
1294963200,549
1295049600,547
1295136000,547
1295222400,546
1295308800,544
1295395200,541
1295481600,546
1295568000,540
1295654400,538
1295740800,534
1295827200,538
1295913600,537
1296000000,541
1296086400,538
1296172800,540
1296259200,543
1296345600,540
1296432000,534
1296518400,534
1296604800,538
1296691200,539
1296777600,541
1296864000,543
1296950400,545
1297036800,548
1297123200,551
1297209600,549
1297296000,549
1297382400,553
1297468800,557
1297555200,558
1297641600,553
1297728000,552
1297814400,556
1297900800,559
1297987200,562
1298073600,568
1298160000,570
1298246400,570
1298332800,572
1298419200,572
1298505600,573
1298592000,573
1298678400,574
1298764800,579
1298851200,593
1298937600,604
1299024000,637
1299110400,637
1299196800,642
1299283200,643
1299369600,643
1299456000,646
1299542400,648
1299628800,651
1299715200,654
1299801600,652
1299888000,653
1299974400,654
1300060800,655
1300147200,662
1300233600,661
1300320000,660
1300406400,661
1300492800,663
1300579200,664
1300665600,670
1300752000,670
1300838400,670
1300924800,672
1301011200,673
1301097600,677
1301184000,682
1301270400,682
1301356800,678
1301443200,680
1301529600,683
1301616000,683
1301702400,687
1301788800,688
1301875200,687
1301961600,689
1302048000,692
1302134400,689
1302220800,689
1302307200,686
1302393600,687
1302480000,683
1302566400,684
1302652800,683
1302739200,686
1302825600,685
1302912000,685
1302998400,685
1303084800,683
1303171200,683
1303257600,681
1303344000,687
1303430400,690
1303516800,695
1303603200,704
1303689600,702
1303776000,698
1303862400,696
1303948800,697
1304035200,698
1304121600,698
1304208000,699
1304294400,698
1304380800,700
1304467200,707
1304553600,707
1304640000,713
1304726400,709
1304812800,712
1304899200,718
1304985600,712
1305072000,712
1305158400,707
1305244800,712
1305331200,713
1305417600,722
1305504000,717
1305590400,719
1305676800,720
1305763200,723
1305849600,719
1305936000,724
1306022400,724
1306108800,725
1306195200,730
1306281600,736
1306368000,737
1306454400,738
1306540800,742
1306627200,742
1306713600,741
1306800000,746
1306886400,749
1306972800,748
1307059200,746
1307145600,748
1307232000,752
1307318400,755
1307404800,759
1307491200,769
1307577600,773
1307664000,772
1307750400,774
1307836800,781
1307923200,788
1308009600,802
1308096000,810
1308182400,812
1308268800,820
1308355200,814
1308441600,793
1308528000,799
1308614400,802
1308700800,800
1308787200,798
1308873600,796
1308960000,799
1309046400,799
1309132800,797
1309219200,796
1309305600,800
1309392000,797
1309478400,793
1309564800,791
1309651200,791
1309737600,791
1309824000,782
1309910400,783
1309996800,782
1310083200,785
1310169600,786
1310256000,784
1310342400,784
1310428800,786
1310515200,787
1310601600,786
1310688000,789
1310774400,790
1310860800,790
1310947200,793
1311033600,794
1311120000,794
1311206400,796
1311292800,799
1311379200,799
1311465600,801
1311552000,800
1311638400,800
1311724800,802
1311811200,805
1311897600,805
1311984000,807
1312070400,808
1312156800,811
1312243200,806
1312329600,807
1312416000,804
1312502400,809
1312588800,802
1312675200,802
1312761600,815
1312848000,814
1312934400,811
1313020800,810
1313107200,808
1313193600,806
1313280000,808
1313366400,807
1313452800,806
1313539200,809
1313625600,810
1313712000,813
1313798400,811
1313884800,809
1313971200,810
1314057600,809
1314144000,805
1314230400,821
1314316800,807
1314403200,812
1314489600,814
1314576000,817
1314662400,817
1314748800,817
1314835200,815
1314921600,815
1315008000,819
1315094400,825
1315180800,821
1315267200,817
1315353600,821
1315440000,829
1315526400,820
1315612800,822
1315699200,811
1315785600,811
1315872000,814
1315958400,806
1316044800,805
1316131200,807
1316217600,807
1316304000,802
1316390400,802
1316476800,799
1316563200,802
1316649600,798
1316736000,802
1316822400,799
1316908800,799
1316995200,802
1317081600,801
1317168000,802
1317254400,801
1317340800,800
1317427200,802
1317513600,800
1317600000,802
1317686400,803
1317772800,801
1317859200,797
1317945600,799
1318032000,803
1318118400,802
1318204800,805
1318291200,809
1318377600,804
1318464000,803
1318550400,804
1318636800,801
1318723200,800
1318809600,798
1318896000,800
1318982400,797
1319068800,802
1319155200,805
1319241600,803
1319328000,801
1319414400,805
1319500800,804
1319587200,813
1319673600,814
1319760000,820
1319846400,813
1319932800,814
1320019200,819
1320105600,817
1320192000,818
1320278400,821
1320364800,825
1320451200,825
1320537600,829
1320624000,826
1320710400,826
1320796800,829
1320883200,831
1320969600,832
1321056000,827
1321142400,824
1321228800,824
1321315200,830
1321401600,832
1321488000,837
1321574400,832
1321660800,844
1321747200,847
1321833600,849
1321920000,843
1322006400,848
1322092800,849
1322179200,846
1322265600,854
1322352000,858
1322438400,844
1322524800,845
1322611200,846
1322697600,848
1322784000,854
1322870400,856
1322956800,858
1323043200,857
1323129600,866
1323216000,863
1323302400,893
1323388800,951
1323475200,942
1323561600,904
1323648000,874
1323734400,873
1323820800,871
1323907200,874
1323993600,876
1324080000,876
1324166400,880
1324252800,890
1324339200,887
1324425600,890
1324512000,897
1324598400,900
1324684800,900
1324771200,903
1324857600,908
1324944000,910
1325030400,907
1325116800,905
1325203200,907
1325289600,910
1325376000,906
1325462400,905
1325548800,903
1325635200,903
1325721600,903
1325808000,907
1325894400,909
1325980800,910
1326067200,916
1326153600,918
1326240000,914
1326326400,918
1326412800,929
1326499200,931
1326585600,928
1326672000,932
1326758400,921
1326844800,917
1326931200,919
1327017600,917
1327104000,914
1327190400,912
1327276800,919
1327363200,920
1327449600,917
1327536000,921
1327622400,920
1327708800,919
1327795200,918
1327881600,921
1327968000,919
1328054400,928
1328140800,928
1328227200,929
1328313600,933
1328400000,938
1328486400,935
1328572800,935
1328659200,938
1328745600,936
1328832000,933
1328918400,942
1329004800,942
1329091200,939
1329177600,943
1329264000,971
1329350400,950
1329436800,958
1329523200,961
1329609600,961
1329696000,962
1329782400,968
1329868800,969
1329955200,970
1330041600,978
1330128000,979
1330214400,980
1330300800,979
1330387200,981
1330473600,983
1330560000,977
1330646400,992
1330732800,1005
1330819200,1004
1330905600,1005
1330992000,1015
1331078400,1011
1331164800,1014
1331251200,1013
1331337600,1013
1331424000,1013
1331510400,1013
1331596800,1008
1331683200,1004
1331769600,1003
1331856000,1004
1331942400,1006
1332028800,1009
1332115200,1010
1332201600,1009
1332288000,1015
1332374400,1015
1332460800,1012
1332547200,1016
1332633600,1015
1332720000,1014
1332806400,1017
1332892800,1011
1332979200,1010
1333065600,1012
1333152000,1017
1333238400,1014
1333324800,1009
1333411200,1011
1333497600,1007
1333584000,1013
1333670400,1012
1333756800,1016
1333843200,1018
1333929600,1037
1334016000,1014
1334102400,1013
1334188800,1016
1334275200,1025
1334361600,1016
1334448000,1018
1334534400,1019
1334620800,1013
1334707200,1014
1334793600,1019
1334880000,1011
1334966400,1017
1335052800,1019
1335139200,1021
1335225600,1019
1335312000,1025
1335398400,1033
1335484800,1037
1335571200,1040
1335657600,1041
1335744000,1041
1335830400,1038
1335916800,1047
1336003200,1052
1336089600,1049
1336176000,1049
1336262400,1049
1336348800,1047
1336435200,1055
1336521600,1048
1336608000,1046
1336694400,1045
1336780800,1042
1336867200,1044
1336953600,1045
1337040000,1044
1337126400,1041
1337212800,1039
1337299200,1045
1337385600,1038
1337472000,1045
1337558400,1051
1337644800,1038
1337731200,1040
1337817600,1036
1337904000,1037
1337990400,1036
1338076800,1035
1338163200,1039
1338249600,1033
1338336000,1041
1338422400,1049
1338508800,1046
1338595200,1054
1338681600,1056
1338768000,1059
1338854400,1060
1338940800,1057
1339027200,1067
1339113600,1061
1339200000,1066
1339286400,1072
1339372800,1081
1339459200,1080
1339545600,1074
1339632000,1080
1339718400,1077
1339804800,1074
1339891200,1077
1339977600,1083
1340064000,1087
1340150400,1088
1340236800,1092
1340323200,1103
1340409600,1101
1340496000,1090
1340582400,1089
1340668800,1097
1340755200,1098
1340841600,1095
1340928000,1099
1341014400,1098
1341100800,1099
1341187200,1115
1341273600,1123
1341360000,1122
1341446400,1121
1341532800,1121
1341619200,1123
1341705600,1129
1341792000,1135
1341878400,1129
1341964800,1133
1342051200,1138
1342137600,1149
1342224000,1151
1342310400,1148
1342396800,1156
1342483200,1161
1342569600,1151
1342656000,1150
1342742400,1152
1342828800,1153
1342915200,1152
1343001600,1161
1343088000,1163
1343174400,1167
1343260800,1167
1343347200,1180
1343433600,1188
1343520000,1190
1343606400,1194
1343692800,1188
1343779200,1190
1343865600,1198
1343952000,1189
1344038400,1194
1344124800,1191
1344211200,1199
1344297600,1199
1344384000,1217
1344470400,1220
1344556800,1221
1344643200,1222
1344729600,1219
1344816000,1220
1344902400,1225
1344988800,1228
1345075200,1227
1345161600,1237
1345248000,1247
1345334400,1242
1345420800,1225
1345507200,1223
1345593600,1224
1345680000,1219
1345766400,1221
1345852800,1230
1345939200,1218
1346025600,1223
1346112000,1224
1346198400,1227
1346284800,1229
1346371200,1235
1346457600,1236
1346544000,1240
1346630400,1238
1346716800,1237
1346803200,1240
1346889600,1238
1346976000,1240
1347062400,1253
1347148800,1239
1347235200,1249
1347321600,1245
1347408000,1250
1347494400,1255
1347580800,1258
1347667200,1260
1347753600,1268
1347840000,1265
1347926400,1254
1348012800,1261
1348099200,1266
1348185600,1264
1348272000,1267
1348358400,1268
1348444800,1271
1348531200,1277
1348617600,1283
1348704000,1293
1348790400,1294
1348876800,1293
1348963200,1301
1349049600,1298
1349136000,1301
1349222400,1302
1349308800,1294
1349395200,1299
1349481600,1303
1349568000,1303
1349654400,1300
1349740800,1301
1349827200,1300
1349913600,1300
1350000000,1301
1350086400,1305
1350172800,1310
1350259200,1308
1350345600,1307
1350432000,1315
1350518400,1315
1350604800,1313
1350691200,1306
1350777600,1308
1350864000,1306
1350950400,1311
1351036800,1313
1351123200,1309
1351209600,1313
1351296000,1313
1351382400,1311
1351468800,1310
1351555200,1314
1351641600,1309
1351728000,1320
1351814400,1317
1351900800,1318
1351987200,1324
1352073600,1319
1352160000,1323
1352246400,1326
1352332800,1325
1352419200,1332
1352505600,1331
1352592000,1339
1352678400,1342
1352764800,1341
1352851200,1346
1352937600,1346
1353024000,1346
1353110400,1344
1353196800,1338
1353283200,1339
1353369600,1350
1353456000,1352
1353542400,1345
1353628800,1349
1353715200,1353
1353801600,1364
1353888000,1359
1353974400,1361
1354060800,1359
1354147200,1356
1354233600,1358
1354320000,1361
1354406400,1360
1354492800,1361
1354579200,1379
1354665600,1384
1354752000,1383
1354838400,1389
1354924800,1386
1355011200,1389
1355097600,1383
1355184000,1384
1355270400,1397
1355356800,1402
1355443200,1408
1355529600,1405
1355616000,1414
1355702400,1415
1355788800,1428
1355875200,1426
1355961600,1428
1356048000,1438
1356134400,1439
1356220800,1442
1356307200,1444
1356393600,1444
1356480000,1447
1356566400,1442
1356652800,1447
1356739200,1453
1356825600,1454
1356912000,1458
1356998400,1459
1357084800,1457
1357171200,1454
1357257600,1449
1357344000,1453
1357430400,1450
1357516800,1448
1357603200,1458
1357689600,1450
1357776000,1450
1357862400,1447
1357948800,1459
1358035200,1458
1358121600,1460
1358208000,1473
1358294400,1471
1358380800,1477
1358467200,1476
1358553600,1478
1358640000,1486
1358726400,1480
1358812800,1478
1358899200,1484
1358985600,1493
1359072000,1484
1359158400,1489
1359244800,1491
1359331200,1494
1359417600,1484
1359504000,1487
1359590400,1500
1359676800,1517
1359763200,1509
1359849600,1515
1359936000,1523
1360022400,1527
1360108800,1538
1360195200,1527
1360281600,1534
1360368000,1528
1360454400,1523
1360540800,1522
1360627200,1519
1360713600,1515
1360800000,1518
1360886400,1516
1360972800,1519
1361059200,1518
1361145600,1511
1361232000,1506
1361318400,1515
1361404800,1528
1361491200,1523
1361577600,1528
1361664000,1527
1361750400,1534
1361836800,1530
1361923200,1527
1362009600,1528
1362096000,1527
1362182400,1533
1362268800,1533
1362355200,1523
1362441600,1523
1362528000,1519
1362614400,1507
1362700800,1506
1362787200,1505
1362873600,1515
1362960000,1516
1363046400,1504
1363132800,1506
1363219200,1502
1363305600,1505
1363392000,1512
1363478400,1515
1363564800,1510
1363651200,1509
1363737600,1512
1363824000,1504
1363910400,1499
1363996800,1497
1364083200,1499
1364169600,1505
1364256000,1498
1364342400,1500
1364428800,1499
1364515200,1499
1364601600,1495
1364688000,1495
1364774400,1501
1364860800,1506
1364947200,1513
1365033600,1511
1365120000,1511
1365206400,1515
1365292800,1510
1365379200,1506
1365465600,1505
1365552000,1510
1365638400,1508
1365724800,1498
1365811200,1501
1365897600,1501
1365984000,1485
1366070400,1462
1366156800,1475
1366243200,1478
1366329600,1479
1366416000,1472
1366502400,1478
1366588800,1482
1366675200,1477
1366761600,1468
1366848000,1474
1366934400,1473
1367020800,1478
1367107200,1490
1367193600,1501
1367280000,1519
1367366400,1511
1367452800,1508
1367539200,1524
1367625600,1523
1367712000,1521
1367798400,1522
1367884800,1520
1367971200,1525
1368057600,1525
1368144000,1524
1368230400,1524
1368316800,1526
1368403200,1530
1368489600,1528
1368576000,1538
1368662400,1536
1368748800,1540
1368835200,1538
1368921600,1539
1369008000,1535
1369094400,1536
1369180800,1543
1369267200,1542
1369353600,1557
1369440000,1562
1369526400,1564
1369612800,1561
1369699200,1564
1369785600,1564
1369872000,1569
1369958400,1573
1370044800,1574
1370131200,1574
1370217600,1567
1370304000,1563
1370390400,1564
1370476800,1574
1370563200,1563
1370649600,1561
1370736000,1556
1370822400,1559
1370908800,1555
1370995200,1549
1371081600,1552
1371168000,1552
1371254400,1553
1371340800,1551
1371427200,1551
1371513600,1550
1371600000,1549
1371686400,1556
1371772800,1553
1371859200,1560
1371945600,1553
1372032000,1557
1372118400,1554
1372204800,1561
1372291200,1562
1372377600,1552
1372464000,1541
1372550400,1541
1372636800,1529
1372723200,1522
1372809600,1521
1372896000,1510
1372982400,1508
1373068800,1511
1373155200,1511
1373241600,1507
1373328000,1508
1373414400,1505
1373500800,1511
1373587200,1512
1373673600,1514
1373760000,1520
1373846400,1526
1373932800,1534
1374019200,1535
1374105600,1531
1374192000,1533
1374278400,1540
1374364800,1540
1374451200,1540
1374537600,1545
1374624000,1546
1374710400,1544
1374796800,1554
1374883200,1557
1374969600,1556
1375056000,1557
1375142400,1587
1375228800,1581
1375315200,1580
1375401600,1583
1375488000,1593
1375574400,1594
1375660800,1592
1375747200,1589
1375833600,1588
1375920000,1596
1376006400,1595
1376092800,1597
1376179200,1601
1376265600,1595
1376352000,1601
1376438400,1598
1376524800,1612
1376611200,1615
1376697600,1615
1376784000,1619
1376870400,1615
1376956800,1625
1377043200,1620
1377129600,1622
1377216000,1630
1377302400,1633
1377388800,1633
1377475200,1628
1377561600,1624
1377648000,1626
1377734400,1629
1377820800,1631
1377907200,1630
1377993600,1640
1378080000,1637
1378166400,1632
1378252800,1626
1378339200,1632
1378425600,1635
1378512000,1635
1378598400,1631
1378684800,1632
1378771200,1631
1378857600,1642
1378944000,1635
1379030400,1637
1379116800,1631
1379203200,1633
1379289600,1636
1379376000,1638
1379462400,1637
1379548800,1628
1379635200,1628
1379721600,1631
1379808000,1638
1379894400,1639
1379980800,1640
1380067200,1637
1380153600,1635
1380240000,1640
1380326400,1640
1380412800,1638
1380499200,1642
1380585600,1635
1380672000,1622
1380758400,1615
1380844800,1615
1380931200,1612
1381017600,1612
1381104000,1610
1381190400,1615
1381276800,1611
1381363200,1610
1381449600,1611
1381536000,1608
1381622400,1610
1381708800,1614
1381795200,1616
1381881600,1623
1381968000,1624
1382054400,1623
1382140800,1623
1382227200,1624
1382313600,1625
1382400000,1635
1382486400,1628
1382572800,1636
1382659200,1539
1382745600,1548
1382832000,1546
1382918400,1548
1383004800,1551
1383091200,1547
1383177600,1544
1383264000,1544
1383350400,1547
1383436800,1549
1383523200,1540
1383609600,1538
1383696000,1540
1383782400,1526
1383868800,1535
1383955200,1540
1384041600,1534
1384128000,1529
1384214400,1524
1384300800,1522
1384387200,1519
1384473600,1532
1384560000,1526
1384646400,1513
1384732800,1503
1384819200,1501
1384905600,1508
1384992000,1496
1385078400,1493
1385164800,1490
1385251200,1493
1385337600,1493
1385424000,1496
1385510400,1494
1385596800,1484
1385683200,1478
1385769600,1480
1385856000,1475
1385942400,1477
1386028800,1483
1386115200,1476
1386201600,1481
1386288000,1488
1386374400,1502
1386460800,1508
1386547200,1506
1386633600,1509
1386720000,1516
1386806400,1515
1386892800,1513
1386979200,1512
1387065600,1515
1387152000,1522
1387238400,1514
1387324800,1504
1387411200,1500
1387497600,1490
1387584000,1457
1387670400,1454
1387756800,1461
1387843200,1456
1387929600,1470
1388016000,1461
1388102400,1464
1388188800,1464
1388275200,1464
1388361600,1468
1388448000,1464
1388534400,1463
1388620800,1465
1388707200,1464
1388793600,1463
1388880000,1460
1388966400,1458
1389052800,1455
1389139200,1452
1389225600,1451
1389312000,1449
1389398400,1451
1389484800,1443
1389571200,1447
1389657600,1444
1389744000,1450
1389830400,1449
1389916800,1451
1390003200,1450
1390089600,1449
1390176000,1449
1390262400,1453
1390348800,1453
1390435200,1453
1390521600,1452
1390608000,1456
1390694400,1453
1390780800,1448
1390867200,1446
1390953600,1450
1391040000,1448
1391126400,1449
1391212800,1446
1391299200,1442
1391385600,1445
1391472000,1444
1391558400,1450
1391644800,1438
1391731200,1431
1391817600,1433
1391904000,1435
1391990400,1436
1392076800,1447
1392163200,1444
1392249600,1440
1392336000,1435
1392422400,1436
1392508800,1427
1392595200,1431
1392681600,1433
1392768000,1435
1392854400,1433
1392940800,1433
1393027200,1434
1393113600,1434
1393200000,1427
1393286400,1416
1393372800,1414
1393459200,1416
1393545600,1413
1393632000,1416
1393718400,1417
1393804800,1414
1393891200,1412
1393977600,1417
1394064000,1421
1394150400,1474
1394236800,1417
1394323200,1426
